results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,reult/reultEndTime,p27,seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surpise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2,p28,seconds2,arousal2,valence2,cheerful2,happy2,angry2,nervous2,sad2,boredom2,confusion2,delight2,concentration2,frustration2,surpise2,none_1_2,confrustion2,contempt2,dejection2,disgust2,eureka2,pride2,sorrow2,none_2_2
,,0.76323617,59.4,58.8,Yemen,27,en-us,76.202404,,10,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,10,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.91283858,60.6,60.2,refuse,27,en-us,76.202404,,15,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,15,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.76211417,60.7,60.6,it,27,en-us,76.202404,,15,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,15,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.76656014,61.2,60.7,can,27,en-us,76.202404,,15,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,15,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.75700551,61.7,61.2,supply,27,en-us,76.202404,,15,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,15,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.67224771,62.6,61.7,labor,27,en-us,76.202404,,15,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,15,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.91283858,63.1,62.7,domestic,27,en-us,76.202404,,15,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,15,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.74859303,63.7,63.1,interest,27,en-us,76.202404,,15,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,15,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.70530474,63.9,63.7,in,27,en-us,76.202404,,15,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,15,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.73080766,64.1,63.9,the,27,en-us,76.202404,,15,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,15,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.91283858,64.6,64.1,streets,27,en-us,76.202404,,15,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,15,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.5555957,65.1,64.6,like,27,en-us,76.202404,,15,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,15,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.71256012,66.4,65.8,there,27,en-us,76.202404,,20,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,20,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.91283858,66.5,66.4,is,27,en-us,76.202404,,20,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,20,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.72100359,66.6,66.5,a,27,en-us,76.202404,,20,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,20,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.85844338,66.9,66.6,lack,27,en-us,76.202404,,20,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,20,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.71053934,67.1,66.9,of,27,en-us,76.202404,,20,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,20,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.88673151,67.5,67.1,Labor,27,en-us,76.202404,,20,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,20,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.91283858,67.7,67.5,in,27,en-us,76.202404,,20,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,20,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.71399826,68.3,67.7,some,27,en-us,76.202404,,20,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,20,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.91283858,68.8,68.3,industry,27,en-us,76.202404,,20,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,20,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.91283858,68.9,68.8,in,27,en-us,76.202404,,20,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,20,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.91283858,69.2,68.9,Jeju,27,en-us,76.202404,,20,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,20,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.91283858,69.7,69.2,Island,27,en-us,76.202404,,20,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,20,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.67386502,69.9,69.7,by,27,en-us,76.202404,,20,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,20,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.74859303,70.5,69.9,for,27,en-us,76.202404,,20,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,20,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.72369462,70.9,70.5,some,27,en-us,76.202404,,20,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,20,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.6982404,71.3,70.9,dangerous,27,en-us,76.202404,,20,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,20,3,2,2,1,1,3,1,,,,x,,,,,,,,,,,x
,,0.91283858,71.7,71.3,job,27,en-us,76.202404,,25,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,25,2,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.68290377,72.2,71.7,or,27,en-us,76.202404,,25,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,25,2,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.72100365,72.7,72.2,some,27,en-us,76.202404,,25,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,25,2,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,73.1,72.7,taking,27,en-us,76.202404,,25,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,25,2,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,73.4,73.1,risk,27,en-us,76.202404,,25,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,25,2,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.6919809,74.0,73.5,risk,27,en-us,76.202404,,25,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,25,2,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.69919693,74.4,74.0,were,27,en-us,76.202404,,25,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,25,2,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.51907891,75.5,75.3,at,27,en-us,76.202404,,25,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,25,2,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,75.6,75.5,the,27,en-us,76.202404,,25,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,25,2,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.73957086,76.0,75.6,concert,27,en-us,76.202404,,25,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,25,2,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
0.90254027, Korean people Windows you have Tendencies to avoid dangerous stuff dangerous jobs so taking any revisions can can help to help to supply labor for that dangerous Industries and also Korean this is Korean people need for did you have humanitarian attitude young too,0.91283858,78.4,78.0,Korean,27,en-us,106.982041,,30,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,30,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,78.7,78.4,people,27,en-us,106.982041,,30,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,30,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,79.1,78.7,Windows,27,en-us,106.982041,,30,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,30,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,79.8,79.1,you,27,en-us,106.982041,,30,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,30,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,80.2,79.8,have,27,en-us,106.982041,,30,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,30,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.9087885,80.8,80.2,Tendencies,27,en-us,106.982041,,30,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,30,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,81.2,80.8,to,27,en-us,106.982041,,30,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,30,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,81.6,81.2,avoid,27,en-us,106.982041,,30,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,30,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,82.1,81.6,dangerous,27,en-us,106.982041,,30,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,30,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,82.7,82.1,stuff,27,en-us,106.982041,,30,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,30,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,83.9,83.3,dangerous,27,en-us,106.982041,,35,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,35,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,84.3,83.9,jobs,27,en-us,106.982041,,35,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,35,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,84.9,84.3,so,27,en-us,106.982041,,35,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,35,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,85.7,85.0,taking,27,en-us,106.982041,,35,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,35,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,86.4,86.2,any,27,en-us,106.982041,,35,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,35,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,87.0,86.4,revisions,27,en-us,106.982041,,35,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,35,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,87.8,87.0,can,27,en-us,106.982041,,35,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,35,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,88.7,88.1,can,27,en-us,106.982041,,35,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,35,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,89.0,88.7,help,27,en-us,106.982041,,40,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,40,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,89.7,89.0,to,27,en-us,106.982041,,40,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,40,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,90.1,89.8,help,27,en-us,106.982041,,40,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,40,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,90.8,90.1,to,27,en-us,106.982041,,40,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,40,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,92.3,91.6,supply,27,en-us,106.982041,,40,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,40,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,93.0,92.4,labor,27,en-us,106.982041,,40,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,40,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,93.2,93.0,for,27,en-us,106.982041,,40,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,40,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,93.9,93.2,that,27,en-us,106.982041,,40,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,40,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,94.6,93.9,dangerous,27,en-us,106.982041,,45,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,45,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,95.4,94.7,Industries,27,en-us,106.982041,,45,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,45,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,95.6,95.4,and,27,en-us,106.982041,,45,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,45,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,96.5,95.6,also,27,en-us,106.982041,,45,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,45,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,98.1,97.7,Korean,27,en-us,106.982041,,45,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,45,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,98.7,98.1,this,27,en-us,106.982041,,45,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,45,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,99.2,99.1,is,27,en-us,106.982041,,45,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,45,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.9087885,100.3,99.7,Korean,27,en-us,106.982041,,50,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,50,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,101.0,100.3,people,27,en-us,106.982041,,50,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,50,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,101.4,101.0,need,27,en-us,106.982041,,50,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,50,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,102.1,101.4,for,27,en-us,106.982041,,50,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,50,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,102.8,102.5,did,27,en-us,106.982041,,50,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,50,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,103.4,102.8,you,27,en-us,106.982041,,50,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,50,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,104.2,103.4,have,27,en-us,106.982041,,50,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,50,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,105.3,104.2,humanitarian,27,en-us,106.982041,,50,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,50,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
,,0.91283858,105.9,105.3,attitude,27,en-us,106.982041,,55,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,55,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.64257812,106.3,105.9,young,27,en-us,106.982041,,55,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,55,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.73808432,106.8,106.4,too,27,en-us,106.982041,,55,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,55,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
0.72743016, my reduces because yema refuses surgeon into Korea Korea to Syria situation not for seeking a job but sticking for taking their life,0.91283858,107.4,107.2,my,27,en-us,118.768707,,55,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,55,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,108.2,107.4,reduces,27,en-us,118.768707,,55,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,55,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,109.7,109.1,because,27,en-us,118.768707,,55,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,55,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.41253534,110.0,109.7,yema,27,en-us,118.768707,,55,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,55,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.66017103,110.6,110.0,refuses,27,en-us,118.768707,,55,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,55,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,111.1,110.6,surgeon,27,en-us,118.768707,,60,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,60,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.74377644,111.6,111.1,into,27,en-us,118.768707,,60,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,60,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.89994699,112.3,111.6,Korea,27,en-us,118.768707,,60,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,60,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,112.7,112.4,Korea,27,en-us,118.768707,,60,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,60,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.59028959,113.2,112.7,to,27,en-us,118.768707,,60,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,60,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,113.4,113.2,Syria,27,en-us,118.768707,,60,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,60,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.63706112,114.1,113.4,situation,27,en-us,118.768707,,60,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,60,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,114.3,114.1,not,27,en-us,118.768707,,60,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,60,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.66800737,114.5,114.3,for,27,en-us,118.768707,,60,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,60,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,114.9,114.5,seeking,27,en-us,118.768707,,60,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,60,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.65098208,114.9,114.9,a,27,en-us,118.768707,,60,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,60,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.59190232,115.4,114.9,job,27,en-us,118.768707,,60,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,60,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.49807134,115.6,115.4,but,27,en-us,118.768707,,60,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,60,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.66680461,116.1,115.6,sticking,27,en-us,118.768707,,60,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,60,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.67819369,116.6,116.1,for,27,en-us,118.768707,,65,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,65,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.68993384,117.2,116.8,taking,27,en-us,118.768707,,65,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,65,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.45498091,117.7,117.2,their,27,en-us,118.768707,,65,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,65,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.58552557,118.3,117.7,life,27,en-us,118.768707,,65,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,65,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
0.79543865, in history while Korea was under Japanese Rule and provisional government what's that up in Shanghai Korean ancestors were also political with this is also Koreans are not away from this issue after green were there were a lot of Korean burger places like Yemen so this could happen to us too so there,0.91283858,121.9,121.6,in,27,en-us,149.48821,,70,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,70,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,122.8,121.9,history,27,en-us,149.48821,,70,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,70,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,124.1,123.7,while,27,en-us,149.48821,,70,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,70,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,124.4,124.1,Korea,27,en-us,149.48821,,70,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,70,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,124.6,124.4,was,27,en-us,149.48821,,70,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,70,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,125.0,124.6,under,27,en-us,149.48821,,70,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,70,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,125.5,125.0,Japanese,27,en-us,149.48821,,70,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,70,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,126.0,125.5,Rule,27,en-us,149.48821,,70,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,70,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,126.6,126.1,and,27,en-us,149.48821,,70,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,70,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
,,0.91283858,127.6,126.7,provisional,27,en-us,149.48821,,75,5,2,1,1,1,3,1,,x,,,,,,,,x,,,,,,,75,3,3,2,2,1,2,1,x,,,,,,,,,,,,,,x
