timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid,new_timestamp,trans_time,new_trans_time,seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surpise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
1552895260596,2261,2310,1382,2380,1054,483,245509,7348,1,27,1552895259617.0,0.979,275.589,25.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895261617,5792,14892,2883,11365,1442,2695,16344,14600,1,27,1552895260596.0,1.021,276.61,30.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895262582,9057,3261,8664,6870,1293,2355,1894,22868,1,27,1552895261617.0,0.965,277.575,30.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895263584,2117,2108,3350,1940,794,672,62416,11289,1,27,1552895262582.0,1.002,278.577,30.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895264586,8484,18163,5098,12608,2167,2498,62335,40734,1,27,1552895263584.0,1.002,279.579,30.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895265665,2826,9740,4816,4144,1466,1357,63612,26627,1,27,1552895264586.0,1.079,280.658,30.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895266590,3735,1051,1485,2673,727,1343,99239,69054,1,27,1552895265665.0,0.925,281.583,30.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895267586,2465,1168,2069,2106,1558,2028,57481,9736,1,27,1552895266590.0,0.996,282.579,35.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895268554,6634,15712,6177,1242,2359,10758,297601,51454,1,27,1552895267586.0,0.968,283.547,35.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895269557,4419,5526,2736,1859,1614,1401,79163,14437,1,27,1552895268554.0,1.003,284.55,35.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895270557,1648,2005,1569,2226,528,673,42853,4149,1,27,1552895269557.0,1.0,285.55,35.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895271539,6328,5455,6615,8010,4007,4198,85667,43768,1,27,1552895270557.0,0.982,286.532,35.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895272557,2267,14284,6350,2922,5048,4691,634748,19979,1,27,1552895271539.0,1.018,287.55,35.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895273627,3666,18341,3620,6211,4713,3306,210213,36779,1,27,1552895272557.0,1.07,288.62,40.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895274523,12440,52323,18999,13916,2202,9406,110360,104318,1,27,1552895273627.0,0.896,289.516,40.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895275525,2911,298,903,527,501,1487,99982,10193,1,27,1552895274523.0,1.002,290.518,40.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895276538,57913,36317,15012,83733,9403,21404,702212,262966,1,27,1552895275525.0,1.013,291.531,40.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895277509,14392,22954,17850,29941,7113,6578,995383,323436,1,27,1552895276538.0,0.971,292.502,40.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895278538,9209,6000,11896,4607,6079,5016,198762,123782,1,27,1552895277509.0,1.029,293.531,40.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895279529,1073,524,1725,1519,1749,3401,43597,11740,1,27,1552895278538.0,0.991,294.522,45.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895280509,18638,1817,9553,3972,3979,6061,68830,30401,1,27,1552895279529.0,0.98,295.502,45.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895281704,4862,6574,3740,8386,1432,1524,355824,47883,1,27,1552895280509.0,1.195,296.697,45.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895282499,26548,23659,7095,9929,13989,9560,24024,36164,1,27,1552895281704.0,0.795,297.492,45.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895283502,18261,27849,13987,31327,9172,12897,2315950,345858,1,27,1552895282499.0,1.003,298.495,45.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895284482,52609,110029,14015,18439,7897,20087,911193,264747,1,27,1552895283502.0,0.98,299.475,45.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895285464,25277,30575,2839,12254,1962,1918,199092,36310,1,27,1552895284482.0,0.982,300.457,50.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895286467,2469,13162,1377,5484,2449,3231,189724,28301,1,27,1552895285464.0,1.003,301.46,50.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895287495,5670,9516,5078,16510,8017,9499,394287,158338,1,27,1552895286467.0,1.028,302.488,50.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895288468,5053,28222,7840,7891,11088,18996,52844,55729,1,27,1552895287495.0,0.973,303.461,50.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895289607,10053,15724,7032,12029,4362,19171,138688,58948,1,27,1552895288468.0,1.139,304.6,50.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895290455,13707,12996,7058,8737,4694,4210,1302063,49073,1,27,1552895289607.0,0.848,305.448,50.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895291452,96722,140324,80511,45512,34678,46125,1488830,352198,1,27,1552895290455.0,0.997,306.445,55.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895292458,6985,4586,3239,1860,2210,1347,475638,96289,1,27,1552895291452.0,1.006,307.451,55.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895293454,5911,8468,14939,16959,3501,4841,622925,48438,1,27,1552895292458.0,0.996,308.447,55.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895294484,38296,23613,20045,18952,11036,15303,841995,236956,1,27,1552895293454.0,1.03,309.477,55.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895295441,2765,10449,3923,6430,1478,5434,528463,50905,1,27,1552895294484.0,0.957,310.434,55.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895296426,951,4070,1059,1062,301,1744,52785,36035,1,27,1552895295441.0,0.985,311.419,55.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895297409,2446,5373,2593,1786,2000,1929,120701,13456,1,27,1552895296426.0,0.983,312.402,60.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895298411,6607,9795,951,4414,3134,1287,80255,54347,1,27,1552895297409.0,1.002,313.404,60.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895299429,7525,4784,3867,2986,1450,1495,172765,60427,1,27,1552895298411.0,1.018,314.422,60.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895300415,71341,37251,15070,37599,12100,25629,1328732,106834,1,27,1552895299429.0,0.986,315.408,60.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895301414,16490,30355,14445,23059,8678,35689,633115,89780,1,27,1552895300415.0,0.999,316.407,60.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895302430,15265,76303,13282,47393,18796,34054,453140,479316,1,27,1552895301414.0,1.016,317.423,60.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895303379,10410,3594,9491,7347,3756,3194,53880,37857,1,27,1552895302430.0,0.949,318.372,65.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895304377,328688,380202,350642,125695,102025,223416,1882194,605719,1,27,1552895303379.0,0.998,319.37,65.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895305373,7236,2103,8691,6885,4133,7037,271643,106819,1,27,1552895304377.0,0.996,320.366,65.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895306364,12237,43102,11522,32452,3120,18346,1303760,41142,1,27,1552895305373.0,0.991,321.357,65.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895307389,3485,6590,4298,1691,1453,1644,77518,11267,1,27,1552895306364.0,1.025,322.382,65.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895308373,4056,6971,2971,1651,1715,2061,65918,31863,1,27,1552895307389.0,0.984,323.366,65.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895309350,1133274,1431546,1311372,344252,96230,155779,1681278,1619043,1,27,1552895308373.0,0.977,324.343,70.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895310435,18416,13675,34148,127659,5507,20622,756930,200970,1,27,1552895309350.0,1.085,325.428,70.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895311336,21606,1371,4462,4168,4166,4298,208038,29009,1,27,1552895310435.0,0.901,326.329,70.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895312373,3548,1105,763,1572,939,778,75250,6735,1,27,1552895311336.0,1.037,327.366,70.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895313357,31629,40241,22081,12304,6066,15315,1649700,108386,1,27,1552895312373.0,0.984,328.35,70.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895314322,5576,6654,5353,5678,2423,2705,72021,35441,1,27,1552895313357.0,0.965,329.315,70.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895315338,84855,57559,48259,129213,18804,28520,1015518,429008,1,27,1552895314322.0,1.016,330.331,75.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895316328,2082,2897,1770,1207,429,559,76558,37145,1,27,1552895315338.0,0.99,331.321,75.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895317324,89858,49253,53148,41300,5524,24972,2758825,550584,1,27,1552895316328.0,0.996,332.317,75.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895318430,36201,39496,59823,29051,10413,27096,2606936,628140,1,27,1552895317324.0,1.106,333.423,75.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895319309,21643,28129,29230,27539,23618,24234,302622,76111,1,27,1552895318430.0,0.879,334.302,75.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895320314,10002,7839,29630,15259,17028,26578,1208412,29537,1,27,1552895319309.0,1.005,335.307,75.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895321308,11049,41053,10426,39523,10365,3929,293506,277413,1,27,1552895320314.0,0.994,336.301,80.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895322279,32562,29784,16584,14459,3909,5572,391888,65681,1,27,1552895321308.0,0.971,337.272,80.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895323298,32147,15457,29477,55172,1390,10618,740421,108068,1,27,1552895322279.0,1.019,338.291,80.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895324295,3509,79129,18764,6587,4797,7704,60735,57172,1,27,1552895323298.0,0.997,339.288,80.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895325264,15755,21797,6619,16868,1366,2398,147646,40386,1,27,1552895324295.0,0.969,340.257,80.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895326498,4689,26484,11867,22897,8796,11016,354080,299210,1,27,1552895325264.0,1.234,341.491,80.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,x,,,,,,,,x,,,,,
1552895327269,19150,8152,4560,4222,2923,2644,1861900,30860,1,27,1552895326498.0,0.771,342.262,85.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895328273,3940,4456,4813,7018,1626,1325,120625,10644,1,27,1552895327269.0,1.004,343.266,85.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895329251,16015,21243,4758,5974,2832,3753,129433,73305,1,27,1552895328273.0,0.978,344.244,85.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895330260,19595,35052,33615,13543,7330,10515,372872,89642,1,27,1552895329251.0,1.009,345.253,85.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895331258,24611,15474,29607,40481,4043,23747,1316160,192402,1,27,1552895330260.0,0.998,346.251,85.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895332251,50006,40524,23707,10062,4715,12306,1953603,128728,1,27,1552895331258.0,0.993,347.244,85.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895333237,6747,1263,3515,6135,2357,4070,141184,64324,1,27,1552895332251.0,0.986,348.23,90.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895334218,8268,13061,7747,14869,2660,4447,202874,72646,1,27,1552895333237.0,0.981,349.211,90.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895335238,147681,64042,28728,66418,13862,89272,1781930,363448,1,27,1552895334218.0,1.02,350.231,90.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895336223,16595,2853,14870,36665,7585,14138,248392,45245,1,27,1552895335238.0,0.985,351.216,90.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895337225,25680,57797,18482,17019,7627,7440,49382,56445,1,27,1552895336223.0,1.002,352.218,90.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895338209,82023,16348,11666,50062,10824,17170,754101,554121,1,27,1552895337225.0,0.984,353.202,90.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895339269,17389,18155,16010,32232,4061,7839,586583,226875,1,27,1552895338209.0,1.06,354.262,95.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895340204,6775,18711,8542,14336,2280,1570,151163,87961,1,27,1552895339269.0,0.935,355.197,95.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895341200,8762,8390,9654,17506,1784,7760,167113,63521,1,27,1552895340204.0,0.996,356.193,95.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895342191,19281,5457,10406,11419,3204,9953,722197,90810,1,27,1552895341200.0,0.991,357.184,95.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895343185,33829,14458,19686,22848,4516,17901,1787237,53425,1,27,1552895342191.0,0.994,358.178,95.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895344176,34810,36302,17876,15572,14471,6380,1123998,104900,1,27,1552895343185.0,0.991,359.169,95.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895345173,11141,8452,6118,6275,3710,3579,413570,78708,1,27,1552895344176.0,0.997,360.166,100.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895346180,5245,3823,783,1279,514,561,20351,24443,1,27,1552895345173.0,1.007,361.173,100.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895347237,49965,10907,20754,35796,10693,21282,1727704,101941,1,27,1552895346180.0,1.057,362.23,100.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895348156,13870,23186,8430,10824,2245,3295,555271,95583,1,27,1552895347237.0,0.919,363.149,100.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895349158,15935,24268,15663,13696,8371,9796,918199,92639,1,27,1552895348156.0,1.002,364.151,100.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895350147,35815,49526,19454,22187,14645,13659,492174,175244,1,27,1552895349158.0,0.989,365.14,100.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895351132,4685,12593,3573,10338,5117,6283,131447,6912,1,27,1552895350147.0,0.985,366.125,105.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895352138,5462,22732,11594,14413,11367,10934,820321,228415,1,27,1552895351132.0,1.006,367.131,105.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895353149,28616,34778,14690,27462,3956,8420,1084397,170127,1,27,1552895352138.0,1.011,368.142,105.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895354131,4118,8164,5409,3626,2052,1490,121611,48073,1,27,1552895353149.0,0.982,369.124,105.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895355237,7616,17888,10643,12200,3110,12423,92877,57183,1,27,1552895354131.0,1.106,370.23,105.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895356120,34566,23968,10549,18512,3991,7278,687060,243492,1,27,1552895355237.0,0.883,371.113,105.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895357107,3104,1581,1229,2905,513,1947,329940,20761,1,27,1552895356120.0,0.987,372.1,110.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895358127,28966,59338,15259,32309,14973,9706,308040,149821,1,27,1552895357107.0,1.02,373.12,110.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895359115,16612,41647,38732,54942,6034,11273,720021,322628,1,27,1552895358127.0,0.988,374.108,110.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895360087,138466,34215,74210,97638,32170,43985,1607560,427468,1,27,1552895359115.0,0.972,375.08,110.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895361095,12566,32209,11891,8283,4746,5003,501827,74051,1,27,1552895360087.0,1.008,376.088,110.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895362074,5931,4189,2673,7003,1396,2324,216600,44060,1,27,1552895361095.0,0.979,377.067,110.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895363226,3000,7146,3280,8005,1657,3285,302166,124075,1,27,1552895362074.0,1.152,378.219,115.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895364082,28741,32677,19483,8720,9133,14645,2163262,156413,1,27,1552895363226.0,0.856,379.075,115.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895365076,3535,4643,13526,11452,3103,4157,1805720,97911,1,27,1552895364082.0,0.994,380.069,115.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895366076,34265,37548,19683,24464,20528,24151,577865,97178,1,27,1552895365076.0,1.0,381.069,115.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895367083,10855,14361,5086,5092,3789,2382,127714,19849,1,27,1552895366076.0,1.007,382.076,115.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
1552895368046,8281,6887,4172,2238,955,2235,535477,37795,1,27,1552895367083.0,0.963,383.039,115.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,,,x,,,,,
