timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid,new_timestamp,trans_time,new_trans_time,seconds,arousal,valence,happy,angry,nervous,sad
1548120832436,23127,24192,9883,12030,1491,2773,2060468,163954,1,2,1548120831454.0,0.982,734.253,15.0,3.333,2.667,1.333,1.0,2.333,1.0
1548120833450,3171,15585,5528,7308,2722,2729,814709,24584,1,2,1548120832436.0,1.014,735.267,15.0,3.333,2.667,1.333,1.0,2.333,1.0
1548120834427,13839,23337,16674,18052,5753,5680,1128318,186473,1,2,1548120833450.0,0.977,736.244,20.0,3.667,2.667,1.333,1.0,2.333,1.0
1548120835425,15117,12755,11697,56548,3249,6556,1708523,159416,1,2,1548120834427.0,0.998,737.242,20.0,3.667,2.667,1.333,1.0,2.333,1.0
1548120836409,29826,31757,6796,40554,4713,7989,830413,190569,1,2,1548120835425.0,0.984,738.226,20.0,3.667,2.667,1.333,1.0,2.333,1.0
1548120837432,6839,22735,3507,2827,608,2635,498396,56372,1,2,1548120836409.0,1.023,739.249,20.0,3.667,2.667,1.333,1.0,2.333,1.0
1548120838409,5460,7438,3200,5205,928,1768,1138227,14438,1,2,1548120837432.0,0.977,740.226,20.0,3.667,2.667,1.333,1.0,2.333,1.0
1548120839417,86036,46178,18018,27170,10534,7497,2023258,323204,1,2,1548120838409.0,1.008,741.234,20.0,3.667,2.667,1.333,1.0,2.333,1.0
1548120840393,26311,55620,13214,24822,2486,5919,1024142,160225,1,2,1548120839417.0,0.976,742.21,25.0,3.333,2.667,1.333,1.0,2.333,1.0
1548120841395,142873,58672,96379,148004,49471,58800,795038,406767,1,2,1548120840393.0,1.002,743.212,25.0,3.333,2.667,1.333,1.0,2.333,1.0
1548120842405,39385,39744,10119,16744,3960,3573,417366,53508,1,2,1548120841395.0,1.01,744.222,25.0,3.333,2.667,1.333,1.0,2.333,1.0
1548120843388,23124,14319,3964,4773,904,1550,1043343,101081,1,2,1548120842405.0,0.983,745.205,25.0,3.333,2.667,1.333,1.0,2.333,1.0
1548120844369,43420,24666,23798,35318,4376,11555,971088,221934,1,2,1548120843388.0,0.981,746.186,25.0,3.333,2.667,1.333,1.0,2.333,1.0
1548120845374,8336,151446,24121,14787,15356,28417,501220,126712,1,2,1548120844369.0,1.005,747.191,25.0,3.333,2.667,1.333,1.0,2.333,1.0
1548120846364,8475,6629,6704,9805,1398,2191,569597,151436,1,2,1548120845374.0,0.99,748.181,30.0,3.333,2.667,1.333,1.0,2.333,1.0
1548120847368,3254,1895,830,1985,507,377,128068,12593,1,2,1548120846364.0,1.004,749.185,30.0,3.333,2.667,1.333,1.0,2.333,1.0
1548120848366,78315,33476,36776,31359,6693,10382,2102912,63716,1,2,1548120847368.0,0.998,750.183,30.0,3.333,2.667,1.333,1.0,2.333,1.0
1548120849368,21766,90214,34321,33607,24569,32272,2127307,336060,1,2,1548120848366.0,1.002,751.185,30.0,3.333,2.667,1.333,1.0,2.333,1.0
1548120850334,27703,63697,27215,15412,12423,12066,1166284,72539,1,2,1548120849368.0,0.966,752.151,30.0,3.333,2.667,1.333,1.0,2.333,1.0
1548120851335,17655,66250,24016,38639,4438,12422,224638,86276,1,2,1548120850334.0,1.001,753.152,30.0,3.333,2.667,1.333,1.0,2.333,1.0
1548120852342,84834,62090,42677,50984,31833,18995,3337293,445876,1,2,1548120851335.0,1.007,754.159,35.0,3.333,3.0,1.333,1.0,2.333,1.0
1548120853322,4461,2954,1705,1401,1261,2690,96547,17028,1,2,1548120852342.0,0.98,755.139,35.0,3.333,3.0,1.333,1.0,2.333,1.0
1548120854338,12395,5581,8506,5688,8755,8835,318552,147398,1,2,1548120853322.0,1.016,756.155,35.0,3.333,3.0,1.333,1.0,2.333,1.0
1548120855313,7916,4243,3173,11662,3269,7159,212954,42135,1,2,1548120854338.0,0.975,757.13,35.0,3.333,3.0,1.333,1.0,2.333,1.0
1548120856308,24331,58006,17796,27256,7178,4227,374016,240090,1,2,1548120855313.0,0.995,758.125,35.0,3.333,3.0,1.333,1.0,2.333,1.0
1548120857307,21060,14821,5166,3008,1133,2199,101436,17453,1,2,1548120856308.0,0.999,759.124,35.0,3.333,3.0,1.333,1.0,2.333,1.0
1548120858314,16449,42747,43353,27474,21311,33827,742903,336317,1,2,1548120857307.0,1.007,760.131,40.0,4.0,3.333,1.333,1.0,1.667,1.0
1548120859290,18330,10784,17165,10784,8282,13020,152620,75641,1,2,1548120858314.0,0.976,761.107,40.0,4.0,3.333,1.333,1.0,1.667,1.0
1548120860324,12504,60037,24893,27585,12744,18794,641815,392586,1,2,1548120859290.0,1.034,762.141,40.0,4.0,3.333,1.333,1.0,1.667,1.0
1548120861276,23997,104324,14283,21247,10064,34976,2239245,75723,1,2,1548120860324.0,0.952,763.093,40.0,4.0,3.333,1.333,1.0,1.667,1.0
1548120862285,33211,29581,16805,17747,7543,6209,1173732,319070,1,2,1548120861276.0,1.009,764.102,40.0,4.0,3.333,1.333,1.0,1.667,1.0
1548120863279,53110,70656,20702,49716,13254,8239,432288,152194,1,2,1548120862285.0,0.994,765.096,40.0,4.0,3.333,1.333,1.0,1.667,1.0
1548120864266,33067,28797,40561,51739,12932,14780,465129,754266,1,2,1548120863279.0,0.987,766.083,45.0,3.333,3.333,1.333,1.0,1.667,1.0
1548120865272,244780,41488,61100,136019,10665,30864,2311269,516477,1,2,1548120864266.0,1.006,767.089,45.0,3.333,3.333,1.333,1.0,1.667,1.0
1548120866265,29784,39657,41166,50310,26603,28688,1054788,463912,1,2,1548120865272.0,0.993,768.082,45.0,3.333,3.333,1.333,1.0,1.667,1.0
1548120867248,106998,87832,69733,89788,16571,54343,2668406,279314,1,2,1548120866265.0,0.983,769.065,45.0,3.333,3.333,1.333,1.0,1.667,1.0
1548120868257,19585,115788,65341,73738,22902,19745,976946,830506,1,2,1548120867248.0,1.009,770.074,45.0,3.333,3.333,1.333,1.0,1.667,1.0
1548120869250,80141,128841,50826,43050,22725,40123,1677823,307308,1,2,1548120868257.0,0.993,771.067,45.0,3.333,3.333,1.333,1.0,1.667,1.0
1548120870232,6144,13452,6336,4447,3870,7833,132187,36828,1,2,1548120869250.0,0.982,772.049,50.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120871236,13430,6297,12820,13025,12266,21435,235508,123712,1,2,1548120870232.0,1.004,773.053,50.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120872239,24763,48024,64518,81830,44065,420498,923288,972128,1,2,1548120871236.0,1.003,774.056,50.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120873252,12547,18643,13707,12118,3386,11349,180596,33913,1,2,1548120872239.0,1.013,775.069,50.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120874225,81553,20925,44263,88528,18456,74535,797775,108218,1,2,1548120873252.0,0.973,776.042,50.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120875219,37722,13839,5873,6297,4228,13009,437530,49140,1,2,1548120874225.0,0.994,777.036,50.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120876223,3216,8486,11801,1725,3544,7901,85751,7641,1,2,1548120875219.0,1.004,778.04,55.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120877207,5982,2167,1750,2276,2264,3580,47728,13306,1,2,1548120876223.0,0.984,779.024,55.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120878204,2424,1355,1894,1958,905,1669,143022,23938,1,2,1548120877207.0,0.997,780.021,55.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120879192,51875,200803,62058,73361,33541,43552,630085,124384,1,2,1548120878204.0,0.988,781.009,55.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120880193,31647,93947,35783,7943,46978,61024,1118723,276772,1,2,1548120879192.0,1.001,782.01,55.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120881175,33767,14287,11473,12861,4074,12588,1297014,104994,1,2,1548120880193.0,0.982,782.992,55.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120882197,9220,22182,10587,22867,4777,8591,436157,28323,1,2,1548120881175.0,1.022,784.014,60.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120883177,113067,266116,32251,35516,20813,26948,1746319,704342,1,2,1548120882197.0,0.98,784.994,60.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120884160,16379,16555,10930,8371,1302,3528,1715101,99131,1,2,1548120883177.0,0.983,785.977,60.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120885180,19126,61741,12075,13765,9097,11217,943379,316085,1,2,1548120884160.0,1.02,786.997,60.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120886179,24775,5419,13143,11744,4250,6960,509329,74108,1,2,1548120885180.0,0.999,787.996,60.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120887152,33039,24239,25405,19001,15432,20733,354349,80654,1,2,1548120886179.0,0.973,788.969,60.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120888151,25067,10669,15401,13537,7705,19927,2405936,127389,1,2,1548120887152.0,0.999,789.968,65.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120889164,42394,29668,23243,86801,12929,18232,3352737,461237,1,2,1548120888151.0,1.013,790.981,65.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120890134,45100,82130,64332,136563,23322,58292,2097872,1449538,1,2,1548120889164.0,0.97,791.951,65.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120891154,7077,16420,33124,7732,5965,4962,912161,122548,1,2,1548120890134.0,1.02,792.971,65.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120892122,2632,1527,7294,5107,2113,13434,582543,43906,1,2,1548120891154.0,0.968,793.939,65.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120893121,31123,36332,35794,19549,13373,14939,383267,122093,1,2,1548120892122.0,0.999,794.938,65.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120894118,14730,36332,15426,20747,1645,3009,950854,48412,1,2,1548120893121.0,0.997,795.935,70.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120895100,12496,23760,4555,8033,1530,2232,1070633,66412,1,2,1548120894118.0,0.982,796.917,70.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120896113,22514,40688,56563,90251,30976,38701,945040,71867,1,2,1548120895100.0,1.013,797.93,70.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120897109,3375,5989,1484,1322,486,434,69284,14957,1,2,1548120896113.0,0.996,798.926,70.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120898087,14785,10386,6933,5302,2368,4312,60173,42452,1,2,1548120897109.0,0.978,799.904,70.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120899104,1135,2820,593,1194,1880,1044,183398,14629,1,2,1548120898087.0,1.017,800.921,70.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120900087,38297,32145,71471,23008,23726,35589,872843,440487,1,2,1548120899104.0,0.983,801.904,75.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120901094,10016,5577,7763,2909,1085,2161,933260,34439,1,2,1548120900087.0,1.007,802.911,75.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120902092,16117,3605,8590,7656,1807,15581,284812,57980,1,2,1548120901094.0,0.998,803.909,75.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120903092,5577,11596,3476,5170,2114,3633,80719,21631,1,2,1548120902092.0,1.0,804.909,75.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120904060,6751,12666,13212,22186,6419,4569,608869,125271,1,2,1548120903092.0,0.968,805.877,75.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120905082,22251,18187,16934,7538,11375,8825,403652,77173,1,2,1548120904060.0,1.022,806.899,75.0,3.333,3.0,1.333,1.0,1.667,1.0
1548120906069,4039,3169,3695,6808,2426,3148,411039,80826,1,2,1548120905082.0,0.987,807.886,80.0,3.667,3.0,1.333,1.0,1.667,1.0
1548120907044,1417,5376,6512,9606,2612,2595,172470,38787,1,2,1548120906069.0,0.975,808.861,80.0,3.667,3.0,1.333,1.0,1.667,1.0
1548120908050,120577,58050,104958,87198,13683,65792,1323899,399612,1,2,1548120907044.0,1.006,809.867,80.0,3.667,3.0,1.333,1.0,1.667,1.0
1548120909047,23204,76166,64480,16350,26785,26853,742871,401658,1,2,1548120908050.0,0.997,810.864,80.0,3.667,3.0,1.333,1.0,1.667,1.0
1548120910032,45437,54122,17588,10159,6765,16211,745501,181248,1,2,1548120909047.0,0.985,811.849,80.0,3.667,3.0,1.333,1.0,1.667,1.0
1548120911035,20598,10382,38087,36402,19382,36663,881485,135333,1,2,1548120910032.0,1.003,812.852,80.0,3.667,3.0,1.333,1.0,1.667,1.0
1548120912013,26785,12902,12667,21382,9476,15573,204908,144642,1,2,1548120911035.0,0.978,813.83,85.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120913032,2588,101733,32989,23036,3573,12907,630589,63204,1,2,1548120912013.0,1.019,814.849,85.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120914015,41139,34433,12263,27786,13598,6282,1639896,28670,1,2,1548120913032.0,0.983,815.832,85.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120914999,9510,29358,22276,4745,5346,9620,748831,251698,1,2,1548120914015.0,0.984,816.816,85.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120916001,3622,9992,9831,9985,5600,9776,92007,70574,1,2,1548120914999.0,1.002,817.818,85.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120917018,14563,36008,13428,15140,5662,11391,290520,75826,1,2,1548120916001.0,1.017,818.835,85.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120917995,26918,16435,43688,57385,22809,30489,1221737,170742,1,2,1548120917018.0,0.977,819.812,90.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120918987,53774,141573,18388,13634,13565,26036,931685,152359,1,2,1548120917995.0,0.992,820.804,90.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120920052,109235,112813,126037,161226,31510,69864,2825955,366987,1,2,1548120918987.0,1.065,821.869,90.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120920989,10957,8482,7427,7034,3222,11260,977534,24528,1,2,1548120920052.0,0.937,822.806,90.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120921991,11917,20694,20858,16324,3921,10299,893124,47950,1,2,1548120920989.0,1.002,823.808,90.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120922995,968,69310,54024,37670,32087,57007,1995450,465574,1,2,1548120921991.0,1.004,824.812,90.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120923958,28398,40379,18927,45585,3744,17971,298342,198891,1,2,1548120922995.0,0.963,825.775,95.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120925006,21774,16020,22109,19827,6545,23164,297561,171139,1,2,1548120923958.0,1.048,826.823,95.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120925972,158561,183173,53651,115578,34947,28763,1253921,120881,1,2,1548120925006.0,0.966,827.789,95.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120926942,20251,10344,10444,10544,16440,6160,176410,56921,1,2,1548120925972.0,0.97,828.759,95.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120927943,26675,47068,25001,19086,10780,58069,860589,241633,1,2,1548120926942.0,1.001,829.76,95.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120928947,3416,1218,1900,2267,599,935,80877,1746,1,2,1548120927943.0,1.004,830.764,95.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120929946,81034,119513,156232,212809,27382,52488,650596,220103,1,2,1548120928947.0,0.999,831.763,100.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120930933,4645,1421,3020,3555,1126,1728,131082,10113,1,2,1548120929946.0,0.987,832.75,100.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120931936,19646,28012,15271,8264,4868,7054,359511,118692,1,2,1548120930933.0,1.003,833.753,100.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120932921,138497,7169,37661,25089,33126,55889,628919,803600,1,2,1548120931936.0,0.985,834.738,100.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120933932,85464,40419,18866,21148,14438,13006,342298,231922,1,2,1548120932921.0,1.011,835.749,100.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120934913,84782,143558,42265,64224,30198,28777,419383,253978,1,2,1548120933932.0,0.981,836.73,100.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120935920,3809,6655,8634,8130,3635,5674,579961,47768,1,2,1548120934913.0,1.007,837.737,105.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120936903,19310,120385,23483,19064,9070,12537,497026,64903,1,2,1548120935920.0,0.983,838.72,105.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120937884,12282,7739,5042,12559,2894,3010,43924,42355,1,2,1548120936903.0,0.981,839.701,105.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120938893,32547,14952,11272,19840,7538,12012,273257,290310,1,2,1548120937884.0,1.009,840.71,105.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120939887,5897,9826,4696,13832,2827,1780,225018,149031,1,2,1548120938893.0,0.994,841.704,105.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120940888,14890,7163,4059,5117,2264,1981,96160,45896,1,2,1548120939887.0,1.001,842.705,105.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120941927,17418,18796,5882,7227,2410,3631,104186,37587,1,2,1548120940888.0,1.039,843.744,110.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120942872,10726,8204,8434,4105,4439,4784,120105,16826,1,2,1548120941927.0,0.945,844.689,110.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120943853,86973,70374,12397,63027,5996,11140,419425,113649,1,2,1548120942872.0,0.981,845.67,110.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120944875,3502,7274,6548,4499,3289,2031,240631,33513,1,2,1548120943853.0,1.022,846.692,110.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120945858,3815,6165,2721,4969,1309,1109,29343,17673,1,2,1548120944875.0,0.983,847.675,110.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120946856,312,3495,1342,791,494,430,69004,21249,1,2,1548120945858.0,0.998,848.673,110.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120947859,4716,8220,8370,10159,1548,2682,119722,105958,1,2,1548120946856.0,1.003,849.676,115.0,3.333,3.0,1.333,1.0,2.333,1.0
1548120948861,8936,3580,3312,13836,1552,3719,109725,54015,1,2,1548120947859.0,1.002,850.678,115.0,3.333,3.0,1.333,1.0,2.333,1.0
1548120949826,27682,29121,3230,14673,1773,1892,347870,86394,1,2,1548120948861.0,0.965,851.643,115.0,3.333,3.0,1.333,1.0,2.333,1.0
1548120950830,5231,14518,3828,3499,2472,1708,9486,33195,1,2,1548120949826.0,1.004,852.647,115.0,3.333,3.0,1.333,1.0,2.333,1.0
1548120951810,5970,12304,5809,23811,2875,6843,64365,33027,1,2,1548120950830.0,0.98,853.627,115.0,3.333,3.0,1.333,1.0,2.333,1.0
1548120952827,3030,7952,6750,7927,2365,3128,154581,46152,1,2,1548120951810.0,1.017,854.644,115.0,3.333,3.0,1.333,1.0,2.333,1.0
1548120953811,11571,4765,11603,20579,5891,4533,106867,47463,1,2,1548120952827.0,0.984,855.628,120.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120954813,10834,18198,11423,10626,2629,11261,20874,34856,1,2,1548120953811.0,1.002,856.63,120.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120955798,8758,11131,30555,37551,3974,13723,38590,21150,1,2,1548120954813.0,0.985,857.615,120.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120956802,8612,3644,6399,4268,972,1575,495767,24920,1,2,1548120955798.0,1.004,858.619,120.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120957797,101681,18824,19313,26282,5446,5007,359629,272263,1,2,1548120956802.0,0.995,859.614,120.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120958804,117071,25389,31084,35940,1300,3640,2278601,125712,1,2,1548120957797.0,1.007,860.621,120.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120959799,1399,8226,1305,1807,987,1167,39779,12066,1,2,1548120958804.0,0.995,861.616,125.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120960768,26183,8761,13766,30208,10605,5466,145904,199651,1,2,1548120959799.0,0.969,862.585,125.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120961771,35035,54349,28182,45497,7142,20990,140732,282281,1,2,1548120960768.0,1.003,863.588,125.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120962766,4450,8303,5317,2610,2679,1119,58893,30782,1,2,1548120961771.0,0.995,864.583,125.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120963774,31711,79310,46348,32281,1925,10796,98853,79560,1,2,1548120962766.0,1.008,865.591,125.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120964773,47625,12873,15143,27112,9319,23222,29878,99539,1,2,1548120963774.0,0.999,866.59,125.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120965757,3520,1132,934,1964,339,214,87580,18946,1,2,1548120964773.0,0.984,867.574,130.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120966754,3432,3338,6291,6725,3578,4534,6727,8077,1,2,1548120965757.0,0.997,868.571,130.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120967740,11445,5067,4624,12804,2903,2663,6167,16202,1,2,1548120966754.0,0.986,869.557,130.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120968745,5191,1879,4413,2267,3748,3276,48890,73016,1,2,1548120967740.0,1.005,870.562,130.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120969741,2948,13361,1082,6619,1278,2843,121710,36936,1,2,1548120968745.0,0.996,871.558,130.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120970742,5156,5386,2277,4105,2906,1484,6598,13130,1,2,1548120969741.0,1.001,872.559,130.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120971726,43625,7248,15887,5423,4703,8592,9285,16573,1,2,1548120970742.0,0.984,873.543,135.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120972732,3121,23953,13878,11689,3943,10782,86057,22308,1,2,1548120971726.0,1.006,874.549,135.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120973708,7667,2758,5984,4269,6034,5259,66298,8190,1,2,1548120972732.0,0.976,875.525,135.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120974711,9415,1622,2154,3667,2095,2068,26174,12695,1,2,1548120973708.0,1.003,876.528,135.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120975716,19084,8664,9184,9107,4898,11579,49372,22200,1,2,1548120974711.0,1.005,877.533,135.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120976698,9150,7370,28983,18037,5299,15097,120140,22076,1,2,1548120975716.0,0.982,878.515,135.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120977697,4410,6946,7744,2672,7602,3782,336080,5025,1,2,1548120976698.0,0.999,879.514,140.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120978685,3507,1788,645,2926,626,973,125883,21497,1,2,1548120977697.0,0.988,880.502,140.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120979680,575,3145,2626,1578,3434,2385,15302,5068,1,2,1548120978685.0,0.995,881.497,140.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120980699,10202,6250,15077,12481,5222,6468,155485,65414,1,2,1548120979680.0,1.019,882.516,140.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120981670,24557,14591,15253,7235,5098,4531,318288,310479,1,2,1548120980699.0,0.971,883.487,140.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120982677,5729,26037,5100,8577,2047,2728,1585221,71977,1,2,1548120981670.0,1.007,884.494,140.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120983651,41484,25242,43453,48673,5951,13867,65863,28878,1,2,1548120982677.0,0.974,885.468,145.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120984669,10694,14683,54931,20386,3627,21708,431739,122018,1,2,1548120983651.0,1.018,886.486,145.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120985657,38530,2740,16434,21266,3590,15140,34971,14668,1,2,1548120984669.0,0.988,887.474,145.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120986637,3615,5565,2222,2623,337,2440,134699,11956,1,2,1548120985657.0,0.98,888.454,145.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120987641,20188,19313,20535,14465,6882,41022,352647,90122,1,2,1548120986637.0,1.004,889.458,145.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120988689,20273,21830,10641,20696,919,4512,190845,31122,1,2,1548120987641.0,1.048,890.506,145.0,3.333,3.0,1.333,1.0,2.0,1.0
1548120989645,26548,3395,67242,40174,11802,8892,421861,537392,1,2,1548120988689.0,0.956,891.462,150.0,2.667,2.667,1.667,1.0,1.667,1.0
1548120990623,6519,14360,3810,6274,2437,5125,65933,51079,1,2,1548120989645.0,0.978,892.44,150.0,2.667,2.667,1.667,1.0,1.667,1.0
1548120991606,32852,22032,92669,32340,10449,7530,322766,190114,1,2,1548120990623.0,0.983,893.423,150.0,2.667,2.667,1.667,1.0,1.667,1.0
