results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
0.83158004,,0.78651536,26.800s,26s,Spenders,6,en-us,30.278504s
0.83158004,,0.91283858,27.600s,27.500s,their,6,en-us,30.278504s
0.83158004,,0.86729389,28.200s,27.600s,customers,6,en-us,30.278504s
0.83158004,,0.67103314,28.900s,28.200s,so,6,en-us,30.278504s
0.83158004,,0.91283858,29.100s,29s,they're,6,en-us,30.278504s
0.83158004,,0.69736111,29.700s,29.100s,actually,6,en-us,30.278504s
0.83158004,,0.91283858,30.100s,29.700s,increase,6,en-us,30.278504s
0.83538342,okay so which I'm trying to argue against the yemeni refugees coming hurry up and think the strongest point that I can make is practically speaking the resources high and South Korea is not big enough to take in any more foreigners and for labor force so if they're coming for a tourist purpose they're actually being Spenders their customers so they're actually increase,0.91283858,4.200s,3.700s,okay,6,en-us,30.298549s
0.83538342,,0.91283858,6s,5.400s,so,6,en-us,30.298549s
0.83538342,,0.91283858,6.700s,6.500s,which,6,en-us,30.298549s
0.83538342,,0.91283858,6.800s,6.700s,I'm,6,en-us,30.298549s
0.83538342,,0.91283858,7.100s,6.800s,trying,6,en-us,30.298549s
0.83538342,,0.91283858,7.200s,7.100s,to,6,en-us,30.298549s
0.83538342,,0.91283858,7.400s,7.200s,argue,6,en-us,30.298549s
0.83538342,,0.91283858,8.100s,7.400s,against,6,en-us,30.298549s
0.83538342,,0.91283858,8.200s,8.100s,the,6,en-us,30.298549s
0.83538342,,0.91283858,8.600s,8.200s,yemeni,6,en-us,30.298549s
0.83538342,,0.91283858,9.200s,8.600s,refugees,6,en-us,30.298549s
0.83538342,,0.91283858,9.600s,9.200s,coming,6,en-us,30.298549s
0.83538342,,0.67532527,9.900s,9.700s,hurry,6,en-us,30.298549s
0.83538342,,0.67532527,10.200s,9.900s,up,6,en-us,30.298549s
0.83538342,,0.67532527,10.900s,10.400s,and,6,en-us,30.298549s
0.83538342,,0.91283858,11.100s,10.900s,think,6,en-us,30.298549s
0.83538342,,0.71707988,11.200s,11.100s,the,6,en-us,30.298549s
0.83538342,,0.72126865,11.700s,11.200s,strongest,6,en-us,30.298549s
0.83538342,,0.91283858,11.900s,11.700s,point,6,en-us,30.298549s
0.83538342,,0.74415475,12.100s,11.900s,that,6,en-us,30.298549s
0.83538342,,0.91283858,12.200s,12.100s,I,6,en-us,30.298549s
0.83538342,,0.88466787,12.400s,12.200s,can,6,en-us,30.298549s
0.83538342,,0.91283858,12.600s,12.400s,make,6,en-us,30.298549s
0.83538342,,0.74003798,13s,12.600s,is,6,en-us,30.298549s
0.83538342,,0.91283858,13.600s,13s,practically,6,en-us,30.298549s
0.83538342,,0.760189,14.200s,13.600s,speaking,6,en-us,30.298549s
0.83538342,,0.73308188,15.400s,15.200s,the,6,en-us,30.298549s
0.83538342,,0.91283858,15.900s,15.400s,resources,6,en-us,30.298549s
0.83538342,,0.7600953,16.400s,15.900s,high,6,en-us,30.298549s
0.83538342,,0.90115708,16.700s,16.400s,and,6,en-us,30.298549s
0.83538342,,0.87764865,17.100s,16.700s,South,6,en-us,30.298549s
0.83538342,,0.91283858,17.500s,17.100s,Korea,6,en-us,30.298549s
0.83538342,,0.79958516,17.600s,17.500s,is,6,en-us,30.298549s
0.83538342,,0.79958498,17.800s,17.600s,not,6,en-us,30.298549s
0.83538342,,0.91283858,18s,17.800s,big,6,en-us,30.298549s
0.83538342,,0.7052564,18.300s,18s,enough,6,en-us,30.298549s
0.83538342,,0.79958516,18.400s,18.300s,to,6,en-us,30.298549s
0.83538342,,0.76794362,18.700s,18.400s,take,6,en-us,30.298549s
0.83538342,,0.91283858,18.800s,18.700s,in,6,en-us,30.298549s
0.83538342,,0.760189,19s,18.800s,any,6,en-us,30.298549s
0.83538342,,0.71981627,19.300s,19s,more,6,en-us,30.298549s
0.83538342,,0.87497157,19.800s,19.300s,foreigners,6,en-us,30.298549s
0.83538342,,0.76803678,20s,19.800s,and,6,en-us,30.298549s
0.83538342,,0.91283858,20.100s,20s,for,6,en-us,30.298549s
0.83538342,,0.8644622,20.400s,20.100s,labor,6,en-us,30.298549s
0.83538342,,0.73990881,20.900s,20.400s,force,6,en-us,30.298549s
0.83538342,,0.80534947,21.500s,21.300s,so,6,en-us,30.298549s
0.83538342,,0.88245434,21.600s,21.500s,if,6,en-us,30.298549s
0.83538342,,0.7563054,21.800s,21.600s,they're,6,en-us,30.298549s
0.83538342,,0.70135152,22s,21.800s,coming,6,en-us,30.298549s
0.83538342,,0.71095347,22.500s,22s,for,6,en-us,30.298549s
0.83538342,,0.91283858,22.600s,22.500s,a,6,en-us,30.298549s
0.83538342,,0.91283858,23.100s,22.600s,tourist,6,en-us,30.298549s
0.83538342,,0.81553841,23.700s,23.100s,purpose,6,en-us,30.298549s
0.83538342,,0.89175397,24.600s,24.100s,they're,6,en-us,30.298549s
0.83538342,,0.91283858,25s,24.600s,actually,6,en-us,30.298549s
0.83538342,,0.72183657,25.400s,25s,being,6,en-us,30.298549s
0.83538342,,0.84857988,26.800s,26s,Spenders,6,en-us,30.298549s
0.83538342,,0.91283858,27.600s,27.500s,their,6,en-us,30.298549s
0.83538342,,0.91283858,28.200s,27.600s,customers,6,en-us,30.298549s
0.83538342,,0.69205189,28.900s,28.200s,so,6,en-us,30.298549s
0.83538342,,0.91283858,29.100s,29s,they're,6,en-us,30.298549s
0.83538342,,0.70135146,29.700s,29.100s,actually,6,en-us,30.298549s
0.83538342,,0.91283858,30.100s,29.700s,increase,6,en-us,30.298549s
0.79434931,resource pie with Korea but then the thing is these people are coming in as refugees he wants to be letting so labor force or thing is the unemployment rate in Korea is like 3% and then the young adult unemployment rate is shoots up to an eight point eight percent so that really means that young people are having a hard time finding jobs in other words I keep on going back to the point saying we don't have a large in a resource,0.91283858,30.800s,30.300s,resource,6,en-us,59.203946s
0.79434931,,0.91283858,31.100s,30.800s,pie,6,en-us,59.203946s
0.79434931,,0.91283858,31.300s,31.100s,with,6,en-us,59.203946s
0.79434931,,0.91283858,31.800s,31.500s,Korea,6,en-us,59.203946s
0.79434931,,0.91283858,32s,31.800s,but,6,en-us,59.203946s
0.79434931,,0.91283858,32.100s,32s,then,6,en-us,59.203946s
0.79434931,,0.91283858,32.200s,32.100s,the,6,en-us,59.203946s
0.79434931,,0.91283858,32.400s,32.200s,thing,6,en-us,59.203946s
0.79434931,,0.91283858,32.800s,32.400s,is,6,en-us,59.203946s
0.79434931,,0.91283858,33.300s,33.100s,these,6,en-us,59.203946s
0.79434931,,0.91283858,33.600s,33.300s,people,6,en-us,59.203946s
0.79434931,,0.91283858,33.800s,33.600s,are,6,en-us,59.203946s
0.79434931,,0.91283858,34s,33.800s,coming,6,en-us,59.203946s
0.79434931,,0.91283858,34.100s,34s,in,6,en-us,59.203946s
0.79434931,,0.91283858,34.200s,34.100s,as,6,en-us,59.203946s
0.79434931,,0.91283858,34.700s,34.200s,refugees,6,en-us,59.203946s
0.79434931,,0.91283858,34.800s,34.700s,he,6,en-us,59.203946s
0.79434931,,0.91283858,35.100s,34.800s,wants,6,en-us,59.203946s
0.79434931,,0.91283858,35.200s,35.100s,to,6,en-us,59.203946s
0.79434931,,0.91283858,35.400s,35.200s,be,6,en-us,59.203946s
0.79434931,,0.51000881,36s,35.400s,letting,6,en-us,59.203946s
0.79434931,,0.91283858,36.700s,36.600s,so,6,en-us,59.203946s
0.79434931,,0.87708563,37.100s,36.700s,labor,6,en-us,59.203946s
0.79434931,,0.7243892,37.600s,37.100s,force,6,en-us,59.203946s
0.79434931,,0.64389914,38.400s,38.200s,or,6,en-us,59.203946s
0.79434931,,0.91283858,38.700s,38.400s,thing,6,en-us,59.203946s
0.79434931,,0.71089387,39.300s,38.700s,is,6,en-us,59.203946s
0.79434931,,0.91283858,39.400s,39.300s,the,6,en-us,59.203946s
0.79434931,,0.65647507,40s,39.400s,unemployment,6,en-us,59.203946s
0.79434931,,0.70486176,40.600s,40s,rate,6,en-us,59.203946s
0.79434931,,0.91283858,41.300s,41.100s,in,6,en-us,59.203946s
0.79434931,,0.69716591,41.700s,41.300s,Korea,6,en-us,59.203946s
0.79434931,,0.81655568,41.900s,41.700s,is,6,en-us,59.203946s
0.79434931,,0.72017598,42.300s,41.900s,like,6,en-us,59.203946s
0.79434931,,0.65770954,43.300s,42.400s,3%,6,en-us,59.203946s
0.79434931,,0.91283858,44s,43.800s,and,6,en-us,59.203946s
0.79434931,,0.67342424,44.300s,44s,then,6,en-us,59.203946s
0.79434931,,0.72003204,44.700s,44.300s,the,6,en-us,59.203946s
0.79434931,,0.91283858,44.900s,44.700s,young,6,en-us,59.203946s
0.79434931,,0.91283858,45.400s,44.900s,adult,6,en-us,59.203946s
0.79434931,,0.62825614,46s,45.400s,unemployment,6,en-us,59.203946s
0.79434931,,0.85524493,46.300s,46s,rate,6,en-us,59.203946s
0.79434931,,0.71168989,46.700s,46.300s,is,6,en-us,59.203946s
0.79434931,,0.91283858,47.300s,47s,shoots,6,en-us,59.203946s
0.79434931,,0.7511453,47.400s,47.300s,up,6,en-us,59.203946s
0.79434931,,0.91283858,47.500s,47.400s,to,6,en-us,59.203946s
0.79434931,,0.72908175,47.600s,47.500s,an,6,en-us,59.203946s
0.79434931,,0.91283858,47.700s,47.600s,eight,6,en-us,59.203946s
0.79434931,,0.65314204,48s,47.700s,point,6,en-us,59.203946s
0.79434931,,0.65314204,48.200s,48s,eight,6,en-us,59.203946s
0.79434931,,0.62033021,48.600s,48.200s,percent,6,en-us,59.203946s
0.79434931,,0.66083729,49.200s,48.600s,so,6,en-us,59.203946s
0.79434931,,0.66356534,50s,49.800s,that,6,en-us,59.203946s
0.79434931,,0.7252869,50.200s,50s,really,6,en-us,59.203946s
0.79434931,,0.68892187,50.500s,50.200s,means,6,en-us,59.203946s
0.79434931,,0.68686563,50.700s,50.500s,that,6,en-us,59.203946s
0.79434931,,0.67113674,51s,50.700s,young,6,en-us,59.203946s
0.79434931,,0.91283858,51.400s,51s,people,6,en-us,59.203946s
0.79434931,,0.91283858,51.600s,51.400s,are,6,en-us,59.203946s
0.79434931,,0.71338791,51.800s,51.600s,having,6,en-us,59.203946s
0.79434931,,0.91283858,51.900s,51.800s,a,6,en-us,59.203946s
0.79434931,,0.64360482,52.200s,51.900s,hard,6,en-us,59.203946s
0.79434931,,0.68870181,52.300s,52.200s,time,6,en-us,59.203946s
0.79434931,,0.67515451,52.700s,52.300s,finding,6,en-us,59.203946s
0.79434931,,0.56120086,53.400s,52.700s,jobs,6,en-us,59.203946s
0.79434931,,0.91283858,53.900s,53.800s,in,6,en-us,59.203946s
0.79434931,,0.7033385,54.100s,53.900s,other,6,en-us,59.203946s
0.79434931,,0.81628704,54.600s,54.100s,words,6,en-us,59.203946s
0.79434931,,0.91283858,54.600s,54.600s,I,6,en-us,59.203946s
0.79434931,,0.91283858,54.900s,54.600s,keep,6,en-us,59.203946s
0.79434931,,0.72851872,55s,54.900s,on,6,en-us,59.203946s
0.79434931,,0.70246512,55.200s,55s,going,6,en-us,59.203946s
0.79434931,,0.72449648,55.400s,55.200s,back,6,en-us,59.203946s
0.79434931,,0.91283858,55.500s,55.400s,to,6,en-us,59.203946s
0.79434931,,0.70722282,55.600s,55.500s,the,6,en-us,59.203946s
0.79434931,,0.70722282,55.900s,55.600s,point,6,en-us,59.203946s
0.79434931,,0.70934927,56.500s,55.900s,saying,6,en-us,59.203946s
0.79434931,,0.91283858,56.800s,56.700s,we,6,en-us,59.203946s
0.79434931,,0.68521214,57.100s,56.800s,don't,6,en-us,59.203946s
0.79434931,,0.59336412,57.500s,57.100s,have,6,en-us,59.203946s
0.79434931,,0.91283858,57.500s,57.500s,a,6,en-us,59.203946s
0.79434931,,0.7492348,57.800s,57.500s,large,6,en-us,59.203946s
0.79434931,,0.72798687,57.900s,57.800s,in,6,en-us,59.203946s
0.79434931,,0.58138448,58s,57.900s,a,6,en-us,59.203946s
0.79434931,,0.68953407,58.500s,58s,resource,6,en-us,59.203946s
0.73873907,resource high with Korea but then the thing is these people are coming in as refugees they want to be letting as a labor force or thing is the unemployment rates in Korea is like 3% and then the young adult unemployment rate is shoots up to an eight point eight percent so that really means that young people are having a hard time finding jobs in other words I keep on going back to the point saying we don't have a large in our resource plan,0.61385679,30.800s,30.300s,resource,6,en-us,59.223991s
0.73873907,,0.88293046,31.100s,30.800s,high,6,en-us,59.223991s
0.73873907,,0.71753675,31.400s,31.100s,with,6,en-us,59.223991s
0.73873907,,0.91195983,31.800s,31.400s,Korea,6,en-us,59.223991s
0.73873907,,0.91283858,32s,31.800s,but,6,en-us,59.223991s
0.73873907,,0.91283858,32.100s,32s,then,6,en-us,59.223991s
0.73873907,,0.69541413,32.200s,32.100s,the,6,en-us,59.223991s
0.73873907,,0.72348386,32.400s,32.200s,thing,6,en-us,59.223991s
0.73873907,,0.72679675,32.800s,32.400s,is,6,en-us,59.223991s
0.73873907,,0.72751808,33.300s,33.100s,these,6,en-us,59.223991s
0.73873907,,0.91283858,33.700s,33.300s,people,6,en-us,59.223991s
0.73873907,,0.71753675,33.800s,33.700s,are,6,en-us,59.223991s
0.73873907,,0.75037551,34s,33.800s,coming,6,en-us,59.223991s
0.73873907,,0.91283858,34.100s,34s,in,6,en-us,59.223991s
0.73873907,,0.76151955,34.200s,34.100s,as,6,en-us,59.223991s
0.73873907,,0.67857343,34.700s,34.200s,refugees,6,en-us,59.223991s
0.73873907,,0.71895725,34.900s,34.700s,they,6,en-us,59.223991s
0.73873907,,0.87360168,35.100s,34.900s,want,6,en-us,59.223991s
0.73873907,,0.91283858,35.200s,35.100s,to,6,en-us,59.223991s
0.73873907,,0.75564992,35.300s,35.200s,be,6,en-us,59.223991s
0.73873907,,0.72353667,36s,35.300s,letting,6,en-us,59.223991s
0.73873907,,0.91283858,36.700s,36.400s,as,6,en-us,59.223991s
0.73873907,,0.91283858,36.800s,36.700s,a,6,en-us,59.223991s
0.73873907,,0.91283858,37.100s,36.800s,labor,6,en-us,59.223991s
0.73873907,,0.5878697,37.600s,37.100s,force,6,en-us,59.223991s
0.73873907,,0.65557247,38.400s,38.200s,or,6,en-us,59.223991s
0.73873907,,0.91283858,38.700s,38.400s,thing,6,en-us,59.223991s
0.73873907,,0.72597778,39.200s,38.700s,is,6,en-us,59.223991s
0.73873907,,0.91283858,39.400s,39.200s,the,6,en-us,59.223991s
0.73873907,,0.65161067,40.100s,39.400s,unemployment,6,en-us,59.223991s
0.73873907,,0.51547891,40.600s,40.100s,rates,6,en-us,59.223991s
0.73873907,,0.70043218,41.300s,41.100s,in,6,en-us,59.223991s
0.73873907,,0.70105529,41.700s,41.300s,Korea,6,en-us,59.223991s
0.73873907,,0.71696985,41.900s,41.700s,is,6,en-us,59.223991s
0.73873907,,0.71097428,42.200s,41.900s,like,6,en-us,59.223991s
0.73873907,,0.56247473,43.300s,42.400s,3%,6,en-us,59.223991s
0.73873907,,0.91283858,44s,43.800s,and,6,en-us,59.223991s
0.73873907,,0.58958,44.300s,44s,then,6,en-us,59.223991s
0.73873907,,0.69462407,44.600s,44.300s,the,6,en-us,59.223991s
0.73873907,,0.91283858,44.900s,44.600s,young,6,en-us,59.223991s
0.73873907,,0.86217451,45.400s,44.900s,adult,6,en-us,59.223991s
0.73873907,,0.52884865,46s,45.400s,unemployment,6,en-us,59.223991s
0.73873907,,0.91283858,46.300s,46s,rate,6,en-us,59.223991s
0.73873907,,0.70160472,46.700s,46.300s,is,6,en-us,59.223991s
0.73873907,,0.91283858,47.300s,47s,shoots,6,en-us,59.223991s
0.73873907,,0.66417718,47.400s,47.300s,up,6,en-us,59.223991s
0.73873907,,0.91283858,47.500s,47.400s,to,6,en-us,59.223991s
0.73873907,,0.72537702,47.600s,47.500s,an,6,en-us,59.223991s
0.73873907,,0.91283858,47.700s,47.600s,eight,6,en-us,59.223991s
0.73873907,,0.61176658,48s,47.700s,point,6,en-us,59.223991s
0.73873907,,0.52884865,48.200s,48s,eight,6,en-us,59.223991s
0.73873907,,0.52884865,48.600s,48.200s,percent,6,en-us,59.223991s
0.73873907,,0.59897184,49.200s,48.600s,so,6,en-us,59.223991s
0.73873907,,0.61176664,50s,49.800s,that,6,en-us,59.223991s
0.73873907,,0.71696985,50.200s,50s,really,6,en-us,59.223991s
0.73873907,,0.63551414,50.500s,50.200s,means,6,en-us,59.223991s
0.73873907,,0.61176664,50.700s,50.500s,that,6,en-us,59.223991s
0.73873907,,0.58459622,51s,50.700s,young,6,en-us,59.223991s
0.73873907,,0.91283858,51.400s,51s,people,6,en-us,59.223991s
0.73873907,,0.91283858,51.600s,51.400s,are,6,en-us,59.223991s
0.73873907,,0.64090246,51.800s,51.600s,having,6,en-us,59.223991s
0.73873907,,0.91283858,51.900s,51.800s,a,6,en-us,59.223991s
0.73873907,,0.48026189,52.100s,51.900s,hard,6,en-us,59.223991s
0.73873907,,0.61176664,52.300s,52.100s,time,6,en-us,59.223991s
0.73873907,,0.5930196,52.700s,52.300s,finding,6,en-us,59.223991s
0.73873907,,0.41456547,53.300s,52.700s,jobs,6,en-us,59.223991s
0.73873907,,0.91283858,53.900s,53.800s,in,6,en-us,59.223991s
0.73873907,,0.64929807,54.100s,53.900s,other,6,en-us,59.223991s
0.73873907,,0.86996943,54.500s,54.100s,words,6,en-us,59.223991s
0.73873907,,0.89994949,54.600s,54.500s,I,6,en-us,59.223991s
0.73873907,,0.91283858,54.900s,54.600s,keep,6,en-us,59.223991s
0.73873907,,0.60530758,55s,54.900s,on,6,en-us,59.223991s
0.73873907,,0.70885015,55.200s,55s,going,6,en-us,59.223991s
0.73873907,,0.7037794,55.400s,55.200s,back,6,en-us,59.223991s
0.73873907,,0.69218498,55.500s,55.400s,to,6,en-us,59.223991s
0.73873907,,0.71522045,55.600s,55.500s,the,6,en-us,59.223991s
0.73873907,,0.65866327,55.900s,55.600s,point,6,en-us,59.223991s
0.73873907,,0.6645636,56.500s,55.900s,saying,6,en-us,59.223991s
0.73873907,,0.91283858,56.800s,56.700s,we,6,en-us,59.223991s
0.73873907,,0.69218498,57.100s,56.800s,don't,6,en-us,59.223991s
0.73873907,,0.46788719,57.500s,57.100s,have,6,en-us,59.223991s
0.73873907,,0.91283858,57.500s,57.500s,a,6,en-us,59.223991s
0.73873907,,0.77777159,57.800s,57.500s,large,6,en-us,59.223991s
0.73873907,,0.69884306,57.900s,57.800s,in,6,en-us,59.223991s
0.73873907,,0.37787127,58s,57.900s,our,6,en-us,59.223991s
0.73873907,,0.84621024,58.500s,58s,resource,6,en-us,59.223991s
0.73873907,,0.80285436,58.800s,58.500s,plan,6,en-us,59.223991s
0.91283852, so if we were to take in laborers,0.91283858,60.200s,59.700s,so,6,en-us,63.062676s
0.91283852,,0.91283858,60.400s,60.300s,if,6,en-us,63.062676s
0.91283852,,0.91283858,60.500s,60.400s,we,6,en-us,63.062676s
0.91283852,,0.91283858,60.600s,60.500s,were,6,en-us,63.062676s
0.91283852,,0.91283858,60.800s,60.600s,to,6,en-us,63.062676s
0.91283852,,0.91283858,61.100s,60.800s,take,6,en-us,63.062676s
0.91283852,,0.91283858,61.400s,61.100s,in,6,en-us,63.062676s
0.91283852,,0.91283858,62.700s,62s,laborers,6,en-us,63.062676s
0.88893664, so if we were to take in laborers,0.91283858,60.200s,59.700s,so,6,en-us,63.072699s
0.88893664,,0.91283858,60.400s,60.300s,if,6,en-us,63.072699s
0.88893664,,0.91283858,60.500s,60.400s,we,6,en-us,63.072699s
0.88893664,,0.91283858,60.600s,60.500s,were,6,en-us,63.072699s
0.88893664,,0.91283858,60.800s,60.600s,to,6,en-us,63.072699s
0.88893664,,0.91283858,61.100s,60.800s,take,6,en-us,63.072699s
0.88893664,,0.91283858,61.400s,61.100s,in,6,en-us,63.072699s
0.88893664,,0.72162348,62.700s,62s,laborers,6,en-us,63.072699s
0.68038559, we're sorting that they were taking away more of the pie which would even increase the crisis between young adults and the already employed labor force also then other point we can make is these people are looking for cheaper or they're looking for these simple laborers from people but then the thing is even that has become a problem within the current government because the lowest possible wage,0.91283858,64.400s,64s,we're,6,en-us,92.158504s
0.68038559,,0.375,64.700s,64.400s,sorting,6,en-us,92.158504s
0.68038559,,0.48909101,64.800s,64.700s,that,6,en-us,92.158504s
0.68038559,,0.91283858,65s,64.800s,they,6,en-us,92.158504s
0.68038559,,0.91283858,65s,65s,were,6,en-us,92.158504s
0.68038559,,0.75542057,65.300s,65s,taking,6,en-us,92.158504s
0.68038559,,0.64029771,65.500s,65.300s,away,6,en-us,92.158504s
0.68038559,,0.91283858,65.700s,65.500s,more,6,en-us,92.158504s
0.68038559,,0.91283858,65.800s,65.700s,of,6,en-us,92.158504s
0.68038559,,0.59486723,66s,65.800s,the,6,en-us,92.158504s
0.68038559,,0.54787117,66.500s,66s,pie,6,en-us,92.158504s
0.68038559,,0.66364974,66.800s,66.500s,which,6,en-us,92.158504s
0.68038559,,0.72451717,67.200s,66.800s,would,6,en-us,92.158504s
0.68038559,,0.91283858,67.600s,67.200s,even,6,en-us,92.158504s
0.68038559,,0.67342591,68.200s,67.600s,increase,6,en-us,92.158504s
0.68038559,,0.375,68.300s,68.200s,the,6,en-us,92.158504s
0.68038559,,0.91283858,68.700s,68.300s,crisis,6,en-us,92.158504s
0.68038559,,0.36811706,69.300s,68.700s,between,6,en-us,92.158504s
0.68038559,,0.91283858,69.700s,69.500s,young,6,en-us,92.158504s
0.68038559,,0.45779839,70.200s,69.700s,adults,6,en-us,92.158504s
0.68038559,,0.74593496,70.700s,70.500s,and,6,en-us,92.158504s
0.68038559,,0.91283858,70.800s,70.700s,the,6,en-us,92.158504s
0.68038559,,0.49320957,71.200s,70.800s,already,6,en-us,92.158504s
0.68038559,,0.91283858,71.500s,71.200s,employed,6,en-us,92.158504s
0.68038559,,0.75510651,71.800s,71.500s,labor,6,en-us,92.158504s
0.68038559,,0.52784324,72.200s,71.800s,force,6,en-us,92.158504s
0.68038559,,0.58389354,73.400s,73.100s,also,6,en-us,92.158504s
0.68038559,,0.70139188,73.800s,73.400s,then,6,en-us,92.158504s
0.68038559,,0.91283858,74.100s,73.800s,other,6,en-us,92.158504s
0.68038559,,0.69439036,74.400s,74.100s,point,6,en-us,92.158504s
0.68038559,,0.91283858,74.500s,74.400s,we,6,en-us,92.158504s
0.68038559,,0.71239996,74.600s,74.500s,can,6,en-us,92.158504s
0.68038559,,0.61114812,74.900s,74.600s,make,6,en-us,92.158504s
0.68038559,,0.65832651,75.200s,74.900s,is,6,en-us,92.158504s
0.68038559,,0.69439036,75.700s,75.500s,these,6,en-us,92.158504s
0.68038559,,0.91283858,76s,75.700s,people,6,en-us,92.158504s
0.68038559,,0.35024518,76.100s,76s,are,6,en-us,92.158504s
0.68038559,,0.61114812,76.400s,76.100s,looking,6,en-us,92.158504s
0.68038559,,0.91283858,76.500s,76.400s,for,6,en-us,92.158504s
0.68038559,,0.76562816,76.900s,76.500s,cheaper,6,en-us,92.158504s
0.68038559,,0.91283858,77s,76.900s,or,6,en-us,92.158504s
0.68038559,,0.72157341,77.400s,77s,they're,6,en-us,92.158504s
0.68038559,,0.4475939,77.700s,77.400s,looking,6,en-us,92.158504s
