,results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
1635,0.81643718, refugees should be learning,0.91283858,344.700s,344.200s,refugees,1,en-us,346.042907s
1639,0.84976608, so although they're like 550 people if you make exceptions for those if Yemen crisis that will fertile lead into other immigrants in the future which might probably more and more that's what that's how the European immigrant crisis started and also lots of European countries and lots of European countries most of most of the students are against the refugee because,0.91283858,347.500s,346.900s,so,1,en-us,376.622092s
1701,0.82279664, so although they're like 550 people if you make exceptions for those in Yemen crisis that will fertile lead into other immigrants in the future which might come in more and more that's what that's how the European immigrant crisis started and also lots of European countries and lots of European countries most of the most of the citizens are against the refugee because,0.91283858,347.500s,346.900s,so,2,en-us,376.782455s
1765,0.72690487, Alters bit different and they cause like social confusion so I think those kind of confusion will be even much larger in Korea because,0.35192013,377.100s,376.900s,Alters,2,en-us,388.388713s
1789,0.8916257, cauldrons bit different and they cause like social confusion so I think those kind of confusion will be even much larger in Korea because the culture itself is two different and also although there is no like confirmation that they actually create like a crime the people in Jeju Island feel like with anger from them even one of my friends who's from Georgia Island always talks about,0.56134468,377.200s,376.600s,cauldrons,1,en-us,406.599915s
1857,0.87361151, the culture itself is two different and also although there is no like confirmation that they actually create like a crime the people in Jeju Island feel like it's Anger from them even one of my friends who's from Georgia Island always talks about that thing and she sometimes though them and she doesn't want to see those people there so yeah I think if for the,0.91283858,389.400s,389.300s,the,2,en-us,419.007988s
1924,0.72119832, about that thing and she sometimes though them and she doesn't want to see those people there so yeah I think it's for the for the Yemen people yeah it is true that we should take care of them for a while but after the crisis settle down they should go back but I'm not sure whether they will try to stake in Korea even further because it is developed country yes I'm bit confused about that,0.39588839,406.700s,406.600s,about,1,en-us,436.617830s
2001,0.75990367, for the Yemen people yeah it is true that we should take care of them for a while but after the crisis settle down they should go back but I'm not sure whether they will try to take in Korea even further because it is developed country yes I'm bit confused about that,0.91283858,419.300s,419s,for,2,en-us,436.748124s
2054,0.8434065," well you have said that French and German people are against a refugees movements and that's because there are so many refugees moving into those countries every year it's about 100,000 refugees were talking about for European cases but for a career it's less than thousand and and I believe they fact of the refugees on Korean Society is much smaller compared to the effect that the refugees are bringing on to the European societies and therefore the",0.91283858,439.500s,439.300s,well,1,en-us,468.439826s
2132,0.83116597," well you have said that French and German people are against a refugees movements and that's because there are so many refugees moving into those countries every year it's about 100,000 refugees were talking about for European cases but for a career it's less than thousand and that and I believe they fact of the refugees on Korean Society is much smaller compared to the effect that the refugees are bringing on to the European societies and therefore the",0.91283858,439.500s,439.400s,well,2,en-us,468.459871s
2211,0.78396899, and objection will be lower as well and also we have to know that the judge island is a special case because once the refugees moving to the judge Island their economic activities will be limited to those in Jeju Island it will not affect the most parts of Korea and certainly we can therefore conclude that the effect of refugees and Korean societies very low and therefore all these objections against the refugees are very,0.91283858,469.100s,468.800s,and,2,en-us,498.457740s
2287,0.7918573, and objection will be lower as well and also we have to know that the judge island is a special case because once the refugees moving to the judge Island their economic activities will be limited to those in Jeju Island it will not affect the most part of Korea and certainly we can therefore conclude that the effect of refugees and Korean societies very low and therefore all these objections against the refugees are very,0.91283858,469.100s,468.800s,and,1,en-us,498.547944s
2363,0.85383296, exaggerated with they are based on baseless misconceptions that we Muslims are potential terrorists criminals and,0.91283858,499.900s,498.800s,exaggerated,1,en-us,509.673114s
2379,0.7538988, a glitch exaggerated with they are based on baseless misconceptions that Muslims are potential terrorists criminals and,0.54011214,498.500s,498.400s,a,2,en-us,509.683137s
2396,0.8832742, Korea now has to move from a society where it is misconceptions should no longer have effect on people's minds,0.91283858,511.300s,510.900s,Korea,2,en-us,518.372797s
2416,0.91031188, Korea now has to move from a society where these misconceptions should no longer have effect on people's minds,0.91283858,511.300s,511s,Korea,1,en-us,518.402865s
2435,0.79707891, okay so my think about that is that they're not limited to Jeju Island the Muslim people will actually there was a news report by Korean news agency that there was a Facebook group consisted of like 150 Yemen man and five Koreans were five Korean people were brokers who made like a sheep that led the German people moved to the Korean Mainland because at first the judges City whole tried to give,0.91283858,520.100s,519.600s,okay,2,en-us,549.392979s
2509,0.83926356, okay so my think about that is that they're not limited to Jeju Island the Muslim people well actually there was a news report by Korean news agency that there was a Facebook group consisted of like 150 Yemen man and five Koreans were five Korean people were brokers who made like a ship that led the German people moved to the Korean Mainland because at first the judges City whole tried to give,0.91283858,520.100s,519.700s,okay,1,en-us,549.392979s
2583,0.75050932, when people drop to the like the fisherman Tom to help the Fisher's catch the fish in the sea but they re they yeah at first they tried to do this job but they insisted that the wage is too low and they made a Facebook group and some of them actually went to Korea Mainland and there was on the news report so I don't think there will be confined to the Jeju Island and also although Korea is a developed developed country in,0.38911298,549.600s,549.400s,when,2,en-us,579.370802s
2668,0.80578309, and when people drop to the like the fisherman Tom to help the features catch the fish in the sea but they re they yeah at first they tried to do this job but they insisted that the wage is too low and they made a Facebook group and some of them actually went to Korea Mainland and was on the news report so I don't think there will be confined to the Jesuit Island and also although Korea is a default developed country in,0.91283858,549.500s,549.400s,and,1,en-us,579.370802s
2753,0.84304881, well well defined term I don't think it is developed country it is somewhere between the developing and developed country like there is like almost a double-double difference of an income for those European countries or United States so yeah I don't I don't think there is enough wealth for Korean government to support the future immigration but would you agree that at least Korea is more developed,0.91283858,581.100s,580.500s,well,2,en-us,609.388717s
2821,0.87681735, well well defined term I don't think it is developed country it is somewhere between the developing and developed country like there is like almost a double-double difference of an income for those European countries or United States so yeah I don't I don't think there's enough Wells for Korean government to support the future immigration but would you agree that at least Korea is more developed than,0.91283858,581.100s,580.500s,well,1,en-us,609.388717s
2889,0.87032562, Yemen that's true and would you agree that Korea is a more developed Nation who has signed the UN agreement for refugees has an international obligation to take in refugees yeah,0.91283858,610s,609.600s,Yemen,2,en-us,623.801325s
2920,0.82909751, Yemen that's true and would you agree that Korea is a more developed Nation who has signed the UN agreement for refugees has an international obligation to take in refugees yeah,0.91283858,610s,609.600s,Yemen,1,en-us,623.871483s
2951,0.91283828, then you agree that Korea has the obligation to take refugees and therefore it must take it are they fine for the UN immigration but that does not mean that they have to take them a I haven't read the UN Refugee act perfectly but the Korea doesn't have enough wealth to support,0.91283858,625.100s,624.900s,then,1,en-us,644.137334s
3004,0.81911033, then you agree that Korea has the obligation to take refugees and therefore it must take it are they fine for the UN immigration but that does not mean that they have to take them and I haven't read the UN Refugee act perfectly but the Korea doesn't have enough wealth to support the,0.91283858,625.100s,624.900s,then,2,en-us,644.167402s
3058,0.8933636, and then the current young people young Generations have don't have jobs so why should you use tax on them to support them while even the Korean people don't have enough jobs and even like the veterans who joined the Korean War skill,0.91283858,645.500s,645.400s,and,1,en-us,662.298422s
3101,0.89138323, and then the current young people young Generations have been have jobs so why should you use tax on them to support them while even the Korean people don't have enough jobs and even like the veterans who joined the Korean War still,0.91283858,645.500s,645.400s,and,2,en-us,662.659239s
3144,0.88189882," still living in poverty but before you agreed that Korea is a developed Nation compared to Yemen yeah would you agree that as a developed Nation it has capacity to take in at least 1,000 foreigners but Dad might lead into like potential crisis because those if we let those immigrants in they leak to Korean Mainland and even will further like the social problems larger",0.91283858,665s,664.700s,still,2,en-us,693.218378s
3210,0.81953895, still living in poverty but before you agreed that Korea is a developed Nation compared to Yemen yeah would you agree that as a developed Nation it has capacity to take in at least thousand foreigners but Dad might lead into like potential crisis because those if we let those immigrants in they leaked to Korean Mainland and even real for my social problems larger,0.91283858,665s,664.700s,still,1,en-us,693.238423s
3275,0.74742281, the news report said yeah so do you really believe that these 550 people pose real threats against 50 million Koreans because if we make exclusion for them even more young people will come to Korea because of that not even your man but even other Middle East and for example like South America Venezuela so if you make exclusion to the case it can future be a threat to Korean,0.91283858,694.800s,694.700s,the,1,en-us,723.887766s
3346,0.89153326, the news reports that yeah so do you really believe that these 550 people pose real threats against 50 million Koreans because it's being made exclusion for them even more young people will come to Korea because of that not even young man but even other Middle East and for example like South America Venezuela so if they make exclusion to the case if can future be addressed to Korean,0.91283858,694.800s,694.700s,the,2,en-us,723.897789s
3416,0.90789545, immigrant acts but certainly it will stop,0.91283858,724.600s,723.900s,immigrant,1,en-us,731.986088s
3423,0.71443003, immigrant acts well certainly it will stop it here so,0.7629416,724.500s,723.900s,immigrant,2,en-us,731.996111s
