,results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
1651,0.84639752, people from so I really like Merck like right Germany girls like saying that it's like Collective rate like called tacos so sort of cases they that people get from Korean people get from like news sort of threatens them so you I think it's I think it's it's bad to just you know blame them without any reason but I also I think I can under as a Korean I can understand that people fear,0.91283858,335.600s,335.300s,people,1,en-us,365.075969s
1727,0.87617606, and understand that people fear so yeah that kind of tragic incident happened and it's very sad but I would say that it's very underrated cases and usually the media is the one to blame which like blow it out of proportion so that people get to fear Foreigner Foreigner are raping girls and everything,0.74731791,362.200s,362.100s,and,2,en-us,392.006899s
1782,0.91283828, okay so yeah that kind of tragic incident happened and it's very sad but I would say that it's very underrated cases and usually the media is the one to blame which like blow it out of proportion so that people get to fear Foreigner Foreigner are raping girls and everything so again I think the,0.91283858,366.900s,366.700s,okay,1,en-us,395.735334s
1838,0.74784076, thing so again I think the task of Korean government and Korea and educated people are too yeah to educate general public that this these are not the case this this this case are just minority is just not really because these people need help immediately something like that so that and also okay so you mentioned that accepting the,0.91283858,392.300s,392s,thing,2,en-us,422.024814s
1898,0.90455633, of Korean government and Korea and educated people are too yeah to educate general public that this these are not the case this this this case are just minority is just not really because these people need help immediately something like that so that and also okay so you mentioned that accepting them eventually will be okay but looking from the post,0.91283858,396.200s,395.800s,of,1,en-us,425.713157s
1960,0.77935177, eventually we'll be okay but looking from the posters and the protest that people people bring paper saying fake refugees and everything I doubt that if there is no change Korean like this professor will change their attitude toward foreigners so I don't really buy that even making like more making slower effort to accept refugees to Korea would change people at,0.91283858,422.500s,422.100s,eventually,2,en-us,452.002637s
2022,0.76882654, ders and the protest that people people bring paper saying fake refugees and everything I doubt that if there is no change Korean like these Professor will change their attitude toward foreigners so I don't really buy that even making like more making slower effort to accept refugees to Korea would change people attitude so I think yeah Korean people need to,0.91283858,426s,425.700s,ders,1,en-us,455.731072s
2084,0.91283852, to do so I think yeah Korean people need to okay need to have more drastic and more dramatic yeah more changes more drastic,0.91283858,452.100s,452s,to,2,en-us,463.829395s
2108,0.91283864, okay need to have more drastic and more dramatic yeah more changes more drastic,0.91283858,457.200s,456.800s,okay,1,en-us,463.859462s
2122,0.85308647, well first off in my opinion people who actually like to put take part in the sort of like protest or people who have really sort of extreme stance against like foreigners and they don't really have like Justified reason or like Logic for that so I'm sorry for that but what well and I think accepting them for their safety and all that is acceptable and but my one concern is that actually we have,0.91283858,466.100s,465.800s,well,2,en-us,494.438647s
2198,0.8254025, well first off I in my opinion people who actually like / take part in sort of like protest or people who have really sort of extreme stance against like foreigners and they don't really have like Justified reason or like Logic for that so I'm sorry for that but what well and I think accepting them for their safety and all that is acceptable and but my one concern is that actually we have what I think,0.91283858,466.100s,465.900s,well,1,en-us,495.801730s
2276,0.83519238, I think people are afraid of accepting refugees well I heard from Iraq I watched the documentary that most people who come to Korea are really in dire need of are peaceful people but my one concern is that there might be some cases in which people who disguise themselves as Refugee but like to have like political or like religious sort of purpose like is is because I,0.91283858,494.400s,494.400s,I,2,en-us,524.416470s
2345,0.86279804, people are afraid of accepting refugees well I heard from I read I watched the documentary that most people who come to Korea but my one concern is that there might be some cases in which people who disguise themselves as Refugee but like who have like political or like religious sort of purpose like biases because I because in one new store to go,0.91283858,496.200s,495.800s,people,1,en-us,525.779553s
2410,0.79857981, because in one new store article one people from Indonesia which is different country but disguise himself as just foreign worker but turned out to be part of ideas so it was one big issue so how my one concern is what if we accept if we start accepting more of these people how are we going to weed out some potential like Risk that's my one concern but most of like children women and people who are in dire need of,0.91283858,524.600s,524.400s,because,2,en-us,554.434385s
2492,0.89065641, all one people from Indonesia which is different country but disguise himself as just foreign worker but turned out to be part of is it was one big issue so how my one concern is if we accept if we start accepting more of these people how are we going to weed out some potential like Risk that's my one concern but most of like children women and people who are in dire need of me definitely should be,0.91283858,525.800s,525.800s,all,1,en-us,555.797468s
2571,0.91283858, definitely should be accepted so yeah that is my concern,0.91283858,555s,554.500s,definitely,2,en-us,561.620643s
2581,0.89469481, so yeah that is my concern,0.91283858,556.500s,556.100s,so,1,en-us,561.660733s
2587,0.72624058, I mean it's it's true that most has happened and I,0.89983088,563.300s,563.300s,I,2,en-us,567.964997s
2598,0.82233775, I mean it's it's true that those guys happened and I tend to believe that Korea has a very sophisticated system I mean the Korea has been accepting many immigrants not only refugees and I'm one of the like foreigners in Korea so I think Korea has already already has a sophisticated way of dealing with immigrants so I tend to believe just creates capable if Korea wants to create scab,0.91283858,563.300s,563.300s,I,1,en-us,592.981595s
2669,0.88451678, I tend to believe that Korea has a very sophisticated system I mean the Korea has been accepting many immigrants not only refugees and I'm one of the like foreigners in Korea so I think Korea has already already has a sophisticated way of dealing with immigrants so I tend to believe just Korea is capable if Korea wants to create capable screening those tracks,0.91283858,569s,568.700s,I,2,en-us,594.986132s
2734,0.85006946, that's my son,0.91283858,595.600s,595.400s,that's,2,en-us,597.090893s
2737,0.64291549, mobile screening those tracks that's my son and,0.34933659,593.200s,593s,mobile,1,en-us,599.366040s
2745,0.91283858, and,0.91283858,598.700s,598.200s,and,2,en-us,599.386086s
2746,0.80287486, yeah I agree with it so we will end the debate here,0.91283858,601.300s,601.100s,yeah,1,en-us,607.985541s
2758,0.70782965, yeah I agree with that so we will end the debate here,0.91283858,601.300s,601s,yeah,2,en-us,607.985542s
