,results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
556,0.91283858, that's it for me,0.91283858,113.600s,113.400s,that's,2,en-us,114.849842s
560,0.78992236, so I think I'm going to jump in right into what you just said and so basically the main point which is taken into account in some new source is that an employment in Korea is a problem I would say that it's mostly true but not really comparable to other developed countries such as most of the westerners country actually South Korea has one of the lowest unemployment rate,0.91283858,117.400s,116.700s,so,2,en-us,145.449072s
630,0.79131341, so I think I'm gonna jump in right into what you just said and stuff so basically the main point which is taken into account in some new source is that an ombre known in Korea is a problem I would say that it's mostly true but not really comparable to other developed countries such as most of the westerners country actually South Korea has one of the lowest unemployment rate and,0.91283858,117.400s,116.700s,so,1,en-us,145.459095s
702,0.7845301, it is to be considered that the unemployment rate is as I said a lot of manual jobs and as you can see in reports because it's missed mostly like talking about Jeju Island and all the furniture right so we are mainly talking about people that are escaping a crisis and what we can see is that on this seminar we have a lot of seminar mainly for example fishing jobs and cooking jobs,0.91283858,146s,145.800s,it,2,en-us,175.426895s
777,0.87448597, it is to be considered that the unemployment rate is as you said a lot of manual jobs and as we can see in reports because it's missed mostly like talking about Jeju Island all the foreigners right so we're Romania talking about people that are escaping a crisis and what we can see is that on this seminar we have a lot of seminar mainly for for example fishing jobs and cooking jobs,0.91283858,146s,145.800s,it,1,en-us,175.436918s
851,0.77654326, which are individual and cannot provide and for example like they have whole amount of maybe 500 refugees and over those 500 refugees or they already are the same they are about 170 170 jobs I think for fishing so there is I think there is definitely spots for those jobs that are in are no longer taking because these drugs are Maybe,0.91283858,175.900s,175.400s,which,2,en-us,205.444810s
914,0.74588919, which are individual and not occupied and for example like they have a whole amount of maybe 500 refugees and over those 500 refugees or they already had a seminar about 107 170 jobs I think for fishing so there is I think there is definitely spots for those jobs that Kareem are no longer taking because these drugs are Maybe,0.91283858,175.900s,175.400s,which,1,en-us,205.454833s
975,0.6701405, along your way from Seoul for example and long away from families and I think that it's more over something more humanitarian than economics even if the economics is to take into account and as I say I don't think you can imagine she's really proud,0.35060832,205.800s,205.400s,along,2,en-us,223.215014s
1021,0.70648825, longer way from Seoul for example and long away from families and I think that it's more over something more humanitarian than economics even if the economics is to take into account and as I say I don't think economics is really fun,0.37332344,205.800s,205.500s,longer,1,en-us,223.225037s
1064,0.85265458, I'm really glad that you brought into other countries into point because when comparing these unemployment rates between countries it's also important to see what kind of humanitarian AIDS most basic humanitarian rights that they give for their Labour's and thing is in Western countries its poor even for the unemployed people they take care of these people who they have all these different humanitarian AIDS if you were to go to the state's you have the Health Equity,0.91283858,224.600s,224.500s,I'm,2,en-us,254.265264s
1143,0.77133602, I'm really glad that you brought end all their countries into point because when comparing these unemployment rates between countries it's also important to see what kind of humanitarian AIDS most basic Humanity in right side they give for their Labour's and thing is in Western countries it's even for the unemployed people they take care of these people who are they have all these different humanitarian AIDS if you were to go to the state's you have the health language,0.91283858,224.600s,224.500s,I'm,1,en-us,254.275287s
1224,0.84671611, well those of being bashed by Trump of bed but then the thing is it's still there and then in the EU you have these this inter connect enter Europe human health policy that insures these people how every other that's not really true because unless you're actually a Korean citizen not really getting all these three basic insurances so these foreigners,0.91283858,254.700s,254.600s,well,2,en-us,284.373382s
1286,0.71737498, all those of being bashed by Trump of bed but then the thing is it's still there and then in the EU you have these this inter connect enter Europe human health policy that insures these people I live in Korea that that's not really true because unless you're actually approved citizen not really getting all these three basic insurances so these foreigners,0.38149592,254.700s,254.600s,all,1,en-us,284.373383s
1349,0.84742534, and although he's unemployed people they're not really getting insured in Mattoon ways but you and that's because we don't have enough tax money if that's something that comes from the text and it's hard to ensure these people and then second novel like people escaping crisis well the humanitarian argument yes you could make it but then I like to ask what kind of practical,0.91283858,285.100s,284.900s,and,2,en-us,311.153972s
1415,0.79507583, and all those unemployed people you're not really getting insured imagine ways but you and that's because we don't have enough tax money I think that's something that comes from the text it's hard to ensure those people and then second of all like people escaping crisis well the humanitarian argument yes you could make it but then I'll like to ask what kind of practical,0.91283858,285.100s,284.900s,and,1,en-us,311.153973s
1481,0.71664834, benefit doll is being humanitarian Going to the Country,0.91283858,312.200s,311.700s,benefit,1,en-us,315.744358s
1490,0.90787423, benefit doll is being humanitarian bring to the country,0.9058193,312.200s,311.700s,benefit,2,en-us,315.774425s
1499,0.73513913, so we can think of all the examples such as States bringing people from South America now they're dying that to and the reality European Refugee crisis which now is bringing a lot of terrorism and fights within the state of Europe as I mean not a lot but then there's still help me it's increased from the form,0.91283858,317.700s,317.100s,so,1,en-us,338.165084s
1558,0.72480339, so we could think of other examples such as this States bringing in people from South America now they're powering that to and then we have the European Refugee crisis which now is bringing a lot of terrorism and fights within the state of Europe as I mean not a lot about them is still happening it's increased from before,0.91283858,317.700s,317s,so,2,en-us,338.205173s
1618,0.91186309, I would like to take them say the last part which is mostly the first construed the major blood I think the whole question of you humanitarian needs more about what you want to be as a country and what you want to represent as you go to more than adding and subtracting numbers of Economics I would say like for example so scary,0.91283858,343.700s,343.600s,I,2,en-us,372.182045s
1682,0.72052503, I would like to take them say the last part which is mostly the first construed and two major flood I think the whole question of you humanitarian needs more about what you want to be as a country and what you want to be presented as you go through your more than adding and subtracting numbers of Economics I would say like for example so scary,0.91283858,343.700s,343.600s,I,1,en-us,372.182046s
1749,0.84432894, signing letters convention Accords just cheap that the country's somehow bound to respect even if a lot of countries are not respecting those and I would sing that it's a bit difficult to not being human humanitarian considering Yemen position themselves to your position because like for example people in Yemen didn't choose to start in the end of the like right,0.77704424,372.900s,372.400s,signing,2,en-us,402.159868s
1811,0.85289735, Simon lot of convention Accords just she that the country's somehow bound to respect even if a lot of countries are not respecting those and I would think that it's a bit difficult to not being you mean humanitarian considering Yemen position themselves to be our position because like for example people in Yemen didn't choose to start in Yemen with their life right,0.91283858,372.900s,372.400s,Simon,1,en-us,402.159869s
1875,0.77167821, and so if they would start to Korea they would have the Korean mushroom tea and everything that comes with it so it's kind of Epic buyers to sing by on the numbers and the last part is about comparing refugees for example even if Korea is not Dutch learn and even if there's a lot of problem we're basically comparing something that is not comparable I would say because it's for attention is somewhere near 1 million people in,0.91283858,402.200s,402.100s,and,2,en-us,432.177783s
1955,0.73613077, and so if they would start to North Korea they would rush home fee and everything that comes with it so it's kind of Epic buyers to sing by on the members and the last part is about comparing refugees for example even if Korea is not Dutch loan and even if there's a lot of problem we're basically comparing something that is not comparable I would say because it's for directions somewhere near 1 million people in,0.71815568,402.300s,402.100s,and,1,en-us,432.177784s
2033,0.67172724, people will get gems around for maybe 500 people so I would say and the last part about terrorism I guess it's a bit I'm a bit biased because I come from Europe but I would say that despite everything we can hear you definitely not true 382 diversion,0.91283858,432.600s,432.300s,people,1,en-us,454.217648s
2082,0.67519587, people will get gems around for maybe 500 people so I would say in the last spoke about terrorism I guess it's a bit I'm a bit biased because I'm from Europe but I would say that despite everything we can hear you let me see not true 382 diversion,0.91283858,432.600s,432.300s,people,2,en-us,454.337919s
2132,0.7653482, so he for not really feeling scared like they're not really feeling concerned about the whole therapy thing and yeah they are concerned that the link between immigration and terrorism is a bit more difficult than for example in France most of the people that one doesn't are Arts was actually French people it's French national TV people so it's not the Yellowjackets I guess but then before that there were Terror,0.91283858,455.400s,455.100s,so,2,en-us,484.846945s
2204,0.84364206, so people are not really feeling scared like they're not really feeling concerned the whole therapy thing and yeah they are concerned but the link between immigration and terrorism he's a bit more difficult than for example in France most of the people that went on there are parks was actually French people it's French national tea people so it's not the Yellowjackets I guess but then before that there were Terror,0.91283858,455.400s,455.100s,so,1,en-us,484.877014s
2276,0.72393447, isn't helped by jihadists sharing some sort of like super extreme Islam yeah Belinda in the u.s. you mean or internally then they are all the terrorist act we had except one or two were done by people that aren't French or Belgian nationality okay that's the same that not a lot of people know,0.91283858,485.200s,484.900s,isn't,1,en-us,508.871300s
2331,0.70414042, is impelled by jihadists Sherry's destroyed super extremism yeah believe it in the u.s. you mean or inference then there are all the terrorist act we had except one or two were done by people that are French or Belgian nationality okay that's the thing that not a lot of people know well like point so first like you're here to point about the global convention,0.91283858,485s,484.900s,is,2,en-us,514.824768s
2397,0.7413038, well the coin so our first like you're here to point about the global convention which is like there's a un from acts that I've several countries agreed on to take in refugees first of all the thing is strictly speaking this is not a person yeah you enact is like so agreement between countries that it's going to be cool if you do this but then you don't really have to so it's an on enforcing act therefore there is no global,0.91283858,509.800s,509.500s,well,1,en-us,539.219963s
2480,0.73879957, which is like there's a un from acts that several countries that you don't take in refugees first of all the thing is strictly speaking this is not influencing yeah you enact is I can so agreement between countries that it's going to be cool if you do this but then you don't really have to so it's an on enforcing act therefore there's no Global there it doesn't it's not a global agreement between all these countries therefore we're not going to,0.91283858,515.100s,514.800s,which,2,en-us,544.842683s
2563,0.76208776, look at that it doesn't it's not a global agreement between all these countries therefore we're not going to receive any,0.61813045,539.600s,539.400s,look,1,en-us,546.045405s
2584,0.35129875, Denis,0.35129875,545.600s,544.900s,Denis,2,en-us,546.285948s
2585,0.66824907, harm for doing so,0.34895942,547.700s,547.300s,harm,1,en-us,550.074521s
2589,0.81848615, laundry doing so good,0.91283858,547.800s,547.300s,laundry,2,en-us,550.254928s
2594,0.73403275, okay and then the other thing is Korea is already taking an annual number of refugees from North Korea so although it's not comparable to the one to push them but the thing is if you put on a ratio of how many people are in the country and how many refugees are picking and it's actually comparable and then since we're taking already taking in that much refugees each year adding 500 more may look like not more but then considering that our unemployment rate has it's already a,0.91283858,552.500s,552.300s,okay,1,en-us,582.006766s
2684,0.89233845, okay and then the other thing is Korea is already taking in an annual number of refugees from North Korea so although it's not comparable to the money Bushland but the thing is if you put on a ratio of how many people are in the country and how many refugees are picking and it's actually comparable and then since we're taking already taking in that much refugees each year adding 500 more may look like not more but then considering that our unemployment rate has it's already a,0.91283858,552.500s,552.300s,okay,2,en-us,582.056878s
2773,0.62743855, percent,0.62743855,582.700s,582.100s,percent,2,en-us,582.808578s
2774,0.89753866, percent,0.89753866,582.700s,582s,percent,1,en-us,582.818602s
2775,0.82840425, and they were taking in though I already hands handful of refugees 500 is enough to tip the citizens,0.91283858,583.600s,583.500s,and,1,en-us,591.057242s
2794,0.84682018, and they were taking in the early hands plant love refugees 500 is enough to tip the citizens,0.91283858,583.600s,583.500s,and,2,en-us,591.087309s
2812,0.86217821, and to conclude I would say that to kind of state of if refugees are good or bad we should look at which country is the most culturally and economically powerful even if in some point could be say that you're trying to access to u.s. u.s. is really well known to be countries of immigrants I would say that if they are Miniature deliberately more power than if managed correctly yes,0.91283858,593.500s,593.100s,and,2,en-us,622.548489s
2884,0.81639785, then to kind of conclude I would say that to kind of state of if refugees are good or bad we should look at which country is the most culturally economically powerful even if in some point it could be said that it's China X2 us universities really well known to be the countries of England's I would say it each day are managed correctly they bring more power than if managed correctly yes,0.91283858,593.500s,593.100s,then,1,en-us,622.799057s
2959,0.72333848, okay it is over there,0.91283858,625.600s,625.200s,okay,1,en-us,628.802640s
2964,0.775837, it is over now,0.70457041,627.600s,627.500s,it,2,en-us,628.872797s
