,results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
1407,0.83672148, process or for get for giving their refugees get up to the other nations nationality and also they this is some car like they call hit or humanitarians few minutes rent with us that the government only give this result to Refugee only one years to guarantee that when their circumstances,0.91283858,396.300s,395.900s,process,1,en-us,425.833430s
1458,0.85133678, assess or for get for giving their refugees data to the other nations nationality and also they this is some car like they call hit or humanitarians humanitarian visas that the government only give this result to the refugee or 31 years to guarantee that when their circumstances,0.91283858,396.300s,395.900s,assess,2,en-us,425.853475s
1506,0.76231641, so situation they're in their their home country is becoming Wheels good get better and they can guarantee that they will leave career,0.83011204,425.900s,425.800s,so,1,en-us,435.375018s
1530,0.77742881, so situation the in their their home country is becoming Wheels good get better and they can guarantee that they will lead career right that I think like it's just like 2% that Korean government us proof about the Visa order represent us but we just still have don't know or just not being currently like,0.75541109,425.900s,425.800s,so,2,en-us,455.690982s
1586,0.79607356, right that I think like it's just like 2% that Korean government has proved about a Visa or the refugee status but we just still have don't know nothing currently like it's not clear about a refugee State at all so it's like if they do the wrong things what legals illegals or how the government do how the police do,0.91283858,439s,438.400s,right,1,en-us,468.109077s
1647,0.82248271, it's not clear about your Equity say that also is like if they do the wrong things what legals illegals or how the government do how the police do for the refugees something like that so I think is about a life conditions of the Korea is also like they just want to know how should they do and how should they can practice your daily with Lexa T is like it's not it's not,0.91283858,456.200s,456s,it's,2,en-us,485.789078s
1722,0.79681933, order refugees something like that so I think is about alive conditions of the Korea is also like they just want to know how should they do and how should they can how should they leave with less booty is like it's not it's not it's still not clear for now so it's like,0.85173315,468.400s,468.100s,order,1,en-us,489.186764s
1776,0.89140856, if they're not clear for an hour so it's like,0.91283858,486.400s,486.200s,if,2,en-us,489.216833s
1786,0.71430564, I think they just want to know about the things that can guarantee their life that's just what I want to say so if it's for my opinion are go men can explain in this question and I think like all Korean movie rest the question I think it will be,0.91283858,490.100s,490s,I,1,en-us,514.313613s
1837,0.88272446, I think they just want to know about the things that can guarantee their life this is what I want to say so if it's for my opinion are go men can explain in this question and I think like all Korean maybe raise the question I think it will be,0.91283858,490.100s,489.900s,I,2,en-us,514.383772s
1888,0.9128387, good things it's like now it's not but in the future is maybe can yeah,0.91283858,516s,515.800s,good,2,en-us,522.662503s
1903,0.9128387, good things it's like now it's not but in the future is maybe can yeah,0.91283858,516s,515.700s,good,1,en-us,522.702592s
1918,0.74293816, you mean that how to guarantee the yeah is like is the big question for our Korean actually the refugee,0.91283858,523.600s,523.400s,you,1,en-us,535.341187s
1938,0.82167536, under the laws of the Korean yeah I think if they do something wrong or cause sometimes so they could give penalty or punishment from the law as well,0.91283858,536.500s,536.200s,under,1,en-us,548.641278s
1967,0.83126974, you mean that how to garden theater yeah the big question or Korean actually rigidity under the laws of the Korean yeah I think if they do something wrong or cause some clams so they will give penalty or punishment from the law as well,0.91283858,523.600s,523.400s,you,2,en-us,548.681369s
2012,0.83917361, so in this case I think is,0.91283858,549.700s,549.400s,so,2,en-us,551.798422s
2019,0.75162745, so in this case I think is,0.91283858,549.700s,549.300s,so,1,en-us,551.838511s
2026,0.70794046, not only for leadership for everyone that you grabbed and empty and you made I think that restoration because the some Koreans have Instinct awesome fear with agricultural or xenophobia that you have received that yet I think there's some kind of more emotional than rational questions they are have some fear of you insecure that they are happier that,0.91283858,553s,552.600s,not,2,en-us,582.317470s
2086,0.73287845, not only for a little edgy for everyone that you have and I'm too and you mean I think that race question because the some Koreans have Instinct often fear with other cultural or xenophobia that you have received that yeah I think there's some kind of more emotional than rational equations yeah because they are have some fear of you insecure that they are happier that,0.91283858,553s,552.600s,not,1,en-us,582.327492s
2153,0.83281088, never seen something like that paid more than others some problem that's called inside they're feeling knots from there that their Fiji yeah and put on that patients I think you may be at a Korean citizenship maybe you have to trust your government process there that will debut accept only that good quality refugee,0.91283858,582.900s,582.500s,never,2,en-us,612.295293s
2208,0.77579147, never seen something like that Faith before something like that I think it's a problem that's called inside they're feeling not from their better to G yeah and put on that patients I think you may be at a Korean citizenship maybe you have to trust your process yeah that Booth day will you accept only that good quality refugees,0.91283858,582.900s,582.500s,never,1,en-us,612.305315s
2268,0.6983152, he that we may cause no clams in the future,0.44517595,612.400s,612.300s,he,1,en-us,617.096155s
2278,0.71734947, see that view may cause no clams yeah in the future,0.67239779,612.300s,612.300s,see,2,en-us,617.116201s
2289,0.91283864, it's over now,0.91283858,621s,620.900s,it's,1,en-us,622.989488s
