,results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
753,0.80535406, might be an argument here is that by putting you at the strongest is why not be applicable to the current situation right now and if we look at Korea Korea is actually not voluntary accepting the refugee at comparing to you as us actually they welcome the refugee as one of the way for their country to develop but career has already developed and this infrastructure in these political system is not suitable,0.91283858,178.400s,178.200s,might,2,en-us,207.559593s
827,0.84285134, my been argument here is that by putting us at the strongest is why not be applicable to the current situation right now and if we look at Korea Korea is actually not voluntary accepting the refugee at comparing to u.s. u.s. actually they welcome the refugee as one of the wave of their country to develop but career has already developed and this infrastructure and Miss political system is not suitable,0.91283858,178.400s,178.200s,my,1,en-us,207.559594s
899,0.81001747, ooh for receiving the profusion I don't think so,0.91283858,207.800s,207.500s,ooh,2,en-us,212.079820s
908,0.69809461, oil for receiving the diffusion I can I don't think so,0.37406591,207.800s,207.500s,oil,1,en-us,212.109889s
919,0.80911237, I don't think so Korea needs to be better off Korea s economy The Divided one is stopped and if it may be the refugees from resettling refugees have a good idea about Korea that should be the way to new breakthrough to the way of Korea to say oh they're Market to that means Yemen or Syria or something,0.91283858,213.600s,213.500s,I,2,en-us,242.107757s
979,0.74518925, I didn't think so for real deep to be divided of Korea's economic development is top and if it may be the refugees from resettling refugees have a good idea about Korea that should be the way to new breakthrough to the way of Korea to say oh they're Market to that means Yemen or Syria or or something some repetition,0.91283858,213.600s,213.500s,I,1,en-us,242.568801s
1040,0.7253381, priest should be the new market of Korea it is an investment for the future,0.51154906,243s,242.600s,priest,1,en-us,248.251658s
1055,0.84595764, countries should be the new market of Korea it is an investment for the future,0.7677623,242.900s,242.400s,countries,2,en-us,248.271702s
1070,0.72111201, and not enough for the Faria the other countries grew up and Syria Europe and turkey,0.91283858,250.200s,249.900s,and,2,en-us,257.783222s
1086,0.89008802, and now it now pour the Korea the other countries Iraq and Syria Europe and turkey,0.91283858,250.200s,249.900s,and,1,en-us,257.783223s
1102,0.70848012, I can party should be banned for this argument turkey is not a it can be concluded for this problem we should we should make a camp inside of Jeju Island to Porter refugees not a city not a copper images we should make a camp it is Jeju Island is not a can is nature people and refugees the harmony call refugees,0.91283858,258.700s,258.600s,I,2,en-us,288.202043s
1165,0.8540746, I can turkey should be banned for this argument turkey is not it can be seen grilled it for this problem we should we should make a can inside of Jeju Island to poor refugees not ready now the topper images we should make a camp it is Jeju Island is not a can its nature people and repudiate the harmony call refugees,0.91283858,258.700s,258.600s,I,1,en-us,288.222090s
1229,0.86680502, but regarding the development of Korea I think that is it better to focus on Korean people first when you develop Korea because Korean people is actually the poor resources of Korea like Korea hasn't is used to be from watching this country so even with Korean people do they actually you guys actually was able to develop into one of the main power in the world so isn't keep focusing on Korean people is one of the way to develop,0.91283858,291.900s,291.400s,but,1,en-us,318.921546s
1310,0.89979082, but regarding the development of Korea I think that is it better to focus on Korean people first when you develop Korea because Korean people that read the core resources of Korea like Korea hasn't is used to be a homogeneous country so even with Korean people do they actually you guys actually was able to develop into one of the main power in the world so isn't keep focusing on Korean people is one of the way to develop to develop Korea,0.91283858,291.800s,290.300s,but,2,en-us,320.284628s
1393,0.72899044, to develop Korea into a better country in the future and talking about Korean people actually the year the Yemen Refugee in in Jeju Island actually cause a lot of trouble for Korean people like the people who residing in Korea and they actually stick to seven cases of Korean woman who actually adopted by Korean by the gemenese refugee so isn't it isn't it isn't it the focus of Korean people,0.91283858,319.300s,319.100s,to,1,en-us,348.899369s
1465,0.81495571, a better country in the future and talking about Korean people actually do you the Yemen if Yugi in in Jeju Island actually cause a lot of trouble for Korean people like the people who residing in Korea and they actually stick to seven cases of Korean woman who actually got adopted by Korean I buy the gemenese refugee so isn't it isn't it isn't it the focus of Korean people to protect is,0.91283858,320.400s,320.400s,a,2,en-us,350.262451s
1539,0.8177101, to protect is is countrymen first instead of receiving those people from oversea and and in order for example if you want to get them in I want to get the refugee and just in case that you need to have a real treatment a huge amount of resources to actually build camp or actually have a proper way for the Yemen people to actually mingle with the Korean people because Korean is actually as I said before a homogeneous country,0.91283858,348.900s,348.900s,to,1,en-us,378.917284s
1620,0.81065577, is countrymen first instead of receiving those people from oversea and and in order for example if you want to get them in I want to get the refugee and just in case that you need to have a real treatment like a huge amount of resources to actually build cam or actually have a proper way for the Yemen people to actually mingle with the Korean people because Korean is actually as I said people are homogeneous country so they don't really accept,0.91283858,350.600s,350.300s,is,2,en-us,380.280366s
1704,0.72675431, They Don't Really accept a lot of international people from oversea so in my that case I think Korean people need to change a lot and need to invest a lot not just in not such like in resources but also in their mindset in order to accept the refugee and at them to become Korean North Korea is not not not everybody responds to any more Korea side has receiving refugees,0.91283858,379.100s,379s,They,1,en-us,408.895107s
1776,0.7194252, International people from over C so in that case I think Korean people need to change a lot and need to invest a lot not just in not such like in resources but also in their mindset in order to accept the refugee and help them to become Korean North Korea is not luck now the homogeneous flow Theory anymore Priyanka I have had receiving refugees from,0.64814717,381.200s,380.400s,International,2,en-us,410.258189s
1843,0.73965275, especially girls from the rural side including Android side career says always has lack of Boomers,0.91283858,410.600s,410.200s,especially,2,en-us,419.348757s
1859,0.88606966, So Korea s rural side has decreasing continuously decreasing people so we should we should get refugees for the photo Korean rural sites of decrease of decreasing to people,0.91283858,420.200s,420.100s,So,2,en-us,434.432884s
1888,0.83589, from especially towards from the Riverside included words I could have no such as always as lack of women's So Korea s rural site has decreasing contrary see decreasing people so we should we should get refugees for the whole of Korean rural sites of decree of the Cuisines you people,0.74964929,409.300s,408.900s,from,1,en-us,434.523090s
1939,0.85276169, to prevent the president of Brooklyn Brooklyn of rural communities actually Korea has,0.91283858,435.500s,435.400s,to,1,en-us,444.255108s
1952,0.73869926, to prevent the Korean tour brought Brooklyn of growth in our communities actually Korea have as many don't poor people but but giving for giving money to poor people and giving money to religious it's just the same way we are poor people don't have taxes don't do,0.91283858,435.600s,435.400s,to,2,en-us,460.231252s
2000,0.88064277, actually they they receive more than they pay they receive just listening and hearing people and she had before going to talk busy,0.91283858,461.300s,460.900s,actually,2,en-us,469.432068s
2023,0.87876403, as many don't poor people but but give him for giving money to poor people and giving money to religious it's just the same way Korean poor people don't have taxes don't do actually they receive more than they pay everything just received and hearing people and she really pulled good talk with him,0.91283858,445.300s,445.100s,as,1,en-us,469.482183s
2077,0.86250061, yeah man keepo / it we're harvesting for harvesting we cannot Harvest from Quorum for people that live in slums like us,0.91283858,471.800s,471.600s,yeah,1,en-us,481.980459s
2099,0.74557024, yeah I mean people for for harvesting for harvesting we cannot Harvest from poor and poor people at live in slums like us,0.91283858,471.700s,471.700s,yeah,2,en-us,482.351297s
2122,0.78611743, but we can get some good news about in future in Yemen people investment,0.68430299,483.400s,483.200s,but,2,en-us,490.630028s
2136,0.77972788, but we can get some good news about in future in Yemen people investment,0.65106666,483.400s,483.200s,but,1,en-us,490.630029s
2150,0.68658203, I'm fucked up you talk about other kind of immigrant who follow the country or a but most of them as far as I know coming from Asian country and for example Vietnam China or other nearby country however Yemen is very different from all from those people from that country because Yemen they actually come from far away which is most and most of their religion is Muslim which is really different from,0.37287059,493.600s,493.500s,I'm,2,en-us,522.331752s
2224,0.85478264, you talk about other kind of immigrant from other country right but most of them as far as I know come from Asian country and for example Vietnam China or other nearby country however Yemen is very different from all from those people from that country because Yemen they actually come from far away which is most and most of their religion is Muslim which is really different from what Korea,0.91283858,495.100s,495s,you,1,en-us,523.023318s
2295,0.74554026, the Korean people which make their culture is very different from what Korean people are facing right now in China and other Asian cultures in many different from Korean culture actually I'm from and I think that the differences between Vietnamese Vietnamese people in Korea people are very smaller compared to Yemen people and Korean people because the numb and Korea are both Confucius countries which make our core,0.91283858,522.500s,522.500s,the,2,en-us,552.309575s
2364,0.84558743, or with make their culture is very different from what Korean people are facing right now China and other Asian cultures in many different from Korean culture actually I'm from the myself and I think that the difference is between Vietnamese Vietnamese people in Korea people are very smaller compared to Yemen people and Korean people because Vietnam and Korea are both Confucius countries which make our court,0.91283858,523.700s,523.100s,or,1,en-us,553.001141s
2432,0.69120562, or understanding or core culture are unrelated Lisa Miller in some way the four young men there are from east from the littlest which make their core religion is yes I say Muslim which is two very different from Korean culture and perspective so I think it's going to take a much more time and effort to actually mingle the yemenis people to the Korean people and help them to settle down,0.91283858,552.500s,552.300s,or,2,en-us,582.327490s
2504,0.77497762, ending or core culture are unrelated Lisa Miller in some way the four young men there are from east from the littlest which make their core religion is yes I say Muslim which is two very different from Korean culture and perspective so I think it's gonna take a much more time and effort to actually mingle the yemenis people to the Korean people and help them to settle down Korea,0.91283858,553.300s,553s,ending,1,en-us,583.019056s
2575,0.75447983, Korea so and because of the differences that actually caused some kind of fear and some kind of a kind of resistance from the Korean people to accept the Yemen which in a way make the game and difficult to settle here and make the,0.91283858,582.900s,582.300s,Korea,2,en-us,598.874928s
2620,0.7545206, so and because of those differences of actually cause some kind of fear and some kind of a kind of resistance from the Korean people to accept the amendment which in a way to make the game and difficult to settle here and make the curry and less likely to accept the images so I think we should also take kircher different as one of the point to consider when we whether we should take care of it Yemen is refusing to Curry,0.91283858,583.500s,583.100s,so,1,en-us,612.996879s
2703,0.763313, Rihanna,0.763313,613.600s,613s,Rihanna,1,en-us,613.638331s
2704,0.75323451, that's why I have to receive this I have many time is over there,0.91283858,614.900s,614.700s,that's,1,en-us,620.984952s
2718,0.88593435, in less likely to accept the images so I think we should also take culture different as one of the point to consider when we whether we should take care of it Yemen is refusing to Korea that's why I have to receive this item 10 minute time is over now,0.91283858,599.300s,598.900s,in,2,en-us,621.004996s
