,results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
2114,0.79333401, General is very in stable place in the political view however South Korea still has signs of dying the 1991 convention on refugees and this have Isaac eyes this I do own this employees that aren't yourselves career has only pasting in science and scientists in order to gain some in order to gain some status as a developed country towards the fact that South Korea is capable of accepting a substantial loan,0.91283858,502.100s,501.800s,General,1,en-us,531.733022s
2187,0.82266659, General is very in stable place in the political view however South Korea still has signed signed the 1991 convention on refugees and this have argued eyes this I do own this employees that are usually South Korea has only hastening sign scientists in order to gain some in order to gain some status as a developed country towards the fact that South Korea is capable of accepting a substantial amount,0.91283858,502.100s,501.800s,General,2,en-us,531.763089s
2258,0.49011341, to procure geez,0.71718878,531.900s,531.800s,to,2,en-us,532.915697s
2261,0.47066203, a few G's,0.51124513,532s,531.700s,a,1,en-us,532.915698s
2264,0.80544758, and I would like to further I would like to further clarify my remaining art when South Korea should not should not be focused on their own intent on internal struggle even though their heart South Korea is a nation that is a nation that,0.91283858,534.500s,534s,and,1,en-us,552.339644s
2309,0.75886673, and I would like to further I would like to further clarify my remaining arguments South Korea should not should not be focused on their own engine own internal struggles even though their heart South Korea is a nation that is a nation that,0.91283858,534.500s,534s,and,2,en-us,552.359688s
2353,0.84134632, that focuses on export and an agent that should be able to and and personally I think that South Korea should be a nation that tries to resolve International conflict and tries to integrate say previous I tried to and try to put,0.91283858,553.500s,553.200s,that,2,en-us,573.828260s
2396,0.72376025, that focuses on export and an agent that should be able to end up and personally I think that South Korea should be a nation that tries to resolve International conflict and tries to integrate and say cream was tried to and try to put,0.91283858,553.500s,553.200s,that,1,en-us,573.888397s
2441,0.57835513, interested in other and Global struggles and too,0.5038591,576s,575.200s,interested,1,en-us,580.683771s
2449,0.64281374, interested in other and Global struggles and too,0.46998554,575.900s,575.200s,interested,2,en-us,580.964405s
2457,0.90093213, and,0.90093213,582.600s,582s,and,1,en-us,583.039100s
2458,0.91283858, and,0.91283858,582.600s,582s,and,2,en-us,583.059144s
2459,0.91283858, recording,0.91283858,585.800s,584.600s,recording,1,en-us,586.216288s
2460,0.91283858, recording,0.91283858,585.800s,584.600s,recording,2,en-us,586.226310s
2463,0.80287373, regarding Refugee status diaper,0.74041951,590.400s,589.700s,regarding,1,en-us,594.936016s
2467,0.83223736, regarding Refugee status die,0.89145607,590.400s,589.700s,regarding,2,en-us,595.006174s
2473,0.77189142, I believe that a country should not be stressed,0.91283858,599.700s,599.500s,I,2,en-us,606.141367s
2482,0.88715297, I believe that our country should not be stressed,0.91283858,599.700s,599.500s,I,1,en-us,606.351844s
