delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta
27548.5,21738.833,29418.833,28795.5,8101.667,14423.167,704113.833,173346.0
20625.333,34381.5,12715.167,11013.333,5887.5,8545.0,522988.5,87159.167
9261.167,10632.5,5291.5,5947.667,3586.667,3240.333,521215.333,54741.167
18122.0,35764.0,15810.833,13647.833,10263.833,12209.333,523727.333,70576.333
37873.5,30817.667,34997.167,24066.333,7572.0,18361.0,1078190.333,348443.0
50234.333,82669.167,35962.667,27060.333,20137.333,36386.667,1029961.833,213492.5
58426.333,60700.833,34637.5,27905.333,16329.333,30497.5,914062.333,214615.333
39378.0,88887.833,51463.0,30594.5,22538.5,46259.833,735629.833,383133.167
36210.5,53262.667,25119.167,20183.167,11855.333,40732.333,773639.167,244115.167
23884.167,31432.5,36912.167,21078.833,16604.167,33180.0,899582.667,170162.0
39728.5,46613.667,33307.167,33114.667,8932.333,16353.0,330662.5,264645.167
54951.167,95989.833,58741.333,61391.333,8688.833,19291.667,1369891.333,148430.333
35576.0,41289.833,60215.0,49614.833,23648.833,27634.167,970035.833,297235.667
32480.857,89738.571,53865.143,36373.857,20695.429,23548.286,1124380.857,353470.0
3915.5,21932.5,12581.333,10807.167,3967.5,11565.833,576774.0,92993.5
12043.833,23202.167,11064.667,8367.167,3352.167,9829.333,429571.833,69675.167
38352.5,34087.167,39148.167,27091.5,9252.833,14785.833,759038.5,127439.833
29876.5,27169.333,15408.333,11254.833,5329.5,5776.5,33948.5,37153.5
19841.0,23563.333,13496.667,13408.167,2557.5,5133.0,371296.5,85915.833
12127.0,13198.333,7152.333,6421.333,2166.5,2993.167,124388.333,43610.0
23789.667,9598.333,10533.167,11340.167,2436.333,3235.833,298924.333,89986.5
14232.667,10751.333,8909.833,7834.333,1437.833,4814.833,282501.5,42116.833
26022.5,13653.333,9552.667,9924.0,4181.333,7420.667,508745.167,211405.333
28152.0,16540.333,15025.0,32120.5,4367.167,7168.667,437859.667,69413.667
27887.0,36768.5,22997.667,19791.0,8648.667,10649.333,812059.333,277417.0
9637.667,17871.167,9607.833,12534.0,5113.833,10293.833,411228.833,94556.333
25682.333,16383.167,25023.5,27742.833,12484.167,17638.667,1011063.667,292939.333
29791.167,29961.667,24170.833,18288.833,5722.167,11516.667,624327.5,132897.833
27357.833,40551.5,29653.667,24423.0,13475.667,23567.333,1241364.333,357541.0
22387.667,88601.0,16303.167,11970.0,14018.0,15594.5,501964.333,305127.5
37925.167,29100.0,25587.833,32831.167,17443.0,21802.0,1407051.333,194449.333
31209.833,19726.833,16810.667,14869.5,8153.667,9041.5,203395.167,35749.0
35011.0,17704.5,23901.833,23931.167,11899.833,14165.333,551548.5,165581.333
21359.5,12813.333,9187.333,6691.667,3439.5,8632.333,44138.0,26551.833
21467.833,19489.167,17678.167,14663.667,5296.167,6266.833,59223.0,50238.667
23888.167,12979.167,11815.333,10589.667,6776.667,7685.833,52917.333,41558.167
17359.667,16281.167,14674.5,8816.0,3994.667,6721.833,353673.333,30382.167
13124.0,10450.333,10778.833,12478.833,3522.167,6858.0,98536.0,53124.333
15795.167,11812.0,11407.333,9851.667,3285.0,7787.833,75075.833,52598.0
18718.167,13438.333,7818.167,11156.833,5495.167,9553.0,75880.5,63599.833
23735.833,24356.0,10087.167,13292.833,2788.5,6229.833,225642.667,89496.667
20763.0,27144.167,13453.167,16341.667,3579.667,12217.5,504823.0,101230.333
55765.167,85953.0,38817.167,28282.833,13774.0,21949.167,1024159.667,424084.0
28036.0,40686.0,12132.833,9948.833,5372.167,10832.667,550568.833,165536.833
23404.833,17138.667,16726.333,16786.0,4982.667,9082.167,1521912.667,101148.0
7957.0,11749.833,11015.833,7991.0,2425.0,6578.833,151872.667,47101.0
41268.167,68659.333,56198.833,42040.5,20232.667,45394.333,1096102.5,317548.0
24890.833,52304.167,23680.833,30663.167,9155.833,27861.833,854628.167,131087.0
33668.667,22454.5,28340.167,23887.667,13923.333,21679.667,447617.5,152183.833
26196.5,21785.833,18808.0,16789.667,8171.5,14557.667,759928.0,307106.167
42806.667,46987.167,39413.167,24972.833,13158.5,33427.333,1663680.5,214185.333
38276.0,45919.333,19889.833,27410.5,11785.167,24887.5,874127.333,182397.5
62427.857,43771.0,28577.143,39133.429,9085.0,20737.0,1085163.286,148378.286
11435.333,21791.0,8754.333,4340.833,3211.667,6473.167,593621.667,67204.0
21524.5,38520.5,17619.167,14148.667,10916.167,15872.5,695659.167,246309.167
33708.667,37175.167,25513.167,22490.833,8456.5,15455.167,450213.167,106347.0
10795.333,18414.0,8654.0,11816.0,3969.5,7143.167,609593.5,52223.0
45401.167,39687.333,43100.333,27457.833,8945.0,10853.0,1387119.0,228205.333
12389.833,19348.333,10166.167,9412.5,3141.333,4172.167,538498.833,109337.167
29044.5,8637.5,14797.667,15508.167,8251.0,11287.5,341201.5,65512.5
33159.667,24357.833,17470.5,15978.5,12293.333,12531.0,127174.667,79370.667
37386.333,20902.333,18459.167,18059.667,8202.0,6013.333,644653.0,52081.333
41605.5,12186.333,16355.0,20368.667,6340.333,9783.833,108988.667,19858.667
24032.667,16071.5,11807.667,7958.333,8053.5,6478.333,28546.833,26427.833
16906.667,17076.0,14331.167,13118.167,10539.0,12356.0,200705.667,32290.0
27009.333,15027.667,8004.667,8432.833,4637.5,7436.667,21593.0,28853.667
11212.333,11521.167,9617.5,5295.0,3478.667,3154.0,97451.5,47734.167
15583.0,33320.0,9921.333,12047.0,6617.833,9480.667,472896.0,39488.5
22166.5,16512.5,11231.5,12663.0,4990.5,7181.833,162567.5,58617.667
10458.333,12070.167,9763.167,17629.167,4961.833,5445.833,447474.0,117573.833
22868.833,27035.667,17455.0,28254.5,9849.833,8935.0,643275.667,198567.0
17772.333,50627.833,8991.833,22242.5,6185.667,8848.5,399297.667,175482.0
19664.833,21209.0,16062.333,13526.167,6328.5,10058.5,751161.5,81498.833
18976.5,19697.0,15830.833,18873.667,6410.0,7532.667,403935.167,195435.5
14067.5,14671.667,8805.167,9766.0,2832.167,8989.167,407911.667,126291.833
23623.833,87820.833,21492.333,43868.5,16764.667,21287.0,998867.167,227019.333
