delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta
27142.833,26328.0,12344.833,28543.167,4186.5,8768.667,353453.0,56309.0
7255.667,17187.833,6336.167,4480.167,2554.333,6408.167,508977.333,64435.5
13426.667,14223.5,9310.333,14679.167,4062.833,7634.333,320856.833,73600.5
15231.0,24819.667,9458.0,10986.333,6190.333,6821.833,491268.667,58108.0
12702.833,17464.0,13338.833,13118.333,6875.833,9788.0,572522.333,70128.5
15123.5,35368.167,20543.0,25871.5,14752.5,12821.5,251943.333,132524.833
33496.0,19656.167,34741.5,36929.667,10954.5,22256.167,1230493.667,315372.0
13382.333,21649.333,19090.833,12632.833,10280.5,13586.833,558322.833,129654.167
19420.571,34452.714,29364.571,20953.857,14913.857,17893.429,623772.0,84546.286
25874.667,37939.833,24521.333,26616.0,14027.667,15809.167,533262.333,150259.333
34372.0,53024.333,31517.5,15082.333,12337.333,21309.0,481703.833,137218.0
67515.833,71212.833,28278.0,30198.5,19286.0,19884.833,1006641.333,302492.333
14272.833,20368.0,15829.333,7206.833,8931.0,15680.167,702029.5,111185.333
21647.5,16014.5,18440.167,10897.833,12018.333,14666.0,803966.167,101649.5
27613.667,67388.667,44349.667,28284.333,22761.167,23991.333,1105117.5,312922.0
21319.333,29558.667,13544.167,27712.833,8385.833,12319.667,690500.0,157754.167
18482.167,68134.0,20652.167,29539.833,15838.833,15045.0,1000689.833,173347.0
55881.333,119536.0,50795.5,80000.667,50514.333,53115.0,1353993.0,500039.833
48206.667,76656.667,20378.5,43769.333,12492.5,21683.5,1034360.5,137523.5
30648.0,27682.5,28778.5,33818.833,11664.667,33036.833,859520.833,184066.833
27913.5,33643.167,29531.167,38040.833,17410.333,20547.167,522771.333,108837.167
29845.333,33177.5,20882.833,30902.333,5718.333,19186.667,805867.5,114546.667
10025.833,33219.667,8358.333,23239.167,6427.333,8641.333,657479.167,57513.833
17919.333,9161.333,9443.667,16605.333,4751.167,7595.667,401508.5,136286.5
19372.0,39357.667,17057.333,23366.5,6042.167,9895.167,803330.667,168888.833
20392.333,26158.5,26964.833,20733.833,3564.333,8097.333,676844.5,114617.167
34746.167,37066.167,21743.667,24366.667,8835.333,12414.667,321202.167,174384.0
7715.0,10334.5,9200.667,17613.5,3111.833,6875.5,394792.833,55152.833
6143.333,20360.667,14009.833,10459.667,4119.5,7720.5,587792.333,93018.5
7818.333,6251.167,4613.333,5665.167,2149.167,4209.0,484947.333,67181.833
8758.667,10792.0,6815.833,5090.333,2221.167,4435.667,853127.0,61732.0
15859.333,21224.333,4975.0,8768.167,3213.667,3822.0,189591.833,48373.5
18881.833,9900.333,10121.5,8985.5,3290.333,6326.0,68632.0,26059.167
13799.667,17671.333,14393.5,10898.333,5309.333,5271.0,92105.667,54190.333
21788.333,8190.833,16901.0,12154.833,7290.833,8912.333,584303.667,71620.667
34567.0,64283.167,29030.333,40618.667,15114.167,24464.5,1007452.0,290615.333
24473.5,29615.333,34840.0,10175.167,14616.167,23685.0,1024602.833,164992.0
51167.0,33733.167,43016.333,29004.333,19423.667,28391.5,1082504.5,258957.333
30927.5,56133.167,23867.0,26286.333,20593.167,29755.667,1055206.333,155549.167
20305.5,20666.167,18665.0,16266.0,11073.0,16679.833,615808.5,68902.833
27876.333,72280.0,19097.833,26465.333,13237.333,16000.0,719787.5,242039.5
17997.333,27433.0,19700.833,13072.167,7390.0,12714.833,323546.333,79503.5
81946.5,40531.333,46490.5,42511.167,21309.0,28827.0,731514.5,334906.667
34000.833,76077.833,46061.167,24068.167,15181.5,42677.333,1082369.0,240699.667
45271.167,72829.5,47343.0,28876.0,29537.833,35768.167,1235489.5,440837.833
21297.833,31267.667,35695.0,15302.0,9657.167,18571.0,570777.667,74851.333
45831.167,138022.667,32649.833,33216.167,21486.5,48516.333,1004908.5,510835.0
18938.167,35430.5,13029.5,14467.333,7786.5,11782.333,884028.5,110733.167
37823.5,12213.0,25641.167,22823.0,8360.667,17576.0,558404.0,75606.667
33157.833,16196.833,19951.833,45403.833,14921.0,33209.667,975573.833,181517.167
31549.667,60368.333,25827.833,29389.667,11237.5,17465.667,630371.667,216897.667
16067.667,13857.833,16502.333,15633.333,7468.333,22564.0,310314.833,171593.167
4965.5,8375.833,3946.667,4161.5,2228.167,3341.667,181072.667,29198.833
8001.167,34525.333,12460.333,13285.833,6369.667,13311.167,339437.167,174248.167
7502.167,9551.333,5830.333,7189.333,2941.0,4614.667,218514.833,38498.667
11995.833,19631.333,16824.833,21611.833,8175.833,10825.667,539788.833,77719.167
90615.5,83051.833,28871.333,55160.667,9001.833,18223.5,1150512.5,291040.833
6220.833,6602.167,6883.667,7112.333,2820.5,4998.667,161479.833,25149.5
24652.571,28213.857,12809.429,24888.143,8838.0,14092.429,342303.857,125740.429
11978.2,9170.0,6442.0,16573.0,3122.8,7527.2,243279.2,45183.0
19313.714,16197.429,12581.429,16486.286,9161.0,13124.143,317203.429,67971.0
