delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta
3219.333,3164.5,5588.333,1663.833,4266.833,5041.5,64657.5,14965.167
5109.167,19547.333,25563.667,9415.167,2023.167,5533.5,197554.0,34663.0
19721.667,15645.833,32814.167,16330.333,6718.167,15614.167,328967.5,84376.333
100914.5,125889.333,94437.667,97944.333,17810.833,38040.833,778463.833,278222.0
45949.167,103767.667,37425.333,46502.5,5323.5,14478.833,794237.167,162853.5
20877.0,48117.167,24573.0,26758.5,6885.667,19124.833,1025251.5,126407.0
15950.833,16234.0,14216.833,17477.833,3833.667,7992.667,815530.667,89497.333
11420.0,29128.333,24224.5,20102.5,6090.0,14806.833,455546.5,81980.0
5494.667,2428.167,24040.0,4685.833,1804.833,2034.333,26306.333,7871.667
7954.0,16369.333,26335.5,6964.833,3320.167,7632.333,411955.5,25205.0
7297.167,3151.333,25088.167,8576.0,2862.5,4582.167,180827.667,29985.333
47897.667,105636.167,45464.5,43850.833,14460.167,34802.5,808584.333,314124.167
163718.333,115017.167,150749.167,180997.5,69520.333,87868.667,1287520.5,351817.833
15854.333,43647.667,17379.667,22382.667,3457.333,8295.833,706549.0,44901.167
12440.5,14891.667,7322.833,5769.667,993.167,1856.333,804586.833,55242.833
50304.5,43653.667,35963.5,51055.0,4146.667,9445.5,958357.5,78586.5
32600.857,35969.571,27222.429,38636.857,5474.857,11524.714,470967.286,75762.714
18906.0,32022.4,14604.4,23158.0,6037.2,5144.4,872276.0,61657.4
113148.5,43682.333,52369.167,87471.0,52407.833,52106.833,862837.833,159718.0
7767.0,19716.667,7936.333,18092.833,2861.667,3975.167,1259223.667,77043.5
64952.714,52984.429,87946.286,71040.857,22119.714,28827.714,544677.0,131022.714
5049.833,5187.333,5692.333,5393.333,2410.667,5365.0,210544.0,18529.0
78910.167,37183.333,65122.667,38519.667,32348.0,61517.0,574253.833,82381.167
115287.667,101567.333,108551.5,105472.333,9693.833,16018.667,1255025.0,320574.833
102146.5,109221.5,123332.0,65187.5,45007.333,67454.167,891917.333,186817.5
1908.0,1516.333,7049.667,1875.667,824.333,1429.5,31705.167,7774.167
9885.0,17506.667,45261.167,11968.0,5953.833,10990.667,15810.333,26483.0
13584.833,9988.5,47176.0,9221.333,5505.167,7812.5,20677.333,25561.833
9258.5,6518.333,60546.0,9092.833,6043.5,10728.833,29750.5,15579.167
11822.5,14997.167,51066.333,11767.0,4867.833,8532.833,150584.167,43517.167
16402.833,12175.833,55471.667,12935.0,5459.0,11080.0,21025.333,18156.667
9716.5,8715.167,48208.167,15343.333,6819.833,6642.333,16413.833,18013.5
11180.0,8593.833,39111.667,14482.833,8942.667,8715.333,15914.167,9452.0
9587.667,7853.0,57854.667,10724.167,6935.333,10241.667,14921.833,21565.0
15133.167,8198.667,52489.167,7200.833,5978.833,6702.333,12396.5,19177.833
13332.0,14424.5,43857.833,5803.5,4520.333,8770.667,21499.333,21021.667
14397.667,17265.167,44384.167,11777.667,10345.833,7686.0,46514.333,33537.333
25174.167,8611.5,52649.667,14334.667,5050.0,9525.167,683708.167,64672.0
103061.667,131265.167,181347.167,168960.0,101100.0,169106.333,1380963.333,562692.667
51297.167,45107.167,122694.0,56831.333,40232.667,138028.667,795655.667,245225.833
71231.667,122000.667,83220.0,80677.333,44875.167,47918.667,987777.5,214031.0
104061.167,104008.5,76230.833,133110.833,34021.167,61319.333,632900.667,342143.0
2517.167,2944.167,9676.667,2212.167,848.833,1434.0,5448.167,4535.667
15542.667,10953.833,53157.333,16529.0,6710.833,7315.667,106452.833,36536.667
18101.5,20257.5,44690.833,12048.833,6291.667,11993.833,349243.333,58879.167
24423.333,13494.0,52444.833,18818.5,5952.167,15257.0,266664.333,75136.333
41593.167,45587.5,35369.833,56013.667,5289.833,17036.333,742973.5,176774.0
1371.833,1951.833,3520.167,1055.0,398.167,484.333,9852.833,1152.5
12042.333,14031.333,21223.167,11112.167,1566.0,3919.0,516798.5,52739.333
37054.5,28336.167,37962.333,35682.167,3640.333,11578.0,482956.167,103361.333
21327.833,10943.333,22513.5,17086.0,1451.333,2343.167,361358.5,22115.0
5775.833,4171.167,17371.167,4792.667,2311.5,2589.833,253783.0,24033.667
13401.167,6153.333,32508.833,5757.667,2544.667,2548.5,357753.0,22893.667
5523.0,4753.5,24022.833,3273.333,2925.167,2452.0,218589.5,7664.833
5590.167,4997.833,8057.5,4501.5,1353.167,1707.0,310537.0,29078.833
11140.5,13613.167,54513.5,13545.333,4489.167,5912.667,23889.333,20048.0
11998.0,10946.167,26680.833,9157.333,1027.167,3495.167,455743.333,187750.0
2540.167,3235.167,5847.833,3670.333,569.833,1118.333,169867.167,10411.667
8891.833,9097.0,21016.667,9798.167,2155.667,2488.0,418282.5,41244.5
7157.5,7216.5,7898.5,3893.667,557.833,634.0,498669.667,14459.333
13229.5,9688.833,50428.167,9294.0,6597.833,6081.333,85703.333,18800.833
5992.667,7154.167,17975.5,5215.833,1869.167,2784.833,576036.833,27225.833
9151.333,8463.0,55553.167,13989.0,5359.833,7174.0,33477.167,24902.0
15944.0,5083.333,68333.5,10814.5,6826.0,9564.0,22226.667,12063.667
4787.5,11726.833,20724.833,6666.167,1594.333,2148.333,294712.333,23290.167
53621.0,26992.0,83539.333,40493.333,12100.667,17371.0,487195.333,72775.333
23509.0,16917.0,59827.833,17750.167,6160.667,6288.833,179972.0,47586.0
86460.167,70287.5,110407.667,33392.333,9695.5,38382.5,305137.5,114655.667
1808.833,1453.5,7151.0,931.667,816.333,797.0,5329.833,7374.0
18395.833,19480.667,43395.833,9100.333,4098.5,9006.833,216237.833,38176.0
