delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta
17388.333,13828.167,18072.833,14434.5,19023.167,17984.5,655383.5,112532.833
25011.333,14466.667,18439.5,18654.667,12400.667,15488.167,969620.0,103928.667
67479.5,20443.5,73953.833,63947.0,17241.0,27185.5,980317.333,174938.0
33569.667,40189.333,22224.0,23918.5,8907.5,12876.167,415548.0,93621.833
18570.333,32469.5,14304.167,15864.333,4779.5,7405.5,218050.167,93093.5
29200.667,28637.333,28382.667,29354.833,16207.0,17069.833,1046244.833,103962.5
8666.667,18094.667,9447.667,16554.5,14284.167,10555.0,342869.667,103703.333
21803.833,10705.0,12323.167,20672.667,4907.5,13495.333,573603.833,100625.667
12562.167,44870.667,13754.333,8901.0,10268.333,13072.0,491244.333,182628.833
18360.333,31911.0,27570.167,18039.667,15594.833,19041.667,595734.833,101436.333
51880.167,43652.5,27568.667,36698.667,18608.167,20428.5,796322.167,165238.0
20000.5,35371.667,15329.0,29591.333,8013.833,14699.333,387907.0,76043.667
14800.333,16755.833,17610.5,21838.333,5871.333,8737.0,726551.167,127625.667
9886.5,21605.333,9790.0,13791.0,3427.667,11346.333,454275.167,108997.167
43640.857,35339.286,17094.571,30614.429,8755.429,17330.571,1079174.714,126319.429
19711.333,29423.5,18016.833,13835.833,10259.333,14125.667,661545.167,138664.833
26700.333,26856.167,25345.667,28132.0,9079.667,21049.833,1315356.667,113238.333
12261.833,12096.667,13403.667,11341.5,9075.833,11878.167,707118.333,119164.833
28027.833,28514.333,13034.667,20734.0,7766.167,6534.167,297260.167,173087.5
20244.5,47377.333,28225.833,29993.333,10376.833,14064.0,677288.833,176312.5
9322.5,15399.833,18951.5,18949.667,6874.5,12279.667,364659.667,111455.333
16853.833,27645.667,21963.667,12103.167,7319.833,15012.167,536681.5,174573.833
16710.5,11339.833,9597.0,9145.0,6948.5,12467.833,433553.5,54670.333
34545.5,24752.5,34217.0,20731.167,13607.333,25609.833,727839.5,246253.333
9192.667,8935.0,13739.333,13329.167,4444.0,7292.167,235528.5,60106.5
13958.167,15931.0,5813.333,4735.167,4011.5,5193.333,352781.0,27106.167
17573.0,42808.5,12177.167,14128.167,10312.0,10598.833,669847.833,108516.833
15039.0,67562.0,10838.833,13469.0,7311.667,12063.167,550302.833,144168.167
13074.5,13725.0,6887.0,9636.833,5440.333,9391.333,1156505.5,77380.167
20861.5,23239.833,27215.333,13112.167,12733.167,15403.667,672501.5,116260.667
10298.667,13733.333,18921.167,16085.5,7253.0,11496.667,670365.667,74374.0
23434.0,38216.167,25253.833,20482.333,10173.333,19620.667,696961.833,95413.833
24123.333,18119.333,23498.0,18952.667,11141.167,15065.333,1206783.333,100267.5
17055.0,32735.833,32443.667,18946.0,14507.333,16766.167,1049015.667,371525.0
54262.833,25642.333,30536.0,45101.333,12633.333,18097.5,1073749.833,277363.333
35077.0,57586.333,26211.833,27254.167,9758.833,17776.0,1378340.5,224363.833
12417.0,22460.833,7104.333,20629.833,3916.167,7778.833,322311.0,70626.333
25639.0,35589.833,15880.833,26440.833,9373.833,15810.667,1290552.5,101837.333
11284.833,13295.167,13099.167,10999.0,7538.0,10385.667,457806.5,62107.333
23750.667,18061.0,17971.667,25989.167,11326.667,14868.667,859473.833,90912.167
23492.0,20467.167,31573.167,34228.5,13881.667,22971.5,797334.833,220814.0
14621.0,22611.667,20733.5,22423.833,9443.333,21055.0,473782.167,56691.667
27307.667,31379.0,28332.333,23119.0,14502.833,15358.333,621031.333,177150.0
9306.667,12672.667,13773.167,10511.833,5423.0,9706.833,621258.5,109639.833
50963.333,58604.333,28212.0,35756.167,17054.333,22877.167,1245387.167,227949.5
36438.333,51716.333,28294.333,25132.0,11303.167,17217.833,592793.167,98050.167
30137.667,27220.0,14380.0,21534.667,6298.0,11465.333,612608.0,74857.333
17833.833,31423.667,22285.5,18709.0,9461.333,21362.167,536636.333,105880.667
5472.5,4688.167,6293.333,5900.667,3319.833,6309.167,390599.5,34653.5
14694.667,8434.833,7445.0,9075.167,6686.5,6649.667,374485.667,105744.167
14667.5,17488.5,13864.167,13472.333,6162.0,9345.167,798924.667,118776.833
44507.0,37364.167,15012.5,23413.0,7585.167,8251.667,649804.167,128483.333
7940.167,23299.833,11417.833,19277.5,5029.667,6694.667,534522.0,130270.333
19285.167,19129.5,16520.0,14300.0,7554.667,11104.0,485490.333,101222.0
23254.143,21537.714,19761.286,12093.0,7516.714,9527.857,656868.143,136415.0
39112.667,18684.667,16659.833,10800.5,8374.5,7857.0,763945.5,64894.0
81765.667,68512.667,31914.0,54244.0,21290.5,21040.833,1754554.167,362695.0
20155.167,17818.0,27899.833,19158.833,15801.333,14802.167,413300.667,76199.0
20161.5,16682.667,18345.5,12636.0,13963.833,18518.167,527131.667,105013.167
21537.167,27364.833,24731.333,17559.5,15811.167,19132.667,479651.167,105636.167
15465.833,40947.0,20412.167,20129.667,16981.0,22937.5,862272.833,255577.667
11180.833,17058.833,13848.667,10284.0,6646.167,16847.0,522763.5,57504.333
34157.0,42259.667,29679.0,26965.667,15019.667,19342.5,755306.167,65009.0
7467.333,17778.333,8830.167,8547.333,6860.0,6162.167,463877.0,46723.167
37174.0,25905.0,17358.833,20430.167,9154.333,9198.667,558330.0,71508.667
9693.667,5294.833,8602.167,4955.0,7921.0,13129.833,203229.167,38605.667
13280.5,14352.5,17860.833,12036.833,13170.833,18046.333,90647.833,37444.167
16843.333,33407.833,9942.0,6762.667,7282.333,10605.833,232200.167,36609.333
13719.833,24632.333,16118.5,8530.667,8168.167,14666.833,446383.167,81671.667
15894.333,22283.0,14320.0,8101.667,8020.333,14935.333,346471.333,108601.833
18851.667,34999.167,21934.833,18160.5,11632.0,17777.167,791320.167,100667.833
10015.833,11645.167,20445.5,8744.167,7889.5,19245.667,570474.167,59064.0
68571.167,44622.833,29351.0,30173.333,15363.167,27070.5,861213.333,235296.5
20569.333,64155.167,27517.167,22832.833,16057.167,27365.167,527958.833,166819.167
28672.667,11991.167,22942.167,19472.0,16509.667,24531.333,463031.667,238667.5
20380.167,25115.0,26161.833,21135.167,8756.333,14339.333,513458.5,72326.833
22474.833,40271.167,16871.167,16670.667,15901.667,23127.167,542032.5,424636.0
22437.833,50336.0,14431.5,18956.5,14233.333,23690.667,576955.833,170138.333
21764.333,17303.167,15829.5,22428.0,9794.0,13602.0,828573.667,72128.833
