delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta
12198.5,11267.667,32208.0,10395.667,4315.667,14664.167,99612.667,65280.833
24715.0,36330.667,22716.0,15603.667,5110.667,8351.167,512713.5,101497.333
18626.0,16288.333,13354.167,16004.833,3868.833,6898.0,227427.167,61398.0
18401.833,27867.5,28714.833,17459.333,4664.167,8122.0,357036.333,125644.167
32310.167,45619.167,26449.833,16239.0,6053.0,7227.5,694982.833,68127.667
12975.5,14243.0,31013.167,8910.5,3865.167,4511.167,313201.5,50626.0
17932.667,12357.167,23498.333,14346.833,5629.833,7784.0,288840.833,86373.167
17797.667,45367.833,22720.5,18176.333,6203.5,6837.833,543009.833,229808.833
10854.833,13075.167,29715.333,11655.833,6454.333,6177.0,523946.333,54845.667
11934.167,38029.833,28584.667,7525.667,2848.333,4547.333,383158.167,45851.333
13763.167,16088.0,19257.333,9107.167,4360.0,7926.333,177095.333,72716.0
11703.333,25645.833,30118.5,13191.0,7746.0,7754.5,186326.333,56678.5
91999.5,124834.5,35545.333,45688.5,20201.5,9346.667,345544.5,91693.167
21601.0,45131.5,19539.333,18902.0,9025.0,6489.5,459267.0,136302.333
21758.667,33772.167,33048.333,25093.0,8005.0,8849.667,642556.333,77949.333
63899.833,195568.833,43535.5,26089.667,31822.333,12286.833,451810.0,361687.333
14951.0,10608.333,22501.667,15354.5,6950.333,7319.0,248291.833,46907.5
28463.833,59849.667,25356.0,8281.0,8553.667,4992.167,457047.5,99400.333
42889.667,54467.5,26335.0,24532.333,8161.167,7152.5,431760.667,230369.0
18580.5,33581.333,35045.0,16109.333,5979.167,8943.167,338038.167,58079.167
49075.167,94669.833,56399.333,54063.333,26082.833,21638.5,929448.5,552450.5
32138.667,65581.5,24950.833,37442.667,26781.333,3709.167,669860.667,193776.167
48539.333,26193.333,30020.0,22924.667,5958.167,7926.667,320794.333,83487.833
36275.667,27630.0,39177.667,22618.833,5477.167,10190.333,653938.5,117446.667
21573.667,45161.833,28686.667,20643.833,6740.333,8215.0,878536.5,107393.833
28708.167,31411.5,36959.0,11024.167,5828.5,7987.167,452554.667,81811.333
37842.333,37172.5,27408.333,13622.667,10296.333,4971.0,719704.667,59586.667
28899.167,22752.833,40704.0,13772.333,6601.5,7528.833,424395.5,100603.833
23275.5,26455.167,26726.5,16384.333,8522.833,10328.167,658299.5,100328.5
11060.333,18467.5,25261.5,10134.0,6186.5,5334.667,316155.333,82306.167
17389.833,9977.833,34682.833,9569.833,5792.833,5776.167,186553.167,30800.667
11306.0,19204.833,31378.333,14625.167,3552.833,9373.0,165633.0,55765.667
21936.167,17071.333,30238.167,11710.833,6543.167,8202.333,136331.833,39750.5
10289.167,15257.833,32979.667,11366.0,4977.167,7319.833,204661.833,48651.0
13980.167,12512.667,29155.333,6827.5,4251.667,8364.5,94167.333,24804.167
22294.333,12324.833,18788.0,13260.667,5469.667,5612.0,388740.167,83137.5
13458.667,12036.0,26725.333,11130.167,4167.333,6041.5,163484.5,41523.5
45805.667,107797.333,35822.167,17240.0,11726.167,9124.5,650555.167,164771.5
16021.333,22647.0,19549.333,12818.667,5357.833,4022.333,310500.667,55495.167
12945.167,27503.833,29382.667,17063.0,6077.833,6871.333,199382.833,67151.5
11403.833,13932.333,27825.333,11571.833,4454.5,5630.5,226780.833,50609.833
16750.167,12559.167,36282.667,7480.833,4072.833,7246.333,123291.833,45026.833
39412.333,58544.667,21807.5,13378.5,6710.333,7337.667,365231.667,103776.167
21206.167,25875.0,35015.833,26954.833,5788.167,8131.0,215566.0,105633.833
124038.833,78603.333,54979.5,158979.5,44507.833,18799.667,969428.0,171688.167
25502.667,58905.333,35127.0,15531.333,14874.5,9633.833,655408.667,180351.667
91576.333,189707.833,43403.833,28901.333,15175.0,14786.667,815250.333,191300.667
43872.857,50839.286,37530.143,15459.857,32480.429,9683.0,348999.857,107334.143
42576.833,76943.833,52111.333,23460.5,22342.667,11285.167,535968.333,222410.667
12292.5,24836.5,17930.833,15547.167,5851.667,5893.0,643090.167,71933.667
8700.167,12553.667,34932.0,17313.667,5536.167,4155.667,298436.333,103048.833
37020.0,76466.167,30751.333,26031.5,10470.667,4365.833,331312.333,131690.0
17297.5,24894.5,28669.667,17669.833,14760.167,5968.333,479767.0,80476.667
21162.5,11193.333,28509.5,22391.333,13678.833,5013.333,569353.5,53863.333
41279.167,53646.5,36931.333,34292.333,20363.0,14798.167,365793.333,121682.167
22058.167,18555.833,37747.5,24204.333,8942.833,5989.0,354346.167,128805.0
