results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
0.88496077,,0.91283858,14s,13.600s,maybe,2,en-us,30.980091s
0.88496077,,0.91283858,14.200s,14s,it,2,en-us,30.980091s
0.88496077,,0.91283858,14.900s,14.200s,myself,2,en-us,30.980091s
0.88496077,,0.91283858,15.200s,14.900s,I'm,2,en-us,30.980091s
0.88496077,,0.91283858,15.700s,15.200s,not,2,en-us,30.980091s
0.88496077,,0.91283858,16.100s,15.800s,very,2,en-us,30.980091s
0.88496077,,0.90550131,16.400s,16.100s,good,2,en-us,30.980091s
0.88496077,,0.89832622,16.700s,16.400s,at,2,en-us,30.980091s
0.88496077,,0.90305805,17.600s,16.900s,English,2,en-us,30.980091s
0.88496077,,0.89144355,17.800s,17.600s,and,2,en-us,30.980091s
0.88496077,,0.91283858,18s,17.800s,I'm,2,en-us,30.980091s
0.88496077,,0.91283858,18.100s,18s,the,2,en-us,30.980091s
0.88496077,,0.91283858,18.800s,18.100s,president,2,en-us,30.980091s
0.88496077,,0.91283858,19.300s,18.900s,so,2,en-us,30.980091s
0.88496077,,0.91283858,20.200s,20s,if,2,en-us,30.980091s
0.88496077,,0.91283858,20.200s,20.200s,we,2,en-us,30.980091s
0.88496077,,0.91283858,20.600s,20.200s,can,2,en-us,30.980091s
0.88496077,,0.91283858,21.400s,20.600s,understand,2,en-us,30.980091s
0.88496077,,0.88908195,22s,21.400s,that,2,en-us,30.980091s
0.88496077,,0.91283858,22.600s,22.400s,ask,2,en-us,30.980091s
0.88496077,,0.91283858,22.900s,22.600s,me,2,en-us,30.980091s
0.88496077,,0.91283858,23.900s,23.600s,yes,2,en-us,30.980091s
0.88496077,,0.6973787,25s,24.700s,I,2,en-us,30.980091s
0.88496077,,0.88198286,26.400s,26s,agree,2,en-us,30.980091s
0.88496077,,0.72883976,26.800s,26.400s,with,2,en-us,30.980091s
0.88496077,,0.8828795,27.400s,27.100s,the,2,en-us,30.980091s
0.88496077,,0.91193438,27.800s,27.400s,issue,2,en-us,30.980091s
0.88496077,,0.68412274,28.100s,27.800s,of,2,en-us,30.980091s
0.88496077,,0.7733987,28.700s,28.100s,Germany's,2,en-us,30.980091s
0.88496077,,0.73845452,29.600s,28.700s,Refugee,2,en-us,30.980091s
0.88496077,,0.75861889,30.500s,29.700s,acceptance,2,en-us,30.980091s
0.77785546,with main three regions at the fir first I think there's no reason why we have to designate specific country people why a man is how about others or Chinese or Japanese or other East Asian Europeans Americans,0.91283858,32.400s,31.800s,with,1,en-us,54.663674s
0.77785546,,0.91283858,33.100s,32.700s,main,1,en-us,54.663674s
0.77785546,,0.91283858,33.300s,33.100s,three,1,en-us,54.663674s
0.77785546,,0.91283858,33.900s,33.300s,regions,1,en-us,54.663674s
0.77785546,,0.72826105,34.300s,34.200s,at,1,en-us,54.663674s
0.77785546,,0.90093523,34.400s,34.300s,the,1,en-us,54.663674s
0.77785546,,0.69287699,34.800s,34.400s,fir,1,en-us,54.663674s
0.77785546,,0.74522901,35.600s,34.900s,first,1,en-us,54.663674s
0.77785546,,0.72414887,37.900s,37.700s,I,1,en-us,54.663674s
0.77785546,,0.71923214,38.600s,37.900s,think,1,en-us,54.663674s
0.77785546,,0.75222921,39.200s,38.600s,there's,1,en-us,54.663674s
0.77785546,,0.76094639,39.700s,39.400s,no,1,en-us,54.663674s
0.77785546,,0.69636559,40.100s,39.700s,reason,1,en-us,54.663674s
0.77785546,,0.7226364,40.700s,40.100s,why,1,en-us,54.663674s
0.77785546,,0.71959615,41.200s,40.900s,we,1,en-us,54.663674s
0.77785546,,0.70601946,41.500s,41.200s,have,1,en-us,54.663674s
0.77785546,,0.69205016,42s,41.500s,to,1,en-us,54.663674s
0.77785546,,0.70972496,42.700s,42s,designate,1,en-us,54.663674s
0.77785546,,0.70257455,43.500s,42.700s,specific,1,en-us,54.663674s
0.77785546,,0.91283858,43.900s,43.500s,country,1,en-us,54.663674s
0.77785546,,0.72202992,44.300s,43.900s,people,1,en-us,54.663674s
0.77785546,,0.76094639,45s,44.700s,why,1,en-us,54.663674s
0.77785546,,0.91283858,45.100s,45s,a,1,en-us,54.663674s
0.77785546,,0.85171026,45.300s,45.100s,man,1,en-us,54.663674s
0.77785546,,0.71959615,45.500s,45.300s,is,1,en-us,54.663674s
0.77785546,,0.91283858,46.900s,46.700s,how,1,en-us,54.663674s
0.77785546,,0.74103689,47.200s,46.900s,about,1,en-us,54.663674s
0.77785546,,0.77392572,47.600s,47.200s,others,1,en-us,54.663674s
0.77785546,,0.75895357,48.100s,47.700s,or,1,en-us,54.663674s
0.77785546,,0.91283858,49.100s,48.400s,Chinese,1,en-us,54.663674s
0.77785546,,0.69205016,49.600s,49.100s,or,1,en-us,54.663674s
0.77785546,,0.67230541,50.400s,49.600s,Japanese,1,en-us,54.663674s
0.77785546,,0.69205016,50.900s,50.400s,or,1,en-us,54.663674s
0.77785546,,0.74103689,51.700s,51.200s,other,1,en-us,54.663674s
0.77785546,,0.90357876,52.100s,51.800s,East,1,en-us,54.663674s
0.77785546,,0.6701293,52.500s,52.100s,Asian,1,en-us,54.663674s
0.77785546,,0.88793296,53.200s,52.500s,Europeans,1,en-us,54.663674s
0.77785546,,0.69568855,54.300s,53.500s,Americans,1,en-us,54.663674s
0.85477328,with main three regions the fir first I think there's no reason why we have to designate specific country people why Yemen is how about others or Chinese or Japanese or other East Asian Europeans Americans,0.91283858,32.300s,31.800s,with,2,en-us,54.673697s
0.85477328,,0.91283858,33.100s,32.700s,main,2,en-us,54.673697s
0.85477328,,0.91283858,33.300s,33.100s,three,2,en-us,54.673697s
0.85477328,,0.91283858,33.900s,33.300s,regions,2,en-us,54.673697s
0.85477328,,0.91283858,34.400s,34.300s,the,2,en-us,54.673697s
0.85477328,,0.80154186,34.800s,34.400s,fir,2,en-us,54.673697s
0.85477328,,0.91283858,35.600s,35s,first,2,en-us,54.673697s
0.85477328,,0.90918922,37.900s,37.700s,I,2,en-us,54.673697s
0.85477328,,0.87953216,38.600s,37.900s,think,2,en-us,54.673697s
0.85477328,,0.91283858,39.200s,38.600s,there's,2,en-us,54.673697s
0.85477328,,0.91283858,39.700s,39.400s,no,2,en-us,54.673697s
0.85477328,,0.84815192,40.100s,39.700s,reason,2,en-us,54.673697s
0.85477328,,0.88538003,40.700s,40.100s,why,2,en-us,54.673697s
0.85477328,,0.88538045,41.100s,40.900s,we,2,en-us,54.673697s
0.85477328,,0.85919303,41.500s,41.100s,have,2,en-us,54.673697s
0.85477328,,0.84063542,42s,41.500s,to,2,en-us,54.673697s
0.85477328,,0.867625,42.800s,42s,designate,2,en-us,54.673697s
0.85477328,,0.86051834,43.500s,42.800s,specific,2,en-us,54.673697s
0.85477328,,0.91283858,43.900s,43.500s,country,2,en-us,54.673697s
0.85477328,,0.88091981,44.300s,43.900s,people,2,en-us,54.673697s
0.85477328,,0.91283858,45s,44.700s,why,2,en-us,54.673697s
0.85477328,,0.72346354,45.200s,45s,Yemen,2,en-us,54.673697s
0.85477328,,0.74077064,45.500s,45.200s,is,2,en-us,54.673697s
0.85477328,,0.91283858,46.900s,46.700s,how,2,en-us,54.673697s
0.85477328,,0.7651121,47.200s,46.900s,about,2,en-us,54.673697s
0.85477328,,0.90230787,47.600s,47.200s,others,2,en-us,54.673697s
0.85477328,,0.86457622,48s,47.600s,or,2,en-us,54.673697s
0.85477328,,0.91283858,49.100s,48.400s,Chinese,2,en-us,54.673697s
0.85477328,,0.72915196,49.600s,49.100s,or,2,en-us,54.673697s
0.85477328,,0.72595209,50.400s,49.600s,Japanese,2,en-us,54.673697s
0.85477328,,0.7277683,50.900s,50.400s,or,2,en-us,54.673697s
0.85477328,,0.83521062,51.700s,51.200s,other,2,en-us,54.673697s
0.85477328,,0.91283858,52.100s,51.800s,East,2,en-us,54.673697s
0.85477328,,0.72548658,52.500s,52.100s,Asian,2,en-us,54.673697s
0.85477328,,0.91283858,53.300s,52.500s,Europeans,2,en-us,54.673697s
0.85477328,,0.7342332,54.200s,53.600s,Americans,2,en-us,54.673697s
0.83229351, so I think there's no proper reason in that issue and second although public opinion is also important but yemenis Refugee Heaven cause critical issues people in Korea in myself,0.91283858,55.800s,55.300s,so,2,en-us,75.210160s
0.83229351,,0.91283858,56.500s,56.400s,I,2,en-us,75.210160s
0.83229351,,0.91283858,56.800s,56.500s,think,2,en-us,75.210160s
0.83229351,,0.91283858,57.100s,56.800s,there's,2,en-us,75.210160s
0.83229351,,0.91283858,57.400s,57.100s,no,2,en-us,75.210160s
0.83229351,,0.91283858,57.800s,57.400s,proper,2,en-us,75.210160s
0.83229351,,0.91283858,58.300s,57.800s,reason,2,en-us,75.210160s
0.83229351,,0.91283858,59.500s,59.400s,in,2,en-us,75.210160s
0.83229351,,0.91283858,59.700s,59.500s,that,2,en-us,75.210160s
0.83229351,,0.91283858,60.200s,59.700s,issue,2,en-us,75.210160s
0.83229351,,0.91283858,60.700s,60.500s,and,2,en-us,75.210160s
0.83229351,,0.91283858,61.300s,60.700s,second,2,en-us,75.210160s
0.83229351,,0.91283858,63.100s,62.600s,although,2,en-us,75.210160s
0.83229351,,0.91283858,63.600s,63.100s,public,2,en-us,75.210160s
0.83229351,,0.91283858,64.100s,63.600s,opinion,2,en-us,75.210160s
0.83229351,,0.91283858,64.300s,64.100s,is,2,en-us,75.210160s
0.83229351,,0.91283858,64.600s,64.300s,also,2,en-us,75.210160s
0.83229351,,0.91283858,65.300s,64.600s,important,2,en-us,75.210160s
0.83229351,,0.91283858,67s,66.500s,but,2,en-us,75.210160s
0.83229351,,0.41705531,69s,68.200s,yemenis,2,en-us,75.210160s
0.83229351,,0.72585559,69.800s,69s,Refugee,2,en-us,75.210160s
0.83229351,,0.63872325,70.500s,70.100s,Heaven,2,en-us,75.210160s
0.83229351,,0.72429943,70.900s,70.500s,cause,2,en-us,75.210160s
0.83229351,,0.91283858,71.400s,70.900s,critical,2,en-us,75.210160s
0.83229351,,0.7556352,71.900s,71.400s,issues,2,en-us,75.210160s
0.83229351,,0.56247348,72.500s,71.900s,people,2,en-us,75.210160s
0.83229351,,0.69462371,72.700s,72.500s,in,2,en-us,75.210160s
0.83229351,,0.71350759,73.300s,72.700s,Korea,2,en-us,75.210160s
0.83229351,,0.91283858,74.200s,74s,in,2,en-us,75.210160s
0.83229351,,0.56702167,74.800s,74.200s,myself,2,en-us,75.210160s
0.86344826, so I think there's no proper reason in that issue and second although public opinion is also important but Yemen is Refugee Heaven cause critical issues before you in Korea in myself,0.91283858,55.800s,55.300s,so,1,en-us,75.250250s
0.86344826,,0.91283858,56.500s,56.400s,I,1,en-us,75.250250s
0.86344826,,0.91283858,56.800s,56.500s,think,1,en-us,75.250250s
0.86344826,,0.91283858,57.100s,56.800s,there's,1,en-us,75.250250s
0.86344826,,0.91283858,57.400s,57.100s,no,1,en-us,75.250250s
0.86344826,,0.91283858,57.800s,57.400s,proper,1,en-us,75.250250s
0.86344826,,0.91283858,58.300s,57.800s,reason,1,en-us,75.250250s
0.86344826,,0.91283858,59.500s,59.400s,in,1,en-us,75.250250s
0.86344826,,0.91283858,59.700s,59.500s,that,1,en-us,75.250250s
0.86344826,,0.91283858,60.200s,59.700s,issue,1,en-us,75.250250s
0.86344826,,0.91283858,60.700s,60.500s,and,1,en-us,75.250250s
0.86344826,,0.91283858,61.300s,60.700s,second,1,en-us,75.250250s
0.86344826,,0.91283858,63s,62.600s,although,1,en-us,75.250250s
0.86344826,,0.91283858,63.600s,63s,public,1,en-us,75.250250s
0.86344826,,0.91283858,64.100s,63.600s,opinion,1,en-us,75.250250s
0.86344826,,0.91283858,64.300s,64.100s,is,1,en-us,75.250250s
0.86344826,,0.91283858,64.600s,64.300s,also,1,en-us,75.250250s
0.86344826,,0.91283858,65.500s,64.600s,important,1,en-us,75.250250s
0.86344826,,0.91283858,67s,66.500s,but,1,en-us,75.250250s
0.86344826,,0.82993776,68.700s,68.200s,Yemen,1,en-us,75.250250s
0.86344826,,0.82993776,69s,68.700s,is,1,en-us,75.250250s
0.86344826,,0.91283858,69.800s,69s,Refugee,1,en-us,75.250250s
0.86344826,,0.58881658,70.500s,70.100s,Heaven,1,en-us,75.250250s
0.86344826,,0.690624,70.900s,70.500s,cause,1,en-us,75.250250s
0.86344826,,0.91283858,71.400s,70.900s,critical,1,en-us,75.250250s
0.86344826,,0.8993836,71.900s,71.400s,issues,1,en-us,75.250250s
0.86344826,,0.72733659,72.500s,71.900s,before,1,en-us,75.250250s
0.86344826,,0.71286404,72.600s,72.500s,you,1,en-us,75.250250s
0.86344826,,0.91283858,72.800s,72.600s,in,1,en-us,75.250250s
0.86344826,,0.71215552,73.400s,72.800s,Korea,1,en-us,75.250250s
0.86344826,,0.91283858,74.100s,74s,in,1,en-us,75.250250s
0.86344826,,0.64400244,74.800s,74.100s,myself,1,en-us,75.250250s
0.86401707, yeah and finally from a legal point of view Korea is not traditional and classic our nation our nation in Korean I mean joke,0.91283858,77s,76.600s,yeah,1,en-us,90.244173s
0.86401707,,0.91283858,78.300s,77.800s,and,1,en-us,90.244173s
0.86401707,,0.91283858,79.500s,78.900s,finally,1,en-us,90.244173s
0.86401707,,0.91283858,80.600s,80.300s,from,1,en-us,90.244173s
0.86401707,,0.91283858,80.900s,80.600s,a,1,en-us,90.244173s
0.86401707,,0.91283858,81.300s,80.900s,legal,1,en-us,90.244173s
0.86401707,,0.91283858,81.600s,81.300s,point,1,en-us,90.244173s
0.86401707,,0.91283858,81.600s,81.600s,of,1,en-us,90.244173s
0.86401707,,0.91283858,82.100s,81.600s,view,1,en-us,90.244173s
0.86401707,,0.91283858,83.100s,82.600s,Korea,1,en-us,90.244173s
0.86401707,,0.91283858,83.400s,83.100s,is,1,en-us,90.244173s
0.86401707,,0.91283858,83.800s,83.400s,not,1,en-us,90.244173s
0.86401707,,0.91283858,84.700s,83.800s,traditional,1,en-us,90.244173s
0.86401707,,0.91283858,85.100s,84.800s,and,1,en-us,90.244173s
0.86401707,,0.91283858,85.700s,85.100s,classic,1,en-us,90.244173s
0.86401707,,0.91283858,86.100s,85.700s,our,1,en-us,90.244173s
0.86401707,,0.91283858,87s,86.600s,nation,1,en-us,90.244173s
0.86401707,,0.91283858,87.100s,87s,our,1,en-us,90.244173s
0.86401707,,0.91283858,87.700s,87.100s,nation,1,en-us,90.244173s
0.86401707,,0.91283858,88.100s,87.900s,in,1,en-us,90.244173s
0.86401707,,0.91283858,88.700s,88.100s,Korean,1,en-us,90.244173s
0.86401707,,0.43292084,88.900s,88.800s,I,1,en-us,90.244173s
0.86401707,,0.43292087,89.200s,88.900s,mean,1,en-us,90.244173s
0.86401707,,0.70095897,89.700s,89.200s,joke,1,en-us,90.244173s
0.88002777, yeah and finally from a legal point of view Korea is not traditional and classic our nation our nation in Korean I mean joke,0.91283858,77s,76.600s,yeah,2,en-us,90.374468s
0.88002777,,0.91283858,78.300s,77.800s,and,2,en-us,90.374468s
0.88002777,,0.91283858,79.500s,78.900s,finally,2,en-us,90.374468s
0.88002777,,0.91283858,80.600s,80.300s,from,2,en-us,90.374468s
0.88002777,,0.91283858,80.900s,80.600s,a,2,en-us,90.374468s
0.88002777,,0.91283858,81.300s,80.900s,legal,2,en-us,90.374468s
0.88002777,,0.91283858,81.500s,81.300s,point,2,en-us,90.374468s
0.88002777,,0.91283858,81.700s,81.500s,of,2,en-us,90.374468s
0.88002777,,0.91283858,82.100s,81.700s,view,2,en-us,90.374468s
0.88002777,,0.91283858,83.100s,82.600s,Korea,2,en-us,90.374468s
0.88002777,,0.91283858,83.400s,83.100s,is,2,en-us,90.374468s
0.88002777,,0.91283858,83.800s,83.400s,not,2,en-us,90.374468s
0.88002777,,0.91283858,84.700s,83.800s,traditional,2,en-us,90.374468s
0.88002777,,0.91283858,85.100s,84.800s,and,2,en-us,90.374468s
0.88002777,,0.91283858,85.700s,85.100s,classic,2,en-us,90.374468s
0.88002777,,0.91283858,86.100s,85.700s,our,2,en-us,90.374468s
0.88002777,,0.91283858,87s,86.600s,nation,2,en-us,90.374468s
0.88002777,,0.91283858,87.100s,87s,our,2,en-us,90.374468s
0.88002777,,0.91283858,87.700s,87.100s,nation,2,en-us,90.374468s
0.88002777,,0.91283858,88.100s,87.900s,in,2,en-us,90.374468s
0.88002777,,0.91283858,88.700s,88.100s,Korean,2,en-us,90.374468s
0.88002777,,0.61434913,88.900s,88.700s,I,2,en-us,90.374468s
0.88002777,,0.61434913,89.200s,88.900s,mean,2,en-us,90.374468s
0.88002777,,0.72235715,89.700s,89.200s,joke,2,en-us,90.374468s
0.84241742, our country defined in the constitution is a multicultural country if we prohibit them then it is against the Constitution,0.91283858,91.900s,91.600s,our,2,en-us,104.446305s
0.84241742,,0.91283858,92.300s,91.900s,country,2,en-us,104.446305s
0.84241742,,0.91283858,92.700s,92.300s,defined,2,en-us,104.446305s
0.84241742,,0.91283858,93.200s,92.700s,in,2,en-us,104.446305s
0.84241742,,0.91283858,93.500s,93.200s,the,2,en-us,104.446305s
0.84241742,,0.91283858,94.400s,93.500s,constitution,2,en-us,104.446305s
0.84241742,,0.91283858,94.700s,94.400s,is,2,en-us,104.446305s
0.84241742,,0.65590727,95s,95s,a,2,en-us,104.446305s
0.84241742,,0.75226903,96.500s,95.200s,multicultural,2,en-us,104.446305s
0.84241742,,0.70781255,97.100s,96.500s,country,2,en-us,104.446305s
0.84241742,,0.91283858,98.500s,98.300s,if,2,en-us,104.446305s
0.84241742,,0.7220453,98.900s,98.500s,we,2,en-us,104.446305s
0.84241742,,0.72703505,99.600s,98.900s,prohibit,2,en-us,104.446305s
0.84241742,,0.8672207,100s,99.600s,them,2,en-us,104.446305s
0.84241742,,0.8672207,100.900s,100.500s,then,2,en-us,104.446305s
0.84241742,,0.91283858,101.500s,101.400s,it,2,en-us,104.446305s
0.84241742,,0.91283858,101.700s,101.500s,is,2,en-us,104.446305s
0.84241742,,0.79582733,102.500s,101.700s,against,2,en-us,104.446305s
0.84241742,,0.74108303,103s,102.700s,the,2,en-us,104.446305s
0.84241742,,0.88354117,104.100s,103s,Constitution,2,en-us,104.446305s
0.82283676, our country defined in the constitution is a multicultural country if we prohibit them then it is against the Constitution,0.91283858,91.900s,91.600s,our,1,en-us,104.506441s
0.82283676,,0.91283858,92.300s,91.900s,country,1,en-us,104.506441s
0.82283676,,0.91283858,92.700s,92.300s,defined,1,en-us,104.506441s
0.82283676,,0.91283858,93.200s,92.700s,in,1,en-us,104.506441s
0.82283676,,0.91283858,93.500s,93.200s,the,1,en-us,104.506441s
0.82283676,,0.91283858,94.400s,93.500s,constitution,1,en-us,104.506441s
0.82283676,,0.91283858,94.700s,94.400s,is,1,en-us,104.506441s
0.82283676,,0.57365376,95s,95s,a,1,en-us,104.506441s
0.82283676,,0.72677994,96.500s,95.200s,multicultural,1,en-us,104.506441s
0.82283676,,0.66664118,97.100s,96.500s,country,1,en-us,104.506441s
0.82283676,,0.91283858,98.500s,98.300s,if,1,en-us,104.506441s
0.82283676,,0.70150506,98.900s,98.500s,we,1,en-us,104.506441s
0.82283676,,0.71035612,99.600s,99s,prohibit,1,en-us,104.506441s
0.82283676,,0.81387234,100s,99.600s,them,1,en-us,104.506441s
0.82283676,,0.81387234,100.900s,100.500s,then,1,en-us,104.506441s
0.82283676,,0.91283858,101.500s,101.400s,it,1,en-us,104.506441s
0.82283676,,0.91283858,101.700s,101.500s,is,1,en-us,104.506441s
0.82283676,,0.74139154,102.500s,101.700s,against,1,en-us,104.506441s
0.82283676,,0.72284633,103s,102.700s,the,1,en-us,104.506441s
0.82283676,,0.85743219,104.100s,103s,Constitution,1,en-us,104.506441s
0.91283864, Constitution against humble yes so because of these reasons I agree with,0.91283858,106.200s,105.300s,Constitution,2,en-us,115.000183s
0.91283864,,0.91283858,106.800s,106.200s,against,2,en-us,115.000183s
0.91283864,,0.91283858,107.400s,106.900s,humble,2,en-us,115.000183s
0.91283864,,0.91283858,108.200s,107.900s,yes,2,en-us,115.000183s
0.91283864,,0.91283858,108.700s,108.200s,so,2,en-us,115.000183s
0.91283864,,0.91283858,111.300s,110.800s,because,2,en-us,115.000183s
0.91283864,,0.91283858,111.900s,111.800s,of,2,en-us,115.000183s
0.91283864,,0.91283858,112.200s,111.900s,these,2,en-us,115.000183s
0.91283864,,0.91283858,113s,112.200s,reasons,2,en-us,115.000183s
0.91283864,,0.91283858,113.700s,113.500s,I,2,en-us,115.000183s
0.91283864,,0.91283858,114.100s,113.700s,agree,2,en-us,115.000183s
0.91283864,,0.91283858,114.500s,114.100s,with,2,en-us,115.000183s
0.69285649, Constitution beings combo so because of these reasons I agree with,0.81361002,106.200s,105.200s,Constitution,1,en-us,115.130477s
0.69285649,,0.91283858,106.700s,106.200s,beings,1,en-us,115.130477s
0.69285649,,0.91283858,107.400s,106.900s,combo,1,en-us,115.130477s
0.69285649,,0.36385372,108.100s,108.100s,so,1,en-us,115.130477s
0.69285649,,0.69412571,111.300s,110.800s,because,1,en-us,115.130477s
0.69285649,,0.89520735,111.900s,111.800s,of,1,en-us,115.130477s
0.69285649,,0.63483948,112.200s,111.900s,these,1,en-us,115.130477s
0.69285649,,0.35026628,113s,112.200s,reasons,1,en-us,115.130477s
0.69285649,,0.63483953,113.700s,113.600s,I,1,en-us,115.130477s
0.69285649,,0.831442,114.100s,113.700s,agree,1,en-us,115.130477s
0.69285649,,0.57756025,114.500s,114.100s,with,1,en-us,115.130477s
0.81344008, Refugee acceptance,0.91283858,117.700s,117.300s,Refugee,2,en-us,118.758686s
0.81344008,,0.71404165,118.400s,117.700s,acceptance,2,en-us,118.758686s
0.35801345, acceptance,0.35801345,117s,116.900s,acceptance,1,en-us,118.768708s
,,,,,,2,en-us,120.021543s
0.77613431, first one thing that I couldn't really understand this referring to Chinese and Japanese so like the definition of refugees or like refrigerator supposed to be refugees because they have certain problems in their countries that were or religious problems but then in Japan,0.91283858,131s,130.400s,first,2,en-us,155.070841s
0.77613431,,0.91283858,131.200s,131s,one,2,en-us,155.070841s
0.77613431,,0.91283858,131.500s,131.200s,thing,2,en-us,155.070841s
0.77613431,,0.91283858,131.700s,131.500s,that,2,en-us,155.070841s
0.77613431,,0.91283858,131.900s,131.700s,I,2,en-us,155.070841s
0.77613431,,0.91283858,132.300s,131.900s,couldn't,2,en-us,155.070841s
0.77613431,,0.91283858,132.600s,132.300s,really,2,en-us,155.070841s
0.77613431,,0.91283858,133.100s,132.600s,understand,2,en-us,155.070841s
