,Unnamed: 0,results/alternatives/0/confidence,full_transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,startTime,word,results/channelTag,results/languageCode,reult/reultEndTime,p31,seconds,arousal,valence,happy,angry,nervous,sad,p32,seconds2,arousal2,valence2,happy2,angry2,nervous2,sad2,new_words,p31_trans,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,p32_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
29,29,0.88496077,,0.91283858,20.2,20.2,we,31,en-us,30.980091,,20.0,3.667,3.667,2.333,1.0,1.333,1.0,,20.0,4.0,4.0,2.0,1.0,1.333,1.0,but I don't know about any water or religious problems,,150.0,3.333,3.667,1.333,1.0,1.0,1.0,,150.0,3.667,3.0,1.333,1.0,1.667,1.0
30,30,0.88496077,,0.91283858,20.6,20.2,can,31,en-us,30.980091,,20.0,3.667,3.667,2.333,1.0,1.333,1.0,,20.0,4.0,4.0,2.0,1.0,1.333,1.0,in Japan so and many other like European countries it's mostly the middle,,155.0,3.333,3.667,1.333,1.0,1.0,1.0,,155.0,3.667,3.0,1.333,1.0,1.667,1.0
31,31,0.88496077,,0.91283858,21.4,20.6,understand,31,en-us,30.980091,,20.0,3.667,3.667,2.333,1.0,1.333,1.0,,20.0,4.0,4.0,2.0,1.0,1.333,1.0,is two countries that have were and Refugee problem,,160.0,3.333,3.667,1.333,1.0,1.0,1.0,,160.0,4.333,2.333,1.333,1.333,2.333,1.333
32,32,0.88496077,,0.88908195,22.0,21.4,that,31,en-us,30.980091,,20.0,3.667,3.667,2.333,1.0,1.333,1.0,,20.0,4.0,4.0,2.0,1.0,1.333,1.0,so there,,165.0,3.333,3.667,1.333,1.0,1.0,1.0,,165.0,4.0,3.0,1.333,1.0,1.667,1.0
33,33,0.88496077,,0.91283858,22.6,22.4,ask,31,en-us,30.980091,,20.0,3.667,3.667,2.333,1.0,1.333,1.0,,20.0,4.0,4.0,2.0,1.0,1.333,1.0,one of the main reason that I disagree with accepting refugees is that,,170.0,3.333,3.667,1.333,1.0,1.0,1.0,,170.0,4.0,3.0,1.333,1.0,1.667,1.0
34,34,0.88496077,,0.91283858,22.9,22.6,me,31,en-us,30.980091,,20.0,3.667,3.667,2.333,1.0,1.333,1.0,,20.0,4.0,4.0,2.0,1.0,1.333,1.0,the problem in Yemen and many other countries that like Syria,,175.0,3.333,3.667,1.333,1.0,1.0,1.0,,175.0,4.333,3.0,1.333,1.0,1.667,1.0
35,35,0.88496077,,0.91283858,23.9,23.6,yes,31,en-us,30.980091,,20.0,3.667,3.667,2.333,1.0,1.333,1.0,,20.0,4.0,4.0,2.0,1.0,1.333,1.0,it's mostly the problem of religion and,,180.0,3.333,3.667,1.333,1.0,1.0,1.0,,180.0,3.667,3.333,1.667,1.0,1.333,1.0
36,36,0.88496077,,0.6973787,25.0,24.7,I,31,en-us,30.980091,,20.0,3.667,3.667,2.333,1.0,1.333,1.0,,20.0,4.0,4.0,2.0,1.0,1.333,1.0,so this religious problem is due to Islam and like Islam has mainly two,,185.0,3.333,3.667,1.333,1.0,1.0,1.0,,185.0,3.667,3.333,1.667,1.0,1.333,1.0
37,37,0.88496077,,0.88198286,26.4,26.0,agree,31,en-us,30.980091,,25.0,3.667,3.667,2.333,1.0,1.333,1.0,,25.0,3.333,3.0,1.667,1.333,1.667,1.0,groups sunnis and Shiites as far as I remember and these two groups are,,190.0,3.333,3.333,1.333,1.0,1.0,1.0,,190.0,4.0,2.667,1.667,1.0,1.667,1.0
38,38,0.88496077,,0.72883976,26.8,26.4,with,31,en-us,30.980091,,25.0,3.667,3.667,2.333,1.0,1.333,1.0,,25.0,3.333,3.0,1.667,1.333,1.667,1.0,fighting each other but then the Saudi Saudi Arabia and,,195.0,3.333,3.333,1.333,1.0,1.0,1.0,,195.0,4.0,3.333,1.667,1.0,1.333,1.0
39,39,0.88496077,,0.8828795,27.4,27.1,the,31,en-us,30.980091,,25.0,3.667,3.667,2.333,1.0,1.333,1.0,,25.0,3.333,3.0,1.667,1.333,1.667,1.0,many other middle is confused horribly who have National,,200.0,3.333,3.333,1.333,1.0,1.0,1.0,,200.0,4.333,3.333,1.667,1.0,1.333,1.0
40,40,0.88496077,,0.91193438,27.8,27.4,issue,31,en-us,30.980091,,25.0,3.667,3.667,2.333,1.0,1.333,1.0,,25.0,3.333,3.0,1.667,1.333,1.667,1.0,religion of Islam or not accepting refugees when they are the main,,205.0,3.333,3.333,1.333,1.0,1.0,1.0,,205.0,4.333,3.333,1.667,1.0,1.333,1.0
41,41,0.88496077,,0.68412274,28.1,27.8,of,31,en-us,30.980091,,25.0,3.667,3.667,2.333,1.0,1.333,1.0,,25.0,3.333,3.0,1.667,1.333,1.667,1.0,cause of the so I don't think like,,210.0,3.333,3.333,1.333,1.0,1.0,1.0,,210.0,4.0,2.667,1.667,1.0,1.333,1.0
42,42,0.88496077,,0.7733987,28.7,28.1,Germany's,31,en-us,30.980091,,25.0,3.667,3.667,2.333,1.0,1.333,1.0,,25.0,3.333,3.0,1.667,1.333,1.667,1.0,it when Islam's or lot of sex with instruments,,215.0,3.333,3.333,1.333,1.0,1.0,1.0,,215.0,4.333,3.333,1.667,1.0,1.333,1.0
43,43,0.88496077,,0.73845452,29.6,28.7,Refugee,31,en-us,30.980091,,25.0,3.667,3.667,2.333,1.0,1.333,1.0,,25.0,3.333,3.0,1.667,1.333,1.667,1.0,today some Christians in Greek,,220.0,3.333,3.333,1.333,1.0,1.0,1.0,,220.0,4.333,3.333,1.667,1.0,1.333,1.0
44,44,0.88496077,,0.75861889,30.5,29.7,acceptance,31,en-us,30.980091,,25.0,3.667,3.667,2.333,1.0,1.333,1.0,,25.0,3.333,3.0,1.667,1.333,1.667,1.0,can you I don't understand the meaning of religious,,225.0,3.333,3.333,1.333,1.0,1.0,1.0,,225.0,4.0,3.333,1.667,1.0,1.333,1.0
45,45,0.85477328,with main three regions the fir first I think there's no reason why we have to designate specific country people why Yemen is how about others or Chinese or Japanese or other East Asian Europeans Americans,0.91283858,32.3,31.8,with,31,en-us,54.673697,,30.0,3.667,3.667,2.333,1.0,1.333,1.0,,30.0,2.667,3.0,1.667,1.333,1.667,1.0,okay and first u.s.,,230.0,3.333,3.333,1.333,1.0,1.0,1.0,,230.0,4.0,2.667,1.667,1.0,1.667,1.0
46,46,0.85477328,,0.91283858,33.1,32.7,main,31,en-us,54.673697,,30.0,3.667,3.667,2.333,1.0,1.333,1.0,,30.0,2.667,3.0,1.667,1.333,1.667,1.0,mentioned that refugees the definition of refugees,,235.0,3.333,3.333,1.333,1.0,1.0,1.0,,235.0,4.333,2.667,1.667,1.0,1.667,1.0
47,47,0.85477328,,0.91283858,33.3,33.1,three,31,en-us,54.673697,,30.0,3.667,3.667,2.333,1.0,1.333,1.0,,30.0,2.667,3.0,1.667,1.333,1.667,1.0,not obvious right,,240.0,3.667,3.667,1.667,1.0,1.0,1.0,,240.0,4.0,3.0,1.333,1.0,2.0,1.0
48,48,0.85477328,,0.91283858,33.9,33.3,regions,31,en-us,54.673697,,30.0,3.667,3.667,2.333,1.0,1.333,1.0,,30.0,2.667,3.0,1.667,1.333,1.667,1.0,in myself in Constitution,,245.0,3.667,3.667,1.667,1.0,1.0,1.0,,245.0,3.667,2.667,1.333,1.0,1.333,1.0
49,49,0.85477328,,0.91283858,34.4,34.3,the,31,en-us,54.673697,,30.0,3.667,3.667,2.333,1.0,1.333,1.0,,30.0,2.667,3.0,1.667,1.333,1.667,1.0,there is no different there's no evidence why we,,250.0,3.667,3.667,1.667,1.0,1.0,1.0,,250.0,2.667,2.333,1.333,1.0,1.0,1.667
50,50,0.85477328,,0.80154186,34.8,34.4,fir,31,en-us,54.673697,,30.0,3.667,3.667,2.333,1.0,1.333,1.0,,30.0,2.667,3.0,1.667,1.333,1.667,1.0,differentiate,,255.0,3.333,3.667,1.333,1.0,1.0,1.0,,255.0,2.333,2.667,1.333,1.0,1.333,1.333
51,51,0.85477328,,0.91283858,35.6,35.0,first,31,en-us,54.673697,,30.0,3.667,3.667,2.333,1.0,1.333,1.0,,30.0,2.667,3.0,1.667,1.333,1.667,1.0,people are between Refugee and others so,,260.0,3.333,3.667,1.333,1.0,1.0,1.0,,260.0,2.333,3.0,1.333,1.0,1.0,1.0
52,52,0.85477328,,0.90918922,37.9,37.7,I,31,en-us,54.673697,,35.0,3.333,4.0,2.0,1.0,1.333,1.0,,35.0,2.667,2.667,1.333,1.333,1.667,1.0,I think Refugee Yemen is Refugee should be there,,265.0,3.667,3.667,1.333,1.0,1.0,1.0,,265.0,2.333,3.0,1.333,1.0,1.0,1.0
53,53,0.85477328,,0.87953216,38.6,37.9,think,31,en-us,54.673697,,35.0,3.333,4.0,2.0,1.0,1.333,1.0,,35.0,2.667,2.667,1.333,1.333,1.667,1.0,with compared with same,,270.0,3.333,3.667,1.333,1.0,1.0,1.0,,270.0,2.333,3.0,1.333,1.0,1.0,1.0
54,54,0.85477328,,0.91283858,39.2,38.6,there's,31,en-us,54.673697,,35.0,3.333,4.0,2.0,1.0,1.333,1.0,,35.0,2.667,2.667,1.333,1.333,1.667,1.0,have yeah I mean yeah,,275.0,3.333,3.667,1.333,1.0,1.0,1.0,,275.0,2.667,3.0,1.333,1.0,1.0,1.0
55,55,0.85477328,,0.91283858,39.7,39.4,no,31,en-us,54.673697,,35.0,3.333,4.0,2.0,1.0,1.333,1.0,,35.0,2.667,2.667,1.333,1.333,1.667,1.0,there,,280.0,3.333,3.667,1.333,1.0,1.0,1.0,,280.0,3.0,3.0,1.333,1.0,1.0,1.0
56,56,0.85477328,,0.84815192,40.1,39.7,reason,31,en-us,54.673697,,35.0,3.333,4.0,2.0,1.0,1.333,1.0,,35.0,2.667,2.667,1.333,1.333,1.667,1.0,is,,285.0,3.667,3.667,1.333,1.0,1.333,1.0,,285.0,3.0,3.0,1.333,1.0,1.0,1.0
57,57,0.85477328,,0.88538003,40.7,40.1,why,31,en-us,54.673697,,35.0,3.333,4.0,2.0,1.0,1.333,1.0,,35.0,2.667,2.667,1.333,1.333,1.667,1.0,like so the first reason why disagree with accepting refugees,,290.0,3.333,3.667,1.333,1.0,1.0,1.0,,290.0,3.0,3.0,1.333,1.0,1.0,1.0
58,58,0.85477328,,0.88538045,41.1,40.9,we,31,en-us,54.673697,,35.0,3.333,4.0,2.0,1.0,1.333,1.0,,35.0,2.667,2.667,1.333,1.333,1.667,1.0,as because of like many other Islamic countries are not accepting refugees,,295.0,3.333,3.667,1.333,1.0,1.0,1.0,,295.0,2.333,3.0,1.333,1.0,1.0,1.0
59,59,0.85477328,,0.85919303,41.5,41.1,have,31,en-us,54.673697,,35.0,3.333,4.0,2.0,1.0,1.333,1.0,,35.0,2.667,2.667,1.333,1.333,1.667,1.0,and the second reason is that like Islam is although it's,,300.0,3.333,3.667,1.333,1.0,1.333,1.0,,300.0,2.333,3.0,1.333,1.0,1.0,1.0
60,60,0.85477328,,0.84063542,42.0,41.5,to,31,en-us,54.673697,,35.0,3.333,4.0,2.0,1.0,1.333,1.0,,35.0,2.667,2.667,1.333,1.333,1.667,1.0,getting a bit better Islam is still a very sexist religion,,305.0,3.333,3.667,1.333,1.0,1.667,1.0,,305.0,2.333,2.667,1.333,1.0,1.0,1.0
61,61,0.85477328,,0.867625,42.8,42.0,designate,31,en-us,54.673697,,40.0,4.0,4.0,1.667,1.0,1.333,1.0,,40.0,2.667,2.667,1.333,1.333,1.667,1.0,and and Islam woman is treated like,,310.0,3.0,3.667,1.333,1.0,1.667,1.0,,310.0,2.333,2.667,1.333,1.0,1.0,1.0
62,62,0.85477328,,0.86051834,43.5,42.8,specific,31,en-us,54.673697,,40.0,4.0,4.0,1.667,1.0,1.333,1.0,,40.0,2.667,2.667,1.333,1.333,1.667,1.0,a property of man I think but when a man is speed refuges,,315.0,3.0,3.0,1.0,1.0,1.0,1.0,,315.0,3.0,3.0,1.333,1.0,1.333,1.0
63,63,0.85477328,,0.91283858,43.9,43.5,country,31,en-us,54.673697,,40.0,4.0,4.0,1.667,1.0,1.333,1.0,,40.0,2.667,2.667,1.333,1.333,1.667,1.0,come to Korea they still holds that idea in their mind and,,320.0,3.0,3.0,1.0,1.0,1.333,1.0,,320.0,3.333,3.0,1.333,1.0,1.333,1.0
64,64,0.85477328,,0.88091981,44.3,43.9,people,31,en-us,54.673697,,40.0,4.0,4.0,1.667,1.0,1.333,1.0,,40.0,2.667,2.667,1.333,1.333,1.667,1.0,so before but then Korea accepted them before going through like,,325.0,3.333,3.0,1.0,1.0,1.0,1.0,,325.0,3.667,3.0,1.333,1.0,1.333,1.0
65,65,0.85477328,,0.91283858,45.0,44.7,why,31,en-us,54.673697,,40.0,4.0,4.0,1.667,1.0,1.333,1.0,,40.0,2.667,2.667,1.333,1.333,1.667,1.0,lecture like before educating them about why,,330.0,3.333,3.0,1.0,1.0,1.0,1.0,,330.0,3.333,3.0,1.333,1.0,1.333,1.333
66,66,0.85477328,,0.72346354,45.2,45.0,Yemen,31,en-us,54.673697,,40.0,4.0,4.0,1.667,1.0,1.333,1.0,,40.0,2.667,2.667,1.333,1.333,1.667,1.0,like man and woman should be treated equally and so with,,335.0,3.333,3.0,1.0,1.0,1.0,1.0,,335.0,3.667,3.333,1.333,1.0,1.333,1.333
67,67,0.85477328,,0.74077064,45.5,45.2,is,31,en-us,54.673697,,40.0,4.0,4.0,1.667,1.0,1.333,1.0,,40.0,2.667,2.667,1.333,1.333,1.667,1.0,that idea might that woman is a property of matter I,,340.0,3.333,3.0,1.0,1.0,1.0,1.0,,340.0,4.0,3.333,1.333,1.0,1.333,1.0
68,68,0.85477328,,0.91283858,46.9,46.7,how,31,en-us,54.673697,,40.0,4.0,4.0,1.667,1.0,1.333,1.0,,40.0,2.667,2.667,1.333,1.333,1.667,1.0,believe that many yemenis people who might cause of problems in Korea,,345.0,3.333,3.0,1.0,1.0,1.0,1.0,,345.0,4.0,3.333,1.333,1.0,1.333,1.0
69,69,0.85477328,,0.7651121,47.2,46.9,about,31,en-us,54.673697,,40.0,4.0,4.0,1.667,1.0,1.333,1.0,,40.0,2.667,2.667,1.333,1.333,1.667,1.0,in Jeju Island and yeah,,350.0,3.333,3.0,1.0,1.0,1.0,1.0,,350.0,4.333,3.333,1.333,1.0,1.333,1.0
70,70,0.85477328,,0.90230787,47.6,47.2,others,31,en-us,54.673697,,40.0,4.0,4.0,1.667,1.0,1.333,1.0,,40.0,2.667,2.667,1.333,1.333,1.667,1.0,I guess your prediction right that's TRUE,,355.0,3.333,3.0,1.0,1.0,1.0,1.0,,355.0,4.333,3.333,1.333,1.0,1.333,1.0
71,71,0.85477328,,0.86457622,48.0,47.6,or,31,en-us,54.673697,,45.0,4.0,3.667,1.333,1.0,1.333,1.0,,45.0,2.667,2.667,1.333,1.333,1.667,1.0,so I mention that,,360.0,3.333,3.0,1.0,1.0,1.0,1.0,,360.0,4.333,3.333,1.333,1.0,1.333,1.0
72,72,0.85477328,,0.91283858,49.1,48.4,Chinese,31,en-us,54.673697,,45.0,4.0,3.667,1.333,1.0,1.333,1.0,,45.0,2.667,2.667,1.333,1.333,1.667,1.0,state that issues in second reason,,365.0,3.333,3.0,1.0,1.0,1.0,1.0,,365.0,4.0,3.333,1.333,1.0,1.333,1.0
73,73,0.85477328,,0.72915196,49.6,49.1,or,31,en-us,54.673697,,45.0,4.0,3.667,1.333,1.0,1.333,1.0,,45.0,2.667,2.667,1.333,1.333,1.667,1.0,and like my second reason was there's no reason why we the second reason and like my second reason was there's no reason why we,,370.0,3.333,3.0,1.0,1.0,1.0,1.0,,370.0,4.0,3.333,1.333,1.0,2.0,1.0
74,74,0.85477328,,0.72595209,50.4,49.6,Japanese,31,en-us,54.673697,,45.0,4.0,3.667,1.333,1.0,1.333,1.0,,45.0,2.667,2.667,1.333,1.333,1.667,1.0,treat sorry the,,375.0,3.333,3.0,1.0,1.0,1.0,1.0,,375.0,4.333,3.333,1.333,1.0,1.333,1.0
75,75,0.85477328,,0.7277683,50.9,50.4,or,31,en-us,54.673697,,45.0,4.0,3.667,1.333,1.0,1.333,1.0,,45.0,2.667,2.667,1.333,1.333,1.667,1.0,yemenis refugees haven't caused critical research paper so the prediction is,,380.0,3.333,3.0,1.0,1.0,1.0,1.0,,380.0,4.0,3.333,1.333,1.0,1.333,1.0
76,76,0.85477328,,0.83521062,51.7,51.2,other,31,en-us,54.673697,,45.0,4.0,3.667,1.333,1.0,1.333,1.0,,45.0,2.667,2.667,1.333,1.333,1.667,1.0,that relation are in myself,,385.0,3.333,3.0,1.0,1.0,1.0,1.0,,385.0,4.0,3.333,1.333,1.0,1.333,1.0
77,77,0.85477328,,0.91283858,52.1,51.8,East,31,en-us,54.673697,,45.0,4.0,3.667,1.333,1.0,1.333,1.0,,45.0,2.667,2.667,1.333,1.333,1.667,1.0,Isla,,390.0,3.333,3.667,1.667,1.0,1.0,1.0,,390.0,4.333,3.333,1.333,1.0,1.333,1.0
78,78,0.85477328,,0.72548658,52.5,52.1,Asian,31,en-us,54.673697,,45.0,4.0,3.667,1.333,1.0,1.333,1.0,,45.0,2.667,2.667,1.333,1.333,1.667,1.0,countries yeah but Islam countries,,395.0,3.333,3.667,1.667,1.0,1.0,1.0,,395.0,3.333,3.333,1.333,1.0,1.333,1.0
