delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-1.326,-1.139,-1.438,-1.266,-0.511,0.291,-2.281,-1.625,455.0,3.333,2.333,1.333,1.333,1.333,1.0
-1.305,-0.691,-1.254,-1.221,0.436,-0.272,-1.489,-1.191,460.0,3.333,2.333,1.333,1.333,1.667,1.0
-1.236,-1.434,-1.381,-1.062,-0.157,-0.486,-2.586,-1.874,465.0,3.0,3.0,1.333,1.333,1.667,1.0
-1.473,-1.507,-1.412,-1.075,0.979,-0.47,-2.18,-1.869,470.0,3.333,3.0,1.333,1.333,1.667,1.0
-1.132,-1.161,-1.145,-0.917,-0.081,1.064,-0.586,-1.554,475.0,3.0,3.0,1.333,1.333,2.0,1.0
-1.16,-1.337,-1.406,-1.216,0.066,-0.036,-1.875,-1.686,480.0,3.0,3.0,1.333,1.333,2.0,1.0
-1.482,-1.501,-1.327,-1.189,-0.366,-0.435,-1.164,-1.678,485.0,3.0,3.0,1.333,1.333,2.0,1.0
-1.256,-1.128,-1.338,-0.974,1.018,0.639,-0.709,-1.27,490.0,3.0,3.0,1.333,1.333,2.0,1.0
-1.27,-0.778,-1.232,-1.196,0.686,0.487,0.191,-1.185,495.0,3.0,3.0,1.333,1.0,2.333,1.0
-1.02,-0.496,-1.137,-1.079,0.916,-0.398,-0.633,-1.4,500.0,3.0,3.333,1.333,1.333,2.333,1.0
-1.269,-1.123,-1.264,-1.069,0.879,0.477,-1.558,-1.563,505.0,3.0,3.333,1.333,1.333,2.333,1.0
-1.184,-1.278,-1.194,-0.884,0.767,0.274,-2.104,-1.275,510.0,3.333,3.667,2.0,1.0,2.0,1.0
-1.389,-1.563,-1.445,-1.32,-0.39,-0.562,-2.968,-1.804,515.0,3.333,3.333,2.0,1.0,2.0,1.0
-1.183,-1.023,-1.358,-1.048,0.098,0.296,-2.037,-1.121,520.0,3.333,3.333,2.0,1.0,2.0,1.0
