delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-1.441,-1.497,-0.52,-1.308,-0.418,-0.393,-3.029,-2.052,305.0,2.0,3.0,2.0,1.333,2.0,1.0
-1.581,-1.559,-0.672,-1.272,-0.197,-0.812,-3.044,-2.053,310.0,2.0,3.0,2.0,1.333,2.0,1.0
-1.55,-1.561,-0.863,-1.285,0.149,-0.616,-3.046,-2.103,315.0,2.0,3.0,2.0,1.333,2.0,1.0
-1.583,-1.574,-0.47,-1.34,-0.178,-0.472,-3.049,-2.032,320.0,2.0,3.0,2.0,1.333,2.0,1.0
-1.467,-1.568,-0.582,-1.393,-0.333,-0.806,-3.058,-2.046,325.0,2.0,3.0,2.0,1.333,2.0,1.0
-1.505,-1.457,-0.763,-1.413,-0.571,-0.611,-3.027,-2.035,330.0,2.0,3.0,2.0,1.333,2.0,1.0
-1.483,-1.406,-0.752,-1.325,0.377,-0.713,-2.944,-1.962,335.0,2.0,3.0,2.0,1.333,2.0,1.0
-1.257,-1.561,-0.579,-1.287,-0.484,-0.539,-0.821,-1.781,340.0,2.0,3.0,2.0,1.333,2.0,1.0
0.371,0.627,2.117,1.004,15.136,14.534,1.502,1.119,345.0,2.0,3.0,2.0,1.333,2.0,1.0
-0.711,-0.91,0.888,-0.657,5.237,11.599,-0.448,-0.73,350.0,2.333,3.0,2.0,1.333,2.0,1.0
-0.294,0.461,0.061,-0.304,5.992,3.087,0.192,-0.911,355.0,2.333,3.0,2.0,1.333,2.0,1.0
0.392,0.141,-0.085,0.473,4.227,4.353,-0.99,-0.165,360.0,2.667,3.333,1.667,1.333,1.333,1.0
-1.731,-1.662,-1.479,-1.466,-1.168,-1.304,-3.081,-2.131,365.0,3.0,3.333,1.667,1.333,1.333,1.0
-1.459,-1.519,-0.568,-1.254,-0.214,-0.748,-2.744,-1.945,370.0,3.0,3.333,1.667,1.333,1.333,1.0
-1.405,-1.353,-0.746,-1.321,-0.282,-0.306,-1.935,-1.815,375.0,3.0,3.333,1.667,1.333,1.333,1.0
-1.273,-1.474,-0.583,-1.22,-0.338,0.002,-2.21,-1.72,380.0,3.0,3.333,1.667,1.333,1.333,1.0
-0.914,-0.901,-0.941,-0.669,-0.445,0.17,-0.623,-1.128,385.0,3.0,3.333,1.667,1.333,1.333,1.0
-1.755,-1.68,-1.608,-1.484,-1.241,-1.393,-3.066,-2.151,390.0,2.667,3.333,1.667,1.333,1.333,1.0
-1.532,-1.464,-1.237,-1.335,-1.051,-1.069,-1.377,-1.851,395.0,2.333,3.0,2.0,1.333,2.0,1.0
-1.009,-1.209,-0.887,-0.97,-0.714,-0.345,-1.49,-1.556,400.0,2.333,3.0,2.0,1.333,2.0,1.0
-1.338,-1.519,-1.21,-1.246,-1.07,-1.218,-1.895,-2.029,405.0,2.333,3.0,2.0,1.333,2.0,1.0
-1.663,-1.64,-1.318,-1.428,-0.93,-1.194,-2.253,-2.018,410.0,2.333,3.0,2.0,1.333,2.0,1.0
-1.504,-1.605,-1.001,-1.414,-0.892,-1.198,-1.907,-2.024,415.0,2.333,3.0,2.0,1.333,2.0,1.0
-1.668,-1.63,-1.179,-1.451,-0.83,-1.208,-2.371,-2.113,420.0,2.333,3.0,2.0,1.333,2.0,1.0
-1.667,-1.625,-1.513,-1.433,-1.086,-1.278,-2.064,-1.988,425.0,2.333,3.0,2.0,1.333,2.0,1.0
-1.551,-1.472,-0.54,-1.299,-0.576,-0.881,-3.019,-2.041,430.0,2.333,3.0,2.0,1.333,2.0,1.0
-1.533,-1.519,-1.123,-1.364,-1.139,-1.109,-1.58,-1.064,435.0,2.333,3.0,2.0,1.333,2.0,1.0
-1.731,-1.657,-1.559,-1.445,-1.213,-1.333,-2.533,-2.097,440.0,2.0,3.0,2.0,1.333,2.0,1.0
-1.598,-1.552,-1.242,-1.354,-0.955,-1.204,-1.705,-1.918,445.0,2.333,3.333,1.667,1.333,1.333,1.0
-1.634,-1.586,-1.516,-1.442,-1.215,-1.379,-1.437,-2.074,450.0,2.0,3.333,1.667,1.333,1.333,1.0
-1.507,-1.542,-0.625,-1.362,-0.233,-0.865,-2.813,-2.048,455.0,2.0,3.333,2.0,1.333,2.0,1.0
-1.659,-1.587,-1.305,-1.422,-1.002,-1.176,-1.18,-1.999,460.0,2.0,3.333,2.0,1.333,2.0,1.0
-1.593,-1.563,-0.518,-1.292,-0.434,-0.761,-2.987,-2.013,465.0,2.0,3.333,2.0,1.333,2.0,1.0
-1.451,-1.624,-0.25,-1.339,-0.196,-0.536,-3.025,-2.087,470.0,2.0,3.333,2.0,1.333,2.0,1.0
-1.684,-1.505,-1.248,-1.4,-1.046,-1.236,-2.117,-2.022,475.0,2.0,3.333,2.0,1.333,2.0,1.0
-0.663,-1.233,0.068,-0.899,0.662,0.202,-1.476,-1.734,480.0,2.0,3.333,2.0,1.333,2.0,1.0
-1.292,-1.413,-0.429,-1.236,-0.304,-0.845,-2.499,-1.881,485.0,2.0,3.333,2.0,1.333,2.0,1.0
0.024,-0.461,0.631,-1.004,0.271,2.186,-2.082,-1.49,490.0,2.0,3.333,2.0,1.333,2.0,1.0
-1.746,-1.688,-1.532,-1.485,-1.173,-1.364,-3.081,-2.115,495.0,2.0,3.333,2.0,1.333,2.0,1.0
-1.399,-1.367,-0.773,-1.364,-0.639,-0.588,-2.378,-1.935,500.0,2.0,3.333,2.0,1.333,2.0,1.0
