,results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
323,0.75505537, 552 that came to Jeju Island for the I saw Asylum so I think the government should reconsider their decision to accept because they have to think about the Korean first I think so that the they can make the country more,0.89325064,128.100s,126.200s,552,1,en-us,154.088619s
365,0.71343869, wow they're in India of the that evil,0.6987114,158.300s,157.700s,wow,1,en-us,164.111295s
373,0.83626211, wow in your area of the table,0.91283858,158.300s,157.700s,wow,2,en-us,164.291703s
380,0.85737175, I'm just curious that where do you think the refugee should be taken,0.91283858,166.400s,166.200s,I'm,1,en-us,172.710751s
393,0.85573733, I'm just curious that where do you think the refugee should be taking them,0.91283858,166.400s,166.200s,I'm,2,en-us,172.720773s
407,0.89682877, well I mean where do you think the remedy should be taken if it's not pretty cool yeah you like you want to just shoot him asleep I don't have any friends but I think,0.91283858,174.500s,174.400s,well,1,en-us,189.498733s
442,0.67131352, I mean they still have heart this children like no you have solution,0.91283858,190.300s,190.200s,I,1,en-us,197.787486s
455,0.72926515, well I mean where do you think the refugee should be taken if it's not good yeah you like you want to just shoot them my sleep but I think I mean do you still do you have heart away like that I mean like no solution,0.91283858,174.600s,174.400s,well,2,en-us,197.787486s
502,0.91283864, I think their own country so she'll provide the solution like they,0.91283858,201.200s,201.100s,I,1,en-us,208.291250s
514,0.91283864, I think their own country so she'll provide the solution like they,0.91283858,201.200s,201.100s,I,2,en-us,208.311295s
526,0.75658113, profile like a shelter for for the citizens,0.55478346,209.800s,209s,profile,2,en-us,215.497554s
534,0.87703443, like a safe shelter and so that they do not come to order another another country yeah I think that will be,0.91283858,216.600s,216.400s,like,2,en-us,225.770797s
556,0.73463571, profile like a shelter for for the citizens a safe shelter so that they do not come to Under Armor ogre another country yeah I think that will be,0.61748588,209.800s,209s,profile,1,en-us,225.780820s
585,0.66099519, I'd better solution but there's like you know there's things like hunger or I can imagine what it would be but Korea has like their birth rate is getting lower and so like and they there are the number of foreigners,0.91283858,227s,226.800s,I'd,2,en-us,256.510344s
626,0.69104391, I like yourself if there's like you know that countries do it under or I can't imagine what it would be but I recently read that Korea has like their birth rate is getting lower and lower and lower and so like and they there are the number of foreigners,0.91283858,226.900s,226.800s,I,1,en-us,256.530390s
676,0.90433609, living here is also there's a showing of Ingress Ingress right so it's like I think Korea should start accepting that they are should be more exposed to International I mean like other other other people other everyone at this Korean guess like they start,0.91283858,256.800s,256.600s,living,2,en-us,286.488167s
721,0.83959413, leaving here is also a showing of Ingress Ingress right so it's like I think career she'll start accepting that there should be more exposed to International I mean like other other other people other and we go like this Korean Goods like they started,0.91283858,256.800s,256.600s,leaving,1,en-us,286.508213s
766,0.82293081, interest in Korean and also during which also curious one of the their destination for Refugee and that and also because of this issue actually like the the other parts of the world like the other countries see Korea is like resist or semicolon come here yeah so yeah I mean it's not good for Korea,0.91283858,287.200s,286.500s,interest,2,en-us,316.506082s
822,0.80773854, interest in Korean and also the Refuge also take curious one of the their destination for Refugee and and also because of this issue actually like the other parts of the world like the other countries see Korea is like resist or semi-public Community yeah so yeah I mean it's not good right for Korea,0.91283858,287.200s,286.500s,interest,1,en-us,316.526128s
877,0.82643127, you seem like that International outside of their country like you say that,0.91283858,316.600s,316.600s,you,1,en-us,326.147896s
890,0.78377354, I'm like that International outside of their country like you say that there are already many foreigners that the already live here in Korea it's still a little but it increased little by little hey and now it with the number of refugees I think they're already a lot of foreigners and Koreans I think it's normal for,0.71856415,316.900s,316.800s,I'm,2,en-us,346.483905s
948,0.73842442, there are already many foreigners that the already leave here in Korea it's still little but it increased little while ago hey and now it with the number of refugees I think they're already a lot of foreigners and Koreans I think it's normal for the people to protect their culture so that they don't mix with another Foreigner culture,0.91283858,327.500s,326.900s,there,1,en-us,356.626854s
1008,0.88423109, so you don't want to discriminate,0.91283858,359.500s,359.300s,so,1,en-us,365.687353s
1014,0.91283858, for the people to protect their culture so that they don't mix with another Foreigner culture right so you don't want to,0.91283858,346.600s,346.500s,for,2,en-us,376.501820s
1036,0.69311047, it is normal for two people to like protect first to protect your culture and then also I think they argue also about the safety of the Korean citizens like there's a killing or right only Korean woman speaking of safety,0.91283858,369.700s,369.600s,it,1,en-us,394.392297s
1077,0.7189759, I think they argue also about the safety of the Korean citizens like they're killing or re on the Korean woman speaking of safety it doesn't it doesn't guarantee that if this country only consist of,0.72095615,376.600s,376.500s,I,2,en-us,401.698827s
1113,0.83547622, it doesn't it doesn't guarantee that if this country only consists of real all these Koreans it very the safety because as you know there's a there are some cases like women being raped at Night by a little like the case in the how I think I heard the news about the and like people a woman being killed in real number is some some man,0.91283858,395s,394.800s,it,1,en-us,424.610665s
1180,0.83225226, real I mean all these Koreans it guarantee safety because as you know there is a there are some cases like women being raped at Night by like the case in Gangnam I think I heard the news about that like people a woman being killed in some man and then also the reason issue about the you know the spy cam that way,0.91283858,402.600s,402.200s,real,2,en-us,431.977331s
1244,0.89904523, and then also the reason issue about the you know the spy cam in the exact way so it doesn't even if it doesn't guarantee that this the Koreans also I mean just even just if there's only the screen and then doesn't guarantee safety so I think it's you can just have a stereotypical Prejudice of Outsiders to,0.91283858,424.800s,424.700s,and,1,en-us,454.468216s
1303,0.85834426, so it doesn't even if it doesn't guarantee that this the Koreans also I mean just even just if there's only discrete and then doesn't guarantee a safe thing so I think it's you can just have a stereotypical Prejudice of Outsiders to do like they're going to be like a terrorist or,0.91283858,432.500s,432.300s,so,2,en-us,458.687762s
1356,0.77898431, or like Wilderness or a criminals I think we yeah I don't think it's right to just judge someone just because we different oh yeah hey so,0.91283858,459.400s,459.300s,or,2,en-us,476.177332s
1383,0.85747641, to like they're going to be like a terrorist or or like being terrorists or criminals I think we yeah I don't think it's right to just judge someone just because we different just because we have for dinner yeah so,0.91283858,454.900s,454.700s,to,1,en-us,476.227446s
1424,0.83869076, but you but I think the the one that you should consider is the again the entry interest number of the refugee the 552 the keep increasing until now and also I think it will be more again in the next year than depending it's not the 500 people,0.90305632,481.300s,480.800s,but,1,en-us,506.596154s
1473,0.85692233, but you well I think the one that you should consider is the again the entry increased number of the refugee the 552 the keep increasing until now and also I think it will be more game in the next year 2020 it's not the 500 people,0.91283858,481.300s,480.800s,but,2,en-us,506.636244s
1520,0.85385579, it's not always like they're ready to do the to pick job site there are so white women and children right so I think that that population will,0.91283858,507.400s,507.100s,it's,2,en-us,524.005541s
1548,0.80288118, it's not always like they're ready to do the to take jobs like they're also like women and children right so I think that that's Operation will,0.91283858,507.400s,507.100s,it's,1,en-us,524.035610s
1575,0.91283864, we will be,0.91283858,525.600s,525.200s,we,1,en-us,527.222821s
1578,0.91283864, we will be,0.91283858,525.600s,525.200s,we,2,en-us,527.252888s
1581,0.8764475, like influence to the,0.91283858,530.200s,529.600s,like,1,en-us,532.564907s
1585,0.91283858, like influence to be,0.91283858,530.200s,529.600s,like,2,en-us,532.675156s
1591,0.75251329, you know it's like the government should provide the you know I think the increased number will will significantly,0.91283858,540.500s,540.400s,you,2,en-us,558.984680s
1610,0.79096687, the feel like the looking so fly you know like like this government you'll provide the you know you're at they apply and subside a I think the inverse number will will significantly,0.91283858,538.100s,537.800s,the,1,en-us,559.004726s
1643,0.72288364, significantly like butter the performer just apply it,0.91283858,560.400s,559.800s,significantly,1,en-us,569.518513s
1651,0.91283858, significant,0.91283858,560.300s,559.800s,significant,2,en-us,569.558603s
1652,0.84436488, are you read that in one of the Articles here that the Korea actually provides provide like a settlement program for a North Korean defectors that coming to accept escaping from North Korea to South Korea but why can't they do the same for for refugees we just because they look different I mean yeah I don't know that whatever,0.91283858,571s,570.700s,are,2,en-us,599.376064s
1712,0.89867765, are you read that in one of the Articles here that the Korea actually provide prevent like a settlement program for a North Korean defectors that coming to accept escaping from North Korea to South Korea but why can't they do the same for for refugees be just because they look me from I really I read that whatever,0.91283858,571s,570.700s,are,1,en-us,599.456246s
1771,0.8438583, yeah it's fine why so because like they also deal to provide some settlement like how to do North Korean defectors like to how to settle in Korea and like like they're putting deafening living in Korea and I wonder why can they just I mean they they know how to end they they have they,0.91283858,600.600s,600.200s,yeah,2,en-us,629.865044s
1827,0.82770079, yeah it's kind of why we can we do the same so because like they also they also provide set up a settlement like how to report North Korean defectors like to how to settle in Korea and like like that thing like deafening living in Korea and I wonder why and they just I mean they they know how to end they they have they,0.91283858,600.600s,600.200s,yeah,1,en-us,629.865045s
1893,0.75644612, may I have the money for that but why can't they do the same for the refugees,0.54907095,630s,629.900s,may,2,en-us,637.081370s
1910,0.8215692, may I have the money for it but why can't they do the same for your refugees,0.91283858,630.200s,630s,may,1,en-us,637.151530s
