,results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
1185,0.77262294, one you said they were not really culturally socially first of all socially you mentioned how Korea has it begun its development really quickly I would say after Korean War however if you look at Germany for example they also have to war to begin development real quickly on it wasn't until even the 80s for the Western and Eastern combined so I'm not sure if that could be technically argued in this case it culturally yes you're right it's a lot of people are not really okay with the idea of a lot,0.91283858,224.400s,224s,one,1,en-us,251.950027s
1279,0.82226652, of a lot of other cultures coming in especially as you've mentioned and regeneration but if there was one article that argue that the rather than necessarily xenophobic racist just those factors it could be also due to the fact that a lot of them generation are nervous about the current situation you cannot be situation in Korea what they call yo U as in that they believe that these immigrants will be character jobs will take a lot of welfare that technically belong to the younger generation however what I like to argue is,0.91283858,251.500s,251.300s,of,2,en-us,281.206217s
1374,0.72690815, other cultures coming in especially as we've mentioned a generation but if there was one article that argue that the rather than necessarily snow phobic will racist just those factors it could be also due to the fact that a lot of them generation are nervous about the current situation acknowledge situation in Korea what they call you as in that all of their they believe that these immigrants will dictate their jobs will take a lot of welfare that technically belong to the younger generation however what I like to argue is that,0.91283858,252.400s,252.200s,other,1,en-us,281.977964s
1468,0.76885754, that these people are usually looking for lower and jobs which in my opinion is actually complete opposite of what the Millennials or the younger generation are looking for because someone people who graduate from college they're looking for usually high on jobs that pay well they will get them ready for the society for marriage for example and I said immigrants are actually filling the void in which the younger generation are very reluctant to take so I believe that this will actually serve as a good opportunity for them and in order if the,0.91283858,281.500s,281.200s,that,2,en-us,311.224132s
1564,0.80628121, people are usually looking for Laura and jobs which in my opinion is actually complete opposite of what the Millennials or the younger generation are looking for because someone people who graduate from college they're looking for usually high in jobs that pay well that will get them ready for the society for marriage for example and I feel anyone to actually filling the void in which the younger generation are very reluctant to take so I believe that this will actually serve as a good opportunity for them and in order if we educate the people on,0.91283858,282.500s,282s,people,1,en-us,311.955787s
1662,0.77566856, people on the effects and also the not effects that will rise from immigration I think it's important to note that the people might be more likely to support this system to emphasize that it's not going to create that much of an impact and if it does it is possible to enforce your positive to them what -,0.91283858,311.600s,311.300s,people,2,en-us,333.354200s
1721,0.77631879, on the effects and also the not effects that will rise for migration I think it's important to note that the people will be might be more likely to support this system to emphasize that it's not going to create damage but impact and if it does it is possible to be 4 to positive then Warden -,0.91283858,312.200s,311.900s,on,1,en-us,334.396559s
1779,0.87484342, I do agree that immigrants do tend to take on lower-end drops then the natives however I think that again shows how not ready we are as a country to let in these refugees despite the fact despite the fact that on the global scale we already have evidence of immigrants taking the raindrops just to get America Europe for this thing what is it you tend to take jobs that the native Stone want,0.91283858,335.400s,335.100s,I,2,en-us,361.738419s
1854,0.84735209, do you agree that immigrants do tend to take on lower-end jobs than the natives however I think that again shows how not ready we are as a country to let in these refugees despite the fact that despite the fact that on the global scale we already have evidence of immigrants taking the raindrops just look at America Europe there's things you tend to take jobs that the natives don't want,0.91283858,335.900s,335.800s,do,1,en-us,361.768487s
1926,0.84184641, and I'm pretty sure a lot of them generation also knows this fact and even then we're still against it and I think the fact that the younger generation is focusing on their own I guess survival than the lives of these people these poor people who are escaping Civil War just goes to show that currently the imagination isn't interested in monitoring efforts and I think we should also be very careful of the political,0.91283858,362.900s,362.300s,and,2,en-us,392.057013s
2002,0.79505324, and I'm pretty sure a long name of generation also knows this fact and even then we're still against it and I think the fact that the younger generation is focusing on their own I guess survival than the lives of these people these poor people who are escaping Civil War just goes to show that currently the younger generation isn't interested in humanitarian efforts and I think we should also be very careful of the political,0.91283858,362.900s,362.400s,and,1,en-us,392.097104s
2079,0.80431974, we know that this issue might cause as you can see in America and in Europe the political scene has become very extreme and polarized because of issues such as these and I can't see any way to avoid like a trend towards a political extremism in terms of this issue that as you can see from other countries,0.91283858,392.200s,392.100s,we,1,en-us,419.428941s
2138,0.88127637, we know that this issue might cause as you can see in America and in Europe the political scene has become very extreme and polarized because of issues such as these and I can't see any way to avoid like a trend towards a political extremism in terms of this issue that as you can see from other countries,0.91283858,392.200s,392.100s,we,2,en-us,419.960142s
2197,0.84189993, even people with extremism which is a very valid argument I agree America especially has been facing this problem and Europe with the recent Syrian refugee crisis has been going through this a lot but I think it's also important to mention that I think it is also part of government kind of responsibility to keep the monastery and it's not opposed to in part judgment on things well so it's important for to keep morale and,0.91283858,427.700s,427.400s,even,1,en-us,456.392570s
2274,0.69292802, you major political extremism which is a very valid argument at Great America especially has been facing this problem and Europe with the recent Syrian refugee crisis has been going through this a lot but I think it's also important to mention that I think it is also part of governance kind of responsibility to keep the unnecessary and it's not supposed to impart judgment on things but also it's important for it to keep morale and,0.64850622,427.500s,427.400s,you,2,en-us,456.412615s
2351,0.81785709, I like not lights up great I think in the country and I think it's also important to remember for Koreans that we ourselves were officials ones just 56 years ago we were in Shanghai forming our own government or instruction he's and understand as politically very sensitive issue but I think that shouldn't discourage us from doing the right thing in my opinion and trying to bring the people around,0.91283858,457.200s,457s,I,2,en-us,486.741232s
2422,0.74934947, it's not lights up right I think in the country and I think it's also important to remember for Koreans that we ourselves were virgins ones just 56 years ago we were in Shanghai for mineral government against Japanese and understand this politically very sensitive issue but I think that shouldn't discourage us from doing the right thing in my opinion and trying to bring the people around,0.91283858,457.500s,457.300s,it's,1,en-us,486.751255s
2490,0.91283888, other than just appeal to them briefly for just for political sake first of all I think what's important is corrupting them on on wrong information factually wrong information such as the recent hashtag with the gesture women right Swedish woman which stated that six people were killed which was very baseless there was no no evidence against it so I think a lot of these are backed by stereotypes and wrong information so correcting that I think will fix some of the issues that you've stated,0.91283858,487s,486.800s,other,1,en-us,515.135473s
2577,0.85277718, other than just appeal to them briefly for just for political sake first of all I think what's important is correcting them on wrong information factually wrong information such as the recent hashtag would suggest you women right Swedish woman which stated that six people were killed which was very baseless there was no no evidence against it so I think a lot of these are backed by stereotypes and wrong information so correcting that I think will fix some of the issues that you've stated,0.91283858,487s,486.800s,other,2,en-us,515.155518s
2663,0.86459881, you did you mentioned on government's role in I guess correcting this issue but at the same time I think what might be even more important than the cultural and social aspect of this issue is the policy behind the current system that lets in these refugees so if the articles that we read are accurate it does seem that this current system is very inefficient and does have major flaws on the fact that these are histories are allowed to have it for long probation period before this,0.91283858,517.400s,517.200s,you,1,en-us,546.456335s
2752,0.81160396, you didn't you mentioned on government's role in I guess correcting this issue but at the same time I think what might be even more important than the cultural and social aspect of this issue is the policy behind the current system that lets in these refugees so if the articles that we read are accurate it does seem of this current system is very inefficient and does have major flaws on the fact that these are refugees are allowed to happen for long probation period before this,0.91283858,517.400s,517.200s,you,2,en-us,546.486403s
2840,0.91283858, and be able to live,0.91283858,547.700s,547.200s,and,2,en-us,549.192525s
2845,0.91283858, and be able to live,0.91283858,547.700s,547.200s,and,1,en-us,549.242638s
2850,0.84746361, in Korea during that long period of time is I guess a whirring factor for many of the people who are worried about safety and other issues that could arise from immigration and at the same time the current acceptance rate that we have in our acquaintance very low it's only around 2% and compared to other countries that has pretty as a pretty low percentage so I think even the government is sort of worried about the backlash that it can face if it accepts more than a certain percentage,0.91283858,550.300s,550.200s,in,1,en-us,579.962140s
2941,0.80246061, in Korea during that long period of time is I guess a worrying factor for many of the people who are worried about safety and other issues that could arise from immigration and at the same time the current acceptance rate that we have in our Consciousness very low it's only around 2% and compared to other countries that is pretty as a pretty low percentage so I think even the government is sort of worried about the backlash that it can face if it accepts more than a certain percentage,0.91283858,550.300s,550.200s,in,2,en-us,579.962140s
3032,0.9128387, of refugees so I think I do agree that the government is trying to resolve,0.91283858,580.300s,580s,of,1,en-us,586.366629s
3047,0.81676751, image of refugees so I think I do agree that the government is trying to resolve,0.91283858,580.200s,580s,image,2,en-us,586.406721s
3063,0.83748007, the I guess negative sentiments horse issue but I think that's more of a preservation tactic of the government's to try to appease the population more than a mature decision towards stronger policy for refugee,0.91283858,587.600s,587.100s,the,2,en-us,608.536790s
3098,0.77100056, the I guess negative sentiments horse the issue but I think that's more of a preservation tactic of the government's to for the a piece of population more than a mature decision towards stronger policy for refugee,0.91283858,587.600s,587.100s,the,1,en-us,608.556834s
