,results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
284,0.81215036, bad people would come to Korea do for us alone status but it can be sold by strict screening and early the people amount of people of them is really low like 0.02 percent so it will not affect the safety of Korea,0.91283858,70.800s,70.500s,bad,1,en-us,89.823220s
327,0.80911809, it's okay that Korea has said,0.91283858,96.700s,96.600s,it's,2,en-us,98.983947s
333,0.77099782, it's okay that Korea accept,0.91283858,96.700s,96.500s,it's,1,en-us,99.034060s
338,0.68118817, brightness but Jim and people are going to judge you which is a tourist Island and as you know the main religion of German people are Islam and they don't have good reputation worldwide and then can affect the tourist in Jeju,0.91283858,101.400s,100.800s,brightness,2,en-us,119.720863s
380,0.74436444, brightness but German people are going to tell you which is a tourist Island and as you know the main religion or seven people are Islam and they don't have good reputation worldwide and that can affect the tourist in Jeju,0.91283858,101.500s,100.800s,brightness,1,en-us,119.760953s
421,0.75948972, some people are not comfortable with the idea of having Muslim people around in the zoo because of what has happened throughout history for someone in you know in the u.s. many terrorist attack are,0.91283858,121.100s,120.900s,some,2,en-us,136.809526s
456,0.72786474, some people are not comfortable with the idea of having Muslim people around in the zoo because of what has happened throughout history for example in you know in the u.s. many terrorist attack are,0.91283858,121.100s,121s,some,1,en-us,136.869661s
491,0.82966113, dumb by Muslims and Europe some fresh veggies are known for,0.91283858,139.400s,139s,dumb,2,en-us,146.812156s
502,0.63063991, done by Muslims and Europe some refugees are known for,0.34925893,139.400s,139s,done,1,en-us,146.842223s
512,0.83875972, I'm not not at not accepting the loss in Europe but try to force Islam,0.91283858,147.700s,147.500s,I'm,2,en-us,153.858097s
527,0.82380235, I'm not not at not accepting the loss in Europe but try to force Islam so I think that because of be Muslim in our freezer area they should not allow that because it can affect economy it can affect security of the people,0.91283858,147.700s,147.500s,I'm,1,en-us,168.801906s
571,0.83561385, so I think that because of being Muslim in our freezer area they should not allow that because it can affect economy it can affect security of the people and,0.91283858,155s,154.500s,so,2,en-us,170.585944s
601,0.91283858, and,0.91283858,170.200s,169.500s,and,1,en-us,170.826486s
602,0.91283852, it can affect how people look,0.91283858,172.100s,171.900s,it,2,en-us,178.173109s
608,0.90789437, it can affect how people look,0.89286274,172.100s,171.900s,it,1,en-us,178.223221s
614,0.71130747, the safeness of Corey as a whole,0.91283858,181.500s,181.400s,the,2,en-us,183.595377s
621,0.70156974, the safeness of Korea as a whole,0.91283858,181.500s,181.400s,the,1,en-us,183.675557s
630,0.91283822, you have mentioned that because the the place where the refugee represents leaves is the place where tourists so it would be bad for the economy of Jeju Island but I think that even even refugees can like help help to enhance the general economy for many reasons they can work during their stain Institute so it would promote,0.91283858,189.900s,189.700s,you,2,en-us,217.943088s
689,0.90118539, you have mentioned that because the the place where the refugee refugees leaves is the place for tourists so it would be bad for the economy of Jeju Island but I think that even even refugees can like help help to enhance the judge economy for many reasons they can work during their stay in introduced so it would promote,0.91283858,189.900s,189.700s,you,1,en-us,218.835104s
749,0.88172615, there are other economic something like economic activity something like building a new apartment or some other places and there is even a place which sells emani's food so like it's it has become a hot place for tourists so there are many reasons that can refute that and for safety issue maybe because it can be worked because of the prejudice,0.91283858,219.700s,219.500s,there,1,en-us,248.692655s
811,0.88160324, did other economic something like a comic activity something like building a new apartment or some other places and there is even a place which sells even he's food so like it's it has become a hot place for tourists so there are many reasons that can refute that and for safety issue maybe because it can be worked because of the prejudice,0.89262062,219.700s,219.500s,did,2,en-us,249.263950s
874,0.72949475, I did think of Koreans for Muslim people so I think that it should be break down as soon as possible,0.38931316,249.500s,249.200s,I,2,en-us,259.426943s
895,0.88851547, and think of Koreans for Muslim people so I think that it should be break down as soon as possible,0.91283858,249.900s,249.100s,and,1,en-us,260.118506s
915,0.88084048, Dimension work but as far as I know if they only they are only allowed to do meet minor jobs like fishing,0.91283858,263.800s,263.100s,Dimension,1,en-us,273.578959s
937,0.89531481, Dimension work but as far as I know if they only there are only allowed to do minor jobs like pitching working restaurant,0.91283858,263.900s,263.100s,Dimension,2,en-us,277.257284s
960,0.75731808, working with restaurant,0.91283858,276s,275.700s,working,1,en-us,277.307395s
963,0.88506019, but that also can affect how people view that restaurant if they know the background of the waitress or waiter because people from that our area,0.91283858,278.500s,278.300s,but,2,en-us,294.887171s
989,0.91283852, but that also can affect how people view that restaurant if they know the background of the waitress or waiter because people from that area area,0.91283858,278.500s,278.300s,but,1,en-us,294.897191s
1015,0.84207261, have different culinary customs you know they eat some food with the hounds or J don't wash your hair properly so they can affect how people view their restaurants,0.91283858,296.100s,295.800s,have,1,en-us,310.452384s
1044,0.83937681, have different culinary customs you know they eat some food with the hounds or J don't wash your hair properly so they can affect how people view their restaurants,0.91283858,296.100s,295.800s,have,2,en-us,310.452386s
1073,0.75267971, also Dimension the food that they make it is true that you can be a corruption but I think it will be a driving for yourself you that knows how many different area or in that area of the world food tastes like but for the majority I don't think that they will attract to German food because it's not worldwide known like I don't know people who say oh I want him and food so good,0.91283858,312.200s,311.800s,also,2,en-us,340.881231s
1150,0.8902384, also you mentioned the food that they make it is true that it can be a corruption but I think it would be a dream for yourself you that knows how many different area or in that area of the world food tastes like but for the majority I don't think that they will attract to Jim and foot because it's not worldwide known like I don't know people who say oh I want him and feel so good,0.91283858,312.200s,311.800s,also,1,en-us,340.911296s
1229,0.91283858, so yeah,0.91283858,342.300s,342.100s,so,1,en-us,343.717645s
1231,0.91283858, so yeah,0.91283858,342.300s,342.100s,so,2,en-us,343.867988s
1235,0.84998506, is it is it all okay yeah for local IT jobs for Jeju Island as I now like there are not many like young people who stays in Jeju so,0.91283858,347.900s,347.700s,is,2,en-us,358.651435s
1265,0.9125247, is it is it all okay yeah for local IT jobs for Jeju Island as I know like there are not many like young people who stays in this room so,0.91283858,347.900s,347.700s,is,1,en-us,358.701545s
1296,0.7683506, like I think that there is a lot of demand for the low quality jobs that you mention something like the fishing and like it will be possible to be adapted for some something like spray instance collecting tangerines or something like that so I think it means people can work at their and and you have to and continue their living by this so it would be even,0.91283858,360.500s,360.200s,like,1,en-us,389.912158s
1365,0.7908144, like I think that there is a lot of demand for the local jobs that you mentioned something like the fishing and like it will be possible to be adapted for some something like sports tennis collecting tangerines or something like that so I think it means people can work at their and and you have there and continue living like this so it would be even,0.91283858,360.500s,360.200s,like,2,en-us,389.932207s
1432,0.85501939, but if we double for Jeju Island I think and secondly for the humanist book you mentioned that this because this food is not popular among other people it would be not like effective as you think but,0.91283858,390.100s,390s,but,2,en-us,403.853703s
1470,0.7522884, benefit of all for Jeju Island I think and secondly for the humanist would you mentioned that this because this food is not popular among other people it would be not like effective as you think but,0.91283858,390.400s,390s,benefit,1,en-us,403.893791s
1507,0.7875452, I think that it can be one of the way to increase the multi diversity not only in for the Joyland like there's so many Muslim people who stays in Korea so like I think it can be like spread over many places and like it would be helpful for them to stay and work together,0.91283858,404.900s,404.700s,I,2,en-us,425.873523s
1563,0.78408742, I think that it can be one of the way to increase the multi diversity not only in for the Joyland like there's so many Muslim people who stays in Korea so like I think it can be like spread over many places and like it would be helpful for them to stay and go work together,0.91283858,404.900s,404.700s,I,1,en-us,425.903587s
1620,0.84536582, yep for the minor job that they can do,0.91283858,430.300s,430s,yep,2,en-us,433.200099s
1629,0.85159427, yep for the minor job that they can do,0.91283858,430.300s,430s,yep,1,en-us,433.210117s
1638,0.81564748, is to that they can do it because they are young people that look for new house stuff but by experience for example in my country a chance to go to my country to look for a job but in the area they live in they still have bad reputation even though they work hard and people don't like to live in those area so what is fine because this area are not,0.91283858,434.100s,434s,is,2,en-us,462.215746s
1711,0.72044575, is true that they can do it because they are young people that look for new house stuff but my experience for example in my country a chance to go to my country to look for a job but in the area they leave him they still have bad reputation even though they work hard and people don't like to live in those area so what is fine because this area are not,0.91283858,434.100s,434s,is,1,en-us,462.255832s
1784,0.86099267, tourist attraction but if they live they will live in a resort area I think people might avoid that area and look for other options far from it from there that's one point,0.91283858,463.600s,463.300s,tourist,2,en-us,476.908989s
1817,0.89258558, tourist attraction but if they live they will live in a resort area I think people might avoid that area and look for other options far front from there that's one point,0.91283858,463.600s,463.200s,tourist,1,en-us,476.919006s
1849,0.86772877, second point is multiculturalism I agree with that multiculturalism is always good but,0.91283858,478.500s,478.100s,second,2,en-us,488.435066s
1862,0.68865931, second point is multiculturalism and I agree with that that multiculturalism is always good but,0.91283858,478.500s,478.100s,second,1,en-us,488.565356s
1879,0.79670858, the problem for me is their main religion I'm not saying it's not are bad people but there is a minority or if land that do bad thing and they're very danger for example for example in Philippines,0.91283858,491.800s,491.700s,the,1,en-us,506.886808s
1917,0.88126093, the problem for me is their main religion I'm not saying Islam are bad people but there is a minority if Linda do bad thing and they're very dangerous for example for example in Philippines,0.91283858,491.800s,491.700s,the,2,en-us,506.886812s
1952,0.84554797, Unfortunately they were terrorist attack in the South because Filipinos a Muslim that came from Malaysia and that at that keep in the mind of people still and that can be dangerous,0.91283858,508.600s,507.800s,Unfortunately,1,en-us,525.198237s
1984,0.9128384, Unfortunately they were terrorist attack in the South because Filipinos a Muslim that came from Malaysia and that at that keep in the mind of people still and that can be dangerous,0.91283858,508.600s,507.800s,Unfortunately,2,en-us,525.228309s
2017,0.78516692, you have mentioned that if these people lives in nearby resort places it will be bad for the tourist economy s economic but I think that like if they are well educated for working in Real resort area and provide nurse night service to them it will be okay and like if they cannot adapt to that kind of stuff I think that they should not get allowed to stay in Korea so I think it will be okay if like if we can like limit people,0.91283858,534.800s,534.600s,you,1,en-us,564.036106s
2104,0.81301171, you have mentioned that if these people lives in nearby resort places it will be bad for the tourists to come on Mason economic but I think that like if they are well educated for working in relief resort area and providers night service to them it will be okay and like if they cannot adapt to the kind of stuff I think that they should not get allowed to stay in Korea so I think it will be okay if like if we can like limit people,0.91283858,534.800s,534.600s,you,2,en-us,564.306722s
2192,0.90485382, stay in it there by like considering these factors secondly for the terrorism issue,0.91283858,564.900s,564.300s,stay,2,en-us,572.334885s
2206,0.77629161, you can't stay any theater by like considering these factors secondly for the terrorism issue I think that you are I think that it's really dangerous because like it means they're like Muslim is the like potential like terrorists so it will be very prejudiced idea so I think this practice different,0.91283858,564.100s,564.100s,you,1,en-us,594.013929s
2258,0.75004077, I think that you are I think that it's really dangerous because like it means they're like Muslim is the like potential like terrorists so it will be very prejudiced idea so I think this participative prejudiced should be avoided,0.91283858,573.500s,573.400s,I,2,en-us,595.637607s
2298,0.54840171, oh this should be avoided,0.3492277,594s,594s,oh,1,en-us,595.647626s
2304,0.72339052, that man is over now,0.91283858,603.300s,603.100s,that,1,en-us,605.991027s
2309,0.69248825, feminine is over now,0.60318762,603.700s,601.400s,feminine,2,en-us,606.011076s
