,results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
354,0.799119, hey so I'm against something these are many refugees in Korea generally speaking these refugees the refugee by the meaning of refugee is that they have some problems in their country they are endangered by certain issues related to their may be religious,0.70115596,108.300s,108s,hey,1,en-us,137.821816s
397,0.85795063, these refugees the refugee by the meaning of refugee is that they have some problems in their country they are endangered by certain issues related to their religious or some political issues and these yemenite yemeni refugees who came into Jeju Island are,0.91283858,122s,121.600s,these,2,en-us,150.390251s
440,0.82404131, or some political issues and these Gemini yemeni refugees who came in to Jeju Island are,0.91283858,138.400s,138s,or,1,en-us,150.841272s
456,0.89964378, there are no money not clear evidence why they came here like we speculate that majority have come to Korea for just for work and they don't they didn't come as general legitimate route Korea whether they chose to complicate their come here as a refugee,0.91283858,152.300s,152.100s,there,1,en-us,179.435966s
502,0.88539338, there are no mama not clear evidence why they came here like we speculate that majority have come to Korea for just for work and they don't they didn't come as general legitimate route Korea whether they chose to complicate here come here as a refugee so I agree that there are,0.91283858,152.300s,152.100s,there,2,en-us,181.610886s
554,0.72064137, so I agree that there are certain people that really higher to be accepted as a refugee but the majority I speculate that they're not they don't have like trips for intentions so I would and those people could cause as you have mentioned some safety issues as well as economic issues,0.91283858,180.300s,179.800s,so,1,en-us,209.534062s
606,0.7217741, certainly people that really hire to get accepted as a refugee but the majority I speculate that they're not they don't have truthful intentions so I would and those people could cause as you have mentioned some safety issues as well as economic issues creosote,0.91283858,182.100s,181.700s,certainly,2,en-us,210.716737s
651,0.83150792, in general I am against accepting those that position,0.91283858,211.200s,211.100s,in,2,en-us,216.319412s
660,0.72392821, yes so in general I am against accepting those refugees,0.6310184,209.800s,209.600s,yes,1,en-us,216.780456s
670,0.91283828, so to mention about the safety issues and maybe combination is first of all for the safety issues like I see that those people in Jeju Island they fear about those know like they might read in some way or like some yeah many different things but,0.91283858,219s,218.400s,so,2,en-us,241.025308s
717,0.88760346, so to mention about the safety issues and maybe common issues first of all for the safety issues like I see that those people in Jeju Island they fear about those know like they might read in some way or like some yeah main different things but,0.91283858,219s,218.400s,so,1,en-us,241.105491s
764,0.91282785, from the articles that we got from the email they say like they're only like six five to six incidents while more than half was about due to their over it imagination just because it's there and it's I think that's kind of typical reaction due to the xenophobia or they don't like,0.91283858,241.800s,241.600s,from,1,en-us,271.383995s
817,0.80540252, from their articles that we got from the email they say like they're only like six five to six incidents while more than half was about due to their over it imagination just cause they're females and I think that's kind of typical no reaction due to the scene of phobia or they don't like,0.91283858,241.800s,241.600s,from,2,en-us,271.424084s
872,0.80700827, people coming in and especially Korea is one of the country that just lights like pure Koreans and I think you know this behavior of,0.91283858,272s,271.400s,people,1,en-us,286.538281s
897,0.7400381, people coming in and especially Korea is one of the country that just like pure Koreans and I think you know this behavior of,0.91283858,271.900s,271.500s,people,2,en-us,286.638506s
921,0.91283858, Jose,0.91283858,289.100s,288.600s,Jose,2,en-us,290.567395s
922,0.68933713, because they suspect suspicious being suspicious about those people just because they're refugees to just blame them as like a you know they might do this they might do the bad things,0.7170614,288.800s,288.600s,because,1,en-us,308.718463s
954,0.75927943, suspect suspicious being suspicious about those people just because they're like refugees to just blame them as like a you know they might do this they might do the bad things,0.91283858,292s,291.300s,suspect,2,en-us,309.359912s
985,0.80707431, I think there is not enough,0.67228389,310s,309.900s,I,1,en-us,312.807714s
991,0.81786352, I think there is not enough,0.66980243,309.900s,309.900s,I,2,en-us,312.817735s
999,0.85595632, true for say like a lot of incidents that really proves that they're the bad guys that affects Jeju people Worst Behavior I'll just,0.91283858,319.300s,318.800s,true,2,en-us,334.556919s
1023,0.78584254, proof of stake what a lot of incidents that really proves that they are the bad guys that affects judge people like and worst behavior,0.91283858,319.400s,318.900s,proof,1,en-us,334.737329s
1048,0.8327955, okay so talking about proof that's very important of course we don't have any proof that they will do something they will commit a crime in Korea but we should be more cautious from the beginning before something happens so it's not bad think to be cautious in these what could be a greater issue in the future after the,0.91283858,336.100s,335.500s,okay,2,en-us,365.246353s
1108,0.81128716, okay so talking about proof that's very important of course we don't have any proof that they will do something they will commit a crime in Korea but we should be more cautious from the beginning before something happens so it's not a bad thing to be cautious in these what could be a greater issue in the future after the,0.91283858,336.100s,335.600s,okay,1,en-us,365.246355s
1169,0.64561969, that wind is primarily takes place also when upon accepting these refugees much more refugees will try to come to Korea and actually in case of Germany they have already experienced this issue and they they have accepted nearly like 1 million refugees already and they are causing social and economic growth,0.37150931,365.600s,365.300s,that,2,en-us,395.224176s
1221,0.89238918, well then discard really takes place also when upon accepting these refugees much more refugees will try to come to Korea and actually in case of Germany they have already experienced this issue and they they have accepted nearly like 1 million refugees already and they are causing social and economic,0.91283858,365.600s,365.300s,well,1,en-us,395.224178s
1272,0.85448676, problems so they already regret it but it's already it's already happened so they can't do anything about it so thank talked about proof again I really strongly recommend would think that those refugees need to bring in their own proof that they are legitimate people who have been in,0.91283858,395.900s,395.200s,problems,2,en-us,425.242091s
1322,0.82359254, problems so they already regret it but it's already it's already happened so it can't do anything about it so thank talked about proof again I really strongly recommend would think that those refugees need to bring in their own proof that they are legitimate people who have been in,0.91283858,395.800s,395.200s,problems,1,en-us,425.242093s
1372,0.78990817, your advice and issues and that they are they want to they want help from Korea and they want to contribute to creating some way,0.91283858,425.400s,425.300s,your,2,en-us,434.382771s
1397,0.74021685, your advice on issues and that they are they want to they want help from Korea and they want to contribute to creating some way,0.75168222,425.400s,425.300s,your,1,en-us,434.472977s
1422,0.81417471, okay so you saying that there should be some way to kind of filter on this like actual refugees right I also agree with the point like there should be some like strict regulation that actually built out for filters out those fake Ravens refugees but then you know the thing is that when you just,0.91283858,436.100s,435.800s,okay,1,en-us,461.153341s
1478,0.81103927, okay so are you saying that there should be some way to kind of filter out the actual refugees right I also agree with the point like there should be some like strict regulation that actually filled out for filters out those fake rabies refugees but then you know the thing is that when you just,0.71057498,436.100s,435.800s,okay,2,en-us,461.173384s
1534,0.87533528, so the main topic is about like being like strictly against this refugees right so talking about that then,0.76231015,463.800s,463.600s,so,2,en-us,473.501275s
1553,0.9128387, so the main topic is about like being like strictly against this refugees right so talking about that then,0.91283858,463.800s,463.600s,so,1,en-us,473.551391s
1572,0.84310663, says I said there should be like some other ways to sort out rather than just blocking all those refugees and if you do love all those refugees because you know they're from the are upside people and then there are a lot of other foreigners who like these days,0.71240264,474.700s,474.400s,says,2,en-us,498.066854s
1622,0.7038753, so that said there should be like some other ways to sort out rather than just blocking all those refugees and if you do love all those refugees because they're from the are outside people and then there are a lot of other foreigners who like these days,0.91283858,474.500s,474.400s,so,1,en-us,498.096924s
1671,0.77127314, I'll make this look good example but like Kpop for example think there are a lot of fans and the other this agent side and even the oxide as well if we you know if South Korea chooses to like lock the refugees and then becomes like a global issue,0.91283858,501.100s,501s,I'll,1,en-us,522.652480s
1721,0.84764767, only if it's a good example but like Kpop for example there are a lot of fans in the other this Asian side and even the oxide as well if we you know if South Korea chooses to like lock the refugees and then becomes like a global issue,0.86397356,501.200s,501s,only,2,en-us,522.682546s
1770,0.91210139, in that sense you know it might affect Fame Alec nothing but like reputation about Multicultural country like South Korea is becoming one of the Multicultural country and there are a lot of exports,0.91283858,525s,524.300s,in,2,en-us,543.058646s
1804,0.78443438, in that sense you know it might affect Fame nothing but like reputation about Multicultural country like South Korea is becoming one of the Multicultural country and there are a lot of exports,0.91283858,525s,524.300s,in,1,en-us,543.198966s
1837,0.79886174, other countries as well so maybe you could you know affect economic side it's hard to wrap it up but,0.91283858,544.400s,544.100s,other,1,en-us,554.604771s
1857,0.89343226, the other countries as well so maybe you could you know affect economic side it's hard to wrap it up,0.91283858,544.100s,544s,the,2,en-us,554.614791s
1877,0.75714147, just saying that it's bad for okay okay so yes so you partly agree that we should not totally accept these button to filter out but totals blocking is wrong in that sense I agree totally blocking is not right so that I said that we need to filter out based on some evidence and also like,0.91283858,556.100s,555.900s,just,2,en-us,585.554792s
1934,0.74516928, I'm just saying that it's backwards okay so yes so you partly agree that we should not totally upset these but need to filter out but total blocking is wrong in that sense I agree totally blocking is not right so that I said that we need to filter out based on some evidence and also like,0.91283858,555.900s,555.800s,I'm,1,en-us,585.554794s
1991,0.86051399, talk about the image making image set image of Korea could be damaged by total blocking of these refugees well yeah it could so I also think that image is important but that's out of Korea issue and I think me to take more care of inside issues,0.77978998,587s,586.800s,talk,2,en-us,615.532615s
2039,0.89845955, he talked about the image making image set image of Korea could be damaged by total blocking of these refugees well yeah it could so I also think that image is important but that's out of Korea issue and I think me to take more care of inside issues,0.91283858,586s,585.700s,he,1,en-us,615.532617s
2088,0.90133607, where we can really experience some issues really closely maybe ourselves or even our parents who are children so I think safety issues that have been mentioned in the news and media could be exaggerated but definitely it happened that's why it's in the news so,0.91283858,616.400s,616s,where,1,en-us,645.400192s
2134,0.91283834, where we can really experience some issues really closely maybe ourselves or even our parents were children so I think safety issues that have been mentioned in the news and media could be exaggerated but definitely it happened that's why it's in the news so,0.91283858,616.400s,615.900s,where,2,en-us,645.430258s
2179,0.80791205, so I think those issues that we see the news can really happen to us that's why I have to daughter and I I'm a little worried not right now but for the future if those things really happen what I'm going to do maybe I'm going to weigh myself why did I agree to accept these refugees white and I go against it that it's already too late so,0.91283858,646.400s,646.300s,so,2,en-us,676.019465s
2249,0.91283828, so I think those issues that we see the news can really happen to us that's why I have to daughter and I I'm a little worried not right now but for the future if those things really happen what am I going to do maybe I'm going to bring myself why did I agree to accept these refugees life and I go against it that it's already too late so,0.91283858,646.400s,646.300s,so,1,en-us,676.019467s
2320,0.76086098, I think the actual issues more important than the image issues,0.91283858,676.100s,676.100s,I,1,en-us,681.221235s
2331,0.80683774, I think actual issues more important than the image issues,0.91283858,676.100s,676.100s,I,2,en-us,681.281369s
2341,0.91283858, so,0.91283858,683.900s,683.300s,so,1,en-us,684.298197s
2342,0.91283858, so,0.91283858,683.900s,683.200s,so,2,en-us,684.318240s
2343,0.61015016, the debate is over now,0.47296369,685.500s,685.100s,the,2,en-us,687.956472s
2348,0.55196673, debate,0.55196673,685.900s,685.400s,debate,1,en-us,687.956474s
