,results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
448,0.78123373, so overall I like against this accepting the refugees currently in Jeju largely because a lot of the population is not agreeing to it or accepting it already seven hundred thousand people signed a petition to the blue house against accepting the refugees and,0.91283858,117s,116.100s,so,2,en-us,139.395376s
492,0.75809062, so the overall against this accepting the refugees Furniture Jew largely because a lot of the population is not agreeing to it or accepting it already seven hundred thousand people signed a petition to the blue house against accepting the refugees and,0.91283858,117s,116.100s,so,1,en-us,139.465536s
534,0.79066569, the difference I guess when you're talking about xenophobia is there already 2 million foreigners leave living illegally in Korea right now the reason people are against it would be more because these people without visas cannot be accounted for but their actions the country itself because it seems such turmoil it cannot take responsibility for these people therefore they're more reluctant to accepting these people,0.91283858,140.400s,140.300s,the,2,en-us,170.034696s
600,0.86570263, the difference I guess when you're talking about xenophobia is there already 2 million foreigners living illegally in Korea right now the reason people are against it would be more because these people without Jesus cannot be accounted for for their actions the country itself because it's in such turmoil it cannot take responsibility for these people therefore the more we looked into it accepting these people,0.91283858,140.400s,140.300s,the,1,en-us,170.044720s
667,0.89283627, so it's hard to say is racist or xenophobia data to and this there's this General lack of trust of the Korean government especially for the young adults that the Korean government is not particular of its own citizens so it should pay more attention and make sure that it does not own citizens don't feel that the treatment towards refugees are unfair compared to the people who have,0.91283858,170.300s,170.200s,so,2,en-us,200.012519s
736,0.75935715, so it's hard to say is I had a racist or xenophobic attitude and this there's this General lack of trust of the Korean government especially for the young adults that Korean government is not able to take care of its own citizens so it should pay more attention and make sure that it does not own citizens don't feel that the treatment towards refugees are unfair compared to the people who have,0.91283858,170.300s,170.100s,so,1,en-us,200.022543s
809,0.65740436, the nationality and will have citizenship of the country already,0.91283858,200.200s,200s,the,2,en-us,203.630705s
819,0.68227839, the nationality will have citizenship of the country already,0.91283858,200.200s,200s,the,1,en-us,203.640729s
833,0.73972797, first of all you mentioned that s okay so well you mentioned that a lot of Korean citizens are against it and as a as an Evidence you showed the petition that number of the petitioners in foreign against these refugees but I believe this issue is not really a democratic issue that can be decided upon the popular Theory,0.91283858,214s,213.600s,first,2,en-us,241.015286s
893,0.85130072, first of all you mentioned that s okay so well you mentioned that a lot of Korean citizens are against it and as a as an evidence to show the petition that number of the petitioners and for I mean against peace refugees but I believe this issue is not really a democratic issue that can be decided upon the popular Theory,0.91283858,214s,213.600s,first,1,en-us,241.015287s
955,0.79104483, votes it is the legal right to be examined under a fair and Justice law because it is a law we I mean it is also kind of an International Love Me Korea sign like several tens of years ago and we promise to the international society that we are going to accept the refugees in this or that cases so well I do understand a lot of people are against the well there are a lot of like emotional or,0.91283858,241.500s,241.100s,votes,2,en-us,270.993109s
1036,0.83783704, votes it is the legal rights to be examined under a fair and Justice law because it is a law and we I mean it is also kind of an International Love Me Korea sign like several tens of years ago and we promise to the international society that we are going to accept the refugees in this or bad cases so well I do understand a lot of people are against well there are a lot of like emotional or,0.91283858,241.500s,241.100s,votes,1,en-us,270.993110s
1117,0.70990181, emotional or personal personal feelings against these refugees or in general against work for foreigners coming in the country but well I think that's not really the issue in this case and,0.91283858,273.100s,272.500s,emotional,2,en-us,290.036194s
1149,0.74238271, emotional or personal personal feelings against this refuges or in general against this or for foreigners coming in the country but well I think that's not really the issue in this case and also also well,0.91283858,273.100s,272.500s,emotional,1,en-us,293.253474s
1185,0.72465181, and also also well,0.58800936,291s,290.300s,and,2,en-us,293.263495s
1189,0.70061672, you also mentioned that they're already legal legally residing two million foreign people in South Korea and what I want what I just want to mention is that they're not illegal immigrants are just under a process so well it's not really it's really hard to say very illegal he's just in the in between that process in between those fetuses and well,0.91283858,294.500s,294.100s,you,1,en-us,320.394880s
1252,0.77882123, you also mentioned that there are already legal legally residing two million foreign people in South Korea and what I want what I just want to mention is that they're not illegal immigrants they're just under a process so well it's not really it's really hard to say very illegal you just in the in between that process of in between those statuses well,0.91283858,294.500s,294.200s,you,2,en-us,320.455015s
1316,0.80292648, you also mentioned about the responsibilities that the South Korea doesn't hold the responsibility to take care of this refugees but well let's go back to the represent convention and we do have a responsibility for that right so repeatedly you've mentioned the law but the agreement that tree has signed impact in 1994 which is more than 20 years ago and what we,0.91283858,321.500s,321.400s,you,1,en-us,350.703452s
1380,0.75582045, you also mentioned about the responsibility that the South Korea doesn't hold the responsibility to take care of this refugees but well let's go back to the refugee convention and we do have a responsibility for that right so repeatedly you mentioned the law the the agreement that Korea has signed impact in 1994 which is more than 20 years ago and what we,0.91283858,321.500s,321.300s,you,2,en-us,350.713473s
1444,0.6756947, but I want to point out is that if this law signed and if this was supposed to become an issue the government should not be responsible to educate the people prior to this disagreement happening so at this point people are not ready to accept the people although the government has taken the choice to sign the agreement the general population was not aware and the failure of the government to,0.91283858,351.800s,351.600s,but,2,en-us,380.731387s
1516,0.88871527, but I want to point out is that if this law is signed and if this was supposed to become an issue the government should have been responsible to educate the people prior to this disagreement happening so at this point people are not ready to accept the people although the government has taken the choice to sign the agreement the general population was not aware and the failure of the government to,0.86131018,351.700s,350.700s,but,1,en-us,380.731389s
1589,0.60513848, YouTube operation,0.35129479,381s,380.700s,YouTube,2,en-us,383.948665s
1591,0.64369416, educate the population,0.52593541,381.100s,380.800s,educate,1,en-us,383.948667s
1594,0.8653053," does not give it the right to just go forward and do what they have done in the past but the young gender generation of we're not aware of this issue and since back in 1994 over 33,000 refugees had applied but only 2.4 percent were accepted",0.91283858,384.800s,384.600s,does,1,en-us,403.432750s
1641,0.87208414," does not give the right to just go forward and do what they have done in the past because the younger generation of we're not aware of this issue and since back in 1994 over 33,000 refugees had apply but only 2.4 percent were accepted",0.91283858,384.800s,384.600s,does,2,en-us,403.462816s
1686,0.72765809, and right now the if the numbers were maintained there was no problem in maintaining that particular acceptance rate if he applied that acceptance rate to the current situation there should be no more problem although there's a sudden influx or so that incoming of the large number at this year last year,0.91283858,404.800s,404.300s,and,2,en-us,427.226580s
1739,0.88853484, and right now the if the numbers were maintained and since there was no problem in maintaining that particular acceptance rate if he applied that acceptance rate to the current situation there should be a normal problem although there's a sudden influx or so that incoming of the large number at this year last year,0.91283858,404.800s,404.400s,and,1,en-us,427.256650s
1794,0.86813086, we cannot accept more than what he had done previously without a safe angry life,0.91283858,428.300s,427.800s,we,2,en-us,435.735831s
1809,0.89463431, we cannot accept more than what he had done previously without a safe family life,0.91283858,428.300s,427.800s,we,1,en-us,435.805992s
1828,0.88194615, all right so well yeah I do agree we do in in a sense that since we have already signed their confession the government holds the responsibility to educate at least people about these conventions and are the country's responsibility International Society about refugees yeah I mean because because government lacks that I think that this kind of problem happens inside,0.76145279,448s,447.900s,all,1,en-us,477.400098s
1889,0.81841993, all right so well yeah I do agree we do in a sense that since we have already signed the confession the government holds the responsibility to educate at least people about these conventions and the are the country's responsibility International Society about refugees yeah I mean because because government lacks that I think that this kind of problem happened is that furry,0.77157569,448.100s,448s,all,2,en-us,477.660685s
1952,0.72175276, yeah well besides that,0.71316415,477.700s,477.400s,yeah,1,en-us,481.308941s
1956,0.91283864, well besides that,0.91283858,478.900s,478.400s,well,2,en-us,481.349029s
1959,0.87672949, you mentioned about rate of the two point two point four percent of the acceptance rate well I want to mention a little bit different view point of this,0.91283858,483.100s,482.900s,you,1,en-us,494.849576s
1988,0.80626935, you mentioned about rate of the two point two point four percent of their acceptance rate well I want to mention a little bit different Viewpoint of this,0.91283858,483.100s,482.900s,you,2,en-us,494.889665s
2016,0.72294426, well you said that it is really irregular death sudden influx of Romanian refugees in 2000 wait like 18 was really an irregular but well in general refugees don't have a choice of whether they want to go this country or that country just have an urge to escape their country and usually in that process they apply for the contactable curse and the book wasn't just a signpost,0.70581836,498.300s,497.700s,well,1,en-us,525.308489s
2085,0.73112297, well you said that it is really irregular does sudden influx of Romanian refugees in 2000 wait like 18 was really an irregular but well in general refugees don't have a choice of the whether they want to go this country with that contagious have an urge to escape their country and usually in that process they apply for the conduct of Brokers and the book was just assigned also,0.72159356,498.200s,497.800s,well,2,en-us,525.318509s
2155,0.85503989, okay I'll get this money and you just go that country so well it's not really their choices of arriving to judge you Allen and in that case we do have to consider the humanitarian and their Refugee status and Refugee status legally and lawfully in South Korea,0.91283858,526.100s,525.700s,okay,2,en-us,542.026309s
2203,0.7942012, okay I get this money and you just go that country so well it's not really their choices of arriving to church you Allen and in that case we do have to consider the humanitarian and their Refugee stages because Refugee status legally and lawfully in South Korea,0.91283858,526.100s,525.700s,okay,1,en-us,542.036335s
2254,0.91283858, so once again the,0.91283858,550.300s,550s,so,2,en-us,553.822999s
2258,0.91283858, so once again the,0.91283858,550.400s,549.900s,so,1,en-us,553.853070s
2262,0.8831985, we repeat the point that there was a sudden increase of from 41 people to over 500 people refugees suddenly coming to Korea although we have maintained a very low make the acceptance rate and the Brokers should have been aware of that however they did not take responsibility in your in your case according to what you mentioned so it's these people don't have a choice but so does Korea Korea,0.91283858,555.100s,554.600s,we,2,en-us,584.291934s
2334,0.83929235, we repeat the point that there was a sudden increase of from 41 people to over 500 people refugees suddenly coming to Korea although we have maintained a very low maintenance acceptance rate and the Brokers should have been aware of that however they did not take responsibility and your case according to much attention so it's these people don't have a choice but so does Korea Korea,0.91283858,555.100s,554.600s,we,1,en-us,584.301959s
2402,0.80519485, it's not ready for accepting me more than two point four percent at the moment because currently again once again we have not had strict policies about higher acceptance rates or in case of sudden a incoming of a large number of people in the general population was not aware,0.91283858,584.600s,584.500s,it's,2,en-us,605.249349s
2452,0.83994681, it's not ready for accepting the more than two point four percent at the moment because currently again once again we have not have strict policies about higher acceptance rates or in case of sudden a incoming of a large number of people in the general population was not aware,0.91283858,584.600s,584.500s,it's,1,en-us,605.259374s
2504,0.84121233, we are doing everything that is legal in terms of examining the people and making sure that the right people but you cannot say that the attitude of,0.91283858,612.100s,611.800s,we,2,en-us,624.673295s
2532,0.91283864, unpreparedness it's wrong and that this is the natural reaction of the people in Korea you have to accept that,0.91283858,626.300s,625.300s,unpreparedness,2,en-us,633.342909s
2552,0.64411604, I think someone here are you,0.57959414,635.900s,635.800s,I,2,en-us,640.308669s
2558,0.89530742, we are doing everything that is legal in terms of examining the people and it gives her that are the right people but we cannot say that the attitude of unpreparedness is wrong and that this is the natural reaction of the people in Korea and we have to accept that take some of your are you,0.91283858,612.100s,611.800s,we,1,en-us,641.180645s
2615,0.89990205, okay so well since this is my final remarks I just want to mention it briefly about the whole argument of myself so I do think that we have to accept more I mean at least in this case you have to accept or after the thorough examination we have to accept this Romanian refugees arrived in Jeju Island and well of course as I mentioned over and over again it's all based on,0.72486818,653s,649.900s,okay,2,en-us,679.898239s
2689,0.72937006, I don't we can start up right now okay so well since it's my final remarks I just want to mention briefly about the whole argument of myself so I do think that we have to accept more I mean at least in this case you have to affect or after the thorough examination you have to accept this Romanian refugees arrived in judge Allah and well of course as I mentioned him over and over again it's all based on,0.91283858,650.200s,650.200s,I,1,en-us,679.908265s
2770,0.89403951, Refugee Convention as we have signed in 1994 it is our promise to the international Society at that we are going to accept the refugees then it is also it's not really one-sided it's intervene a fishery for example if something happens in Korea and if Korean people is case South Korea for areas of different reasons about the threats well we redo it's packed that other nations who scientists,0.91283858,680.300s,679.900s,Refugee,2,en-us,709.876062s
2840,0.80707282, Refugee Convention as we have signed in 1994 it is our promise to the international society that we are going to accept the refugees and it is also it's not really one-sided it's in turbine a fishery for example if something happens in Korea and if Korean people is case South Korea for various of different reasons about the threats well we do expect that other nations who scientists,0.91283858,680.300s,679.900s,Refugee,1,en-us,709.886088s
2909,0.73171502, fashion except ourselves as a refugee and just like we may accept this your minion work which is right now in the southern coast of 2018 so yeah I do urge them you have to assign more and more research has to this Romanian refugees at least and of course it should be all based on the legal legal boundary we have to examine their urgent needs and whether they are really in threat in there,0.87850922,710.400s,709.900s,fashion,2,en-us,739.893977s
2985,0.76430738, fashion except ourselves as a refugee and just like we may accept this Romanian refugees right now in the summer of 2018 so yeah I do urge that we have to assign more and more research has to this Dominion refugees at least and of course it should be all based on the illegals legal boundary we have to examine their urgently stand whether they are really in threat in there,0.91283858,710.400s,709.900s,fashion,1,en-us,739.904003s
3056,0.91283852, but yeah in that process those refugees should be guaranteed those humanitarian issues like they're eating sand clothing staff also lawful and fair processes,0.91283858,741.500s,740.800s,but,2,en-us,755.419102s
3080,0.79039592, but yeah in that process those refugees should be guaranteed those humanitarian issues like their meetings and clothing staff also lawful and fair processes,0.91283858,741.500s,740.800s,but,1,en-us,755.449173s
3106,0.87621617, all right overall once again I want to repeat that I'm against accepting the refugees currently in Jeju for entering America and although the Korea Korea has signed a petition the agreement to accept refugees in the past but the nation itself decides how much how many people enter the country and it has done a very well good job mate,0.91283858,760.400s,760.400s,all,2,en-us,790.057470s
3167,0.8148129, all right overall once again I want to repeat that against accepting the refugees currently in Jeju for entering America and although the Korea Korea has signed the petition the agreement to accept refugees in the past but the nation itself decides how much how many people enter the country and it has done very well good job men,0.91283858,760.500s,760.400s,all,1,en-us,790.067496s
3226,0.78747278, meaning the low number considering its monocultural society and the single race mess of Korea and how it is like,0.62366998,790.400s,790.100s,meaning,2,en-us,801.723864s
3246,0.77993757, I mean bubble number considering its monocultural society and the single race - of Korea and how it is like,0.91283858,790s,790s,I,1,en-us,801.733890s
3266,0.67473733, it is balancing is trying its best to balance the amount of effort and research has gone into the,0.91283858,802.800s,802.700s,it,1,en-us,810.974798s
3285,0.76523632, it's balancing trying its best to balance the amount of effort and resources gone into the own citizens compared to the foreigners for entering without prior notice and they're doing its best to balance out and currently the conditions are not on that,0.56619734,803.100s,802.700s,it's,2,en-us,826.560055s
3328,0.70510232, own citizens compared to the foreigners for entering without prior notice and they're doing its best to balance out and currently the conditions are not that you want to be able to fully take care of the refugees in large amounts so we are not ready yet to accept them in Korea,0.91283858,811.900s,811.600s,own,1,en-us,838.677474s
3380,0.7608273, I want to be able to fully take care of the refugees in large amounts so we are not ready yet to accept them in Korea and once the refugee Center they should also accept the consequences that are Korean government has such a limited,0.57372296,826.800s,826.800s,I,2,en-us,848.078740s
3425,0.9128387, once the refugees enter they should also accept the consequences that are Korean government has set to Unlimited,0.91283858,839.300s,839.100s,once,1,en-us,848.148902s
3444,0.77445012, okay experience is over now,0.69130957,850.100s,849.800s,okay,1,en-us,853.982100s
3449,0.4819783, Sprint is over now,0.36256883,851.600s,851.500s,Sprint,2,en-us,854.002141s
