,results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
2054,0.89444441, but are they actually call themselves Muslims or do they call themselves another word for their terrorist group it depends they call themselves Muslims,0.91283858,483.200s,482.900s,but,2,en-us,493.997649s
2078,0.91283852, but are they actually call themselves Muslims or do they call themselves another word for their terrorist group it depends they call themselves Muslims,0.91283858,483.100s,482.800s,but,1,en-us,494.017693s
2102,0.7821942, so you're saying that terrorist people don't call themselves Muslims some don't some were just a group that there were an activist are trying to defend their own country and then they ended up getting the support of America and they became this huge terrorist groups like for example Isis,0.91283858,495.900s,495.600s,so,2,en-us,514.965087s
2152,0.71221125, so you're saying the terrorist people don't call themselves Muslims some don't some were just a group that there were an activist are trying to defend their own country and then they ended up getting the support of America and then they became this huge terrorist group like for example Isis,0.91283858,495.900s,495.600s,so,1,en-us,515.005177s
2204,0.8881377, so how is Isis so huge where is happening make money they got their first support from the US and then when Saddam Hussein died they go bigger how did they grew bigger where did they get all the equipment the weapons they got the Weaponry from the America before before said I was saying died so they got all the weapons before silencing and they're still have those weapons yeah and then they sell was weapons being fine,0.91283858,519.300s,519s,so,1,en-us,546.827173s
2283,0.84688842, so how is Isis so shoot wearing because they make money they got their first support from the US and then once that I'm Hussein died they go bigger how did they grew bigger where did they get all the equipment the weapons they got Weaponry from the America before before said I was saying died so they go all my weapons before silencing and they're still have those weapons yeah and then they sell those weapons being funny baking fall,0.91283858,519.400s,519.100s,so,2,en-us,547.749260s
2364,0.79744589, they gain followers followers make - definitely a huge support from some certain government and most people assume that it's from Saudia Arabia now it's prob maybe Saudi Arabia but in the beginning are why is Sandy Arabia supporting the Isis,0.91283858,547s,546.900s,they,1,en-us,563.785540s
2405,0.7762652, definitely a huge support from some certain government and most people assume that it's from Saudia Arabia now it's probably maybe Saudi Arabia but in the beginning it was why is that your labia supporting the Isis,0.91283858,549.700s,549s,definitely,2,en-us,563.835654s
2442,0.76982993, because the Muslim Brotherhood the Muslim idea what Isis is doing is the doing exactly what the Quran is they're saying then what is a bomb their own mosque,0.91283858,565.300s,564.700s,because,1,en-us,577.225949s
2471,0.7726686, because the Muslim Brotherhood the Muslim idea what Isis is doing is they're doing exactly what the Quran is very saying then what is a bomb their own mosque,0.91283858,565.300s,564.700s,because,2,en-us,577.436426s
2500,0.71042734, they didn't bomb their own laws they terrorized their own walk and it's not like every Muslim is a terrorist and everything was good I never said every Muslim is a terrorist I'm saying terrorists are Muslim but not every Muslim is a terrorist,0.70224595,578.500s,578.400s,they,1,en-us,596.429396s
2544,0.83176738, they didn't bomb their own laws they terrorize their own walk and it's not like every Muslim is a terrorist if everyone's I'm saying terrorists are Muslim but not every Muslim is a terrorist,0.91283858,578.600s,578.400s,they,2,en-us,596.449442s
2578,0.89447695, then not every terrorist is a Muslim,0.90680552,597.700s,597.400s,then,1,en-us,599.746901s
2585,0.89226544, then not every terrorist is a Muslim,0.88817173,597.600s,597.300s,then,2,en-us,600.217968s
2592,0.75733268, most terrorists are Muslim but then they do good time whose turn is it okay that was fun,0.86681646,602.300s,601.900s,most,2,en-us,614.961324s
2610,0.76865411, look the most terrorists are Muslim but then they do we tap whose turn is it 10 minutes,0.91283858,601.800s,601.500s,look,1,en-us,614.971346s
