,results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
1247,0.89678913, the proportions are amazing how how much actually goes into the tree and how little goes into public service and I just don't think that that's the first thing that we should focus on it's not a weighing scale between all the cool people Korean and the yemeni people,0.91283858,317.100s,317s,the,2,en-us,336.691748s
1297,0.88430119, how much actually goes into the tree and a little goes into public service and I just don't think that that's the first thing that we should focus on it's not a weighing scale between all the poor people of Korean and the yemeni people,0.91283858,320.500s,320.400s,how,1,en-us,340.911297s
1344,0.77707356, you talked about the money you talk about life we can reject the money that goes into the military and we start to take care of the yemeni citizen strength but that's quite it's not asking for that we all those amazing peaceful we are in a crisis of world and I was going to Korea and there are political factions including the tug of Americans that encourages and force us to,0.91283858,344.700s,344.600s,you,1,en-us,373.234427s
1416,0.70748818, you talk about the money in talk about like we can reject the money that goes into the military and we start to take care of the yemeni citizen strength but that's quite another it's not as simple as that we all the amazing peaceful we are in a crisis of learning I was basically and there are political factions including the Cubs of Americans that encourages and force us to spend extra,0.91283858,344.700s,344.500s,you,2,en-us,374.116420s
1489,0.90759021, and extraneous amount of money towards the military for their own safety and for our own safety as well so,0.91283858,373.600s,373.300s,and,1,en-us,381.683542s
1509,0.68195933, the amount of money towards the military for their own safety and for our own safety as well so,0.57488042,374.300s,374.200s,the,2,en-us,381.693563s
1528,0.75117499, sure it's a good idea if if we just if he stopped the war and reject money eatery that money to the yemeni citizens but if that doesn't but that's not that's quite what realistically now there are forces that we have to contend with and they may not allow us to make that decision so easily,0.91283858,383.600s,383.300s,sure,2,en-us,407.602180s
1585,0.90086526, sure it's a good idea is if he just if he stopped the war and reject money III read that money to the yemeni citizens but if that doesn't but that's not that's quite realistically man there are forces that we have to contend with and they may not allow us to make that decision so easily,0.91283858,383.600s,383.300s,sure,1,en-us,407.602183s
1642,0.78730905, so what I'm seeing is that like taking Indian citizens is great but only if the situation with situation allows self I mean I think that our society can take care of that right now,0.91283858,408.900s,408.300s,so,2,en-us,422.686307s
1677,0.70918214, so what I'm seeing is that like taking Indian citizens is great but only if the situation would situation a lot of stuff I'm I don't think that our society can take care of that right now,0.91283858,408.900s,408.300s,so,1,en-us,422.716378s
1714,0.91283858, what,0.91283858,428.200s,427.900s,what,2,en-us,429.351386s
1715,0.90838128, what,0.90838128,428.200s,427.900s,what,1,en-us,429.361412s
1719,0.89664656, I mean I guess we can go about the whole allocation of money thinking much more detailed,0.91283858,437.700s,437.600s,I,2,en-us,445.227305s
1736,0.89207685, I mean I guess you can go about the whole allocation of money thinking much more detailed,0.91283858,437.700s,437.600s,I,1,en-us,445.227308s
1753,0.91283858, my main point is that,0.91283858,446.100s,445.900s,my,1,en-us,449.857784s
1758,0.91283858, my main point is that,0.91283858,446.100s,445.900s,my,2,en-us,449.887849s
1763,0.81155425, the first thing that we think you know taken away so to speak the from the tax money shouldn't be Department of Public Service it's not as if this is a my point still stands that it's not as the money going into the amnesty of these yemeni people is is directed straight,0.91283858,451.400s,451.300s,the,2,en-us,480.426943s
1816,0.78570515, the first thing that we think you know taken away so to speak the from the tax money shouldn't be the Department of Public Service it's not as if this is a my point still stands that it's not having the money going into the amnesty of these yemeni people is is directed straight,0.91283858,451.400s,451.300s,the,1,en-us,480.426946s
1870,0.82260102, from the public service cut,0.91283858,480.700s,480.500s,from,2,en-us,482.381364s
1875,0.76368678, from the public service country,0.91283858,480.700s,480.500s,from,1,en-us,482.381367s
1883,0.70365822, man I really do not know what the topic is,0.58742452,490.600s,490.400s,man,2,en-us,495.571206s
1893,0.86628157, I really do not know what the topic is,0.91283858,490.700s,490.600s,I,1,en-us,495.651390s
1902,0.89596963, but I would still like to say like sick,0.91283858,497.600s,497.400s,but,2,en-us,504.661773s
1911,0.85883957, but I would still like to say I was like 6,0.91283858,497.600s,497.400s,but,1,en-us,504.772026s
1922,0.91283852, at least at least we should really focus on,0.91283858,506.500s,506.200s,at,1,en-us,509.703182s
1931,0.91283852, at least at least we should really focus on,0.91283858,506.500s,506.200s,at,2,en-us,509.753292s
1940,0.91283858, if there are other countries,0.91283858,512.400s,512s,if,2,en-us,514.754608s
1945,0.91283858, if there are other countries,0.91283858,512.400s,512s,if,1,en-us,514.764633s
1950,0.75909346, many people could realistically move to Ocean Fasteners the why isn't this happening already and the second point is,0.62917429,517.900s,517.500s,many,2,en-us,526.841955s
1969,0.76860845, that is your daily people could realistically go to Ocean First consider the wires it is happening already and the second point is,0.91283858,516s,515.700s,that,1,en-us,526.902093s
1992,0.78977442, I think people are focusing way too much on what to have these people inside the country or not rather than you know how to solve this crisis not know how to solve this question about what you know what we can do to help this crisis and we had to we should really think about what if people,0.91283858,530.100s,530s,I,2,en-us,545.303724s
2051,0.71832204, I think people focusing way too much work to have these people inside the country or not rather than you know how to solve this crisis now know how to solve this question about what you know what we can do to help this crisis and we had to we should really think about what its people,0.37035769,530.100s,530s,I,1,en-us,546.636742s
2116,0.8453123, I didn't catch that last part,0.91283858,556.400s,556.200s,I,2,en-us,561.069393s
2122,0.86739773, I didn't catch the last part though I'm just,0.91283858,556.700s,556.200s,I,1,en-us,561.069395s
2131,0.74986279, so putting aside the matter of money to 15 I'll take over from here,0.91283858,562.500s,562.100s,so,1,en-us,568.826946s
2145,0.76181358, putting aside the matter for me to take on over here,0.91283858,562.900s,562.600s,putting,2,en-us,569.017375s
2156,0.78304237, sure there are there are pure refugees who came to create to the best of my knowledge there are people who escaped from Yemen to my region for nine days and after that I increase our update came to Korea because they couldn't stay in Malaysia anymore so I'll sure if those refugees may be in a dire need for a place to live but there are more people that food simply came to Korea,0.91283858,570.800s,570.600s,sure,1,en-us,599.406131s
2231,0.8265503, sure there are there are purities who came to create to the best of my knowledge there are people who is giving me a minute to my Legion for nine days and after that I engage our they came to Korea because they couldn't stay in Malaysia anymore so I'll sure those refugees may be in a dire need for a place to live but there are more people that food since it came to Korea,0.91283858,570.800s,570.600s,sure,2,en-us,599.446219s
2307,0.73947781, because it because in their kind of these it has a very looking for better living conditions,0.65950257,601s,600.200s,because,1,en-us,609.559101s
2324,0.80537498, or because it because in their communities it has a very difficult very very conditions for,0.74858636,600.200s,600s,or,2,en-us,609.589167s
