,results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
653,0.80717272, each other but then the Saudi Saudi Arabia and many other middle is confused who bleep who have National religion of Islam or not accepting refugees when they are the main cause of the so I don't think like it when Islam's or not of sexy instruments,0.91283858,217s,216.800s,each,2,en-us,242.408439s
700,0.8074348, each other but then the Saudi Saudi Arabia and many other middle is confused horribly who have National religion of Islam or not accepting refugees when they are the main cause of the so I don't think like it when Islam's or lot of sex with instruments,0.91283858,216.900s,216.700s,each,1,en-us,242.929617s
749,0.77715409, today's some questions in Brick,0.79980552,246.100s,245.600s,today's,1,en-us,249.033427s
754,0.81194496, today some Christians in Greek,0.91283858,246s,245.600s,today,2,en-us,249.043450s
759,0.74267972, can you I don't understand the meaning of religious,0.50147265,249.900s,249.700s,can,2,en-us,253.633835s
768,0.79102576, can you I don't understand the meaning of religious,0.65504688,249.900s,249.700s,can,1,en-us,253.683948s
777,0.8394115, okay and first u.s. mentioned that,0.91283858,256.900s,256.500s,okay,1,en-us,265.009572s
783,0.80140734, okay in first u.s. mentioned that,0.91283858,256.900s,256.500s,okay,2,en-us,265.059686s
789,0.91283864, refugees the definition of refugees not obvious right in myself in Constitution,0.91283858,266.500s,265.800s,refugees,1,en-us,278.109210s
801,0.91283852, there is no different there's no evidence why we,0.91283858,280.100s,279.900s,there,1,en-us,286.879051s
810,0.89005804, refugees the definition of refugees not obvious right in myself in Constitution there is no different there's no evidence why we,0.91283858,266.600s,265.800s,refugees,2,en-us,286.959233s
831,0.91283858, differentiate,0.91283858,289.100s,288.200s,differentiate,1,en-us,289.384720s
832,0.91283858, differentiate,0.91283858,289.100s,288.200s,differentiate,2,en-us,289.424811s
833,0.82864255, people retain Refugee and others,0.91283858,290.900s,290.500s,people,2,en-us,292.902679s
838,0.8470282, people are between Refugee and others,0.91283858,290.800s,290.500s,people,1,en-us,292.952792s
844,0.91283858, so,0.91283858,294.500s,293.700s,so,2,en-us,294.867124s
845,0.91283858, so,0.91283858,294.500s,293.700s,so,1,en-us,294.897191s
846,0.91283858, I think Refugee Yemen is Refugee should be there with,0.91283858,296.400s,296.200s,I,2,en-us,304.198235s
856,0.86180699, I think Refugee Germany's Refugee should be there with,0.91283858,296.400s,296.200s,I,1,en-us,304.228303s
865,0.79534042, compared with same as yeah I mean yeah,0.91283858,306.900s,306.500s,compared,2,en-us,311.705220s
873,0.80722553, compared with same have yeah I mean yeah,0.91283858,306.900s,306.500s,compared,1,en-us,311.715242s
885,0.74623328, it's really just there is like so the first reason why disagree with accepting refugees is because of like many other Islamic countries are not accepting refugees and the second reason is that like Islam is a little its,0.89084703,321.800s,321.700s,it's,2,en-us,340.961411s
924,0.76840001, there is like so the first reason why disagree with accepting refugees as because of like many other Islamic countries are not accepting refugees and the second reason is that like Islam is although it's,0.91283858,325s,324.700s,there,1,en-us,341.011524s
959,0.84214032, getting a bit better Islam is still a very sexist religion and Islam woman is treated,0.91283858,342.300s,341.900s,getting,1,en-us,350.793655s
975,0.84309846, getting a bit better Islam is still a very sexist religion and and Islam woman is treated,0.91283858,342.300s,342s,getting,2,en-us,350.813701s
992,0.70803571, like a property of man I think but when a man is speed refuges come to Korea they still holds that idea in their mind and so before but then Korea accepted them before going through like lecture like before educating them about why like man and woman should be treated equally and so with that idea,0.91283858,352.200s,351.800s,like,2,en-us,381.583316s
1049,0.68508291, like a property of man I think that when a man is Pete refugees come to Korea or they still holds that idea in their mind and so before but then Korea accepted them before going through like like you're like before educating them about why like man and woman should be treated equally and so with that idea,0.91283858,352.200s,351.800s,like,1,en-us,381.603361s
1108,0.8165831, might that woman is a property of matter I believe that many yemenis people who might cause of problems in Korea in Jeju Island and yeah,0.7094565,381.900s,381.600s,might,2,en-us,397.970391s
1134,0.79842669, mind that woman is a property of matter I believe that many yemenis who might cause a problem in Korea enjoyment and yeah it's your prediction right that's true so I mentioned that steak that issues in,0.91283858,381.900s,381.600s,mind,1,en-us,411.581184s
1171,0.61895907, I guess your prediction right that's true so I mention that state that issues in,0.38436759,399s,398.400s,I,2,en-us,411.601230s
1187,0.78616565, second reason and like my second reason was there's no reason why we,0.91283858,413.200s,412.800s,second,1,en-us,419.849891s
1200,0.9128384, the second reason and like my second reason was there's no reason why we treat sorry the yemenis refugees haven't caused critical research paper so the prediction is that relation are in myself,0.91283858,412.800s,412.800s,the,2,en-us,433.931752s
1233,0.88810688, yeah and you compare Korea with,0.91283858,435.800s,435.400s,yeah,2,en-us,440.145811s
1239,0.76157141, 33 the yemenis refugees haven't caused critical issues before so the prediction is that Nation are in myself yeah and you compare Korea with,0.53733587,421s,420.600s,33,1,en-us,440.155833s
1263,0.818784, Isla country,0.91283858,441.800s,441.300s,Isla,2,en-us,445.217285s
1265,0.91283858, Isla countries yeah but,0.91283858,441.800s,441.300s,Isla,1,en-us,445.257375s
1269,0.81397104, Islam countries and in myself in my opinion it's one countries and Korea is different or different because eligius regions regions are Korea in Korea prepare have three right to choose any religion but in Islam countries they do,0.91283858,446.800s,446.400s,Islam,1,en-us,472.549121s
1308,0.78797424, Islam countries and in myself in my opinion it's one countries and Korea is different or different because Ali Just reaches regions of Korea in Korea people have free right to choose any religion but in Islam countries they don't,0.91283858,446.800s,446.400s,Islam,2,en-us,472.609258s
1348,0.86986965, they can't,0.91283858,473.700s,473.500s,they,2,en-us,474.523589s
1350,0.78161436, they can't and other primary her point of view,0.91283858,473.700s,473.500s,they,1,en-us,480.126264s
1359,0.82271236, and other primary bigger point of view,0.91283858,476.100s,475.800s,and,2,en-us,480.136288s
1366,0.7737208, there's very very different laws in each country yes so their country their cultures are different they're such thinking is different so that reason is the proper in myself,0.91283858,481.900s,480.900s,there's,2,en-us,498.748397s
1395,0.8341049, there's very very different laws in each country yes so their country their cultures are different they're such thinking is different so that reason is the proper in myself,0.91283858,481.900s,480.900s,there's,1,en-us,499.019008s
1425,0.9128387, I agree with your idea that like if there are refugees coming over to Korea because they were,0.91283858,500.700s,500.700s,I,1,en-us,510.545085s
1443,0.72377974, I agree with your idea that like if there are refugees coming over to Korea because they were treated unfairly did to their religion and other countries then I think like looking through the Korea does have a third of things about like who is Refugee who is considered a refugee and Chris not and after going through lead role,0.4864676,502.300s,502.300s,I,2,en-us,532.143953s
1503,0.75964075, treated unfairly due to their religion and other countries then I think like looking like Korea does have a set of things about like food is Refugee who is considered a refugee and who's not and after going your lead role and Rudi schools I think that if they are treated unfairly in religion then they should be accepted as Koreans I mean they should be,0.91283858,511.700s,511.200s,treated,1,en-us,540.993974s
1569,0.90508837, I think that if they are treated unfairly in religion then they should be accepted as Koreans I mean they should be accepted in refugees as refugees in Korea but then these yemenis people or not that case like they do to Korea because of the war but then the problem is that the world was created like door was closed by the Islam's fighting over but then Korea is not an Islamic country so I believe,0.91283858,533s,532.900s,I,2,en-us,562.121776s
1646,0.87725347, in refugees as refugees in Korea but then these yemenis people or not that case like they do to Korea because of the war but then the problem is that the world was created like the war was caused by the Islam's fighting over but then Korea is not an Islamic country so I believe the Sinister Islamic other Islamic countries or the colors of the world so Islamic countries must be,0.91283858,541.700s,541.500s,in,1,en-us,568.566355s
1718,0.7739895, the since the Islamic other Islamic countries are the clothes of the world though Islamic countries must be,0.91283858,562.600s,562.100s,the,2,en-us,568.566357s
1736,0.79740214, like most have what's the most have some responsibilities of these refugees but then they're not taking any responsibility so like why does Korea have to take the responsibility,0.91283858,570.100s,569.800s,like,2,en-us,586.326538s
1765,0.79120815, like most high most have some responsibility of these refugees but then they're not taking any responsibility so like why does Korea have to take the responsibility,0.91283858,570.200s,569.900s,like,1,en-us,586.336560s
1792,0.7533924, okay,0.7533924,589.400s,588.900s,okay,2,en-us,589.904634s
1793,0.91283858, okay,0.91283858,589.300s,588.900s,okay,1,en-us,589.944723s
1794,0.85243213, work yeah in some point I agree with your opinion and your steak burn is real good good in myself but,0.91283858,593.200s,592.700s,work,2,en-us,608.977786s
1815,0.90977967, work yeah in some point I agree with your opinion and your statement is real good good in myself but,0.91283858,593.200s,592.700s,work,1,en-us,608.997830s
1835,0.90368217, from in Beaker respect the respect you have to suggest very critical or significant issues about this in do respect because if you can't then The Courier,0.91283858,610.700s,610.200s,from,2,en-us,631.869577s
1862,0.84907329, from in liquor respect the respect you have to suggest very critical or significant issues about this in do respect because if you can't then The Courier,0.91283858,610.700s,610.300s,from,1,en-us,632.029939s
1889,0.80295748, what curse income cannot there with this issue and cannot change the,0.91283858,632.900s,632.700s,what,1,en-us,640.619372s
1901,0.76259005, workers income cannot deal with this issue and cannot change the,0.91283858,633.500s,632.700s,workers,2,en-us,640.629396s
1912,0.69776684, in this issue your suggestion is very proper but there's no record evidence,0.91283858,643.100s,643s,in,1,en-us,653.338148s
1925,0.9128387, no in this issue yeah your suggestion is very proper but there's no record evidence,0.91283858,642s,641.600s,no,2,en-us,653.338149s
1940,0.81710452, so we'll stop to extremely here,0.91283858,654.700s,654.400s,so,1,en-us,656.615563s
1946,0.60577154, so we'll stop to extremely here,0.91283858,654.900s,654.400s,so,2,en-us,656.695745s
