seconds,arousal,valence,happy,angry,nervous,sad
265.0,2.333,3.0,1.333,1.0,1.0,1.0
270.0,2.333,3.0,1.333,1.0,1.0,1.0
275.0,2.667,3.0,1.333,1.0,1.0,1.0
280.0,3.0,3.0,1.333,1.0,1.0,1.0
285.0,3.0,3.0,1.333,1.0,1.0,1.0
290.0,3.0,3.0,1.333,1.0,1.0,1.0
295.0,2.333,3.0,1.333,1.0,1.0,1.0
300.0,2.333,3.0,1.333,1.0,1.0,1.0
305.0,2.333,2.667,1.333,1.0,1.0,1.0
310.0,2.333,2.667,1.333,1.0,1.0,1.0
315.0,3.0,3.0,1.333,1.0,1.333,1.0
320.0,3.333,3.0,1.333,1.0,1.333,1.0
325.0,3.667,3.0,1.333,1.0,1.333,1.0
330.0,3.333,3.0,1.333,1.0,1.333,1.333
335.0,3.667,3.333,1.333,1.0,1.333,1.333
340.0,4.0,3.333,1.333,1.0,1.333,1.0
345.0,4.0,3.333,1.333,1.0,1.333,1.0
350.0,4.333,3.333,1.333,1.0,1.333,1.0
355.0,4.333,3.333,1.333,1.0,1.333,1.0
360.0,4.333,3.333,1.333,1.0,1.333,1.0
365.0,4.0,3.333,1.333,1.0,1.333,1.0
370.0,4.0,3.333,1.333,1.0,2.0,1.0
375.0,4.333,3.333,1.333,1.0,1.333,1.0
380.0,4.0,3.333,1.333,1.0,1.333,1.0
385.0,4.0,3.333,1.333,1.0,1.333,1.0
390.0,4.333,3.333,1.333,1.0,1.333,1.0
395.0,3.333,3.333,1.333,1.0,1.333,1.0
400.0,3.333,3.333,1.333,1.0,2.0,1.0
405.0,3.333,3.333,1.333,1.0,1.0,1.0
410.0,3.0,3.333,1.333,1.0,1.0,1.0
415.0,3.0,3.333,1.333,1.0,1.0,1.0
420.0,3.0,3.333,1.333,1.0,1.0,1.0
425.0,3.0,3.333,1.333,1.0,1.0,1.0
430.0,3.0,3.333,1.333,1.0,1.0,1.0
435.0,3.0,2.667,1.333,1.0,1.0,1.0
440.0,3.0,2.667,1.333,1.0,1.0,1.0
445.0,3.0,2.667,1.333,1.0,1.0,1.0
450.0,3.0,3.0,1.333,1.0,1.0,1.0
455.0,3.0,3.0,1.333,1.0,1.0,1.0
460.0,2.667,3.0,1.333,1.0,1.0,1.0
465.0,2.667,3.0,1.333,1.0,1.0,1.0
470.0,2.667,3.0,1.333,1.0,1.0,1.0
475.0,2.667,3.0,1.333,1.0,1.0,1.0
480.0,2.667,3.0,1.333,1.0,1.0,1.0
485.0,2.667,3.0,1.333,1.0,1.0,1.0
490.0,2.667,3.0,1.333,1.0,1.0,1.0
495.0,2.667,3.0,1.333,1.0,1.0,1.0
500.0,2.667,3.0,1.333,1.333,1.333,1.0
505.0,3.333,3.0,1.333,1.333,1.333,1.0
510.0,3.333,3.333,1.333,1.333,1.333,1.0
515.0,3.333,3.0,1.333,1.333,1.333,1.0
520.0,3.667,3.0,1.333,1.333,1.333,1.0
525.0,3.667,3.0,1.333,1.333,1.333,1.0
530.0,3.667,3.0,1.333,1.333,1.333,1.0
535.0,3.333,3.0,1.333,1.333,1.333,1.0
540.0,3.667,3.0,1.333,1.333,1.333,1.0
545.0,3.667,3.0,1.333,1.333,1.333,1.0
550.0,3.667,3.0,1.333,1.333,1.333,1.0
555.0,3.667,3.0,1.333,1.333,1.333,1.0
560.0,3.333,3.0,1.333,1.333,1.333,1.0
565.0,3.667,3.0,1.333,1.333,1.333,1.0
570.0,3.667,3.0,1.333,1.333,2.0,1.0
575.0,3.333,3.0,1.333,1.333,2.0,1.0
580.0,3.667,3.0,1.333,1.333,2.333,1.0
585.0,3.667,3.0,1.333,1.333,2.333,1.0
590.0,3.667,3.333,1.333,1.333,2.0,1.0
595.0,3.667,3.333,1.333,1.333,1.667,1.0
600.0,3.333,3.333,1.333,1.333,1.667,1.0
605.0,3.333,3.333,1.667,1.333,1.333,1.0
610.0,3.333,4.0,2.0,1.333,1.333,1.0
615.0,3.333,3.333,1.667,1.333,1.333,1.0
620.0,3.333,3.333,1.333,1.333,1.333,1.0
625.0,3.333,3.333,1.333,1.333,1.333,1.0
630.0,3.333,3.333,1.333,1.333,1.333,1.0
635.0,3.0,3.333,1.333,1.333,1.333,1.0
640.0,3.0,3.333,1.333,1.333,1.333,1.0
645.0,3.0,3.333,1.333,1.333,1.333,1.0
650.0,2.0,3.0,1.0,1.0,1.0,1.0
655.0,2.0,3.0,1.0,1.0,1.0,1.0
660.0,2.0,3.0,1.0,1.0,1.0,1.0
665.0,4.0,3.0,1.0,1.0,1.0,1.0
