seconds,arousal,valence,happy,angry,nervous,sad
185.0,3.667,3.667,2.0,1.0,2.333,1.0
190.0,3.667,3.667,2.0,1.0,2.0,1.0
195.0,3.667,3.667,2.0,1.0,2.0,1.0
200.0,3.0,3.667,2.0,1.0,2.0,1.0
205.0,3.667,3.667,2.0,1.0,2.0,1.0
210.0,3.667,3.667,1.667,1.0,2.333,1.0
215.0,3.667,3.667,1.667,1.0,2.333,1.0
220.0,3.0,3.667,1.667,1.0,2.667,1.0
225.0,2.667,3.333,1.333,1.0,1.667,1.0
230.0,3.0,3.0,1.333,1.0,1.667,1.0
235.0,2.667,3.0,1.333,1.0,1.667,1.0
240.0,2.667,3.0,1.333,1.0,1.667,1.0
245.0,2.667,3.0,1.667,1.333,1.667,1.0
250.0,2.667,3.0,1.667,1.333,1.667,1.0
255.0,3.667,3.667,2.667,1.0,1.333,1.0
260.0,4.0,4.0,2.0,1.0,1.0,1.0
265.0,3.667,3.0,1.667,1.333,1.333,1.0
270.0,3.667,2.667,1.333,1.667,1.333,1.0
275.0,3.333,2.667,1.333,1.667,1.333,1.0
280.0,3.333,2.667,1.333,1.667,1.333,1.0
285.0,3.333,2.667,1.333,1.667,1.333,1.0
290.0,3.0,2.667,1.333,1.667,1.333,1.0
295.0,3.0,2.667,1.333,1.333,1.333,1.0
300.0,3.0,2.667,1.333,1.333,1.333,1.0
305.0,3.0,2.667,1.333,1.333,1.333,1.0
310.0,3.0,3.333,1.0,2.333,1.333,1.667
315.0,3.0,3.333,1.0,2.333,1.333,1.667
320.0,3.0,4.0,1.0,2.0,1.333,1.667
325.0,3.0,4.0,1.0,2.0,1.333,1.667
330.0,2.667,3.0,1.333,2.333,1.667,1.667
335.0,2.667,3.0,1.333,2.667,2.333,1.667
340.0,2.667,2.667,1.333,2.667,2.0,1.667
345.0,3.333,3.0,2.0,2.0,2.333,1.333
350.0,3.333,3.0,2.0,2.0,2.0,1.333
355.0,3.333,3.0,2.0,2.0,2.0,1.333
360.0,3.333,3.0,2.0,2.0,2.0,1.333
365.0,3.333,3.0,2.0,2.0,2.0,1.333
370.0,3.333,3.667,1.667,2.0,2.0,1.333
375.0,3.333,3.667,2.0,2.0,2.0,1.333
380.0,3.333,3.667,2.0,2.0,2.0,1.333
385.0,3.0,4.0,2.0,2.0,2.0,1.333
390.0,3.0,4.0,2.0,2.0,2.0,1.333
395.0,3.0,4.0,2.333,1.667,2.0,1.333
400.0,3.0,4.0,2.0,1.667,2.0,1.333
405.0,2.667,4.0,2.0,1.667,2.0,1.333
410.0,3.333,4.0,2.0,1.667,2.0,1.333
415.0,3.0,3.667,2.0,1.667,2.0,1.333
420.0,3.0,3.667,2.0,1.667,2.0,1.333
425.0,3.0,3.0,2.0,1.667,2.333,1.333
430.0,3.333,3.0,2.0,1.667,2.333,1.333
435.0,2.667,4.0,2.0,1.667,2.0,1.333
440.0,2.667,4.0,2.0,1.667,2.0,1.333
445.0,2.667,4.0,2.0,1.667,2.0,1.333
450.0,2.333,4.0,2.0,1.667,2.0,1.333
455.0,3.0,3.667,1.667,2.0,2.0,1.333
460.0,3.0,3.667,1.667,1.667,2.0,1.333
465.0,3.0,3.667,1.667,2.0,2.0,1.333
470.0,3.0,3.667,1.667,2.0,2.0,1.333
475.0,3.0,3.667,1.667,2.0,2.0,1.333
480.0,3.0,3.667,1.667,2.0,2.0,1.333
485.0,3.0,4.0,2.0,1.667,2.0,1.333
490.0,3.0,3.0,1.667,2.333,2.0,1.333
495.0,3.0,3.0,1.667,2.333,2.0,1.333
500.0,3.0,3.0,1.667,2.333,2.0,1.333
505.0,3.667,3.0,1.667,2.333,2.333,1.333
510.0,3.667,3.0,1.667,2.333,2.0,1.333
515.0,3.667,3.667,2.0,2.0,2.0,1.333
520.0,3.333,3.333,1.667,1.667,1.0,1.0
525.0,3.333,3.667,1.667,1.667,1.0,1.0
530.0,3.333,3.333,1.667,1.667,1.0,1.0
535.0,3.0,3.333,1.667,1.667,1.0,1.0
540.0,3.0,3.333,1.667,1.667,1.0,1.0
545.0,2.667,3.667,1.667,1.667,1.0,1.0
550.0,3.0,3.333,1.667,1.667,1.0,1.333
555.0,3.0,3.333,1.667,1.667,1.0,1.333
560.0,3.0,3.333,1.667,1.667,1.0,1.333
565.0,3.0,2.667,1.667,1.667,1.0,1.333
570.0,3.0,2.667,1.667,1.667,1.0,1.333
575.0,3.0,2.667,1.667,1.667,1.0,1.333
580.0,3.0,2.667,1.667,1.667,1.0,1.333
585.0,3.0,2.667,1.667,1.667,1.0,1.333
590.0,3.0,3.333,1.667,1.667,1.0,1.333
595.0,3.0,3.0,2.0,1.667,2.0,1.0
600.0,3.0,3.0,2.0,1.667,2.0,1.0
605.0,3.0,3.0,2.0,1.667,2.0,1.0
610.0,3.0,3.0,2.0,1.667,2.0,1.0
615.0,3.333,3.0,2.0,1.667,2.0,1.0
620.0,3.333,2.667,2.0,1.667,2.0,1.0
625.0,2.0,3.0,1.0,1.0,1.0,1.0
630.0,2.0,3.0,1.0,1.0,1.0,1.0
635.0,2.0,3.0,1.0,1.0,1.0,1.0
