seconds,arousal,valence,happy,angry,nervous,sad
340.0,3.0,3.333,1.0,1.0,1.333,1.0
345.0,3.667,3.0,1.0,1.0,1.667,1.0
350.0,3.667,3.0,1.0,1.0,1.667,1.0
355.0,3.0,3.333,1.0,1.0,1.0,1.0
360.0,2.667,3.333,1.0,1.0,1.0,1.0
365.0,2.667,3.333,1.0,1.0,1.333,1.0
370.0,3.0,3.333,1.0,1.0,1.333,1.0
375.0,2.667,3.333,1.0,1.0,1.0,1.0
380.0,3.0,3.333,1.0,1.0,1.0,1.0
385.0,3.0,3.333,1.0,1.0,1.0,1.0
390.0,2.667,3.333,1.0,1.0,1.0,1.0
395.0,2.667,3.667,1.0,1.0,1.0,1.0
400.0,2.667,3.667,1.333,1.0,1.0,1.0
405.0,3.0,3.667,1.0,1.0,1.0,1.0
410.0,2.667,3.667,1.0,1.0,1.0,1.0
415.0,2.667,3.667,1.0,1.0,1.0,1.0
420.0,2.667,3.667,1.0,1.0,1.0,1.0
425.0,2.667,3.667,1.0,1.0,1.0,1.0
430.0,3.333,3.0,1.0,1.0,1.667,1.0
435.0,3.0,3.0,1.0,1.0,1.667,1.0
440.0,3.0,3.333,1.333,1.0,1.667,1.0
445.0,3.333,3.333,1.333,1.0,1.667,1.0
450.0,3.333,3.333,1.333,1.0,1.667,1.0
455.0,3.333,3.333,1.333,1.0,1.667,1.0
460.0,3.333,3.333,1.333,1.0,2.0,1.0
465.0,3.333,3.333,1.333,1.0,2.0,1.0
470.0,3.333,3.333,1.333,1.0,2.0,1.0
475.0,3.333,3.333,1.333,1.0,2.0,1.0
480.0,3.333,3.333,1.333,1.0,2.0,1.0
485.0,3.333,3.333,1.333,1.0,2.0,1.0
490.0,3.0,2.667,1.333,1.0,1.333,1.0
495.0,3.0,2.667,1.333,1.0,1.333,1.0
500.0,3.0,2.667,1.333,1.0,1.333,1.0
505.0,3.0,2.667,1.333,1.0,1.333,1.0
510.0,3.0,2.667,1.333,1.0,1.333,1.0
515.0,3.0,4.0,2.0,1.0,1.0,1.0
520.0,3.0,4.0,2.0,1.0,1.0,1.0
525.0,2.667,3.667,1.667,1.0,1.0,1.0
530.0,2.667,3.667,1.667,1.0,1.0,1.0
535.0,2.667,3.667,1.667,1.0,1.0,1.0
540.0,2.667,3.667,1.667,1.0,1.0,1.0
545.0,2.333,3.0,1.0,1.0,1.0,1.0
550.0,2.667,3.0,1.0,1.0,1.0,1.0
555.0,2.667,3.0,1.0,1.0,1.0,1.0
560.0,3.0,2.333,1.0,1.0,1.333,1.0
565.0,3.0,2.333,1.0,1.0,1.333,1.0
570.0,2.667,2.333,1.0,1.0,1.333,1.0
575.0,3.0,2.333,1.0,1.0,1.333,1.0
580.0,2.667,3.333,1.0,1.0,1.0,1.0
585.0,3.0,3.333,1.0,1.0,1.0,1.0
590.0,3.333,3.667,1.333,1.0,1.0,1.0
595.0,3.333,4.0,1.333,1.0,1.0,1.0
600.0,3.333,3.0,1.0,1.0,1.333,1.0
605.0,3.333,3.0,1.0,1.0,1.333,1.0
610.0,3.333,3.0,1.333,1.0,1.333,1.0
615.0,3.333,3.0,1.333,1.0,1.333,1.0
620.0,3.333,3.0,1.333,1.0,1.333,1.0
625.0,3.0,2.667,1.333,1.333,1.0,1.0
630.0,3.333,2.667,1.333,1.333,1.0,1.0
635.0,3.0,3.0,1.0,1.0,1.0,1.0
640.0,2.0,3.0,1.0,1.0,1.0,1.0
645.0,3.0,3.0,1.0,1.0,1.0,1.0
650.0,3.0,3.0,1.0,1.0,1.0,1.0
655.0,3.0,3.0,1.0,1.0,1.0,1.0
660.0,3.0,3.0,1.0,1.0,1.0,1.0
665.0,3.0,3.0,1.0,1.0,1.0,1.0
670.0,2.0,3.0,1.0,1.0,1.0,1.0
675.0,2.0,3.0,1.0,1.0,1.0,1.0
680.0,2.0,3.0,1.0,1.0,1.0,1.0
685.0,2.0,3.0,1.0,1.0,1.0,1.0
690.0,2.0,3.0,1.0,1.0,1.0,1.0
695.0,2.0,3.0,1.0,1.0,1.0,1.0
700.0,2.0,3.0,1.0,1.0,1.0,1.0
705.0,2.0,3.0,1.0,1.0,1.0,1.0
710.0,2.0,3.0,1.0,1.0,1.0,1.0
715.0,2.0,3.0,1.0,1.0,1.0,1.0
720.0,2.0,3.0,1.0,1.0,1.0,1.0
725.0,3.0,3.0,1.0,1.0,1.0,1.0
730.0,3.0,3.0,1.0,1.0,1.0,1.0
735.0,2.0,3.0,1.0,1.0,1.0,1.0
