seconds,arousal,valence,happy,angry,nervous,sad
210.0,3.0,3.333,1.0,1.0,1.0,1.0
215.0,3.0,3.333,1.0,1.0,1.0,1.0
220.0,2.667,2.667,1.0,1.0,1.0,1.667
225.0,2.667,2.667,1.0,1.0,1.0,1.667
230.0,2.667,2.667,1.0,1.0,1.0,1.667
235.0,2.667,2.667,1.0,1.0,1.0,1.667
240.0,2.667,2.667,1.0,1.0,1.0,1.667
245.0,2.667,2.667,1.0,1.0,1.0,1.667
250.0,2.667,2.667,1.0,1.0,1.0,1.667
255.0,2.667,2.667,1.0,1.0,1.0,1.667
260.0,2.667,2.667,1.0,1.0,1.0,1.667
265.0,2.333,2.667,1.0,1.0,1.0,1.667
270.0,2.333,2.667,1.0,1.0,1.0,1.667
275.0,2.333,2.667,1.0,1.0,1.0,1.667
280.0,3.333,2.667,1.0,1.667,1.333,1.333
285.0,3.333,2.667,1.0,1.667,1.333,1.333
290.0,3.0,2.667,1.0,1.667,1.333,1.333
295.0,3.0,2.667,1.0,1.667,1.333,1.333
300.0,3.333,2.667,1.0,1.667,1.333,1.333
305.0,3.0,2.667,1.0,1.667,1.333,1.333
310.0,3.333,2.667,1.0,1.667,1.333,1.333
315.0,3.0,2.667,1.0,1.667,1.333,1.333
320.0,3.333,2.667,1.0,1.667,1.333,1.333
325.0,3.333,2.667,1.0,1.667,1.333,1.333
330.0,3.0,2.667,1.0,1.667,1.333,1.333
335.0,3.667,2.667,1.0,1.667,1.333,1.333
340.0,3.0,2.667,1.0,1.667,1.333,1.333
345.0,3.0,2.667,1.0,1.667,1.333,1.333
350.0,3.0,2.667,1.0,1.667,1.333,1.333
355.0,3.0,2.667,1.0,1.667,1.333,1.333
360.0,3.0,2.667,1.0,1.667,1.333,1.333
365.0,3.0,2.667,1.0,1.667,1.667,1.333
370.0,3.333,2.667,1.0,1.667,1.333,1.333
375.0,3.333,2.667,1.0,1.667,1.333,1.333
380.0,3.0,2.667,1.0,1.667,1.333,1.333
385.0,3.0,2.667,1.0,1.667,1.333,1.333
390.0,3.0,2.667,1.0,1.667,1.333,1.333
395.0,3.0,2.667,1.0,1.667,1.333,1.333
400.0,3.0,2.667,1.0,1.667,1.333,1.333
405.0,2.333,2.667,1.0,1.333,1.0,1.0
410.0,2.333,2.667,1.0,1.333,1.0,1.0
415.0,2.333,2.667,1.0,1.333,1.0,1.0
420.0,2.333,2.667,1.0,1.333,1.0,1.0
425.0,2.333,2.667,1.0,1.333,1.0,1.0
430.0,2.333,2.667,1.0,1.333,1.0,1.0
435.0,2.333,2.667,1.0,1.333,1.0,1.0
440.0,2.333,2.667,1.0,1.333,1.0,1.0
445.0,2.333,2.667,1.0,1.333,1.0,1.0
450.0,2.333,2.667,1.0,1.333,1.0,1.0
455.0,2.333,2.667,1.0,1.333,1.0,1.0
460.0,2.333,2.667,1.0,1.333,1.0,1.0
465.0,2.667,2.667,1.0,1.333,1.0,1.0
470.0,2.333,2.667,1.0,1.333,1.0,1.0
475.0,2.667,2.667,1.0,1.333,1.0,1.0
480.0,2.667,2.667,1.0,1.333,1.0,1.0
485.0,2.667,2.667,1.0,1.333,1.0,1.0
490.0,2.667,3.0,1.0,1.0,1.0,1.0
495.0,2.667,3.0,1.0,1.0,1.0,1.0
500.0,2.667,3.0,1.0,1.0,1.0,1.0
505.0,2.667,3.0,1.0,1.0,1.0,1.0
510.0,2.667,3.0,1.0,1.0,1.0,1.0
515.0,2.667,3.0,1.0,1.0,1.0,1.0
520.0,2.667,3.0,1.0,1.0,1.0,1.0
525.0,3.0,3.0,1.0,1.0,1.0,1.0
530.0,3.0,3.0,1.0,1.0,1.0,1.0
535.0,2.667,3.0,1.0,1.0,1.0,1.0
540.0,3.0,3.0,1.0,1.0,1.0,1.0
545.0,2.667,3.0,1.0,1.0,1.0,1.0
550.0,2.667,3.0,1.0,1.0,1.0,1.0
555.0,3.0,3.0,1.0,1.0,1.0,1.0
560.0,3.0,3.0,1.0,1.0,1.0,1.0
565.0,2.667,3.0,1.0,1.0,1.0,1.0
570.0,3.0,3.0,1.0,1.0,1.0,1.0
575.0,3.0,3.0,1.0,1.0,1.0,1.0
580.0,3.0,3.0,1.0,1.0,1.0,1.0
585.0,3.0,3.0,1.0,1.0,1.0,1.0
590.0,2.667,3.0,1.0,1.0,1.0,1.0
595.0,2.667,3.0,1.0,1.0,1.0,1.0
600.0,2.667,3.0,1.0,1.0,1.0,1.0
605.0,2.667,3.0,1.0,1.0,1.0,1.0
610.0,2.667,3.0,1.0,1.0,1.0,1.0
615.0,2.667,3.0,1.0,1.0,1.0,1.0
620.0,2.333,3.0,1.0,1.0,1.0,1.0
625.0,2.5,3.0,1.0,1.0,1.0,1.0
630.0,2.5,3.0,1.0,1.0,1.0,1.0
