results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,reult/reultEndTime,p13,seconds,arousal,valence,p14,seconds2,arousal2,valence2
0.82645649,,0.88868368,33.5,33.4,and,13,en-us,61.048119,,30.0,3.667,3.0,,30.0,2.667,3.0
0.82645649,,0.91283858,34.0,33.5,foremost,13,en-us,61.048119,,30.0,3.667,3.0,,30.0,2.667,3.0
0.82645649,,0.8792094,34.2,34.0,South,13,en-us,61.048119,,30.0,3.667,3.0,,30.0,2.667,3.0
0.82645649,,0.91283858,34.5,34.2,Korea,13,en-us,61.048119,,30.0,3.667,3.0,,30.0,2.667,3.0
0.82645649,,0.91283858,34.8,34.5,has,13,en-us,61.048119,,30.0,3.667,3.0,,30.0,2.667,3.0
0.82645649,,0.74122787,35.3,34.8,signed,13,en-us,61.048119,,30.0,3.667,3.0,,30.0,2.667,3.0
0.82645649,,0.91283858,35.4,35.3,the,13,en-us,61.048119,,30.0,3.667,3.0,,30.0,2.667,3.0
0.82645649,,0.91283858,36.3,35.4,1991,13,en-us,61.048119,,30.0,3.667,3.0,,30.0,2.667,3.0
0.82645649,,0.74818927,37.1,36.3,conventions,13,en-us,61.048119,,30.0,3.667,3.0,,30.0,2.667,3.0
0.82645649,,0.91283858,37.2,37.1,on,13,en-us,61.048119,,30.0,3.667,3.0,,30.0,2.667,3.0
0.82645649,,0.91283858,37.3,37.2,the,13,en-us,61.048119,,30.0,3.667,3.0,,30.0,2.667,3.0
0.82645649,,0.91283858,37.7,37.3,status,13,en-us,61.048119,,30.0,3.667,3.0,,30.0,2.667,3.0
0.82645649,,0.73074049,37.9,37.7,of,13,en-us,61.048119,,35.0,3.667,3.0,,35.0,2.667,3.0
0.82645649,,0.70411271,38.6,37.9,refugees,13,en-us,61.048119,,35.0,3.667,3.0,,35.0,2.667,3.0
0.82645649,,0.87935203,39.2,39.0,and,13,en-us,61.048119,,35.0,3.667,3.0,,35.0,2.667,3.0
0.82645649,,0.91283858,39.6,39.2,therefore,13,en-us,61.048119,,35.0,3.667,3.0,,35.0,2.667,3.0
0.82645649,,0.91283858,39.9,39.6,South,13,en-us,61.048119,,35.0,3.667,3.0,,35.0,2.667,3.0
0.82645649,,0.91283858,40.3,39.9,Korea,13,en-us,61.048119,,35.0,3.667,3.0,,35.0,2.667,3.0
0.82645649,,0.72597098,40.5,40.3,should,13,en-us,61.048119,,35.0,3.667,3.0,,35.0,2.667,3.0
0.82645649,,0.91283858,40.6,40.5,be,13,en-us,61.048119,,35.0,3.667,3.0,,35.0,2.667,3.0
0.82645649,,0.72535056,41.0,40.6,able,13,en-us,61.048119,,35.0,3.667,3.0,,35.0,2.667,3.0
0.82645649,,0.71329439,41.4,41.0,to,13,en-us,61.048119,,35.0,3.667,3.0,,35.0,2.667,3.0
0.82645649,,0.76989901,42.5,42.3,should,13,en-us,61.048119,,35.0,3.667,3.0,,35.0,2.667,3.0
0.82645649,,0.91283858,42.8,42.5,fully,13,en-us,61.048119,,35.0,3.667,3.0,,35.0,2.667,3.0
0.82645649,,0.91283858,43.4,42.8,applies,13,en-us,61.048119,,35.0,3.667,3.0,,35.0,2.667,3.0
0.82645649,,0.91283858,43.8,43.4,to,13,en-us,61.048119,,35.0,3.667,3.0,,35.0,2.667,3.0
0.82645649,,0.73056567,45.5,44.9,to,13,en-us,61.048119,,40.0,3.667,3.0,,40.0,3.0,2.667
0.82645649,,0.6923027,46.2,45.8,to,13,en-us,61.048119,,40.0,3.667,3.0,,40.0,3.0,2.667
0.82645649,,0.89760053,46.7,46.3,act,13,en-us,61.048119,,40.0,3.667,3.0,,40.0,3.0,2.667
0.82645649,,0.91283858,46.9,46.7,as,13,en-us,61.048119,,40.0,3.667,3.0,,40.0,3.0,2.667
0.82645649,,0.91283858,47.6,46.9,accordingly,13,en-us,61.048119,,40.0,3.667,3.0,,40.0,3.0,2.667
0.82645649,,0.89265186,47.8,47.6,to,13,en-us,61.048119,,40.0,3.667,3.0,,40.0,3.0,2.667
0.82645649,,0.82126933,48.2,47.8,this,13,en-us,61.048119,,40.0,3.667,3.0,,40.0,3.0,2.667
0.82645649,,0.91283858,49.4,49.0,Refugee,13,en-us,61.048119,,40.0,3.667,3.0,,40.0,3.0,2.667
0.82645649,,0.71329439,50.2,49.4,convention,13,en-us,61.048119,,45.0,3.667,3.0,,45.0,3.0,2.667
0.82645649,,0.91283858,51.2,50.9,this,13,en-us,61.048119,,45.0,3.667,3.0,,45.0,3.0,2.667
0.82645649,,0.74334782,51.5,51.2,is,13,en-us,61.048119,,45.0,3.667,3.0,,45.0,3.0,2.667
0.82645649,,0.79038638,52.1,51.8,this,13,en-us,61.048119,,45.0,3.667,3.0,,45.0,3.0,2.667
0.82645649,,0.75855362,52.3,52.1,is,13,en-us,61.048119,,45.0,3.667,3.0,,45.0,3.0,2.667
0.82645649,,0.74210453,53.0,52.4,especially,13,en-us,61.048119,,45.0,3.667,3.0,,45.0,3.0,2.667
0.82645649,,0.70525867,53.6,53.0,important,13,en-us,61.048119,,45.0,3.667,3.0,,45.0,3.0,2.667
0.82645649,,0.71049678,54.1,53.6,since,13,en-us,61.048119,,45.0,3.667,3.0,,45.0,3.0,2.667
0.82645649,,0.91283858,54.4,54.1,South,13,en-us,61.048119,,45.0,3.667,3.0,,45.0,3.0,2.667
0.82645649,,0.71179765,54.8,54.4,Korea,13,en-us,61.048119,,45.0,3.667,3.0,,45.0,3.0,2.667
0.82645649,,0.72597098,55.0,54.8,is,13,en-us,61.048119,,50.0,4.0,3.0,,50.0,3.0,2.667
0.82645649,,0.91283858,55.3,55.0,fully,13,en-us,61.048119,,50.0,4.0,3.0,,50.0,3.0,2.667
0.82645649,,0.72389942,55.9,55.3,capable,13,en-us,61.048119,,50.0,4.0,3.0,,50.0,3.0,2.667
0.82645649,,0.753151,56.3,55.9,to,13,en-us,61.048119,,50.0,4.0,3.0,,50.0,3.0,2.667
0.82645649,,0.74108464,57.5,56.9,it's,13,en-us,61.048119,,50.0,4.0,3.0,,50.0,3.0,2.667
0.82645649,,0.72428459,57.8,57.5,very,13,en-us,61.048119,,50.0,4.0,3.0,,50.0,3.0,2.667
0.82645649,,0.74687791,58.2,57.8,stable,13,en-us,61.048119,,50.0,4.0,3.0,,50.0,3.0,2.667
0.82645649,,0.87935203,58.4,58.2,and,13,en-us,61.048119,,50.0,4.0,3.0,,50.0,3.0,2.667
0.82645649,,0.91283858,58.7,58.4,fully,13,en-us,61.048119,,50.0,4.0,3.0,,50.0,3.0,2.667
0.82645649,,0.72098309,59.2,58.7,capable,13,en-us,61.048119,,50.0,4.0,3.0,,50.0,3.0,2.667
0.82645649,,0.753151,59.7,59.2,to,13,en-us,61.048119,,50.0,4.0,3.0,,50.0,3.0,2.667
0.82645649,,0.75727475,60.5,59.9,accept,13,en-us,61.048119,,50.0,4.0,3.0,,50.0,3.0,2.667
0.91283852, very small number of 500 refugees and,0.91283858,61.5,61.1,very,13,en-us,64.866758,,55.0,3.333,3.0,,55.0,3.0,2.667
0.91283852,,0.91283858,61.8,61.5,small,13,en-us,64.866758,,55.0,3.333,3.0,,55.0,3.0,2.667
0.91283852,,0.91283858,62.1,61.8,number,13,en-us,64.866758,,55.0,3.333,3.0,,55.0,3.0,2.667
0.91283852,,0.91283858,62.2,62.1,of,13,en-us,64.866758,,55.0,3.333,3.0,,55.0,3.0,2.667
0.91283852,,0.91283858,62.8,62.2,500,13,en-us,64.866758,,55.0,3.333,3.0,,55.0,3.0,2.667
0.91283852,,0.91283858,63.5,62.8,refugees,13,en-us,64.866758,,55.0,3.333,3.0,,55.0,3.0,2.667
0.91283852,,0.91283858,64.1,63.8,and,13,en-us,64.866758,,55.0,3.333,3.0,,55.0,3.0,2.667
0.83586985, refugees also and South Korea has been locked in sand the political decisions of politicians to change their stance if there is not it's not,0.91283858,66.9,66.2,refugees,13,en-us,76.883947,,60.0,3.667,3.0,,60.0,3.0,2.667
0.83586985,,0.85484779,67.8,67.1,also,13,en-us,76.883947,,60.0,3.667,3.0,,60.0,3.0,2.667
0.83586985,,0.87404478,69.1,68.6,and,13,en-us,76.883947,,60.0,3.667,3.0,,60.0,3.0,2.667
0.83586985,,0.91283858,69.4,69.1,South,13,en-us,76.883947,,60.0,3.667,3.0,,60.0,3.0,2.667
0.83586985,,0.91283858,69.6,69.4,Korea,13,en-us,76.883947,,60.0,3.667,3.0,,60.0,3.0,2.667
0.83586985,,0.87664288,69.8,69.6,has,13,en-us,76.883947,,60.0,3.667,3.0,,60.0,3.0,2.667
0.83586985,,0.86620224,70.0,69.8,been,13,en-us,76.883947,,60.0,3.667,3.0,,60.0,3.0,2.667
0.83586985,,0.91283858,70.2,70.0,locked,13,en-us,76.883947,,60.0,3.667,3.0,,60.0,3.0,2.667
0.83586985,,0.91283858,70.4,70.2,in,13,en-us,76.883947,,60.0,3.667,3.0,,60.0,3.0,2.667
0.83586985,,0.91283858,70.7,70.4,sand,13,en-us,76.883947,,60.0,3.667,3.0,,60.0,3.0,2.667
0.83586985,,0.8750512,70.7,70.7,the,13,en-us,76.883947,,60.0,3.667,3.0,,60.0,3.0,2.667
0.83586985,,0.91283858,71.2,70.7,political,13,en-us,76.883947,,60.0,3.667,3.0,,60.0,3.0,2.667
0.83586985,,0.91283858,72.2,71.7,decisions,13,en-us,76.883947,,65.0,3.333,3.0,,65.0,3.0,2.667
0.83586985,,0.88298333,72.3,72.2,of,13,en-us,76.883947,,65.0,3.333,3.0,,65.0,3.0,2.667
0.83586985,,0.91283858,72.9,72.3,politicians,13,en-us,76.883947,,65.0,3.333,3.0,,65.0,3.0,2.667
0.83586985,,0.89868015,73.1,72.9,to,13,en-us,76.883947,,65.0,3.333,3.0,,65.0,3.0,2.667
0.83586985,,0.75207543,73.4,73.1,change,13,en-us,76.883947,,65.0,3.333,3.0,,65.0,3.0,2.667
0.83586985,,0.83151388,73.8,73.4,their,13,en-us,76.883947,,65.0,3.333,3.0,,65.0,3.0,2.667
0.83586985,,0.71884197,74.4,74.0,stance,13,en-us,76.883947,,65.0,3.333,3.0,,65.0,3.0,2.667
0.83586985,,0.71406525,74.6,74.4,if,13,en-us,76.883947,,65.0,3.333,3.0,,65.0,3.0,2.667
0.83586985,,0.69251841,74.9,74.6,there,13,en-us,76.883947,,65.0,3.333,3.0,,65.0,3.0,2.667
0.83586985,,0.62112355,75.2,74.9,is,13,en-us,76.883947,,65.0,3.333,3.0,,65.0,3.0,2.667
0.83586985,,0.69494182,75.7,75.2,not,13,en-us,76.883947,,65.0,3.333,3.0,,65.0,3.0,2.667
0.83586985,,0.91283858,76.0,75.8,it's,13,en-us,76.883947,,65.0,3.333,3.0,,65.0,3.0,2.667
0.83586985,,0.61482608,76.4,76.0,not,13,en-us,76.883947,,65.0,3.333,3.0,,65.0,3.0,2.667
0.84077424, following the convention also the yemeni Christ also the yemenis crisis should not be ignored by the International Community and in the sense of many South Koreans who think that you can be ignored refugees only not accepting Berkeley engineering you jeez I know what should not be,0.91283858,78.2,77.8,following,13,en-us,106.009842,,70.0,3.0,2.667,,70.0,3.0,2.667
0.84077424,,0.91283858,78.3,78.2,the,13,en-us,106.009842,,70.0,3.0,2.667,,70.0,3.0,2.667
0.84077424,,0.91283858,79.0,78.3,convention,13,en-us,106.009842,,70.0,3.0,2.667,,70.0,3.0,2.667
0.84077424,,0.91283858,79.5,79.2,also,13,en-us,106.009842,,70.0,3.0,2.667,,70.0,3.0,2.667
0.84077424,,0.91283858,79.7,79.5,the,13,en-us,106.009842,,70.0,3.0,2.667,,70.0,3.0,2.667
0.84077424,,0.91283858,80.2,79.7,yemeni,13,en-us,106.009842,,70.0,3.0,2.667,,70.0,3.0,2.667
0.84077424,,0.91283858,80.8,80.2,Christ,13,en-us,106.009842,,70.0,3.0,2.667,,70.0,3.0,2.667
0.84077424,,0.91283858,81.7,81.1,also,13,en-us,106.009842,,70.0,3.0,2.667,,70.0,3.0,2.667
0.84077424,,0.91283858,82.0,81.7,the,13,en-us,106.009842,,70.0,3.0,2.667,,70.0,3.0,2.667
0.84077424,,0.91283858,82.4,82.0,yemenis,13,en-us,106.009842,,70.0,3.0,2.667,,70.0,3.0,2.667
0.84077424,,0.91283858,82.9,82.4,crisis,13,en-us,106.009842,,70.0,3.0,2.667,,70.0,3.0,2.667
0.84077424,,0.91283858,83.1,82.9,should,13,en-us,106.009842,,75.0,3.0,2.667,,75.0,3.0,2.667
0.84077424,,0.91283858,83.5,83.1,not,13,en-us,106.009842,,75.0,3.0,2.667,,75.0,3.0,2.667
0.84077424,,0.91283858,83.9,83.8,be,13,en-us,106.009842,,75.0,3.0,2.667,,75.0,3.0,2.667
0.84077424,,0.91283858,84.5,83.9,ignored,13,en-us,106.009842,,75.0,3.0,2.667,,75.0,3.0,2.667
0.84077424,,0.91283858,84.7,84.5,by,13,en-us,106.009842,,75.0,3.0,2.667,,75.0,3.0,2.667
0.84077424,,0.91283858,84.8,84.7,the,13,en-us,106.009842,,75.0,3.0,2.667,,75.0,3.0,2.667
0.84077424,,0.91283858,85.4,84.8,International,13,en-us,106.009842,,75.0,3.0,2.667,,75.0,3.0,2.667
0.84077424,,0.91283858,86.2,85.4,Community,13,en-us,106.009842,,75.0,3.0,2.667,,75.0,3.0,2.667
0.84077424,,0.91283858,86.6,86.4,and,13,en-us,106.009842,,75.0,3.0,2.667,,75.0,3.0,2.667
0.84077424,,0.91283858,86.7,86.6,in,13,en-us,106.009842,,75.0,3.0,2.667,,75.0,3.0,2.667
0.84077424,,0.91283858,86.8,86.7,the,13,en-us,106.009842,,75.0,3.0,2.667,,75.0,3.0,2.667
0.84077424,,0.91283858,87.2,86.8,sense,13,en-us,106.009842,,75.0,3.0,2.667,,75.0,3.0,2.667
0.84077424,,0.91283858,87.3,87.2,of,13,en-us,106.009842,,75.0,3.0,2.667,,75.0,3.0,2.667
0.84077424,,0.91283858,87.5,87.3,many,13,en-us,106.009842,,75.0,3.0,2.667,,75.0,3.0,2.667
0.84077424,,0.91283858,87.8,87.5,South,13,en-us,106.009842,,75.0,3.0,2.667,,75.0,3.0,2.667
0.84077424,,0.91283858,88.2,87.8,Koreans,13,en-us,106.009842,,75.0,3.0,2.667,,75.0,3.0,2.667
0.84077424,,0.91283858,88.3,88.2,who,13,en-us,106.009842,,75.0,3.0,2.667,,75.0,3.0,2.667
0.84077424,,0.91283858,88.6,88.3,think,13,en-us,106.009842,,75.0,3.0,2.667,,75.0,3.0,2.667
0.84077424,,0.91283858,89.0,88.6,that,13,en-us,106.009842,,80.0,3.667,2.667,,80.0,3.0,2.667
0.84077424,,0.91283858,89.1,89.0,you,13,en-us,106.009842,,80.0,3.667,2.667,,80.0,3.0,2.667
0.84077424,,0.91283858,89.3,89.1,can,13,en-us,106.009842,,80.0,3.667,2.667,,80.0,3.0,2.667
0.84077424,,0.91283858,89.4,89.3,be,13,en-us,106.009842,,80.0,3.667,2.667,,80.0,3.0,2.667
0.84077424,,0.91283858,89.9,89.4,ignored,13,en-us,106.009842,,80.0,3.667,2.667,,80.0,3.0,2.667
0.84077424,,0.91283858,90.8,90.2,refugees,13,en-us,106.009842,,80.0,3.667,2.667,,80.0,3.0,2.667
0.84077424,,0.91283858,91.3,90.8,only,13,en-us,106.009842,,80.0,3.667,2.667,,80.0,3.0,2.667
0.84077424,,0.91283858,92.3,92.1,not,13,en-us,106.009842,,80.0,3.667,2.667,,80.0,3.0,2.667
0.84077424,,0.91283858,92.8,92.3,accepting,13,en-us,106.009842,,80.0,3.667,2.667,,80.0,3.0,2.667
0.84077424,,0.59396595,93.1,92.8,Berkeley,13,en-us,106.009842,,80.0,3.667,2.667,,80.0,3.0,2.667
0.84077424,,0.59267843,93.5,93.1,engineering,13,en-us,106.009842,,80.0,3.667,2.667,,80.0,3.0,2.667
0.84077424,,0.48353943,94.8,94.5,you,13,en-us,106.009842,,85.0,3.667,2.667,,85.0,2.667,2.667
0.84077424,,0.35078472,95.6,94.8,jeez,13,en-us,106.009842,,85.0,3.667,2.667,,85.0,2.667,2.667
0.84077424,,0.5729171,97.0,96.9,I,13,en-us,106.009842,,85.0,3.667,2.667,,85.0,2.667,2.667
0.84077424,,0.67855042,97.4,97.0,know,13,en-us,106.009842,,85.0,3.667,2.667,,85.0,2.667,2.667
0.84077424,,0.54190087,97.9,97.4,what,13,en-us,106.009842,,85.0,3.667,2.667,,85.0,2.667,2.667
0.84077424,,0.74445814,104.8,104.6,should,13,en-us,106.009842,,90.0,3.333,2.667,,90.0,2.667,2.667
0.84077424,,0.6852054,105.1,104.8,not,13,en-us,106.009842,,90.0,3.333,2.667,,90.0,2.667,2.667
0.84077424,,0.42530486,105.5,105.1,be,13,en-us,106.009842,,90.0,3.333,2.667,,90.0,2.667,2.667
0.77369225, angered by the international community's no we're not were not accepting refugees only a short title answer to sell that terrified only satisfies the fear-mongering population yet South Korea should get should,0.91283858,106.8,106.4,angered,13,en-us,124.80236,,95.0,4.0,2.667,,95.0,2.667,2.667
0.77369225,,0.91283858,106.9,106.8,by,13,en-us,124.80236,,95.0,4.0,2.667,,95.0,2.667,2.667
0.77369225,,0.91283858,107.0,106.9,the,13,en-us,124.80236,,95.0,4.0,2.667,,95.0,2.667,2.667
0.77369225,,0.91283858,107.6,107.0,international,13,en-us,124.80236,,95.0,4.0,2.667,,95.0,2.667,2.667
0.77369225,,0.91283858,108.4,107.6,community's,13,en-us,124.80236,,95.0,4.0,2.667,,95.0,2.667,2.667
0.77369225,,0.8067047,108.6,108.4,no,13,en-us,124.80236,,95.0,4.0,2.667,,95.0,2.667,2.667
0.77369225,,0.52466512,108.9,108.6,we're,13,en-us,124.80236,,95.0,4.0,2.667,,95.0,2.667,2.667
0.77369225,,0.52466512,109.6,109.5,not,13,en-us,124.80236,,95.0,4.0,2.667,,95.0,2.667,2.667
0.77369225,,0.52466512,110.2,109.6,were,13,en-us,124.80236,,95.0,4.0,2.667,,95.0,2.667,2.667
0.77369225,,0.52466512,110.4,110.2,not,13,en-us,124.80236,,95.0,4.0,2.667,,95.0,2.667,2.667
0.77369225,,0.91283858,110.8,110.4,accepting,13,en-us,124.80236,,95.0,4.0,2.667,,95.0,2.667,2.667
0.77369225,,0.6577335,111.4,110.8,refugees,13,en-us,124.80236,,95.0,4.0,2.667,,95.0,2.667,2.667
0.77369225,,0.79470658,111.6,111.4,only,13,en-us,124.80236,,100.0,3.0,3.0,,100.0,2.333,3.0
0.77369225,,0.91283858,111.7,111.6,a,13,en-us,124.80236,,100.0,3.0,3.0,,100.0,2.333,3.0
0.77369225,,0.91283858,112.0,111.7,short,13,en-us,124.80236,,100.0,3.0,3.0,,100.0,2.333,3.0
0.77369225,,0.72156596,112.3,112.0,title,13,en-us,124.80236,,100.0,3.0,3.0,,100.0,2.333,3.0
0.77369225,,0.91283858,112.6,112.3,answer,13,en-us,124.80236,,100.0,3.0,3.0,,100.0,2.333,3.0
0.77369225,,0.71170706,112.7,112.6,to,13,en-us,124.80236,,100.0,3.0,3.0,,100.0,2.333,3.0
0.77369225,,0.73264998,113.1,112.7,sell,13,en-us,124.80236,,100.0,3.0,3.0,,100.0,2.333,3.0
0.77369225,,0.73264998,113.5,113.2,that,13,en-us,124.80236,,100.0,3.0,3.0,,100.0,2.333,3.0
0.77369225,,0.91283858,114.1,113.5,terrified,13,en-us,124.80236,,100.0,3.0,3.0,,100.0,2.333,3.0
0.77369225,,0.72646505,114.5,114.1,only,13,en-us,124.80236,,100.0,3.0,3.0,,100.0,2.333,3.0
0.77369225,,0.77095306,115.8,114.8,satisfies,13,en-us,124.80236,,100.0,3.0,3.0,,100.0,2.333,3.0
0.77369225,,0.91283858,116.2,116.0,the,13,en-us,124.80236,,100.0,3.0,3.0,,100.0,2.333,3.0
0.77369225,,0.68047994,116.8,116.2,fear-mongering,13,en-us,124.80236,,105.0,3.0,3.0,,105.0,2.333,3.0
0.77369225,,0.77175272,117.6,116.8,population,13,en-us,124.80236,,105.0,3.0,3.0,,105.0,2.333,3.0
0.77369225,,0.71354485,119.8,119.5,yet,13,en-us,124.80236,,105.0,3.0,3.0,,105.0,2.333,3.0
