results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
0.83129066,,0.70850724,18.600s,18.100s,that,4,en-us,30.338640s
0.83129066,,0.91283858,19.300s,19.100s,says,4,en-us,30.338640s
0.83129066,,0.72289079,19.400s,19.300s,a,4,en-us,30.338640s
0.83129066,,0.70112222,19.600s,19.400s,lot,4,en-us,30.338640s
0.83129066,,0.91283858,19.700s,19.600s,of,4,en-us,30.338640s
0.83129066,,0.91283858,20.100s,19.700s,refugees,4,en-us,30.338640s
0.83129066,,0.72264737,20.400s,20.100s,from,4,en-us,30.338640s
0.83129066,,0.74803495,20.700s,20.400s,other,4,en-us,30.338640s
0.83129066,,0.86463815,21.300s,20.700s,countries,4,en-us,30.338640s
0.83129066,,0.85032833,22.100s,21.700s,than,4,en-us,30.338640s
0.83129066,,0.77067012,22.400s,22.100s,as,4,en-us,30.338640s
0.83129066,,0.68287951,23s,22.400s,a,4,en-us,30.338640s
0.83129066,,0.91283858,23.600s,23.100s,foreigner,4,en-us,30.338640s
0.83129066,,0.76328689,24.100s,23.600s,stare,4,en-us,30.338640s
0.83129066,,0.71722239,24.600s,24.200s,like,4,en-us,30.338640s
0.83129066,,0.73338962,25.500s,25.100s,there,4,en-us,30.338640s
0.83129066,,0.91283858,25.800s,25.700s,I,4,en-us,30.338640s
0.83129066,,0.91283858,26s,25.800s,was,4,en-us,30.338640s
0.83129066,,0.70788234,26.200s,26s,in,4,en-us,30.338640s
0.83129066,,0.67923427,26.800s,26.200s,a,4,en-us,30.338640s
0.83129066,,0.91283858,28.800s,28.100s,university,4,en-us,30.338640s
0.83129066,,0.83968371,29.100s,28.800s,called,4,en-us,30.338640s
0.83129066,,0.91283858,29.400s,29.100s,pencil,4,en-us,30.338640s
0.83129066,,0.8179943,30.100s,29.800s,pencil,4,en-us,30.338640s
0.90627098,and then there are a lot of international students and there are a lot of there were a lot of friends who are from like those Arab or like near Arab countries and,0.91283858,30.600s,30.500s,and,4,en-us,44.951701s
0.90627098,,0.91283858,31s,30.600s,then,4,en-us,44.951701s
0.90627098,,0.91283858,31.200s,31s,there,4,en-us,44.951701s
0.90627098,,0.91283858,31.200s,31.200s,are,4,en-us,44.951701s
0.90627098,,0.91283858,31.200s,31.200s,a,4,en-us,44.951701s
0.90627098,,0.91283858,31.400s,31.200s,lot,4,en-us,44.951701s
0.90627098,,0.91283858,31.600s,31.400s,of,4,en-us,44.951701s
0.90627098,,0.91283858,32.100s,31.600s,international,4,en-us,44.951701s
0.90627098,,0.91283858,32.500s,32.100s,students,4,en-us,44.951701s
0.90627098,,0.91283858,33s,32.500s,and,4,en-us,44.951701s
0.90627098,,0.91283858,33.600s,33.400s,there,4,en-us,44.951701s
0.90627098,,0.91283858,33.600s,33.600s,are,4,en-us,44.951701s
0.90627098,,0.91283858,33.700s,33.600s,a,4,en-us,44.951701s
0.90627098,,0.91283858,33.900s,33.700s,lot,4,en-us,44.951701s
0.90627098,,0.91283858,34.300s,33.900s,of,4,en-us,44.951701s
0.90627098,,0.91283858,34.800s,34.600s,there,4,en-us,44.951701s
0.90627098,,0.91283858,35s,34.800s,were,4,en-us,44.951701s
0.90627098,,0.91283858,35.100s,35s,a,4,en-us,44.951701s
0.90627098,,0.91283858,35.400s,35.100s,lot,4,en-us,44.951701s
0.90627098,,0.91283858,35.500s,35.400s,of,4,en-us,44.951701s
0.90627098,,0.91283858,36.300s,35.500s,friends,4,en-us,44.951701s
0.90627098,,0.91283858,37.300s,37s,who,4,en-us,44.951701s
0.90627098,,0.91283858,37.700s,37.300s,are,4,en-us,44.951701s
0.90627098,,0.91283858,38.400s,37.800s,from,4,en-us,44.951701s
0.90627098,,0.91283858,39.900s,39.600s,like,4,en-us,44.951701s
0.90627098,,0.91283858,40.200s,39.900s,those,4,en-us,44.951701s
0.90627098,,0.91283858,41s,40.400s,Arab,4,en-us,44.951701s
0.90627098,,0.91283858,41.400s,41s,or,4,en-us,44.951701s
0.90627098,,0.91283858,41.700s,41.400s,like,4,en-us,44.951701s
0.90627098,,0.91283858,42.100s,41.700s,near,4,en-us,44.951701s
0.90627098,,0.72881454,42.600s,42.100s,Arab,4,en-us,44.951701s
0.90627098,,0.91283858,43.200s,42.600s,countries,4,en-us,44.951701s
0.90627098,,0.88013697,44.400s,43.700s,and,4,en-us,44.951701s
0.80843925,and then there are a lot of international students and there are a lot of there were a lot of friends who are from like those Arab or like near Arab countries and,0.7037105,30.600s,30.500s,and,4,en-us,45.543039s
0.80843925,,0.89703161,31s,30.600s,then,4,en-us,45.543039s
0.80843925,,0.91283858,31.200s,31s,there,4,en-us,45.543039s
0.80843925,,0.74501657,31.200s,31.200s,are,4,en-us,45.543039s
0.80843925,,0.7037105,31.300s,31.200s,a,4,en-us,45.543039s
0.80843925,,0.78521174,31.400s,31.300s,lot,4,en-us,45.543039s
0.80843925,,0.84546554,31.600s,31.400s,of,4,en-us,45.543039s
0.80843925,,0.75069225,32.100s,31.600s,international,4,en-us,45.543039s
0.80843925,,0.91283858,32.500s,32.100s,students,4,en-us,45.543039s
0.80843925,,0.71370685,33s,32.500s,and,4,en-us,45.543039s
0.80843925,,0.91283858,33.600s,33.400s,there,4,en-us,45.543039s
0.80843925,,0.74501657,33.600s,33.600s,are,4,en-us,45.543039s
0.80843925,,0.74501657,33.700s,33.600s,a,4,en-us,45.543039s
0.80843925,,0.72538817,33.900s,33.700s,lot,4,en-us,45.543039s
0.80843925,,0.71992952,34.300s,33.900s,of,4,en-us,45.543039s
0.80843925,,0.91283858,34.800s,34.700s,there,4,en-us,45.543039s
0.80843925,,0.88782024,35s,34.800s,were,4,en-us,45.543039s
0.80843925,,0.91283858,35.100s,35s,a,4,en-us,45.543039s
0.80843925,,0.91283858,35.300s,35.100s,lot,4,en-us,45.543039s
0.80843925,,0.76344758,35.500s,35.300s,of,4,en-us,45.543039s
0.80843925,,0.87375516,36.200s,35.500s,friends,4,en-us,45.543039s
0.80843925,,0.78329498,37.300s,37s,who,4,en-us,45.543039s
0.80843925,,0.72133189,37.700s,37.300s,are,4,en-us,45.543039s
0.80843925,,0.71730965,38.300s,37.800s,from,4,en-us,45.543039s
0.80843925,,0.91283858,39.800s,39.600s,like,4,en-us,45.543039s
0.80843925,,0.84474629,40.200s,39.800s,those,4,en-us,45.543039s
0.80843925,,0.867989,41s,40.400s,Arab,4,en-us,45.543039s
0.80843925,,0.90140897,41.400s,41s,or,4,en-us,45.543039s
0.80843925,,0.87375528,41.700s,41.400s,like,4,en-us,45.543039s
0.80843925,,0.79741043,42.100s,41.700s,near,4,en-us,45.543039s
0.80843925,,0.7088756,42.600s,42.100s,Arab,4,en-us,45.543039s
0.80843925,,0.7921012,43.200s,42.700s,countries,4,en-us,45.543039s
0.80843925,,0.67548323,44.400s,43.700s,and,4,en-us,45.543039s
0.75368989, see like they have a lot of issues about getting Visa as and getting deported from the country that was the beginning of this empathy about what this issue the main thing is that,0.91283858,47.400s,47.200s,see,4,en-us,67.192019s
0.75368989,,0.91283858,47.600s,47.400s,like,4,en-us,67.192019s
0.75368989,,0.91283858,47.700s,47.600s,they,4,en-us,67.192019s
0.75368989,,0.91283858,48s,47.700s,have,4,en-us,67.192019s
0.75368989,,0.91283858,48.300s,48s,a,4,en-us,67.192019s
0.75368989,,0.91283858,48.600s,48.400s,lot,4,en-us,67.192019s
0.75368989,,0.91283858,49.100s,48.600s,of,4,en-us,67.192019s
0.75368989,,0.91283858,49.900s,49.400s,issues,4,en-us,67.192019s
0.75368989,,0.91283858,50.700s,49.900s,about,4,en-us,67.192019s
0.75368989,,0.91283858,51s,50.700s,getting,4,en-us,67.192019s
0.75368989,,0.51298487,51.400s,51s,Visa,4,en-us,67.192019s
0.75368989,,0.51298487,51.500s,51.400s,as,4,en-us,67.192019s
0.75368989,,0.75175631,51.700s,51.500s,and,4,en-us,67.192019s
0.75368989,,0.71395051,52.200s,51.700s,getting,4,en-us,67.192019s
0.75368989,,0.65147239,53.400s,52.700s,deported,4,en-us,67.192019s
0.75368989,,0.76626158,53.600s,53.400s,from,4,en-us,67.192019s
0.75368989,,0.91283858,53.700s,53.600s,the,4,en-us,67.192019s
0.75368989,,0.54862827,54.300s,53.700s,country,4,en-us,67.192019s
0.75368989,,0.69268113,57.300s,57.100s,that,4,en-us,67.192019s
0.75368989,,0.69222832,57.600s,57.300s,was,4,en-us,67.192019s
0.75368989,,0.72126389,57.700s,57.600s,the,4,en-us,67.192019s
0.75368989,,0.67606288,58.100s,57.700s,beginning,4,en-us,67.192019s
0.75368989,,0.62997925,58.300s,58.100s,of,4,en-us,67.192019s
0.75368989,,0.62997931,59s,58.300s,this,4,en-us,67.192019s
0.75368989,,0.69572276,60s,59.300s,empathy,4,en-us,67.192019s
0.75368989,,0.69551766,60.300s,60s,about,4,en-us,67.192019s
0.75368989,,0.50659889,60.400s,60.300s,what,4,en-us,67.192019s
0.75368989,,0.87628686,63.200s,63s,this,4,en-us,67.192019s
0.75368989,,0.62345308,64.800s,64.300s,issue,4,en-us,67.192019s
0.75368989,,0.91283858,65.400s,65.200s,the,4,en-us,67.192019s
0.75368989,,0.89903849,65.600s,65.400s,main,4,en-us,67.192019s
0.75368989,,0.7290886,65.800s,65.600s,thing,4,en-us,67.192019s
0.75368989,,0.72365701,65.900s,65.800s,is,4,en-us,67.192019s
0.75368989,,0.42179251,66.400s,65.900s,that,4,en-us,67.192019s
0.76422769, see like they have a lot of issues about getting B's as and getting deported from the country that was the beginning of this empathy about this issue the painting is that,0.91283858,47.400s,47.200s,see,4,en-us,67.322314s
0.76422769,,0.91283858,47.500s,47.400s,like,4,en-us,67.322314s
0.76422769,,0.91283858,47.700s,47.500s,they,4,en-us,67.322314s
0.76422769,,0.91283858,48s,47.700s,have,4,en-us,67.322314s
0.76422769,,0.91283858,48.200s,48s,a,4,en-us,67.322314s
0.76422769,,0.91283858,48.700s,48.400s,lot,4,en-us,67.322314s
0.76422769,,0.91283858,49.100s,48.700s,of,4,en-us,67.322314s
0.76422769,,0.91283858,49.900s,49.400s,issues,4,en-us,67.322314s
0.76422769,,0.91283858,50.700s,49.900s,about,4,en-us,67.322314s
0.76422769,,0.91283858,51s,50.700s,getting,4,en-us,67.322314s
0.76422769,,0.57496607,51.300s,51s,B's,4,en-us,67.322314s
0.76422769,,0.65129799,51.500s,51.300s,as,4,en-us,67.322314s
0.76422769,,0.91283858,51.700s,51.500s,and,4,en-us,67.322314s
0.76422769,,0.73874003,52.100s,51.700s,getting,4,en-us,67.322314s
0.76422769,,0.69405657,53.400s,52.700s,deported,4,en-us,67.322314s
0.76422769,,0.79624605,53.600s,53.400s,from,4,en-us,67.322314s
0.76422769,,0.91283858,53.700s,53.600s,the,4,en-us,67.322314s
0.76422769,,0.61720026,54.300s,53.700s,country,4,en-us,67.322314s
0.76422769,,0.7073034,57.300s,57.100s,that,4,en-us,67.322314s
0.76422769,,0.71412587,57.600s,57.300s,was,4,en-us,67.322314s
0.76422769,,0.72674227,57.700s,57.600s,the,4,en-us,67.322314s
0.76422769,,0.91283858,58.100s,57.700s,beginning,4,en-us,67.322314s
0.76422769,,0.67271876,58.300s,58.100s,of,4,en-us,67.322314s
0.76422769,,0.65864229,59s,58.300s,this,4,en-us,67.322314s
0.76422769,,0.70736551,60s,59.300s,empathy,4,en-us,67.322314s
0.76422769,,0.68237251,60.400s,60s,about,4,en-us,67.322314s
0.76422769,,0.91283858,63.200s,63s,this,4,en-us,67.322314s
0.76422769,,0.72493106,64.800s,64.300s,issue,4,en-us,67.322314s
0.76422769,,0.68879193,65.400s,65.200s,the,4,en-us,67.322314s
0.76422769,,0.34821442,65.800s,65.400s,painting,4,en-us,67.322314s
0.76422769,,0.62035406,65.900s,65.800s,is,4,en-us,67.322314s
0.76422769,,0.35148019,66.400s,65.900s,that,4,en-us,67.322314s
0.80420387, not accepting all these refugees of just because they are there are a lot of issues like safety issues or,0.91283858,69.400s,69.100s,not,4,en-us,77.826078s
0.80420387,,0.89773393,70s,69.400s,accepting,4,en-us,77.826078s
0.80420387,,0.91283858,70.100s,70s,all,4,en-us,77.826078s
0.80420387,,0.91283858,70.400s,70.100s,these,4,en-us,77.826078s
0.80420387,,0.91283858,71.100s,70.400s,refugees,4,en-us,77.826078s
0.80420387,,0.91283858,71.300s,71.100s,of,4,en-us,77.826078s
0.80420387,,0.91283858,71.700s,71.400s,just,4,en-us,77.826078s
0.80420387,,0.91283858,72s,71.700s,because,4,en-us,77.826078s
0.80420387,,0.91283858,72.200s,72s,they,4,en-us,77.826078s
0.80420387,,0.87847716,72.700s,72.200s,are,4,en-us,77.826078s
0.80420387,,0.91283858,74.500s,74.400s,there,4,en-us,77.826078s
0.80420387,,0.47526801,74.600s,74.500s,are,4,en-us,77.826078s
0.80420387,,0.46800688,74.600s,74.600s,a,4,en-us,77.826078s
0.80420387,,0.54751623,74.800s,74.600s,lot,4,en-us,77.826078s
0.80420387,,0.91283858,74.900s,74.800s,of,4,en-us,77.826078s
0.80420387,,0.5957334,75.300s,74.900s,issues,4,en-us,77.826078s
0.80420387,,0.55452967,75.700s,75.300s,like,4,en-us,77.826078s
0.80420387,,0.90060097,76.200s,75.800s,safety,4,en-us,77.826078s
0.80420387,,0.91283858,76.700s,76.200s,issues,4,en-us,77.826078s
0.80420387,,0.72498536,77.300s,76.700s,or,4,en-us,77.826078s
0.84277362, not accepting all these refugees of just because they are you know there are a lot of issues like safety issues or,0.91283858,69.400s,69.100s,not,4,en-us,77.846123s
0.84277362,,0.91283858,70s,69.400s,accepting,4,en-us,77.846123s
0.84277362,,0.91283858,70.100s,70s,all,4,en-us,77.846123s
0.84277362,,0.91283858,70.400s,70.100s,these,4,en-us,77.846123s
0.84277362,,0.91283858,71.100s,70.400s,refugees,4,en-us,77.846123s
0.84277362,,0.91283858,71.300s,71.100s,of,4,en-us,77.846123s
0.84277362,,0.91283858,71.700s,71.400s,just,4,en-us,77.846123s
0.84277362,,0.91283858,72s,71.700s,because,4,en-us,77.846123s
0.84277362,,0.72247946,72.200s,72s,they,4,en-us,77.846123s
0.84277362,,0.72339129,72.600s,72.200s,are,4,en-us,77.846123s
0.84277362,,0.91283858,73s,72.900s,you,4,en-us,77.846123s
0.84277362,,0.72802526,73.400s,73s,know,4,en-us,77.846123s
0.84277362,,0.91283858,74.500s,74.400s,there,4,en-us,77.846123s
0.84277362,,0.72246611,74.600s,74.500s,are,4,en-us,77.846123s
0.84277362,,0.77031243,74.600s,74.600s,a,4,en-us,77.846123s
0.84277362,,0.75681716,74.800s,74.600s,lot,4,en-us,77.846123s
0.84277362,,0.91283858,74.900s,74.800s,of,4,en-us,77.846123s
0.84277362,,0.75469398,75.300s,74.900s,issues,4,en-us,77.846123s
0.84277362,,0.72911882,75.700s,75.300s,like,4,en-us,77.846123s
0.84277362,,0.91283858,76.200s,75.800s,safety,4,en-us,77.846123s
0.84277362,,0.91283858,76.700s,76.200s,issues,4,en-us,77.846123s
0.84277362,,0.7668128,77.300s,76.700s,or,4,en-us,77.846123s
0.83882582, or maybe like economic problems it's not good to generalize this people in some way,0.91283858,80.700s,80.600s,or,4,en-us,90.234151s
0.83882582,,0.91283858,80.900s,80.700s,maybe,4,en-us,90.234151s
0.83882582,,0.91283858,81s,80.900s,like,4,en-us,90.234151s
0.83882582,,0.91283858,81.700s,81s,economic,4,en-us,90.234151s
0.83882582,,0.91283858,82.600s,81.900s,problems,4,en-us,90.234151s
0.83882582,,0.91283858,83.700s,83.600s,it's,4,en-us,90.234151s
0.83882582,,0.91283858,84.200s,83.700s,not,4,en-us,90.234151s
0.83882582,,0.91283858,84.500s,84.300s,good,4,en-us,90.234151s
0.83882582,,0.91283858,84.800s,84.500s,to,4,en-us,90.234151s
0.83882582,,0.91283858,85.900s,85s,generalize,4,en-us,90.234151s
0.83882582,,0.60471499,86.100s,85.900s,this,4,en-us,90.234151s
0.83882582,,0.77709121,86.700s,86.100s,people,4,en-us,90.234151s
0.83882582,,0.70296103,87.300s,86.800s,in,4,en-us,90.234151s
0.83882582,,0.69783318,87.900s,87.700s,some,4,en-us,90.234151s
0.83882582,,0.67140126,88.300s,87.900s,way,4,en-us,90.234151s
0.80261964, or maybe like economic problems it's not good to generalize this people in some way,0.91283858,80.700s,80.500s,or,4,en-us,90.274242s
0.80261964,,0.91283858,80.900s,80.700s,maybe,4,en-us,90.274242s
0.80261964,,0.91283858,81.100s,80.900s,like,4,en-us,90.274242s
0.80261964,,0.72898144,81.600s,81.100s,economic,4,en-us,90.274242s
0.80261964,,0.91283858,82.600s,81.900s,problems,4,en-us,90.274242s
0.80261964,,0.91283858,83.700s,83.600s,it's,4,en-us,90.274242s
0.80261964,,0.7801283,84.200s,83.700s,not,4,en-us,90.274242s
0.80261964,,0.91283858,84.400s,84.300s,good,4,en-us,90.274242s
0.80261964,,0.75889671,84.800s,84.400s,to,4,en-us,90.274242s
0.80261964,,0.91059428,85.900s,85s,generalize,4,en-us,90.274242s
0.80261964,,0.60089839,86.100s,85.900s,this,4,en-us,90.274242s
0.80261964,,0.74964124,86.700s,86.100s,people,4,en-us,90.274242s
0.80261964,,0.65384251,87.300s,86.800s,in,4,en-us,90.274242s
0.80261964,,0.77312529,87.900s,87.700s,some,4,en-us,90.274242s
0.80261964,,0.60615337,88.300s,87.900s,way,4,en-us,90.274242s
,,,,,,4,en-us,95.486033s
0.91283864, yeah so that's kind of Baseline begin to not generalize the certain people,0.91283858,96.900s,96.700s,yeah,4,en-us,104.406214s
0.91283864,,0.91283858,97.200s,96.900s,so,4,en-us,104.406214s
0.91283864,,0.91283858,97.700s,97.200s,that's,4,en-us,104.406214s
0.91283864,,0.91283858,97.900s,97.700s,kind,4,en-us,104.406214s
0.91283864,,0.91283858,98.100s,97.900s,of,4,en-us,104.406214s
0.91283864,,0.91283858,98.800s,98.100s,Baseline,4,en-us,104.406214s
0.91283864,,0.91283858,99.900s,99.300s,begin,4,en-us,104.406214s
0.91283864,,0.91283858,101.400s,101.100s,to,4,en-us,104.406214s
0.91283864,,0.91283858,101.700s,101.400s,not,4,en-us,104.406214s
0.91283864,,0.91283858,102.500s,101.700s,generalize,4,en-us,104.406214s
0.91283864,,0.91283858,103.200s,103.100s,the,4,en-us,104.406214s
0.91283864,,0.91283858,103.500s,103.200s,certain,4,en-us,104.406214s
0.91283864,,0.91283858,104s,103.500s,people,4,en-us,104.406214s
0.8725909, yeah so that's kind of Baseline begin to not generalize the certain people,0.91283858,96.900s,96.700s,yeah,4,en-us,104.506441s
0.8725909,,0.91283858,97.200s,96.900s,so,4,en-us,104.506441s
0.8725909,,0.91283858,97.700s,97.200s,that's,4,en-us,104.506441s
0.8725909,,0.91283858,98s,97.700s,kind,4,en-us,104.506441s
0.8725909,,0.91283858,98.100s,98s,of,4,en-us,104.506441s
0.8725909,,0.91283858,98.800s,98.100s,Baseline,4,en-us,104.506441s
0.8725909,,0.71997631,99.900s,99.400s,begin,4,en-us,104.506441s
0.8725909,,0.90164518,101.400s,101s,to,4,en-us,104.506441s
0.8725909,,0.7650528,101.700s,101.400s,not,4,en-us,104.506441s
0.8725909,,0.90878111,102.500s,101.700s,generalize,4,en-us,104.506441s
0.8725909,,0.90613478,103.200s,103.100s,the,4,en-us,104.506441s
0.8725909,,0.88059413,103.600s,103.200s,certain,4,en-us,104.506441s
0.8725909,,0.78446549,104s,103.600s,people,4,en-us,104.506441s
,,,,,,4,en-us,107.433062s
0.82705516, hey so I'm against something is Emily refugees in Korea generally speaking,0.91283858,108.300s,108s,hey,3,en-us,119.520409s
0.82705516,,0.91283858,108.900s,108.300s,so,3,en-us,119.520409s
0.82705516,,0.91283858,110.100s,109.800s,I'm,3,en-us,119.520409s
0.82705516,,0.91283858,110.800s,110.100s,against,3,en-us,119.520409s
0.82705516,,0.71101111,111.600s,110.900s,something,3,en-us,119.520409s
0.82705516,,0.71939385,112s,111.600s,is,3,en-us,119.520409s
0.82705516,,0.72057986,113.600s,113s,Emily,3,en-us,119.520409s
0.82705516,,0.91283858,114.200s,113.600s,refugees,3,en-us,119.520409s
0.82705516,,0.75376505,114.400s,114.200s,in,3,en-us,119.520409s
0.82705516,,0.82057899,115s,114.400s,Korea,3,en-us,119.520409s
0.82705516,,0.91283858,117.300s,116.800s,generally,3,en-us,119.520409s
0.82705516,,0.7223016,118.100s,117.300s,speaking,3,en-us,119.520409s
0.799119, hey so I'm against something these are many refugees in Korea generally speaking these refugees the refugee by the meaning of refugee is that they have some problems in their country they are endangered by certain issues related to their may be religious,0.70115596,108.300s,108s,hey,3,en-us,137.821816s
0.799119,,0.75191468,108.900s,108.300s,so,3,en-us,137.821816s
0.799119,,0.70115608,110.100s,109.800s,I'm,3,en-us,137.821816s
