seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2,seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
135,5,3,4,1,1,1,1,,,x,,,,,,,,,,x,,,135.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,x,,,,x,,,,,,,
140,5,3,2,1,1,1,1,,x,,,,,,,,,,,x,,,140.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,x,,,,x,,,,,,,
145,5,3,4,1,1,1,1,,,x,,,,,,,,,,x,,,145.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,x,,,,x,,,,,,,
150,5,3,4,1,1,1,1,,,x,,,,,,,,,,x,,,150.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,x,,,,x,,,,,,,
155,5,3,4,1,1,1,1,,,x,,,,,,,,,,x,,,155.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,x,,,,x,,,,,,,
160,5,3,4,1,1,1,1,,,x,,,,,,,,,,x,,,160.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,x,,,,x,,,,,,,
165,5,3,4,1,1,1,1,,,x,,,,,,,,,,x,,,165.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,x,,,,x,,,,,,,
170,5,3,4,1,1,1,1,,,x,,,,,,,,,,x,,,170.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,x,,,,x,,,,,,,
175,5,3,4,1,1,1,1,,,x,,,,,,,,,,x,,,175.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,x,,,,x,,,,,,,
180,5,3,4,1,1,1,1,,,x,,,,,,,,,,x,,,180.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,x,,,,x,,,,,,,
185,5,3,4,1,1,1,1,,,x,,,,,,,,,,x,,,185.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,x,,,,x,,,,,,,
190,5,3,4,1,1,1,1,,,x,,,,,,,,,,x,,,190.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,x,,,,x,,,,,,,
195,5,3,2,1,1,1,1,,x,,,,,,,,,,,x,,,195.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,x,,,,x,,,,,,,
200,5,3,2,1,1,1,1,,x,,,,,,,,,,,x,,,200.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,x,,,,x,,,,,,,
205,5,3,4,1,1,1,1,,,,x,,,,,,,,,x,,,205.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,x,,,,x,,,,,,,
210,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,210.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,,,x,,,,,,,x,,,,,
215,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,215.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,,,x,,,,,,,x,,,,,
220,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,220.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,,,x,,,,,,,x,,,,,
225,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,225.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,,,x,,,,,,,x,,,,,
230,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,230.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,,,x,,,,,,,x,,,,,
235,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,235.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,,,,,x,,,,,x,,,,,
240,5,4,1,1,2,1,1,,,,x,,,,,,,,,,,x,240.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,,,,,x,,,,,x,,,,,
245,5,4,1,1,2,1,1,,,,x,,,,,,,,,,,x,245.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,,,,,x,,,,,x,,,,,
250,5,4,1,1,2,1,1,,,,x,,,,,,,,,,,x,250.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,,,,,x,,,,,x,,,,,
255,5,4,1,1,2,1,1,,,,x,,,,,,,,,,,x,255.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,,,,,x,,,,,x,,,,,
260,5,4,1,1,2,1,1,,,,x,,,,,,,,,,,x,260.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,,,,,x,,,,,x,,,,,
265,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,265.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,,,,,x,,,,,x,,,,,
270,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,270.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,,,,,x,,,,,x,,,,,
275,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,275.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,,,,,x,,,,,x,,,,,
280,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,280.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,,,,,x,,,,,x,,,,,
285,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,285.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,,,,,x,,,,,x,,,,,
290,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,290.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,,,,,x,,,,,x,,,,,
295,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,295.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,,x,,,,,,x,,,,,,,
300,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,300.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,,x,,,,,,x,,,,,,,
305,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,305.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,,x,,,,,,x,,,,,,,
310,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,310.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,,x,,,,,,x,,,,,,,
315,5,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,315.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,,x,,,,,,x,,,,,,,
320,5,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,320.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,,x,,,,,,x,,,,,,,
325,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,325.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,,x,,,,,,x,,,,,,,
330,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,330.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,,x,,,,,,x,,,,,,,
335,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,335.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,,x,,,,,,x,,,,,,,
340,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,340.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,,x,,,,,,x,,,,,,,
345,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,345.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,,x,,,,,,x,,,,,,,
350,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,350.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,,x,,,,,,x,,,,,,,
355,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,355.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,,x,,,,,,x,,,,,,,
360,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,360.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,,x,,,,,,x,,,,,,,
365,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,365.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,,x,,,,,,x,,,,,,,
370,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,370.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,,x,,,,,,x,,,,,,,
375,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,375.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,,x,,,,,,x,,,,,,,
380,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,380.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,,x,,,,,,x,,,,,,,
385,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,385.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,,x,,,,,,x,,,,,,,
390,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,390.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,,x,,,,,,x,,,,,,,
395,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,395.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,,,,x,,,,x,,,,,,,
400,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,400.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,,,,x,,,,x,,,,,,,
405,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,405.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,,,,x,,,,x,,,,,,,
410,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,410.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,,,,x,,,,x,,,,,,,
415,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,415.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,,,,x,,,,x,,,,,,,
420,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,420.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,,,,x,,,,x,,,,,,,
425,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,425.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,,,,x,,,,x,,,,,,,
430,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,430.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,,,,x,,,,x,,,,,,,
435,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,435.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,,,,x,,,,x,,,,,,,
440,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,440.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,,,,x,,,,x,,,,,,,
445,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,445.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
450,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,450.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
455,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,455.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
460,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,460.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
465,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,465.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
470,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,470.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
475,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,475.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
480,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,480.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
485,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,485.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
490,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,490.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
495,2,3,1,1,1,1,1,x,,,,,,,,,,,,,,x,495.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
500,2,3,1,1,2,1,1,x,,,,,,,,,,,,,,x,500.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
505,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,505.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
510,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,510.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,,,,x,,,,,,x,,,,,
515,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,515.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,,,,,x,,,,,x,,,,,
520,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,520.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,,,,,x,,,,,x,,,,,
525,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,525.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,,,,,x,,,,,x,,,,,
530,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,530.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,,,,,x,,,,,x,,,,,
535,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,535.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,,x,,,,,,,,x,,,,,
540,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,540.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,,x,,,,,,,,x,,,,,
545,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,545.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,,x,,,,,,,,x,,,,,
550,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,550.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,x,,,,,,,,x,,,,,
555,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,555.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,x,,,,,,,,x,,,,,
560,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,560.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,x,,,,,,,,x,,,,,
565,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,565.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,x,,,,,,,,x,,,,,
570,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,570.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,x,,,,,,,,x,,,,,
575,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,575.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,x,,,,,,,,x,,,,,
580,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,580.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,x,,,,,,,,x,,,,,
585,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,585.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,x,,,,,,,,x,,,,,
590,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,590.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,x,,,,,,,,x,,,,,
595,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,595.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,x,,,,,,,,x,,,,,
600,5,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,600.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,x,,,,x,,,,,,,
605,4,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,605.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,x,,,,x,,,,,,,
610,3,3,1,1,2,1,1,,,,x,,,,,,,,,x,,,610.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,x,,,,x,,,,,,,
615,4,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,615.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,x,,,,x,,,,,,,
620,4,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,620.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,x,,,,x,,,,,,,
625,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,625.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,,,,,x,,,,,,x,,,,
630,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,630.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,,,,,x,,,,,,x,,,,
635,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,635.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,,,,,x,,,,,,x,,,,
640,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,640.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,,,,,x,,,,,,x,,,,
645,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,645.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,,,,,x,,,,,,x,,,,
650,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,650.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,,,,,x,,,,,,x,,,,
655,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,655.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,,x,,,,,,x,,,,
660,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,660.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,,,,,x,,,,,,x,,,,
665,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,665.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,,,,,x,,,,,,x,,,,
670,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,670.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,,,,,x,,,,,,x,,,,
675,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,675.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,,,,,x,,,,,,x,,,,
680,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,680.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,x,,,,,,x,,,,
685,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,685.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,x,,,x,,,,,,,
690,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,690.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,x,,,,,,,x,,,,,,,
695,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,695.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,x,,,,,,,x,,,,,,,
700,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,700.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,x,,,,,,,x,,,,,,,
705,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,705.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,x,,,,,,,x,,,,,,,
710,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,710.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,x,,,,,,,x,,,,,,,
715,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,715.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,x,,,,,,,x,,,,,,,
720,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x,720.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,x,,,,,,,,x
725,5,3,1,1,3,1,1,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
