delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta
16430.333,18636.167,7824.833,7162.333,5203.667,5130.5,482469.167,70466.333
38500.5,38703.333,15667.0,23250.667,5777.0,13174.0,1107066.0,117778.167
19648.667,23860.0,14647.167,10076.0,4752.5,8121.333,742557.833,117862.0
12347.333,11502.833,8586.167,10825.0,3670.667,7734.833,784031.5,70935.333
25232.333,64396.667,15831.5,17425.167,8108.0,12541.0,701977.833,68929.333
182582.0,129000.714,51837.286,103639.0,50460.0,63241.143,1117653.286,216473.714
36659.0,107000.6,27028.6,18482.2,11196.0,13655.6,459149.4,352308.4
15259.333,39310.333,14371.0,19049.167,11830.833,10993.5,612385.333,117564.167
22557.429,16508.429,11370.429,13812.286,5837.429,5827.286,431727.571,109481.0
24252.5,37420.0,13248.667,15702.167,4606.667,8249.333,480523.5,175674.0
35938.2,50787.0,22513.0,29778.0,17843.0,10580.6,1073533.2,377916.4
33512.857,33499.714,17452.0,21159.286,11694.857,6534.714,563766.143,184188.857
30730.5,28383.667,14810.167,16463.333,4110.667,5851.0,601738.5,85716.5
12686.333,27881.5,12587.0,15343.5,5090.167,6468.333,379783.5,129490.333
9444.0,19953.833,10827.333,16466.5,1122.833,3206.0,231529.5,66317.0
6347.333,37340.167,6625.167,9812.833,3191.667,3377.5,401641.667,109770.0
32853.667,14189.833,9310.5,14269.833,1775.333,4371.833,632123.833,96921.0
33487.667,33754.833,13255.833,24794.167,4259.167,5463.167,917415.0,133943.333
34013.333,9859.5,10632.167,18152.833,7450.667,8566.5,327430.5,67889.833
31284.167,16061.167,19103.5,31511.833,4403.167,7608.0,346587.0,99892.5
14766.833,31384.833,10013.833,10761.5,4194.0,6423.333,388469.0,115818.167
19948.667,32107.0,14922.5,17296.0,6909.167,5415.167,917891.5,234999.5
