delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta
28830.333,84403.0,22262.667,29480.5,9417.333,19569.333,685405.167,114765.167
34324.833,52363.833,38877.167,60276.833,14542.5,22258.0,1061118.167,236782.167
39112.333,53477.167,33121.167,25608.5,13946.5,13485.833,1132136.667,210107.833
23935.0,16761.833,26680.167,24786.167,10050.333,15712.167,298141.0,63836.667
32433.0,93480.143,26764.429,44594.143,8905.0,28700.429,651397.286,108701.571
15596.833,18029.333,20795.833,20655.5,13745.0,14487.833,232918.333,41341.333
13794.333,11905.833,16946.0,12198.833,9536.667,10729.167,116204.333,37288.667
25035.0,33648.5,35382.167,25498.0,20212.667,24316.5,484354.333,111120.5
11801.0,27652.5,17891.667,17582.833,8510.333,11909.667,340043.0,71702.0
22588.5,13309.5,19617.5,13265.167,13628.833,22752.0,693735.833,128803.5
27162.0,8851.833,15559.333,17192.5,7738.167,9609.5,256037.5,60274.333
19238.167,24027.5,16421.0,16835.167,7947.5,14416.333,108690.333,36125.333
20797.333,31342.0,28361.833,26447.167,15525.333,20224.0,787231.167,120247.0
66717.833,85011.0,55673.833,64768.333,28602.333,48627.333,1048109.5,143229.167
28669.333,93619.667,43643.667,29101.833,23211.833,35950.833,916525.167,232681.167
11174.0,22870.5,24453.667,23162.167,10649.0,12507.5,182347.833,100435.167
13541.833,20142.167,21045.667,13010.333,12864.833,15714.0,266054.0,47255.833
9098.167,22880.5,18686.833,12320.667,11507.667,12679.333,153532.167,31840.5
36441.0,39749.167,18660.167,29882.333,20452.0,34051.833,535558.0,94787.333
15546.0,48243.5,22476.167,14098.0,17323.667,34827.333,1000557.167,127540.5
26734.5,7910.667,32093.667,20451.667,12754.333,21317.833,799006.167,99667.833
43717.333,15614.0,36385.333,54012.5,14910.333,18689.833,990890.667,189518.667
16555.167,40149.5,13460.667,17857.0,7439.833,16106.5,407141.5,142376.5
12976.333,15036.333,9763.167,10095.0,4947.833,8037.0,619632.333,119740.0
52791.833,67367.333,40477.0,59263.833,18706.5,26199.667,1177867.167,189162.833
44284.333,77242.5,50163.333,31736.167,22630.667,23985.667,1251867.333,287435.333
46747.5,73090.167,37836.167,27844.333,13030.5,20573.833,872876.333,363684.5
67203.5,115148.0,36710.0,47168.167,15810.167,27487.5,903383.5,225716.5
24985.0,54050.333,29896.0,35958.333,14110.833,30072.667,1124446.167,232821.833
28049.667,28597.0,11476.667,21378.667,7344.833,11583.0,947042.667,167214.833
20560.333,43353.833,13207.333,20063.333,5281.667,9567.833,1081979.333,88107.167
36014.167,58952.333,66894.833,37243.167,13017.333,19554.0,747167.167,169338.667
10567.0,14827.667,8726.333,8899.5,3450.167,4200.667,606818.167,133153.833
59400.167,55645.5,25685.5,22416.667,13824.833,16819.167,1148468.667,198080.167
23757.833,29964.5,23776.333,20369.667,9321.167,17060.167,967816.833,300409.167
18987.0,11142.5,14985.667,12285.5,7049.167,10890.0,567630.833,61848.0
36888.833,36080.667,30769.333,26547.833,9019.167,14245.167,480492.5,158607.167
45792.833,78167.333,29913.667,30382.167,26722.5,25292.333,476974.5,213455.667
5540.667,15808.833,12927.333,6279.833,4553.5,6720.5,501758.167,31306.667
30969.167,35268.667,25231.667,19307.5,23232.833,29749.0,895389.667,200679.5
19893.333,15495.667,25788.5,16708.5,14297.5,14836.833,435714.333,53226.167
23697.167,14079.333,44036.833,17396.333,13393.0,24690.333,513768.0,154358.667
10939.667,22727.667,22108.833,27466.833,10949.833,17676.5,619920.167,84319.667
17734.143,38972.857,28365.143,18442.857,19196.143,28422.571,597319.714,213808.571
19504.167,20594.5,18676.167,11430.167,5849.5,13988.167,384323.833,124908.333
18405.167,39717.333,11591.0,18925.5,5824.833,8938.333,573981.333,41724.5
12656.333,22211.667,16321.667,12721.0,4562.333,5899.5,287409.167,40133.833
59533.333,84035.667,19121.0,27265.333,15714.0,44674.333,818891.667,241039.0
16474.167,26423.5,21592.333,28475.0,13665.5,28462.833,587076.167,90390.5
22188.167,32610.667,28638.667,17549.167,6536.5,11653.667,939025.167,303709.0
50153.0,83528.5,34555.167,45083.333,15060.333,26987.167,918376.333,219936.5
21286.0,9086.667,16614.667,12890.833,5263.0,11052.833,556779.667,109539.333
26614.667,47782.167,30852.333,35425.667,17186.5,27247.833,973623.167,264936.5
22915.0,37332.5,19251.5,17398.5,13787.833,15590.0,508746.833,103363.833
26206.5,65108.667,44065.167,48581.667,20401.833,31918.0,435188.5,275024.333
16820.667,49496.833,23037.5,13917.333,11797.333,17826.0,553273.0,278414.0
20395.667,23617.667,16752.333,22378.167,10242.667,16590.333,925733.833,257457.167
52477.667,51344.0,41239.833,35474.0,16702.5,38443.667,991019.333,198898.833
29195.0,131696.5,49120.667,36739.0,23182.333,41888.833,1093131.333,217426.167
53122.0,34022.667,43778.167,37546.0,21441.0,35730.167,1097647.833,133878.333
35307.833,38312.0,23821.5,34451.167,10093.333,20994.333,499450.667,148723.167
20845.5,17573.0,14218.167,9647.667,5055.833,11019.833,485835.167,88528.833
35010.333,83274.333,28203.667,43217.167,12917.333,24087.833,886635.167,129720.0
43681.5,46570.667,32588.833,27136.167,18775.0,36100.333,1182601.667,163644.667
54845.667,42749.167,24940.0,32173.0,13185.167,42370.0,541725.833,301796.0
24426.667,26432.167,11900.0,17032.833,8523.167,10523.5,794290.0,84591.833
