delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta
10188.167,10403.0,5712.167,9519.667,3265.833,3531.0,67554.833,49443.5
11716.833,5457.0,5501.0,5869.667,2323.5,3444.333,20110.167,11315.833
2940.667,3828.667,5996.667,2545.5,2272.0,2466.0,16928.0,13872.667
11517.167,24406.333,7179.5,10526.333,4250.167,5985.667,311369.667,38294.5
8954.0,14918.833,7362.5,6006.167,3589.0,4104.167,132602.0,88355.833
6176.5,5184.5,8405.333,5085.833,4705.5,3452.833,19563.5,22633.5
6102.833,4659.667,4113.833,7206.5,2735.5,3705.167,10736.667,11256.167
3982.5,6978.667,6599.167,4810.167,3435.167,4727.167,189132.333,22565.167
12744.667,13881.333,5551.333,4646.5,3524.667,4175.0,52462.833,38300.5
5665.667,8459.333,4349.833,4482.333,2110.0,2820.167,81514.333,28120.333
14453.667,7862.167,9883.333,9159.833,4702.833,8137.5,353237.667,79968.833
7185.286,11354.429,7310.143,5326.571,3499.857,4527.429,98481.286,32632.571
5876.2,9061.0,8518.8,9498.4,4411.8,5839.4,109829.0,43141.0
8479.5,18460.667,6046.333,6370.5,3951.833,6069.667,215425.833,58388.0
10646.714,20953.857,8167.143,6687.286,3445.286,3372.571,416205.571,90221.857
15051.833,36147.833,14651.833,16126.0,8069.0,10488.333,279594.333,100657.667
18067.833,24853.5,15820.333,23084.5,9409.5,23158.667,589533.0,151007.167
11711.667,13253.5,14713.5,14150.833,7684.667,7362.833,482498.5,104846.0
14622.833,13707.5,16045.333,13742.667,4793.333,6660.167,747573.5,101547.5
11547.0,18324.167,16618.833,39076.667,7651.0,10868.667,395409.167,155795.0
20807.167,45082.0,18759.833,39728.0,11695.0,12679.0,932472.667,118912.167
11278.0,19839.5,19687.0,22797.833,5421.167,9302.167,507991.333,78428.333
29355.0,63623.167,23218.5,26454.5,10531.0,14370.333,779639.333,162131.0
17601.667,12622.5,13158.167,45834.667,7436.667,14590.0,429033.333,105043.333
20090.167,27086.0,16059.0,23415.667,9022.5,11310.833,267053.167,104137.333
10492.667,11519.0,14062.833,28892.167,6710.167,12204.667,198823.833,62970.167
9459.833,21060.167,10817.167,27004.5,4844.333,11775.667,822092.167,57769.167
27105.833,44462.833,17266.5,33085.833,8183.833,13208.333,779977.833,123518.5
19171.0,21905.667,23482.0,35120.0,14577.833,18687.5,128684.0,76747.333
31646.0,25606.5,27715.5,26786.0,10389.167,21341.333,154044.5,84538.333
29749.667,34692.667,27832.0,42974.167,10152.667,14048.833,631124.5,148175.167
22396.0,46768.333,29655.5,50021.0,25406.833,16366.167,818041.167,253246.0
23043.833,67754.5,30837.167,21764.667,19487.833,19855.333,829709.333,272252.833
14115.0,24948.167,25451.0,39130.167,11670.833,16027.833,369163.833,109590.5
28452.5,26436.833,25771.5,41825.5,10743.167,13535.667,449100.167,68792.0
29380.333,25018.833,19956.0,25512.333,5660.833,10777.5,592675.5,134608.167
43185.5,39944.167,19075.833,28795.167,7198.833,7922.333,789059.833,107871.5
25188.667,54011.167,20040.333,21705.5,5883.667,8671.0,147275.833,62162.333
20334.667,24899.0,11386.667,20437.0,6345.667,7383.0,338974.5,67677.0
15737.333,17243.167,9543.5,17017.333,3882.333,4029.333,792535.0,64489.667
6746.667,8193.333,6365.667,4808.167,3054.0,4506.333,77163.5,41898.833
7916.167,7048.5,6907.667,7418.833,3960.167,5999.167,80941.5,21453.167
74357.167,65565.0,24237.167,48234.833,25992.0,18157.333,1203684.833,490941.833
8389.167,5177.0,7744.167,5731.0,4446.333,4311.5,32511.833,15562.5
15983.0,7212.167,8259.5,7214.167,8182.333,8419.5,127341.167,38986.833
12413.0,9928.333,11138.667,7378.833,6790.667,9746.333,379263.833,18914.5
15459.5,8231.833,12923.5,8752.667,6026.5,8909.333,288250.333,102863.333
10544.667,18226.333,6937.167,10255.5,4716.667,5126.167,216365.333,57741.0
20644.333,17493.0,15395.0,17748.833,8601.5,7122.833,317717.0,30556.333
11896.167,15279.333,8155.333,9918.167,6132.0,7606.667,250580.333,89314.167
13150.667,4896.333,10126.667,5499.333,4407.167,5609.833,54914.5,13035.167
5872.833,11207.5,15081.0,8041.167,7412.833,8642.0,53379.333,25748.167
11820.667,17316.167,11557.667,7413.0,6776.5,8119.833,105406.833,50810.833
6271.429,4452.0,6223.286,5176.857,2728.143,2474.429,151203.857,25022.714
16556.167,10977.5,13462.5,15988.833,6402.333,8685.5,391697.667,37218.167
9523.333,14323.833,13749.5,7980.833,6688.333,5637.5,237852.0,45927.167
31966.833,18856.5,10850.167,17017.333,10675.5,11261.167,478031.833,130328.0
10681.667,17492.833,17208.833,10948.5,8721.0,10754.167,212613.333,116493.333
11444.333,12566.833,11886.5,11308.167,8296.0,11121.333,47098.167,22019.167
13710.667,19351.667,11862.833,13206.167,6193.833,9277.667,228073.833,73876.167
7043.667,25437.667,11663.5,14453.333,3872.667,11805.5,314243.333,34271.667
4056.833,10632.667,7333.5,7025.0,4098.0,8534.333,314936.667,34651.667
28447.167,21484.833,14073.667,19264.833,9132.5,12125.833,237368.0,67936.667
13702.333,19572.833,14515.333,17002.0,12947.333,10545.667,78867.833,38645.167
20313.833,21036.5,25908.5,27701.833,10122.0,15782.5,867783.5,141984.667
21884.5,32275.5,11632.667,15721.5,4886.833,18311.167,245578.333,91464.333
22925.0,57394.5,20437.833,18775.0,10709.167,12356.833,483104.5,166017.333
26194.167,15717.5,14385.0,29516.833,7062.167,10093.667,154064.5,48742.333
14889.667,11639.5,12882.667,28641.0,14048.833,10265.0,275720.167,49502.667
31183.667,31051.333,25650.833,39267.167,7529.667,26503.0,754180.333,103610.333
29828.333,21172.5,13158.5,19099.0,8436.167,14858.167,367426.667,80968.333
14415.5,11966.0,16941.667,20960.333,5777.833,10635.0,580851.5,82354.0
25255.833,32899.0,16430.833,35455.5,14288.5,21998.0,717404.0,152492.667
24594.333,52528.5,21462.0,20475.0,12244.833,20389.667,987496.167,167071.333
36509.167,68320.667,26002.167,28365.167,13663.667,11017.5,739999.5,130135.333
24637.167,33140.167,19939.167,29065.667,13434.0,20282.667,462335.5,102057.0
28664.667,24476.833,23300.0,41547.0,12744.167,18133.833,298490.167,151517.167
18864.833,8462.333,11324.0,12089.5,5632.667,9283.833,39339.0,60717.0
28754.667,38779.0,15476.167,30445.333,8633.5,18373.5,318855.833,178003.667
