seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2,seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
125,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,125.0,4.0,3.0,2.0,2.0,1.0,4.0,1.0,,,,x,,,,,,,,,,,x
130,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,130.0,4.0,3.0,2.0,2.0,1.0,4.0,1.0,,,,x,,,,,,,,,,,x
135,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,135.0,4.0,3.0,2.0,2.0,1.0,4.0,1.0,,,,x,,,,x,,,,,,,
140,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,140.0,4.0,3.0,2.0,2.0,1.0,4.0,1.0,,,,x,,,,x,,,,,,,
145,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,145.0,4.0,3.0,2.0,2.0,1.0,4.0,1.0,,,,x,,,,x,,,,,,,
150,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,150.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,,,,,,,x,,,,,,,,x
155,3,4,2,1,1,1,1,,,,,,x,,,,,,,,,x,155.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,,,,x,,,,,,,,x
160,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,160.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,,,,x,,,,,,,,x
165,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,165.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
170,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,170.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
175,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,175.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
180,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,180.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
185,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,185.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
190,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,190.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
195,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,195.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
200,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,200.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
205,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,205.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
210,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,210.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
215,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,215.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
220,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,220.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
225,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,225.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
230,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,230.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
235,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,235.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
240,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,240.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
245,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,245.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
250,3,3,2,1,1,1,1,,,,,,,x,,,,,,,,x,250.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,,,,x,,,,,,,,x
255,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,255.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
260,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,260.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
265,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,265.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
270,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,270.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
275,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,275.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
280,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,280.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
285,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,285.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
290,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,290.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
295,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,295.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
300,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,300.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
305,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,305.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
310,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,310.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,,x,,,,,,,,,,,,,x
315,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,315.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
320,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,320.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
325,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,325.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
330,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,330.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,,x,,,,,,,,,,,,,x
335,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,335.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
340,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,340.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
345,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,345.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
350,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,350.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
355,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,355.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
360,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,360.0,4.0,3.0,3.0,2.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
365,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,365.0,4.0,3.0,3.0,2.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
370,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,370.0,4.0,3.0,3.0,1.0,1.0,3.0,1.0,,,,,x,,,x,,,,,,,
375,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,375.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,,,,,,,x,,,,,,,,x
380,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,380.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,,,,,,,x,,,,,,,,x
385,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,385.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,,,,x,,,,,,,,x
390,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,390.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,,,,x,,,,,,,,x
395,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,395.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
400,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,400.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
405,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,405.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
410,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,410.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
415,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,415.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
420,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,420.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
425,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,425.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
430,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,430.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
435,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,435.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
440,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,440.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
445,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,445.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
450,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,450.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
455,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,455.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
460,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,460.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
465,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,465.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
470,3,4,1,2,1,1,1,,,,x,,,,,,,,,,,x,470.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,x,,,,,,x,,,,,,,
475,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,475.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,,x,,,,,,x,,,,,,,
480,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,480.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,,x,,,,,,x,,,,,,,
485,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,485.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,,,,x,,,,,,,,x
490,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,490.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
495,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,495.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
500,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,500.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
505,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,505.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
510,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,510.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
515,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,515.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
520,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,520.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
525,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,525.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
530,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,530.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,,x,,,,,,,,,,,,,x
535,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,535.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,,x,,,,,,,,,,,,,x
540,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,540.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
545,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,545.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
550,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,550.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
555,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,555.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
560,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,560.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
565,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,565.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
570,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,570.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
575,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,575.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
580,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,580.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,,,,x,,,,,,,,x
585,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,585.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
590,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,590.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
595,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,595.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
600,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,600.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
605,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,605.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
610,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,610.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
615,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,615.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
620,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,620.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
625,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,625.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
630,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,630.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
635,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,635.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
640,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,640.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
645,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,645.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
650,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,650.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
655,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,655.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
660,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,660.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
665,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,665.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
670,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,670.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
675,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,675.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
680,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,680.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,,,,,,,x,,,,,,,,x
685,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,685.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,,,,,,,x,,,,,,,,x
690,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,690.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,,x,,,,,,,,,,,,,x
695,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,695.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
700,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,700.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
705,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,705.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
710,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,710.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
715,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,715.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
720,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,720.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
725,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,725.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
730,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,730.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,,,,x,,,,,,,,,,,x
735,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,735.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
740,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,740.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
745,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,745.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
750,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,750.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
755,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,755.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
760,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,760.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
765,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,765.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
770,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,770.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
775,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,775.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
780,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,780.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
785,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,785.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
790,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,790.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
795,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,795.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,x,,,,,,,,x
800,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,800.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,x,,,,,,,,x
805,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,805.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,x,,,,,,,,x
810,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,810.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
815,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,815.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,x,,,,,,,,,,,,,,x
820,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,820.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,x,,,,,,,,,,,,,,x
825,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,825.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,x,,,,,,,,,,,,,,x
830,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,830.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,x,,,,,,,,x
