seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2,seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
100.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,100,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
105.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,105,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
110.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,110,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
115.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,115,3,3,1,1,2,1,1,,,,x,,,,,,,,,,,x
120.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,x,,,,,,,,,,,,,x,120,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
125.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,x,,,,,,,,,,,,,x,125,5,2,1,1,1,4,1,,,,x,,,,,,,,,,,x
130.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,x,,,,,,,,,,,,,x,130,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
135.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,x,,,,,,,,,,,,,x,135,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
140.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,x,,,,,,,,,,,,,x,140,4,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
145.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,x,,,,,,,,,,,,,x,145,4,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
150.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,x,,,,,,,,,,,,,x,150,4,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
155.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,x,,,,,,,,,,,,,x,155,4,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
160.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,x,,,,,,,,,,,,,x,160,5,1,1,1,2,4,2,,,,,x,,,x,,,,,,,
165.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,x,,,,,,,,,,,,,x,165,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
170.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,x,,,,,,,,,,,,,x,170,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
175.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,x,,,,,,,,,,,,,x,175,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
180.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,x,,,,,,,,,,,,,x,180,4,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
185.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,x,,,,185,4,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
190.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,x,,,,190,5,1,1,1,1,3,1,,,,x,,,,,,x,,,,,
195.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,x,,,,195,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
200.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,x,,,,200,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
205.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,x,,,,205,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
210.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,x,,,,210,5,1,1,1,1,2,1,,x,,,,,,,,x,,,,,
215.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,x,,,,215,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
220.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,x,,,,220,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
225.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,x,,,,225,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
230.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,x,,,,230,5,1,1,1,1,3,1,,x,,,,,,,,x,,,,,
235.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,x,,,,235,5,1,1,1,1,3,1,,x,,,,,,,,x,,,,,
240.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,,x,,,,,,,,,,x,,,,240,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
245.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,,x,,,,,,,,,,x,,,,245,5,2,1,1,1,2,1,,,,x,,,,,,,,,,,x
250.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,,x,,,,,,,,,,x,,,,250,3,1,1,1,1,1,3,,,,,x,,,,,x,,,,,
255.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,255,3,2,1,1,1,2,2,,,,x,,,,,,,,,,,x
260.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,260,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
265.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,265,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
270.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,270,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
275.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,275,4,3,1,1,1,1,1,,x,,,,,,,,,,,,,x
280.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,280,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
285.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,285,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
290.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,290,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
295.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,295,3,3,1,1,1,1,1,,x,,,,,,,,,,,,,x
300.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,300,3,3,1,1,1,1,1,,x,,,,,,,,,,,,,x
305.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,305,3,2,1,1,1,1,1,,x,,,,,,,,,,,,,x
310.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,310,3,2,1,1,1,1,1,,x,,,,,,,,,,,,,x
315.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,315,3,2,1,1,1,2,1,,x,,,,,,,,,,,,,x
320.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,320,3,2,1,1,1,2,1,,x,,,,,,,,,,,,,x
325.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,325,3,2,1,1,1,2,1,,x,,,,,,,,,,,,,x
330.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,330,3,2,1,1,1,2,2,,x,,,,,,,,,,,,x,
335.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,335,4,3,1,1,1,2,2,,,,x,,,,,,,,,,x,
340.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,340,4,3,1,1,1,2,1,,,,x,,,,,,,,,,x,
345.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,345,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
350.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,350,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
355.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,355,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
360.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,360,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
365.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,365,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
370.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,370,5,3,1,1,1,4,1,,x,,,,,,x,,,,,,,
375.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,375,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
380.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,380,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
385.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,385,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
390.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,390,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
395.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,395,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
400.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,400,5,3,1,1,1,4,1,,,,,x,,,x,,,,,,,
405.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,405,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
410.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,410,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
415.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,415,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
420.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,420,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
425.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,425,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
430.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,430,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
435.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,435,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
440.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,440,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
445.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,445,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
450.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,450,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
455.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,455,5,3,1,1,1,1,1,,x,,,,,,,,,,,,,x
460.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,460,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
465.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,465,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
470.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,470,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
475.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,475,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
480.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,480,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
485.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,485,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
490.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,490,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
495.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,495,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
500.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,500,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
505.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,505,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
510.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,510,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
515.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,515,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
520.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,520,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
525.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,525,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
530.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,530,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
535.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,535,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
540.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,540,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
545.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,545,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
550.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,550,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
555.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,555,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
560.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,560,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
565.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,565,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
570.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,570,5,3,1,1,1,3,1,,x,,,,,,x,,,,,,,
575.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,575,5,3,1,1,1,3,1,,x,,,,,,x,,,,,,,
580.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,580,5,3,1,1,1,4,1,,x,,,,,,x,,,,,,,
585.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,585,5,3,1,1,1,4,1,,x,,,,,,x,,,,,,,
590.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,590,5,3,1,1,1,3,1,,,,x,,,,,,,,,,,x
595.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,595,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
600.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,600,5,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
605.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,605,5,3,2,2,1,1,1,,,,x,,,,,,,,,x,,
610.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,610,5,5,3,3,1,1,1,,,,x,,,,,,,,,x,,
615.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,615,5,3,2,2,1,1,1,,,,x,,,,,,,,,x,,
620.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,620,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
625.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,625,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
630.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,630,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
635.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,635,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
640.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x,640,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
,,,,,,,,,,,,,,,,,,,,,,,645,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
