results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,reult/reultEndTime,p5,seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surpise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2,p6,seconds2,arousal2,valence2,cheerful2,happy2,angry2,nervous2,sad2,boredom2,confusion2,delight2,concentration2,frustration2,surpise2,none_1_2,confrustion2,contempt2,dejection2,disgust2,eureka2,pride2,sorrow2,none_2_2
0.83538342,,0.91283858,9.2,8.6,refugees,6,en-us,30.298549,,5,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,5.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.91283858,9.6,9.2,coming,6,en-us,30.298549,,10,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,10.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.67532527,9.9,9.7,hurry,6,en-us,30.298549,,10,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,10.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.67532527,10.2,9.9,up,6,en-us,30.298549,,10,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,10.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.67532527,10.9,10.4,and,6,en-us,30.298549,,10,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,10.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.91283858,11.1,10.9,think,6,en-us,30.298549,,10,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,10.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.71707988,11.2,11.1,the,6,en-us,30.298549,,10,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,10.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.72126865,11.7,11.2,strongest,6,en-us,30.298549,,10,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,10.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.91283858,11.9,11.7,point,6,en-us,30.298549,,10,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,10.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.74415475,12.1,11.9,that,6,en-us,30.298549,,10,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,10.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.91283858,12.2,12.1,I,6,en-us,30.298549,,10,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,10.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.88466787,12.4,12.2,can,6,en-us,30.298549,,10,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,10.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.91283858,12.6,12.4,make,6,en-us,30.298549,,10,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,10.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.74003798,13.0,12.6,is,6,en-us,30.298549,,10,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,10.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.91283858,13.6,13.0,practically,6,en-us,30.298549,,10,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,10.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.760189,14.2,13.6,speaking,6,en-us,30.298549,,10,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,10.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.73308188,15.4,15.2,the,6,en-us,30.298549,,10,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,10.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.91283858,15.9,15.4,resources,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.7600953,16.4,15.9,high,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.90115708,16.7,16.4,and,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.87764865,17.1,16.7,South,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.91283858,17.5,17.1,Korea,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.79958516,17.6,17.5,is,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.79958498,17.8,17.6,not,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.91283858,18.0,17.8,big,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.7052564,18.3,18.0,enough,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.79958516,18.4,18.3,to,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.76794362,18.7,18.4,take,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.91283858,18.8,18.7,in,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.760189,19.0,18.8,any,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.71981627,19.3,19.0,more,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.87497157,19.8,19.3,foreigners,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.76803678,20.0,19.8,and,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.91283858,20.1,20.0,for,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.8644622,20.4,20.1,labor,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.73990881,20.9,20.4,force,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.80534947,21.5,21.3,so,6,en-us,30.298549,,15,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,15.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.88245434,21.6,21.5,if,6,en-us,30.298549,,20,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,20.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.7563054,21.8,21.6,they're,6,en-us,30.298549,,20,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,20.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.70135152,22.0,21.8,coming,6,en-us,30.298549,,20,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,20.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.71095347,22.5,22.0,for,6,en-us,30.298549,,20,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,20.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.91283858,22.6,22.5,a,6,en-us,30.298549,,20,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,20.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.91283858,23.1,22.6,tourist,6,en-us,30.298549,,20,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,20.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.81553841,23.7,23.1,purpose,6,en-us,30.298549,,20,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,20.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.89175397,24.6,24.1,they're,6,en-us,30.298549,,20,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,20.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.91283858,25.0,24.6,actually,6,en-us,30.298549,,20,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,20.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.72183657,25.4,25.0,being,6,en-us,30.298549,,20,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,20.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.84857988,26.8,26.0,Spenders,6,en-us,30.298549,,20,3,3,2,2,1,3,1,,,,x,,,,,x,,,,,,,,20.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.91283858,27.6,27.5,their,6,en-us,30.298549,,25,3,4,2,2,3,2,1,,,,x,,,,,x,,,,,,,,25.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.91283858,28.2,27.6,customers,6,en-us,30.298549,,25,3,4,2,2,3,2,1,,,,x,,,,,x,,,,,,,,25.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.69205189,28.9,28.2,so,6,en-us,30.298549,,25,3,4,2,2,3,2,1,,,,x,,,,,x,,,,,,,,25.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.91283858,29.1,29.0,they're,6,en-us,30.298549,,25,3,4,2,2,3,2,1,,,,x,,,,,x,,,,,,,,25.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.70135146,29.7,29.1,actually,6,en-us,30.298549,,25,3,4,2,2,3,2,1,,,,x,,,,,x,,,,,,,,25.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.83538342,,0.91283858,30.1,29.7,increase,6,en-us,30.298549,,25,3,4,2,2,3,2,1,,,,x,,,,,x,,,,,,,,25.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,resource pie with Korea but then the thing is these people are coming in as refugees he wants to be letting so labor force or thing is the unemployment rate in Korea is like 3% and then the young adult unemployment rate is shoots up to an eight point eight percent so that really means that young people are having a hard time finding jobs in other words I keep on going back to the point saying we don't have a large in a resource,0.91283858,30.8,30.3,resource,6,en-us,59.203946,,25,3,4,2,2,3,2,1,,,,x,,,,,x,,,,,,,,25.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,31.1,30.8,pie,6,en-us,59.203946,,25,3,4,2,2,3,2,1,,,,x,,,,,x,,,,,,,,25.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,31.3,31.1,with,6,en-us,59.203946,,25,3,4,2,2,3,2,1,,,,x,,,,,x,,,,,,,,25.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,31.8,31.5,Korea,6,en-us,59.203946,,25,3,4,2,2,3,2,1,,,,x,,,,,x,,,,,,,,25.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,32.0,31.8,but,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,32.1,32.0,then,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,32.2,32.1,the,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,32.4,32.2,thing,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,32.8,32.4,is,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,33.3,33.1,these,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,33.6,33.3,people,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,33.8,33.6,are,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,34.0,33.8,coming,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,34.1,34.0,in,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,34.2,34.1,as,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,34.7,34.2,refugees,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,34.8,34.7,he,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,35.1,34.8,wants,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,35.2,35.1,to,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,35.4,35.2,be,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.51000881,36.0,35.4,letting,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,36.7,36.6,so,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.87708563,37.1,36.7,labor,6,en-us,59.203946,,30,3,4,2,2,3,2,1,,,,,,x,,x,x,,,,,,,,30.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.7243892,37.6,37.1,force,6,en-us,59.203946,,35,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,35.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.64389914,38.4,38.2,or,6,en-us,59.203946,,35,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,35.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,38.7,38.4,thing,6,en-us,59.203946,,35,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,35.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.71089387,39.3,38.7,is,6,en-us,59.203946,,35,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,35.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,39.4,39.3,the,6,en-us,59.203946,,35,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,35.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.65647507,40.0,39.4,unemployment,6,en-us,59.203946,,35,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,35.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.70486176,40.6,40.0,rate,6,en-us,59.203946,,35,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,35.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.91283858,41.3,41.1,in,6,en-us,59.203946,,35,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,35.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.69716591,41.7,41.3,Korea,6,en-us,59.203946,,35,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,35.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.81655568,41.9,41.7,is,6,en-us,59.203946,,35,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,35.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.72017598,42.3,41.9,like,6,en-us,59.203946,,35,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,35.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
0.79434931,,0.65770954,43.3,42.4,3%,6,en-us,59.203946,,40,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,40.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,x,,
0.79434931,,0.91283858,44.0,43.8,and,6,en-us,59.203946,,40,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,40.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,x,,
0.79434931,,0.67342424,44.3,44.0,then,6,en-us,59.203946,,40,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,40.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,x,,
0.79434931,,0.72003204,44.7,44.3,the,6,en-us,59.203946,,40,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,40.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,x,,
0.79434931,,0.91283858,44.9,44.7,young,6,en-us,59.203946,,40,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,40.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,x,,
0.79434931,,0.91283858,45.4,44.9,adult,6,en-us,59.203946,,40,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,40.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,x,,
0.79434931,,0.62825614,46.0,45.4,unemployment,6,en-us,59.203946,,40,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,40.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,x,,
0.79434931,,0.85524493,46.3,46.0,rate,6,en-us,59.203946,,40,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,40.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,x,,
0.79434931,,0.71168989,46.7,46.3,is,6,en-us,59.203946,,40,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,40.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,x,,
0.79434931,,0.91283858,47.3,47.0,shoots,6,en-us,59.203946,,40,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,40.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,x,,
0.79434931,,0.7511453,47.4,47.3,up,6,en-us,59.203946,,40,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,40.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,x,,
0.79434931,,0.91283858,47.5,47.4,to,6,en-us,59.203946,,45,3,4,2,2,1,2,1,,,,x,,,,,x,,,,,,,,45.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,x,,,,,,,,,x,,
