seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2,seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
55,3,3,1,1,1,3,1,,x,,,,,,,,,,,,,x,55.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,x,,,,,x,,,,,,
60,4,3,1,1,1,4,1,,x,,,,,,,,,,,,,x,60.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,x,,,,,x,,,,,,
65,3,3,1,1,1,3,1,,x,,,,,,,,,,,,,x,65.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,x,,,,,x,,,,,,
70,3,3,1,1,1,4,1,,x,,,,,,,,,,,,,x,70.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,x,,,,,x,,,,,,
75,3,3,1,1,1,4,1,,x,,,,,,,,,,,,,x,75.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,x,,,,,x,,,,,,
80,5,3,1,1,1,3,1,,x,,,,,,,,,,,,,x,80.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,x,,,,,x,,,,,,
85,5,3,1,1,1,3,1,,x,,,,,,,,,,,,,x,85.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,x,,,,,x,,,,,,
90,3,3,1,1,1,3,1,,x,,,,,,,,,,,,,x,90.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,x,,,,,x,,,,,,
95,5,3,1,1,1,4,1,,x,,,,,,,,,,,,,x,95.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,x,,,,,x,,,,,,
100,3,3,1,1,1,3,1,,x,,,,,,,,,,,,,x,100.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,x,,,,,,,,x,,,,,,
105,3,3,1,1,1,3,1,,x,,,,,,,,,,,,,x,105.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,x,,,,,,,,x,,,,,,
110,4,3,1,1,1,3,1,,x,,,,,,,,,,,,,x,110.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,x,,,,,,,,x,,,,,,
115,4,3,1,1,1,3,1,,x,,,,,,,,,,,,,x,115.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,x,,,,,,,,x,,,,,,
120,2,3,1,1,1,3,1,,,,,x,,,,,,,,,,x,120.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,x,,,,,,,,x,,,,,,
125,2,3,1,1,1,2,1,,,x,,,,,,,,,,,,x,125.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,x,,,,,,,,x,,,,,,
130,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x,130.0,5.0,5.0,2.0,3.0,1.0,1.0,1.0,,,x,,,,,,,,,,x,,
135,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x,135.0,5.0,5.0,2.0,3.0,1.0,1.0,1.0,,,x,,,,,,,,,,x,,
140,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x,140.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,x,,
145,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x,145.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,x,,
150,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x,150.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,x,,
155,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x,155.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,x,,
160,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x,160.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,,,,x,,,,
165,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x,165.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,,,,x,,,,
170,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x,170.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,,,,,x,,,x,,,,,,,
175,3,3,1,1,1,1,1,,,,,,,x,,,,,,,,x,175.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,,,,,x,,,x,,,,,,,
180,3,3,1,1,1,1,1,,,,,,,x,,,,,,,,x,180.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,,,,,x,,,x,,,,,,,
185,3,3,2,1,1,1,1,,,x,,,,,,,,,,,,x,185.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,,,,,x,,,x,,,,,,,
190,3,3,2,1,1,1,1,,,x,,,,,,,,,x,,,,190.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,,,,,x,,,x,,,,,,,
195,2,3,2,1,1,1,1,,,x,,,,,,,,,x,,,,195.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,,,,,x,,,x,,,,,,,
200,2,3,2,1,1,1,1,,,x,,,,,,,,,x,,,,200.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,,,,,x,,,x,,,,,,,
205,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x,205.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,,,,x,,,,,,,,,x,,
210,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x,210.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,,,,x,,,,,,,,,x,,
215,2,3,1,1,1,1,1,,,,,,,x,,,,,x,,,,215.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,,x,,,,,,,,,,,,,x
220,3,3,1,1,1,2,1,,x,,,,,,,,,,x,,,,220.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,,x,,,,,,,,,,,,,x
225,3,3,1,1,1,2,1,,x,,,,,,x,,,,,,,,225.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,,,,x,,,,x,,,,,,,
230,3,3,2,1,1,1,1,,,x,,,,,x,,,,,,,,230.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,,,,x,,,,x,,,,,,,
235,3,3,2,1,1,1,1,,,x,,,,,,,,,,,,x,235.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,,,,x,,,,x,,,,,,,
240,3,3,2,1,1,1,1,,,x,,,,,,,,,,,,x,240.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,,,,x,,,,x,,,,,,,
245,3,3,2,1,1,1,1,,,x,,,,,,,,,,,,x,245.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,,,,x,,,,x,,,,,,,
250,4,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,250.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,x,,,,,,,,x,,,,,,
255,3,4,2,1,1,1,1,,,,x,,,,,,,,,,,x,255.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,x,,,,,,,,x,,,,,,
260,3,4,2,1,1,1,1,,,,x,,,,,,,,,x,,,260.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,x,,,,,,,,x,,,,,,
265,5,4,2,1,1,1,1,,,,x,,,,,,,,,x,,,265.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,x,,,,,,,,x,,,,,,
270,5,4,2,1,1,1,1,,,,x,,,,,,,,,x,,,270.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,x,,,,,,,,x,,,,,,
275,4,4,2,1,1,3,1,,,,x,,,,,,,,,x,,,275.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,x,,,,,x,,,,,,
280,4,4,2,1,1,3,1,,,,x,,,,,,,,,x,,,280.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,x,,,,,x,,,,,,
285,3,3,1,1,1,3,1,,,,x,,,,,,,,,x,,,285.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,x,,,,,x,,,,,,
290,3,3,2,1,1,1,1,,,,x,,,,,,,,,,,x,290.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,x,,,,,x,,,,,,
295,3,3,2,1,1,1,1,,,,x,,,,,,,,,,,x,295.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,x,,,,,x,,,,,,
300,3,3,2,1,1,1,1,,,,x,,,,,,,,,,,x,300.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,x,,,,,x,,,,,,
305,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x,305.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,x,,,,,x,,,,,,
310,4,3,2,1,1,1,1,,,,x,,,,,,,,,,,x,310.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,x,,,,,x,,,,,,
315,3,3,1,1,1,2,1,,,,x,,,,,,,,,x,,,315.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,x,,,,,x,,,,,,
320,3,3,1,1,1,1,1,,,,x,,,,,,,,,x,,,320.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,x,,,,,x,,,,,,
325,4,4,2,1,1,1,1,,,,x,,,,,,,,,x,,,325.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,x,,,,,x,,,,,,
330,4,4,2,1,1,1,1,,,,x,,,,,,,,,x,,,330.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,x,,,,,x,,,,,,
335,4,4,2,1,1,3,1,,,,x,,,,,,,,,,,x,335.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
340,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x,340.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
345,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x,345.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
350,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x,350.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,x,,,,x,,,,,,,
355,4,4,1,1,1,1,1,,,,x,,,,,,,,,,,x,355.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,,,x,,,,,,,,,,x,,
360,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,360.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,,,x,,,,,,,,,,x,,
365,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,365.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,,,x,,,,,,,,,,x,,
370,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,370.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,,,x,,,,,,,,,,x,,
375,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,375.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,,,x,,,,,,,,,x,,,
380,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,380.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,,,x,,,,,,,,,x,,,
385,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,385.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,,,x,,,,,,,,,x,,,
390,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x,390.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,,,x,,,,,,,,,x,,,
395,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x,395.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,,,x,,,,,,,,,x,,,
400,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x,400.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,,,x,,,,,,,,,x,,,
405,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x,405.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,,,x,,,,,,,,,x,,,
410,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,410.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,,,x,,,,,,,,,x,,,
415,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,415.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,,,x,,,,,,,,,x,,,
420,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,420.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,,,x,,,,,,,,,x,,,
425,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x,425.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,,,x,,,,,,,,,x,,,
430,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x,430.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,,,x,,,,,,,,,x,,,
435,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,435.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,,,x,,,,,,,,,x,,,
440,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x,440.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,,,x,,,,,,,,,x,,,
445,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x,445.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,,,,x,,,,x,,,,,,,
450,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x,450.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,,,,x,,,,x,,,,,,,
455,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x,455.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,,,,x,,,,x,,,,,,,
460,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x,460.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,,,,x,,,,x,,,,,,,
465,2,3,1,1,1,2,1,,,,x,,,,x,,,,,,,,465.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,,,,x,,,,x,,,,,,,
470,3,3,1,1,1,3,1,,,,x,,,,x,,,,,,,,470.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,,,,x,,,,x,,,,,,,
475,5,2,1,1,1,3,1,,,,x,,,,x,,,,,,,,475.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,,,,x,,,,x,,,,,,,
480,5,2,1,1,1,3,1,,,,x,,,,x,,,,,,,,480.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,x,,,,,,x,,,,,
485,4,2,1,1,1,3,1,,,,x,,,,,,,,,,,x,485.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,x,,,,,,x,,,,,
490,4,2,1,1,1,3,1,,,,x,,,,,,,,,,,x,490.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,x,,,,,,x,,,,,
495,4,2,1,1,1,3,1,,,,x,,,,,,,,,,,x,495.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
500,4,3,1,1,1,2,1,,,,x,,,,,,,,,,,x,500.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
505,4,3,1,1,1,2,1,,,,x,,,,,,,,,,,x,505.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
510,4,3,1,1,1,2,1,,,,x,,,,,,,,,,,x,510.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,x,,,,,,,,,,,x
515,4,3,1,1,1,2,1,,,,x,,,,,,,,,,,x,515.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,x,,,,,x,,,,,,
520,4,2,1,1,1,3,1,,x,,,,,,,,,,,,,x,520.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,x,,,,,x,,,,,,
525,4,2,1,1,1,3,1,,x,,,,,,,,,,,,,x,525.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,x,,,,,x,,,,,,
530,4,2,1,1,1,3,1,,x,,,,,,,,,,,,,x,530.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,x,,,,,x,,,,,,
535,4,3,1,1,1,2,1,,,,x,,,,,,,,,,,x,535.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,x,,,,,x,,,,,,
540,4,3,1,1,1,2,1,,,,x,,,,,,,,,,,x,540.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,x,,,,,x,,,,,,
545,4,3,1,1,1,2,1,,,,x,,,,,,,,,,,x,545.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,x,,,,,x,,,,,,
550,4,2,1,1,1,3,1,,x,,,,,,,,,,,,,x,550.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,x,,,,,x,,,,,,
555,4,2,1,1,1,3,1,,x,,,,,,,,,,,,,x,555.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,x,,,,,,,x,,,,,,
560,4,2,1,1,1,3,1,,x,,,,,,,,,,,,,x,560.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,x,,,,,,,x,,,,,,
565,4,2,1,1,1,3,1,,x,,,,,,,,,,,,,x,565.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,x,,,,,,,x,,,,,,
570,4,2,1,1,1,3,1,,x,,,,,,,,,,,,,x,570.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,x,,,,,,,x,,,,,,
575,4,2,1,1,1,3,1,,x,,,,,,,,,,,,,x,575.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,x,,,,,,,x,,,,,,
580,4,2,1,1,1,3,1,,x,,,,,,,,,,,,,x,580.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,x,,,,,,,x,,,,,,
585,4,2,1,1,1,3,1,,x,,,,,,x,,,,,,,,585.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,x,,,,,,,x,,,,,,
590,4,2,1,1,1,3,1,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,4,2,1,1,1,3,1,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,4,2,1,1,1,3,1,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,3,4,3,2,1,1,1,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
610,3,4,3,2,1,1,1,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
