,Unnamed: 0,results/alternatives/0/confidence,full_transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,startTime,word,results/channelTag,results/languageCode,reult/reultEndTime,p1,seconds,arousal,valence,happy,angry,nervous,sad,p2,seconds2,arousal2,valence2,happy2,angry2,nervous2,sad2,new_words,p1_trans,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,p2_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
10,10,0.76509905,,0.91283858,7.8,7.2,refugees,2,en-us,25.888572,,5.0,1.333,2.667,1.667,1.0,1.333,1.0,,5.0,3.0,2.667,1.333,1.0,1.667,1.0,it says they do have some threats in their own country,,55.0,2.333,2.333,1.333,1.0,2.0,1.0,,55.0,3.333,3.0,1.333,1.0,1.667,1.0
11,11,0.76509905,,0.89755535,8.3,7.8,arrived,2,en-us,25.888572,,10.0,1.667,2.667,1.667,1.0,1.333,1.0,,10.0,3.333,3.0,1.333,1.0,2.0,1.0,and yeah we have to of course we have to examine the fact that whether they are,,60.0,2.333,2.333,1.333,1.0,2.0,1.0,,60.0,3.333,3.0,1.333,1.0,1.667,1.0
12,12,0.76509905,,0.76264912,8.6,8.3,in,2,en-us,25.888572,,10.0,1.667,2.667,1.667,1.0,1.333,1.0,,10.0,3.333,3.0,1.333,1.0,2.0,1.0,really facing thus those threats by themselves in their Nation,,65.0,3.0,2.0,1.333,1.0,2.0,1.0,,65.0,3.333,3.0,1.333,1.0,2.0,1.0
13,13,0.76509905,,0.76264912,9.0,8.7,this,2,en-us,25.888572,,10.0,1.667,2.667,1.667,1.0,1.333,1.0,,10.0,3.333,3.0,1.333,1.0,2.0,1.0,by person by person but it's all they guaranteed,,70.0,2.667,2.0,1.333,1.0,1.667,1.0,,70.0,3.333,3.0,1.333,1.0,1.667,1.0
14,14,0.76509905,,0.75170666,9.9,9.3,especially,2,en-us,25.888572,,10.0,1.667,2.667,1.667,1.0,1.333,1.0,,10.0,3.333,3.0,1.333,1.0,2.0,1.0,or is their right to be examined fairly under those,,75.0,2.333,2.667,1.333,1.0,1.667,1.0,,75.0,3.333,3.0,1.333,1.0,1.667,1.0
15,15,0.76509905,,0.71634918,10.0,9.9,in,2,en-us,25.888572,,10.0,1.667,2.667,1.667,1.0,1.333,1.0,,10.0,3.333,3.0,1.333,1.0,2.0,1.0,under those posts asses and loss stand loss,,80.0,2.333,2.667,1.333,1.0,1.667,1.0,,80.0,3.667,3.0,1.333,1.0,1.667,1.0
16,16,0.76509905,,0.91283858,10.4,10.0,many,2,en-us,25.888572,,10.0,1.667,2.667,1.667,1.0,1.333,1.0,,10.0,3.333,3.0,1.333,1.0,2.0,1.0,for for Korea being under the UN Refugee Convention,,85.0,3.0,2.667,1.667,1.0,1.667,1.0,,85.0,3.333,3.0,1.333,1.0,2.0,1.0
17,17,0.76509905,,0.74815476,10.7,10.4,Arab,2,en-us,25.888572,,10.0,1.667,2.667,1.667,1.0,1.333,1.0,,10.0,3.333,3.0,1.333,1.0,2.0,1.0,as they've just signed they like several tens of years ago they create,,90.0,3.333,2.667,1.333,1.0,1.667,1.0,,90.0,3.333,3.0,1.333,1.0,2.0,1.0
18,18,0.76509905,,0.82403433,11.1,10.7,Jesus,2,en-us,25.888572,,10.0,1.667,2.667,1.667,1.0,1.333,1.0,,10.0,3.333,3.0,1.333,1.0,2.0,1.0,do have an obligation to fairly examine and if they are lawful but if you have,,95.0,3.0,2.667,1.333,1.0,1.667,1.0,,95.0,3.333,3.0,1.333,1.0,2.0,1.0
19,19,0.76509905,,0.86392659,12.3,11.8,arrived,2,en-us,25.888572,,10.0,1.667,2.667,1.667,1.0,1.333,1.0,,10.0,3.333,3.0,1.333,1.0,2.0,1.0,to accept it,,100.0,2.667,3.0,1.667,1.0,1.333,1.0,,100.0,3.333,3.0,1.333,1.0,2.0,1.0
20,20,0.76509905,,0.78196448,12.6,12.3,in,2,en-us,25.888572,,10.0,1.667,2.667,1.667,1.0,1.333,1.0,,10.0,3.333,3.0,1.333,1.0,2.0,1.0,yeah so,,105.0,3.0,3.0,1.333,1.0,1.333,1.0,,105.0,3.333,3.0,1.333,1.0,2.0,1.0
21,21,0.76509905,,0.76422155,13.0,12.7,Jeju,2,en-us,25.888572,,15.0,2.0,2.667,1.333,1.0,1.333,1.0,,15.0,3.333,2.667,1.333,1.0,2.333,1.0,overall I like against this accepting the refugees,,110.0,2.333,3.0,1.333,1.0,1.333,1.0,,110.0,3.333,3.0,1.333,1.0,2.0,1.0
22,22,0.76509905,,0.7288574,13.5,13.0,Allah,2,en-us,25.888572,,15.0,2.0,2.667,1.333,1.0,1.333,1.0,,15.0,3.333,2.667,1.333,1.0,2.333,1.0,currently in Jeju largely because a lot of the population is not,,115.0,2.667,3.333,1.333,1.0,1.333,1.0,,115.0,3.333,3.0,1.333,1.0,2.333,1.0
23,23,0.76509905,,0.91283858,15.3,15.0,first,2,en-us,25.888572,,15.0,2.0,2.667,1.333,1.0,1.333,1.0,,15.0,3.333,2.667,1.333,1.0,2.333,1.0,agreeing to it or accepting it already seven hundred thousand people signed a petition to the blue house,,120.0,3.0,3.333,1.333,1.0,1.333,1.0,,120.0,3.333,3.0,1.333,1.0,2.0,1.0
24,24,0.76509905,,0.79418397,15.4,15.3,of,2,en-us,25.888572,,15.0,2.0,2.667,1.333,1.0,1.333,1.0,,15.0,3.333,2.667,1.333,1.0,2.333,1.0,against accepting the refugees and,,125.0,3.0,3.333,1.333,1.0,1.333,1.0,,125.0,3.333,3.0,1.333,1.0,2.0,1.0
25,25,0.76509905,,0.79418397,15.5,15.4,all,2,en-us,25.888572,,15.0,2.0,2.667,1.333,1.0,1.333,1.0,,15.0,3.333,2.667,1.333,1.0,2.333,1.0,the difference I guess when you're talking about xenophobia is,,130.0,3.0,3.333,1.333,1.0,1.333,1.0,,130.0,3.333,3.0,1.333,1.0,2.0,1.0
26,26,0.76509905,,0.3567681,15.6,15.5,I,2,en-us,25.888572,,15.0,2.0,2.667,1.333,1.0,1.333,1.0,,15.0,3.333,2.667,1.333,1.0,2.333,1.0,there already 2 million foreigners leave living illegally in Korea right now,,135.0,3.0,3.333,1.333,1.0,1.333,1.0,,135.0,3.333,3.0,1.333,1.0,2.0,1.0
27,27,0.76509905,,0.91283858,15.8,15.6,want,2,en-us,25.888572,,15.0,2.0,2.667,1.333,1.0,1.333,1.0,,15.0,3.333,2.667,1.333,1.0,2.333,1.0,the reason people are against it would be more because these people,,140.0,2.667,3.333,1.333,1.0,1.333,1.0,,140.0,3.333,3.0,1.333,1.0,2.0,1.0
28,28,0.76509905,,0.59167302,15.9,15.8,to,2,en-us,25.888572,,15.0,2.0,2.667,1.333,1.0,1.333,1.0,,15.0,3.333,2.667,1.333,1.0,2.333,1.0,without visas cannot be accounted for but their actions the country itself because it seems such,,145.0,2.667,3.333,1.333,1.0,1.333,1.0,,145.0,3.333,3.0,1.333,1.0,2.0,1.0
29,29,0.76509905,,0.67254418,16.4,15.9,mention,2,en-us,25.888572,,15.0,2.0,2.667,1.333,1.0,1.333,1.0,,15.0,3.333,2.667,1.333,1.0,2.333,1.0,turmoil it cannot take responsibility for these people therefore,,150.0,3.0,3.333,1.333,1.0,1.667,1.0,,150.0,2.667,2.667,1.667,1.0,1.667,1.0
30,30,0.76509905,,0.3727203,17.0,16.4,that,2,en-us,25.888572,,15.0,2.0,2.667,1.333,1.0,1.333,1.0,,15.0,3.333,2.667,1.333,1.0,2.333,1.0,they're more reluctant to accepting these people so it's hard to say is,,155.0,3.0,3.333,1.333,1.0,1.667,1.0,,155.0,2.667,2.667,1.333,1.0,1.667,1.0
31,31,0.76509905,,0.471558,17.5,17.0,the,2,en-us,25.888572,,15.0,2.0,2.667,1.333,1.0,1.333,1.0,,15.0,3.333,2.667,1.333,1.0,2.333,1.0,racist or xenophobia data to and this,,160.0,3.333,3.0,1.333,1.0,1.667,1.0,,160.0,2.667,2.667,1.333,1.0,1.667,1.0
32,32,0.76509905,,0.65572172,18.0,17.6,current,2,en-us,25.888572,,15.0,2.0,2.667,1.333,1.0,1.333,1.0,,15.0,3.333,2.667,1.333,1.0,2.333,1.0,there's this General lack of trust of the Korean government especially for the young,,165.0,2.667,3.333,1.333,1.0,1.667,1.0,,165.0,3.0,2.667,1.333,1.0,1.667,1.0
33,33,0.76509905,,0.44213441,18.7,18.0,movement,2,en-us,25.888572,,20.0,2.0,3.0,1.333,1.0,1.333,1.0,,20.0,3.667,2.667,1.333,1.0,2.333,1.0,adults that the Korean government is not particular of its own citizens,,170.0,3.0,3.333,1.333,1.0,1.667,1.0,,170.0,3.0,3.0,1.333,1.0,1.333,1.0
34,34,0.76509905,,0.57105398,19.1,18.7,in,2,en-us,25.888572,,20.0,2.0,3.0,1.333,1.0,1.333,1.0,,20.0,3.667,2.667,1.333,1.0,2.333,1.0,so it should pay more attention and make sure that it does not own citizens,,175.0,3.0,3.333,1.333,1.0,1.667,1.0,,175.0,3.0,3.0,1.333,1.0,1.333,1.0
35,35,0.76509905,,0.66746658,19.4,19.1,South,2,en-us,25.888572,,20.0,2.0,3.0,1.333,1.0,1.333,1.0,,20.0,3.667,2.667,1.333,1.0,2.333,1.0,don't feel that the treatment towards refugees are unfair compared to the people,,180.0,3.0,3.333,1.333,1.0,1.667,1.0,,180.0,3.0,3.0,1.333,1.0,1.333,1.0
36,36,0.76509905,,0.72834557,20.0,19.4,Korea,2,en-us,25.888572,,20.0,2.0,3.0,1.333,1.0,1.333,1.0,,20.0,3.667,2.667,1.333,1.0,2.333,1.0,who have the nationality and will have citizenship of the country already,,185.0,2.667,3.333,1.333,1.0,1.667,1.0,,185.0,3.0,3.0,1.333,1.0,1.333,1.0
37,37,0.76509905,,0.91283858,20.6,20.0,against,2,en-us,25.888572,,20.0,2.0,3.0,1.333,1.0,1.333,1.0,,20.0,3.667,2.667,1.333,1.0,2.333,1.0,first,,190.0,2.667,3.333,1.333,1.0,1.667,1.0,,190.0,3.0,2.667,1.333,1.0,1.333,1.0
38,38,0.76509905,,0.91283858,21.4,21.0,against,2,en-us,25.888572,,20.0,2.0,3.0,1.333,1.0,1.333,1.0,,20.0,3.667,2.667,1.333,1.0,2.333,1.0,of all you mentioned that,,195.0,3.333,3.0,1.333,1.0,1.667,1.0,,195.0,3.0,2.667,1.333,1.0,1.333,1.0
39,39,0.76509905,,0.72834557,21.6,21.4,this,2,en-us,25.888572,,20.0,2.0,3.0,1.333,1.0,1.333,1.0,,20.0,3.667,2.667,1.333,1.0,2.333,1.0,s okay so well you,,200.0,3.0,3.0,1.333,1.0,1.667,1.0,,200.0,3.0,2.667,1.333,1.0,1.333,1.0
40,40,0.76509905,,0.91283858,21.7,21.6,year,2,en-us,25.888572,,20.0,2.0,3.0,1.333,1.0,1.333,1.0,,20.0,3.667,2.667,1.333,1.0,2.333,1.0,mentioned that a lot of Korean citizens are against it and as a,,205.0,3.0,3.0,1.333,1.0,1.667,1.0,,205.0,3.0,2.667,1.333,1.0,1.333,1.0
41,41,0.76509905,,0.6674667,22.0,21.7,many,2,en-us,25.888572,,20.0,2.0,3.0,1.333,1.0,1.333,1.0,,20.0,3.667,2.667,1.333,1.0,2.333,1.0,as an Evidence you showed the petition that number of the petitioners in foreign,,210.0,3.333,3.0,1.333,1.0,1.667,1.0,,210.0,3.0,2.667,1.333,1.0,1.333,1.0
42,42,0.76509905,,0.91283858,22.6,22.0,refugees,2,en-us,25.888572,,20.0,2.0,3.0,1.333,1.0,1.333,1.0,,20.0,3.667,2.667,1.333,1.0,2.333,1.0,against these refugees but I believe this issue is not,,215.0,2.667,3.333,1.333,1.0,1.667,1.0,,215.0,3.0,2.667,1.333,1.0,1.333,1.0
43,43,0.76509905,,0.63050032,23.0,22.6,are,2,en-us,25.888572,,20.0,2.0,3.0,1.333,1.0,1.333,1.0,,20.0,3.667,2.667,1.333,1.0,2.333,1.0,really a democratic issue that can be decided upon the popular Theory votes it is the legal,,220.0,2.667,3.333,1.333,1.0,1.667,1.0,,220.0,3.333,3.0,1.333,1.0,1.333,1.0
44,44,0.76509905,,0.91283858,23.5,23.4,pretty,2,en-us,25.888572,,25.0,2.0,3.0,1.333,1.0,1.333,1.0,,25.0,3.333,2.667,1.333,1.0,2.333,1.0,right to be examined under a fair and Justice law because it is a law we,,225.0,3.0,3.333,1.333,1.0,1.667,1.0,,225.0,3.333,3.0,1.333,1.0,1.333,1.0
45,45,0.76509905,,0.48066103,23.9,23.5,much,2,en-us,25.888572,,25.0,2.0,3.0,1.333,1.0,1.333,1.0,,25.0,3.333,2.667,1.333,1.0,2.333,1.0,I mean it is also kind of an International Love Me Korea sign like several tens of years,,230.0,3.0,3.333,1.333,1.0,1.667,1.0,,230.0,3.0,3.0,1.333,1.0,1.333,1.0
46,46,0.76509905,,0.68406767,24.3,23.9,standard,2,en-us,25.888572,,25.0,2.0,3.0,1.333,1.0,1.333,1.0,,25.0,3.333,2.667,1.333,1.0,2.333,1.0,ago and we promise to the international society that we are going,,235.0,3.0,3.333,1.333,1.0,1.667,1.0,,235.0,3.0,2.667,1.333,1.0,1.333,1.0
47,47,0.76509905,,0.86027837,24.8,24.3,phobic,2,en-us,25.888572,,25.0,2.0,3.0,1.333,1.0,1.333,1.0,,25.0,3.333,2.667,1.333,1.0,2.333,1.0,to accept the refugees in this or that cases so well I do,,240.0,2.667,3.333,1.333,1.0,1.667,1.0,,240.0,3.0,2.667,1.333,1.0,1.333,1.0
48,48,0.76509905,,0.72966063,25.6,24.8,activity,2,en-us,25.888572,,25.0,2.0,3.0,1.333,1.0,1.333,1.0,,25.0,3.333,2.667,1.333,1.0,2.333,1.0,understand a lot of people are against the well there are a lot of like emotional or,,245.0,2.667,3.333,1.333,1.0,1.667,1.0,,245.0,3.0,3.0,1.333,1.0,1.333,1.0
49,49,0.80766225, because right now those refugees are arrived and those refugees arrived in Jeju Island and are under intense examination of whether they are really lawful refugees and their Korean law or not and of course since they well at least they're claiming that they are fleeing from those conflicts and persecution and we all know that Yemen has currently undergoing this Civil War and we,0.91283858,27.3,26.7,because,2,en-us,56.167076,,25.0,2.0,3.0,1.333,1.0,1.333,1.0,,25.0,3.333,2.667,1.333,1.0,2.333,1.0,emotional or personal personal feelings,,250.0,3.0,3.333,1.333,1.0,2.0,1.0,,250.0,3.333,3.333,1.333,1.0,1.333,1.0
50,50,0.80766225,,0.91283858,29.2,28.9,right,2,en-us,56.167076,,30.0,2.667,3.333,1.333,1.0,1.333,1.0,,30.0,3.333,2.667,1.333,1.0,2.333,1.0,against these refugees or in general against work for foreigners coming in,,255.0,2.333,3.333,1.667,1.0,1.333,1.0,,255.0,3.333,3.333,1.333,1.0,1.333,1.0
51,51,0.80766225,,0.91283858,29.4,29.2,now,2,en-us,56.167076,,30.0,2.667,3.333,1.333,1.0,1.333,1.0,,30.0,3.333,2.667,1.333,1.0,2.333,1.0,the country but well I think that's not really the issue in this case and,,260.0,2.667,3.0,1.667,1.0,1.333,1.0,,260.0,3.667,3.333,1.333,1.0,1.333,1.0
52,52,0.80766225,,0.91283858,29.7,29.4,those,2,en-us,56.167076,,30.0,2.667,3.333,1.333,1.0,1.333,1.0,,30.0,3.333,2.667,1.333,1.0,2.333,1.0,and also also well you,,265.0,3.0,3.0,1.333,1.0,1.667,1.0,,265.0,3.667,3.333,1.333,1.0,1.333,1.0
53,53,0.80766225,,0.91283858,30.3,29.7,refugees,2,en-us,56.167076,,30.0,2.667,3.333,1.333,1.0,1.333,1.0,,30.0,3.333,2.667,1.333,1.0,2.333,1.0,also mentioned that they're already legal legally residing two million foreign people,,270.0,2.667,3.0,1.333,1.0,1.333,1.0,,270.0,3.667,3.333,1.333,1.0,1.667,1.0
54,54,0.80766225,,0.91283858,30.8,30.3,are,2,en-us,56.167076,,30.0,2.667,3.333,1.333,1.0,1.333,1.0,,30.0,3.333,2.667,1.333,1.0,2.333,1.0,in South Korea and what I want what I just want to mention is that they're not,,275.0,2.667,3.0,1.333,1.0,1.333,1.0,,275.0,3.667,3.333,1.333,1.0,1.333,1.0
55,55,0.80766225,,0.91283858,31.3,30.8,arrived,2,en-us,56.167076,,30.0,2.667,3.333,1.333,1.0,1.333,1.0,,30.0,3.333,2.667,1.333,1.0,2.333,1.0,illegal immigrants are just under a process so well it's not really,,280.0,2.667,3.0,1.333,1.0,1.333,1.0,,280.0,3.667,3.333,1.333,1.0,1.333,1.0
56,56,0.80766225,,0.91283858,31.7,31.3,and,2,en-us,56.167076,,30.0,2.667,3.333,1.333,1.0,1.333,1.0,,30.0,3.333,2.667,1.333,1.0,2.333,1.0,it's really hard to say very illegal he's just in the in between that process in between those,,285.0,2.667,3.0,1.333,1.0,1.333,1.0,,285.0,3.667,3.333,1.333,1.0,1.333,1.0
57,57,0.80766225,,0.91283858,32.1,31.9,those,2,en-us,56.167076,,30.0,2.667,3.333,1.333,1.0,1.333,1.0,,30.0,3.333,2.667,1.333,1.0,2.333,1.0,fetuses and well you also mentioned,,290.0,2.667,2.667,1.333,1.0,1.333,1.0,,290.0,3.333,3.333,1.333,1.0,1.333,1.0
58,58,0.80766225,,0.91283858,32.6,32.1,refugees,2,en-us,56.167076,,30.0,2.667,3.333,1.333,1.0,1.333,1.0,,30.0,3.333,2.667,1.333,1.0,2.333,1.0,about the responsibilities that the South Korea doesn't hold the responsibility to take care of this,,295.0,2.667,3.0,1.333,1.0,1.333,1.0,,295.0,3.667,3.333,1.333,1.0,1.333,1.0
59,59,0.80766225,,0.91283858,33.1,32.6,arrived,2,en-us,56.167076,,30.0,2.667,3.333,1.333,1.0,1.333,1.0,,30.0,3.333,2.667,1.333,1.0,2.333,1.0,refugees but well let's go back to the represent convention,,300.0,2.667,3.0,1.333,1.0,1.333,1.0,,300.0,3.333,3.333,1.333,1.0,1.333,1.0
60,60,0.80766225,,0.91283858,33.2,33.1,in,2,en-us,56.167076,,30.0,2.667,3.333,1.333,1.0,1.333,1.0,,30.0,3.333,2.667,1.333,1.0,2.333,1.0,and we do have a responsibility for that right,,305.0,2.667,3.0,1.333,1.0,1.333,1.0,,305.0,3.667,3.333,1.333,1.0,1.333,1.0
61,61,0.80766225,,0.91283858,33.5,33.2,Jeju,2,en-us,56.167076,,30.0,2.667,3.333,1.333,1.0,1.333,1.0,,30.0,3.333,2.667,1.333,1.0,2.333,1.0,so repeatedly you've mentioned the law but the agreement,,310.0,3.0,3.0,1.333,1.0,1.333,1.0,,310.0,3.667,3.333,1.333,1.0,1.667,1.0
62,62,0.80766225,,0.91283858,33.9,33.5,Island,2,en-us,56.167076,,35.0,2.667,3.333,1.333,1.0,1.333,1.0,,35.0,3.333,3.0,1.333,1.0,2.333,1.0,that tree has signed impact in 1994 which is more than 20 years ago,,315.0,3.0,2.667,1.333,1.0,1.333,1.0,,315.0,3.667,3.333,1.333,1.0,1.333,1.0
63,63,0.80766225,,0.91283858,34.3,33.9,and,2,en-us,56.167076,,35.0,2.667,3.333,1.333,1.0,1.333,1.0,,35.0,3.333,3.0,1.333,1.0,2.333,1.0,and what we but I want to point out is that if this law,,320.0,3.0,3.0,1.333,1.0,1.333,1.0,,320.0,3.333,3.333,1.333,1.0,1.333,1.0
64,64,0.80766225,,0.91283858,34.7,34.3,are,2,en-us,56.167076,,35.0,2.667,3.333,1.333,1.0,1.333,1.0,,35.0,3.333,3.0,1.333,1.0,2.333,1.0,signed and if this was supposed to become an issue the government should not be responsible,,325.0,3.0,3.0,1.333,1.0,1.333,1.0,,325.0,3.333,3.333,1.333,1.0,1.333,1.0
65,65,0.80766225,,0.91283858,35.2,34.7,under,2,en-us,56.167076,,35.0,2.667,3.333,1.333,1.0,1.333,1.0,,35.0,3.333,3.0,1.333,1.0,2.333,1.0,to educate the people prior to this,,330.0,3.333,3.0,1.333,1.0,1.333,1.0,,330.0,3.667,3.333,1.333,1.0,1.667,1.0
66,66,0.80766225,,0.59193724,35.6,35.2,intense,2,en-us,56.167076,,35.0,2.667,3.333,1.333,1.0,1.333,1.0,,35.0,3.333,3.0,1.333,1.0,2.333,1.0,disagreement happening so at this point people are not ready to accept the people,,335.0,2.667,2.667,1.333,1.0,1.333,1.0,,335.0,3.333,3.333,1.333,1.0,1.667,1.0
67,67,0.80766225,,0.91283858,36.4,35.6,examination,2,en-us,56.167076,,35.0,2.667,3.333,1.333,1.0,1.333,1.0,,35.0,3.333,3.0,1.333,1.0,2.333,1.0,although the government has taken the choice to sign the agreement the,,340.0,2.667,3.333,1.333,1.0,1.333,1.0,,340.0,3.333,3.333,1.333,1.0,2.0,1.0
68,68,0.80766225,,0.68424654,36.5,36.4,of,2,en-us,56.167076,,35.0,2.667,3.333,1.333,1.0,1.333,1.0,,35.0,3.333,3.0,1.333,1.0,2.333,1.0,general population was not aware and the failure of the government to YouTube operation educate the,,345.0,3.0,3.0,1.333,1.0,1.333,1.0,,345.0,3.0,3.333,1.333,1.0,1.333,1.0
69,69,0.80766225,,0.66133809,36.8,36.5,whether,2,en-us,56.167076,,35.0,2.667,3.333,1.333,1.0,1.333,1.0,,35.0,3.333,3.0,1.333,1.0,2.333,1.0,population does not give it the right,,350.0,3.333,3.0,1.333,1.0,1.333,1.0,,350.0,3.0,3.333,1.333,1.0,1.333,1.0
70,70,0.80766225,,0.75447857,37.0,36.8,they,2,en-us,56.167076,,35.0,2.667,3.333,1.333,1.0,1.333,1.0,,35.0,3.333,3.0,1.333,1.0,2.333,1.0,to just go forward and do what they have done in the past but the young gender generation of we're not,,355.0,3.0,2.667,1.333,1.0,1.333,1.0,,355.0,3.333,3.333,1.333,1.0,1.667,1.0
71,71,0.80766225,,0.59193724,37.1,37.0,are,2,en-us,56.167076,,35.0,2.667,3.333,1.333,1.0,1.333,1.0,,35.0,3.333,3.0,1.333,1.0,2.333,1.0,aware of this issue and since back in 1994 over,,360.0,3.0,2.667,1.333,1.0,1.333,1.0,,360.0,3.333,3.0,1.333,1.0,1.667,1.0
72,72,0.80766225,,0.9077068,37.6,37.1,really,2,en-us,56.167076,,35.0,2.667,3.333,1.333,1.0,1.333,1.0,,35.0,3.333,3.0,1.333,1.0,2.333,1.0,"33,000 refugees had applied but only 2.4 percent",,365.0,3.0,2.667,1.333,1.0,1.333,1.0,,365.0,3.333,3.0,1.333,1.0,1.667,1.0
73,73,0.80766225,,0.91283858,38.1,37.6,lawful,2,en-us,56.167076,,35.0,2.667,3.333,1.333,1.0,1.333,1.0,,35.0,3.333,3.0,1.333,1.0,2.333,1.0,were accepted and right now the if the numbers were maintained,,370.0,3.0,3.0,1.333,1.0,1.333,1.0,,370.0,3.333,3.333,1.0,1.0,1.667,1.0
74,74,0.80766225,,0.91283858,38.8,38.1,refugees,2,en-us,56.167076,,35.0,2.667,3.333,1.333,1.0,1.333,1.0,,35.0,3.333,3.0,1.333,1.0,2.333,1.0,there was no problem in maintaining that particular acceptance rate if,,375.0,3.333,3.0,1.333,1.0,1.667,1.0,,375.0,3.0,3.0,1.0,1.333,1.333,1.333
75,75,0.80766225,,0.91283858,38.9,38.8,and,2,en-us,56.167076,,35.0,2.667,3.333,1.333,1.0,1.333,1.0,,35.0,3.333,3.0,1.333,1.0,2.333,1.0,he applied that acceptance rate to the current situation there should be no more problem although there's a sudden,,380.0,3.0,3.0,1.333,1.0,1.667,1.0,,380.0,3.0,3.0,1.0,1.333,1.333,1.333
