timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid,new_timestamp,trans_time,new_trans_time,seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surpise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
1552117087986,38024,32016,16889,29935,4017,5813,373964,184128,1,19,1552117086993.0,0.993,61.745,,,,,,,,,,,,,,,,,,,,,,,
1552117088970,129938,699387,215367,304528,13644,25492,1832025,1470948,1,19,1552117087986.0,0.984,62.729,,,,,,,,,,,,,,,,,,,,,,,
1552117089997,46431,59284,19625,28651,2644,2212,2101082,165410,1,19,1552117088970.0,1.027,63.756,,,,,,,,,,,,,,,,,,,,,,,
1552117090978,50046,92791,47699,98716,3266,9703,753096,295693,1,19,1552117089997.0,0.981,64.737,,,,,,,,,,,,,,,,,,,,,,,
1552117091977,29038,122227,35047,32647,4575,9467,583824,198946,1,19,1552117090978.0,0.999,65.736,,,,,,,,,,,,,,,,,,,,,,,
1552117092964,67897,23866,13202,40092,4115,6624,2080115,305057,1,19,1552117091977.0,0.987,66.723,,,,,,,,,,,,,,,,,,,,,,,
1552117093963,111264,33232,21216,47842,4989,7934,2595635,246720,1,19,1552117092964.0,0.999,67.722,,,,,,,,,,,,,,,,,,,,,,,
1552117094968,70183,28959,18468,27799,5246,6283,923459,254844,1,19,1552117093963.0,1.005,68.727,,,,,,,,,,,,,,,,,,,,,,,
1552117095972,50050,106261,77838,52401,16461,18901,659000,315798,1,19,1552117094968.0,1.004,69.731,,,,,,,,,,,,,,,,,,,,,,,
1552117096954,96610,34142,40190,26044,6303,3864,1494274,222758,1,19,1552117095972.0,0.982,70.713,,,,,,,,,,,,,,,,,,,,,,,
1552117097938,59570,148282,34539,55251,7898,10107,1665237,283677,1,19,1552117096954.0,0.984,71.697,,,,,,,,,,,,,,,,,,,,,,,
1552117098943,22306,20846,4053,11999,2090,1841,178908,120911,1,19,1552117097938.0,1.005,72.702,,,,,,,,,,,,,,,,,,,,,,,
1552117099941,17553,24763,5046,10177,2291,1024,111607,34271,1,19,1552117098943.0,0.998,73.7,,,,,,,,,,,,,,,,,,,,,,,
1552117100948,57537,56917,17400,14662,7134,3652,1490203,206116,1,19,1552117099941.0,1.007,74.707,,,,,,,,,,,,,,,,,,,,,,,
1552117101952,20688,33266,5872,5812,1953,2082,456555,61057,1,19,1552117100948.0,1.004,75.711,,,,,,,,,,,,,,,,,,,,,,,
1552117102932,12519,12001,3260,14087,1028,788,335581,89735,1,19,1552117101952.0,0.98,76.691,,,,,,,,,,,,,,,,,,,,,,,
1552117103918,16888,128435,17529,41473,7715,10187,924459,819311,1,19,1552117102932.0,0.986,77.677,,,,,,,,,,,,,,,,,,,,,,,
1552117104955,44577,14310,22171,28767,6234,17063,1464430,626778,1,19,1552117103918.0,1.037,78.714,,,,,,,,,,,,,,,,,,,,,,,
1552117105909,137256,257483,69375,151616,18447,28740,2992536,1094155,1,19,1552117104955.0,0.954,79.668,,,,,,,,,,,,,,,,,,,,,,,
1552117106913,45254,14306,20939,47454,5415,10010,519338,323907,1,19,1552117105909.0,1.004,80.672,,,,,,,,,,,,,,,,,,,,,,,
1552117107891,29672,91810,59783,43179,7033,6142,462284,660494,1,19,1552117106913.0,0.978,81.65,,,,,,,,,,,,,,,,,,,,,,,
1552117108913,6044,6222,13154,12179,3133,2511,126893,143662,1,19,1552117107891.0,1.022,82.672,,,,,,,,,,,,,,,,,,,,,,,
1552117109912,44879,114203,26106,31428,4660,3602,666006,251566,1,19,1552117108913.0,0.999,83.671,,,,,,,,,,,,,,,,,,,,,,,
1552117110878,14917,11623,6941,7777,2764,2191,290859,48679,1,19,1552117109912.0,0.966,84.637,,,,,,,,,,,,,,,,,,,,,,,
1552117111882,113633,13110,54160,86697,6000,20636,2282298,180455,1,19,1552117110878.0,1.004,85.641,,,,,,,,,,,,,,,,,,,,,,,
1552117112883,11377,7423,12502,13902,1967,1803,165847,93729,1,19,1552117111882.0,1.001,86.642,,,,,,,,,,,,,,,,,,,,,,,
1552117113888,29239,193220,59979,107142,8958,40903,1238991,453372,1,19,1552117112883.0,1.005,87.647,,,,,,,,,,,,,,,,,,,,,,,
1552117114870,21917,34077,31503,38321,3845,5048,848122,135897,1,19,1552117113888.0,0.982,88.629,,,,,,,,,,,,,,,,,,,,,,,
1552117115885,51166,191232,126394,134602,22376,39333,2316570,1503394,1,19,1552117114870.0,1.015,89.644,,,,,,,,,,,,,,,,,,,,,,,
1552117116875,23246,39249,39415,24649,9599,9085,315491,142310,1,19,1552117115885.0,0.99,90.634,,,,,,,,,,,,,,,,,,,,,,,
1552117117863,94824,99785,123686,67166,24088,16070,1739352,221042,1,19,1552117116875.0,0.988,91.622,,,,,,,,,,,,,,,,,,,,,,,
1552117118868,61254,15964,47126,56983,26231,53350,704895,92117,1,19,1552117117863.0,1.005,92.627,,,,,,,,,,,,,,,,,,,,,,,
1552117119845,28218,23140,14377,73897,3274,2019,132054,139677,1,19,1552117118868.0,0.977,93.604,,,,,,,,,,,,,,,,,,,,,,,
1552117120854,33208,24434,85854,39126,47757,79747,1811594,138860,1,19,1552117119845.0,1.009,94.613,,,,,,,,,,,,,,,,,,,,,,,
1552117121869,243871,442306,107001,128786,8700,15280,1783754,722498,1,19,1552117120854.0,1.015,95.628,,,,,,,,,,,,,,,,,,,,,,,
1552117122834,17184,19257,9733,16907,2973,1399,480586,102549,1,19,1552117121869.0,0.965,96.593,,,,,,,,,,,,,,,,,,,,,,,
1552117123837,59823,32467,38213,23810,2913,2629,948748,91227,1,19,1552117122834.0,1.003,97.596,,,,,,,,,,,,,,,,,,,,,,,
1552117124843,109726,91663,23469,75672,4045,8695,958707,251620,1,19,1552117123837.0,1.006,98.602,,,,,,,,,,,,,,,,,,,,,,,
1552117125842,79447,45184,17125,21206,4669,2966,1247908,76989,1,19,1552117124843.0,0.999,99.601,,,,,,,,,,,,,,,,,,,,,,,
1552117126827,94790,17404,16969,37298,5870,5256,2032833,191876,1,19,1552117125842.0,0.985,100.586,,,,,,,,,,,,,,,,,,,,,,,
1552117127828,261701,27909,133295,129032,62088,36990,1220921,1114119,1,19,1552117126827.0,1.001,101.587,,,,,,,,,,,,,,,,,,,,,,,
1552117128830,170995,494390,288522,252346,56865,90561,1671746,213510,1,19,1552117127828.0,1.002,102.589,,,,,,,,,,,,,,,,,,,,,,,
1552117129849,69202,153319,64859,69974,7271,13642,3127299,136963,1,19,1552117128830.0,1.019,103.608,,,,,,,,,,,,,,,,,,,,,,,
1552117130816,58687,27279,48147,25269,9202,25884,198368,148040,1,19,1552117129849.0,0.967,104.575,,,,,,,,,,,,,,,,,,,,,,,
1552117131871,44885,10611,8063,26571,2653,3965,906750,11021,1,19,1552117130816.0,1.055,105.63,,,,,,,,,,,,,,,,,,,,,,,
1552117132804,19705,11581,66705,17989,1861,1679,126515,119494,1,19,1552117131871.0,0.933,106.563,,,,,,,,,,,,,,,,,,,,,,,
1552117133787,156521,44416,82119,55991,8761,13921,1455611,106559,1,19,1552117132804.0,0.983,107.546,,,,,,,,,,,,,,,,,,,,,,,
1552117134791,124803,36033,23658,21387,1814,3847,503664,84717,1,19,1552117133787.0,1.004,108.55,,,,,,,,,,,,,,,,,,,,,,,
1552117135808,38079,40834,22014,38204,5739,14171,1093402,249522,1,19,1552117134791.0,1.017,109.567,,,,,,,,,,,,,,,,,,,,,,,
1552117136799,8297,19179,22909,8520,1274,2082,63672,18069,1,19,1552117135808.0,0.991,110.558,,,,,,,,,,,,,,,,,,,,,,,
1552117137795,114169,63229,81097,52272,10929,10365,726649,580613,1,19,1552117136799.0,0.996,111.554,,,,,,,,,,,,,,,,,,,,,,,
1552117138805,23241,5453,13585,14053,1841,2456,169564,114496,1,19,1552117137795.0,1.01,112.564,,,,,,,,,,,,,,,,,,,,,,,
1552117139786,65346,38521,17109,50918,14225,7116,928586,113970,1,19,1552117138805.0,0.981,113.545,,,,,,,,,,,,,,,,,,,,,,,
1552117140769,3134,3279,1360,2311,2992,2405,33072,33000,1,19,1552117139786.0,0.983,114.528,,,,,,,,,,,,,,,,,,,,,,,
1552117141791,102860,8873,53588,27451,3091,7243,2085331,109819,1,19,1552117140769.0,1.022,115.55,,,,,,,,,,,,,,,,,,,,,,,
1552117142772,47184,16919,10946,23099,3017,3128,651714,286813,1,19,1552117141791.0,0.981,116.531,,,,,,,,,,,,,,,,,,,,,,,
1552117143758,3237,21567,7611,18263,1827,1894,1227497,31434,1,19,1552117142772.0,0.986,117.517,,,,,,,,,,,,,,,,,,,,,,,
1552117144743,8853,7740,5634,5754,2058,1292,93227,13514,1,19,1552117143758.0,0.985,118.502,,,,,,,,,,,,,,,,,,,,,,,
1552117145747,12891,58970,36784,26412,1409,3856,544274,96952,1,19,1552117144743.0,1.004,119.506,,,,,,,,,,,,,,,,,,,,,,,
1552117146766,33953,28527,78352,39110,3078,9794,429761,267574,1,19,1552117145747.0,1.019,120.525,,,,,,,,,,,,,,,,,,,,,,,
1552117147733,78251,192521,52717,155180,19494,13580,1107027,291129,1,19,1552117146766.0,0.967,121.492,,,,,,,,,,,,,,,,,,,,,,,
1552117148734,5941,57166,15088,9161,762,1383,439165,187616,1,19,1552117147733.0,1.001,122.493,,,,,,,,,,,,,,,,,,,,,,,
1552117149739,111558,94091,82235,99565,17903,28232,3084414,451474,1,19,1552117148734.0,1.005,123.498,,,,,,,,,,,,,,,,,,,,,,,
1552117150737,33102,16708,57997,35606,9079,20151,680099,166419,1,19,1552117149739.0,0.998,124.496,,,,,,,,,,,,,,,,,,,,,,,
1552117151726,81470,70467,82960,41911,23197,35824,514756,82759,1,19,1552117150737.0,0.989,125.485,,,,,,,,,,,,,,,,,,,,,,,
1552117152724,182726,100478,218233,231240,22971,29317,802125,679685,1,19,1552117151726.0,0.998,126.483,,,,,,,,,,,,,,,,,,,,,,,
1552117153746,258603,400174,239526,69531,153722,237924,683747,591056,1,19,1552117152724.0,1.022,127.505,,,,,,,,,,,,,,,,,,,,,,,
1552117154708,0,0,1,0,0,0,5,1,1,19,1552117153746.0,0.962,128.467,,,,,,,,,,,,,,,,,,,,,,,
1552117155715,108,116,53,78,10,17,400,144,1,19,1552117154708.0,1.007,129.474,,,,,,,,,,,,,,,,,,,,,,,
1552117156699,43778,11112,41263,33608,2150,5239,1200352,57341,1,19,1552117155715.0,0.984,130.458,,,,,,,,,,,,,,,,,,,,,,,
1552117157725,40795,9690,26097,7533,2095,3515,316904,63380,1,19,1552117156699.0,1.026,131.484,,,,,,,,,,,,,,,,,,,,,,,
1552117158719,23333,114361,27102,97185,15618,23527,746523,409037,1,19,1552117157725.0,0.994,132.478,,,,,,,,,,,,,,,,,,,,,,,
1552117159703,118062,9731,48200,39608,6476,6591,522114,327311,1,19,1552117158719.0,0.984,133.462,,,,,,,,,,,,,,,,,,,,,,,
1552117160711,21696,31904,21057,19816,5758,4952,602334,202147,1,19,1552117159703.0,1.008,134.47,,,,,,,,,,,,,,,,,,,,,,,
1552117161750,74008,37708,43760,40836,6272,5114,274657,460186,1,19,1552117160711.0,1.039,135.509,,,,,,,,,,,,,,,,,,,,,,,
1552117162697,47476,31618,46684,152159,4690,11881,1611541,329162,1,19,1552117161750.0,0.947,136.456,,,,,,,,,,,,,,,,,,,,,,,
1552117163674,12794,16729,22358,25991,10734,10991,764795,427248,1,19,1552117162697.0,0.977,137.433,,,,,,,,,,,,,,,,,,,,,,,
1552117164673,66685,117450,13773,40592,3172,5663,2375166,275700,1,19,1552117163674.0,0.999,138.432,,,,,,,,,,,,,,,,,,,,,,,
1552117165684,68237,13014,25802,73409,10667,6918,2114715,477010,1,19,1552117164673.0,1.011,139.443,,,,,,,,,,,,,,,,,,,,,,,
1552117166688,16154,69051,39375,18500,4105,5274,2267922,275749,1,19,1552117165684.0,1.004,140.447,,,,,,,,,,,,,,,,,,,,,,,
1552117167680,80825,15138,33691,13888,13857,7334,1063308,796556,1,19,1552117166688.0,0.992,141.439,,,,,,,,,,,,,,,,,,,,,,,
1552117168670,29353,16245,18592,43558,4276,2824,879911,280654,1,19,1552117167680.0,0.99,142.429,,,,,,,,,,,,,,,,,,,,,,,
1552117169652,40733,126647,26375,50831,4400,6851,1647077,117376,1,19,1552117168670.0,0.982,143.411,,,,,,,,,,,,,,,,,,,,,,,
1552117170657,19268,25730,18403,55896,7288,7937,484822,81479,1,19,1552117169652.0,1.005,144.416,,,,,,,,,,,,,,,,,,,,,,,
1552117171648,83057,23018,38670,91521,7943,4659,340722,380300,1,19,1552117170657.0,0.991,145.407,,,,,,,,,,,,,,,,,,,,,,,
1552117172662,18523,21430,28311,41411,2175,4725,69370,221950,1,19,1552117171648.0,1.014,146.421,,,,,,,,,,,,,,,,,,,,,,,
1552117173646,2204,6635,6518,5602,598,1663,866789,87841,1,19,1552117172662.0,0.984,147.405,,,,,,,,,,,,,,,,,,,,,,,
1552117174649,8167,9814,11426,18801,747,1761,920837,77684,1,19,1552117173646.0,1.003,148.408,,,,,,,,,,,,,,,,,,,,,,,
1552117175654,3882,1393,16653,8090,4155,9902,184840,76678,1,19,1552117174649.0,1.005,149.413,,,,,,,,,,,,,,,,,,,,,,,
1552117176642,22896,21273,16009,27472,3317,6179,661898,50184,1,19,1552117175654.0,0.988,150.401,,,,,,,,,,,,,,,,,,,,,,,
1552117177643,99514,39181,40907,61626,7298,30464,1218746,65161,1,19,1552117176642.0,1.001,151.402,,,,,,,,,,,,,,,,,,,,,,,
1552117178638,148835,103727,267816,61138,6922,110933,2530008,554702,1,19,1552117177643.0,0.995,152.397,,,,,,,,,,,,,,,,,,,,,,,
1552117179607,31451,186663,67488,34900,8773,12128,661149,389353,1,19,1552117178638.0,0.969,153.366,,,,,,,,,,,,,,,,,,,,,,,
1552117180617,61552,90007,20359,19003,13294,6613,851768,132237,1,19,1552117179607.0,1.01,154.376,,,,,,,,,,,,,,,,,,,,,,,
1552117181630,86237,91289,13822,33282,7216,12979,1202210,714326,1,19,1552117180617.0,1.013,155.389,,,,,,,,,,,,,,,,,,,,,,,
1552117182616,1476,10094,1139,1834,248,237,48159,12143,1,19,1552117181630.0,0.986,156.375,,,,,,,,,,,,,,,,,,,,,,,
1552117183642,34559,31712,22700,33281,5631,7599,766776,255837,1,19,1552117182616.0,1.026,157.401,,,,,,,,,,,,,,,,,,,,,,,
1552117184584,69634,28395,100033,133686,26086,31863,1121013,2065135,1,19,1552117183642.0,0.942,158.343,,,,,,,,,,,,,,,,,,,,,,,
1552117185587,19334,7892,11668,13378,1237,1359,393152,61518,1,19,1552117184584.0,1.003,159.346,,,,,,,,,,,,,,,,,,,,,,,
1552117186606,138556,121308,19825,17606,6741,9585,1037597,209243,1,19,1552117185587.0,1.019,160.365,,,,,,,,,,,,,,,,,,,,,,,
1552117187667,75119,62529,22753,25872,5519,4112,1569456,313093,1,19,1552117186606.0,1.061,161.426,,,,,,,,,,,,,,,,,,,,,,,
1552117188589,29004,96498,17063,49809,8148,17087,2299378,289495,1,19,1552117187667.0,0.922,162.348,,,,,,,,,,,,,,,,,,,,,,,
1552117189585,28191,86148,41931,79055,6041,7991,2337137,325761,1,19,1552117188589.0,0.996,163.344,,,,,,,,,,,,,,,,,,,,,,,
1552117190559,5956,21000,4803,17705,1861,1413,985088,30996,1,19,1552117189585.0,0.974,164.318,,,,,,,,,,,,,,,,,,,,,,,
1552117191584,59346,25583,10228,45983,12880,2005,897874,202183,1,19,1552117190559.0,1.025,165.343,,,,,,,,,,,,,,,,,,,,,,,
1552117192567,21139,6261,8799,3550,1086,1449,30294,91585,1,19,1552117191584.0,0.983,166.326,,,,,,,,,,,,,,,,,,,,,,,
1552117193550,333083,561726,50280,86252,9181,38771,1591813,1183194,1,19,1552117192567.0,0.983,167.309,,,,,,,,,,,,,,,,,,,,,,,
1552117194553,10260,24327,4072,7539,1435,2622,300999,22322,1,19,1552117193550.0,1.003,168.312,,,,,,,,,,,,,,,,,,,,,,,
1552117195557,10907,27145,8665,26794,937,2160,308613,50688,1,19,1552117194553.0,1.004,169.316,,,,,,,,,,,,,,,,,,,,,,,
1552117196559,41360,57805,25206,38613,10174,27269,931563,688121,1,19,1552117195557.0,1.002,170.318,,,,,,,,,,,,,,,,,,,,,,,
1552117197562,128156,105415,29317,24464,3982,7784,1872278,262403,1,19,1552117196559.0,1.003,171.321,,,,,,,,,,,,,,,,,,,,,,,
1552117198540,58073,6149,39510,14990,5512,2321,628053,162345,1,19,1552117197562.0,0.978,172.299,,,,,,,,,,,,,,,,,,,,,,,
1552117199533,15833,23454,24145,21476,8067,10450,1548441,277571,1,19,1552117198540.0,0.993,173.292,,,,,,,,,,,,,,,,,,,,,,,
1552117200550,36235,40598,20972,23621,4026,4796,649466,222621,1,19,1552117199533.0,1.017,174.309,,,,,,,,,,,,,,,,,,,,,,,
1552117201607,40617,37319,35667,35192,4262,10236,712361,611052,1,19,1552117200550.0,1.057,175.366,,,,,,,,,,,,,,,,,,,,,,,
1552117202516,8494,5334,5925,7432,1162,1783,2280855,55149,1,19,1552117201607.0,0.909,176.275,,,,,,,,,,,,,,,,,,,,,,,
1552117203540,11428,10658,6582,7758,570,2573,472524,42220,1,19,1552117202516.0,1.024,177.299,,,,,,,,,,,,,,,,,,,,,,,
1552117204519,5579,20709,5839,5339,938,1029,144182,79302,1,19,1552117203540.0,0.979,178.278,,,,,,,,,,,,,,,,,,,,,,,
1552117205522,18034,21809,4695,13659,1237,760,321621,48694,1,19,1552117204519.0,1.003,179.281,,,,,,,,,,,,,,,,,,,,,,,
1552117206524,8934,15614,6937,8255,1089,1328,670557,33177,1,19,1552117205522.0,1.002,180.283,,,,,,,,,,,,,,,,,,,,,,,
1552117207512,8369,5167,2711,12040,998,891,271567,50253,1,19,1552117206524.0,0.988,181.271,,,,,,,,,,,,,,,,,,,,,,,
1552117208555,241777,136179,124649,278775,28385,22978,1153558,1315823,1,19,1552117207512.0,1.043,182.314,,,,,,,,,,,,,,,,,,,,,,,
1552117209514,16312,7293,3919,11972,799,554,64664,106431,1,19,1552117208555.0,0.959,183.273,,,,,,,,,,,,,,,,,,,,,,,
1552117210498,53966,24480,32538,53285,3256,3930,1156479,669261,1,19,1552117209514.0,0.984,184.257,,,,,,,,,,,,,,,,,,,,,,,
1552117211546,12981,26335,4917,10998,907,1316,78514,25144,1,19,1552117210498.0,1.048,185.305,,,,,,,,,,,,,,,,,,,,,,,
