seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2,seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
185,3,5,1,2,3,2,1,,,,,x,,,,,,,,,,x,185,4,4,3,3,1,2,1,,,,x,,,,,,,,,,,x
190,4,5,1,2,3,2,1,,,,,x,,,,,,,,,,x,190,4,4,3,3,1,2,1,,,,x,,,,,,,,,,,x
195,4,5,1,2,3,2,1,,,,,x,,,,,,,,,,x,195,3,4,3,3,1,2,1,,,,x,,,,,,,,,,,x
200,4,5,1,2,3,2,1,,,,,x,,,,,,,,,,x,200,3,4,3,3,1,2,1,,,,x,,,,,,,,,,,x
205,4,4,1,2,3,1,1,,,,,x,,,,,,,,,,x,205,3,4,3,3,1,2,1,,,,x,,,,,,,,,,,x
210,4,4,1,2,3,1,1,,,,,x,,,,,,,,,,x,210,3,4,3,3,1,2,1,,,,x,,,,,,,,,,,x
215,3,4,1,2,3,1,1,,,,,x,,,,,,,,,,x,215,3,4,3,3,1,2,1,,,,x,,,,,,,,,,,x
220,3,3,1,2,2,1,1,,,,,x,,,,,,,,,,x,220,3,4,3,3,1,2,1,,,,x,,,,,,,,,,,x
225,3,3,1,2,2,1,1,,,,,x,,,,,,,,,,x,225,3,4,3,3,1,2,1,,,,x,,,,,,,,,,,x
230,3,3,1,2,2,1,1,,,,,x,,,,,,,,,,x,230,3,4,4,3,1,2,1,,,,x,,,,,,,,,,,x
235,2,2,1,2,2,1,1,,,,,x,,,,,,,,,,x,235,4,4,3,3,1,2,1,,,,x,,,,,,,,,,,x
240,3,1,1,2,1,1,1,,,,,,,x,,,,,,,,x,240,4,4,4,3,1,1,1,,,,x,,,,,,,,,,,x
245,3,1,1,2,1,1,1,,,,,,,x,,,,,,,,x,245,4,4,3,3,1,1,1,,,,x,,,,,,,,,,,x
250,3,1,1,2,1,1,1,,,,,,,x,,,,,,,,x,250,4,4,4,3,1,1,1,,,,x,,,,,,,,,,,x
255,4,1,1,2,1,1,1,,,,,,,x,,,,,,,,x,255,4,4,3,3,1,1,1,,,,x,,,,,,,,,,,x
260,4,2,1,2,1,1,1,,,,,,,x,,,,,,,,x,260,4,4,4,3,1,1,1,,,,x,,,,,,,,,,,x
265,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x,265,4,4,3,3,1,1,1,,,,x,,,,,,,,,,,x
270,4,2,2,2,1,2,1,,,,,,,x,,,,,,,,x,270,4,4,4,3,1,1,1,,,,x,,,,,,,,,,,x
275,5,2,3,2,1,2,1,,,,,,,x,,,,,,,,x,275,4,4,3,3,1,1,1,,,,x,,,,,,,,,,,x
280,5,2,2,2,1,2,1,,,,,,,x,,,,,,,,x,280,4,4,4,3,1,1,1,,,,x,,,,x,,,,,,,
285,5,2,2,2,1,2,1,,,,,,,x,,,,,,,,x,285,4,4,3,3,1,1,1,,,,x,,,,,,,,,,,x
290,4,2,2,2,1,2,1,,,,,,,x,,,,,,,,x,290,4,3,4,3,1,1,1,,,,x,,,,,,,,,,,x
295,4,2,2,2,1,2,1,,,,,,,x,,,,,,,,x,295,4,3,3,3,1,1,1,,,,x,,,,,,,,,,,x
300,3,2,1,2,1,1,1,,,,,,,x,,,,,,,,x,300,4,3,4,3,1,1,1,,,,x,,,,,,,,,,,x
305,3,2,1,2,1,1,1,,,,,,,x,,,,,,,,x,305,4,3,3,3,1,1,1,,,,x,,,,,,,,,,,x
310,3,2,1,2,1,1,1,,,,,,,x,,,,,,,,x,310,4,3,4,3,1,1,1,,,,x,,,,,,,,,,,x
315,3,2,1,2,1,1,1,,,,,,,x,,,,,,,,x,315,4,3,3,3,1,1,1,,,,x,,,,,,,,,,,x
320,2,2,1,2,1,1,1,,,,,,,x,,,,,,,,x,320,4,3,4,3,1,1,1,,,,x,,,,,,,,,,,x
325,2,2,1,2,1,1,1,,,,,,,x,,,,,,,,x,325,3,3,3,3,1,1,1,,,,x,,,,,,,,,,,x
330,2,2,1,2,1,1,1,,,,,,,x,,,,,,,,x,330,3,3,3,3,1,1,1,,,,x,,,,,,,,,,,x
335,2,2,1,2,1,2,1,,,,,,,x,,,,,,,,x,335,3,3,3,3,1,1,1,,,,x,,,,,,,,,,,x
340,1,2,1,2,1,2,1,,,,,,,x,,,,,,,,x,340,3,3,3,3,1,1,1,,,,x,,,,,,,,,,,x
345,1,2,1,2,1,2,1,,,,,,,x,,,,,,,,x,345,3,3,3,3,1,1,1,,,,x,,,,,,,,,,,x
350,1,2,1,2,1,2,1,,,,,,,x,,,,,,,,x,350,3,3,3,3,1,1,1,,,,x,,,,,,,,,,,x
355,1,2,1,2,1,2,1,,,,,,,x,,,,,,,,x,355,3,3,3,3,1,1,1,,,,x,,,,,,,,,,,x
360,1,2,1,2,1,2,1,,,,,,,x,,,,,,,,x,360,3,3,3,3,1,1,1,,,,x,,,,,,,,,,,x
365,2,2,2,2,1,2,1,,,,,,,x,,,,,,,,x,365,3,3,3,3,1,1,1,,,,x,,,,,,,,,,,x
370,2,2,2,2,1,2,1,,,,,,,x,,,,,,,,x,370,3,3,3,3,1,1,1,,,,x,,,,,,,,,,,x
375,2,2,2,2,1,2,1,,,,,,,x,,,,,,,,x,375,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
380,2,2,2,2,1,2,1,,,,,,,x,,,,,,,,x,380,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
385,2,2,2,2,1,2,1,,,,,,,x,,,,,,,,x,385,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
390,2,2,2,2,1,2,1,,,,,,,x,,,,,,,,x,390,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
395,2,2,2,2,1,2,1,,,,,,,x,,,,,,,,x,395,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
400,2,2,2,2,1,2,1,,,,,,,x,,,,,,,,x,400,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
405,2,2,2,2,1,2,1,,,,,,,x,,,,,,,,x,405,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
410,2,2,2,2,1,2,1,,,,,,,x,,,,,,,,x,410,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
415,2,2,2,2,1,2,1,,,,,,,x,,,,,,,,x,415,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
420,3,3,2,1,2,3,1,,,,,x,,,,,,,,,,x,420,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
425,3,3,2,1,2,3,1,,,,,x,,,,,,,,,,x,425,2,3,3,3,1,2,1,,,,x,,x,,,,,,,,,x
430,3,3,1,1,2,3,1,,,,,x,,,,,,,,,,x,430,2,3,3,3,1,2,1,,,,x,,x,,,,,,,,,x
435,3,3,1,1,2,3,1,,,,,x,,,,,,,,,,x,435,2,3,3,3,1,2,1,,,,x,,x,,,,,,,,,x
440,4,3,1,1,3,3,1,,,,,x,,,,,,,,,,x,440,2,3,3,3,1,2,1,,,,x,,x,,,,,,,,,x
445,4,3,1,1,3,3,1,,,,,x,,,,,,,,,,x,445,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
450,4,4,1,1,3,3,1,,,,,x,,,,,,,,,,x,450,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
455,4,4,1,1,4,3,1,,,,,x,,,,,,,,,,x,455,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
460,4,4,1,1,4,3,1,,,,,x,,,,,,,,,,x,460,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
465,4,4,1,1,4,2,1,,,,,x,,,,,,,,,,x,465,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
470,4,4,1,1,4,2,1,,,,,x,,,,,,,,,,x,470,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
475,4,4,1,1,4,3,1,,,,,x,,,,,,,,,,x,475,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
480,4,4,1,1,3,3,1,,,,,x,,,,,,,,,,x,480,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
485,4,4,1,1,3,3,1,,,,,x,,,,,,,,,,x,485,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
490,4,4,1,1,3,3,1,,,,,x,,,,,,,,,,x,490,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
495,4,4,1,1,3,3,1,,,,,x,,,,,,,,,,x,495,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
500,4,4,1,1,3,3,1,,,,,x,,,,,,,,,,x,500,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
505,4,4,1,1,3,3,1,,,,,x,,,,,,,,,,x,505,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
510,4,4,1,1,3,3,1,,,,,x,,,,,,,,,,x,510,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
515,3,4,1,1,3,3,1,,,,,x,,,,,,,,,,x,515,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
520,3,4,1,1,3,3,1,,,,,x,,,,,,,,,,x,520,2,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
525,3,5,1,1,3,3,1,,,,,x,,,,,,,,,,x,525,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
530,3,5,1,1,3,3,1,,,,,x,,,,,,,,,,x,530,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
535,3,5,1,1,3,3,1,,,,x,,,,,,,,,,,x,535,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
540,3,5,1,1,3,3,1,,,,x,,,,,,,,,,,x,540,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
545,3,5,1,1,3,3,1,,,,x,,,,,,,,,,,x,545,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
550,3,4,1,2,2,2,1,,,,x,,,,,,,,,,,x,550,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
555,3,4,1,2,2,2,1,,,,x,,,,,,,,,,,x,555,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
560,3,4,2,2,2,1,1,,,,x,,,,,,,,,,,x,560,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
565,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x,565,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
570,3,3,2,2,1,1,1,,,,,,,x,,,,,,,,x,570,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
575,3,3,2,2,1,1,1,,,,,,,x,,,,,,,,x,575,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
580,3,3,2,2,1,1,1,,,,,,,x,,,,,,,,x,580,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
585,3,2,2,2,1,1,1,,,,,,,x,,,,,,,,x,585,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
590,3,2,2,2,1,1,1,,,,,,,x,,,,,,,,x,590,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
595,2,2,2,2,1,1,1,,,,,,,x,,,,,,,,x,595,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
600,2,2,2,3,1,1,1,,,,,,,x,,,,,,,,x,600,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
605,2,2,3,4,1,1,1,,,,,,,x,,,,,,,,x,605,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
